"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","Sales Limited","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1938433,"RBC INDIGO DIVIDEND FUND",805-9653455949,25264,"","Canada","Y","N","N","N","",,"N","","N","Hedge Fund","",1071784064,364,21072,0,8,"N",99,"N","N","Y",15,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1938433,"RBC INDIGO CANADIAN MONEY MARKET FUND",805-9796916115,25259,"","Canada","Y","N","N","N","",,"N","","N","Hedge Fund","",597412210,364,28856,0,4,"N",99,"N","N","Y",20,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1938433,"RBC INDIGO EQUITY FUND",805-8343948789,25265,"","Canada","Y","N","N","N","",,"N","","N","Hedge Fund","",582679467,364,7655,0,59,"N",99,"N","N","Y",5,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1938433,"RBC INDIGO DIVERSIFIED AGGRESSIVE GROWTH FUND",805-6178139822,25289,"","Canada","Y","N","N","N","",,"Y","Y","Y","Hedge Fund","",123866079,364,3350,0,0,"N",99,"N","N","Y",2,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1938433,"RBC INDIGO GLOBAL EQUITY FUND",805-8205491562,199439,"","Canada","Y","N","N","N","",,"N","","N","Hedge Fund","",240492359,364,3584,0,69,"N",99,"N","Y","Y",2,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1976606,"ILA CAPITAL US PRIME FUND",805-6381868746,252751,"","Ireland","Y","Y","N","N","",,"N","","N","Hedge Fund","",31555833,150000,5,0,0,"Y",100,"Y","N","N",0,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1976801,"AMR ACTION FUND, SCSP",805-5134729237,251422,"","Luxembourg","N","Y","N","N","",,"N","","N","Venture Capital Fund","",251620000,500000,14,0,0,"",100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","N","Y",0,"N"
1976801,"AMR ACTION FUND L.P.",805-6732205697,251364,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",725252500,2000000,12,0,0,"",11,"N","N","N",0,"Y","Y","Y","Y","Yes","N","N","Y",0,"N"
1968133,"BSP ABSOLUTE RETURN FUND OF FUNDS LP",805-9398131680,22144,"Delaware","United States","Y","N","N","N","",,"Y","N","N","Hedge Fund","",658898011,500000,35,0,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1976926,"CAMROSE EQUITY FUND LIMITED",805-8068553167,432803,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Other Private Fund","LONG ONLY PUBLICLY TRADED EQUITIES",577083755,1000000,64,4,0,"",72,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","N","Y","Y",100,"N"
1978850,"GALEN PARTNERS VI, L.P.",805-3722434684,203638,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",31610583,138000,11,3,60,"",14,"N","N","N",0,"Y","Y","Y","Y","Yes","N","N","N",0,"N"
1978850,"GALEN CDX SPV LLC",805-2130242570,192791,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",1890249,6815940,2,0,0,"",100,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1978850,"GALEN CDX SPV II LLC",805-5623438229,192792,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",1779541,88207,2,0,100,"",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1978850,"GALEN CDX SPV III LLC",805-1859186899,192793,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",157913,25000,11,0,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1978850,"GALEN EVOLVE SPV LLC",805-9754929650,236363,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",9998643,0,3,0,100,"",100,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1978850,"GALEN PARTNERS VI ANNEX FUND, L.P.",805-2986638859,236372,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",4999321,0,5,3,97,"",3,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1978768,"COMMONWEALTH V2, LLC",805-7774511788,377704,"Delaware","United States","Y","N","N","N","",,"N","","N","Other Private Fund","DIGITAL ASSET FUND",6837142,50000,31,1,0,"N",5,"N","N","N",0,"Y","N","","","","N","N","Y",0,"N"
1978534,"VAIDYA INVESTMENT PARTNERSHIP, LP",805-1517590060,484781,"California","United States","Y","N","N","N","",,"N","","N","Hedge Fund","",300000,10000,1,77,0,"Y",0,"N","N","N",100,"Y","N","","","","N","Y","Y",0,"N"
1971671,"VICTORY EUROPEAN REAL ESTATE FUND I FCP-SIF",805-5281489715,310224,"","Luxembourg","Y","Y","Y","N","",,"N","","N","Real Estate Fund","",12826256,776175,14,1,28,"Y",62,"N","N","N",0,"Y","N","","","","N","Y","Y",100,"N"
1971671,"VICTORY EUROPEAN REAL ESTATE FUND II (A) SCSP",805-3782574457,310139,"","Luxembourg","Y","Y","N","N","",,"N","","N","Real Estate Fund","",1478527430,5174500,15,5,7,"Y",68,"N","N","N",0,"Y","Y","N","Y","Yes","N","Y","Y",100,"Y"
1971671,"VEREF MANHATTAN RECAP FUND SCSP",805-3257492181,371677,"","Luxembourg","Y","Y","N","N","",,"N","","N","Real Estate Fund","",350285644,91071200,1,0,0,"Y",100,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","Y",100,"N"
1971671,"VICTORY EUROPEAN REAL ESTATE FUND II CO-INVEST 1 SCSP",805-1458253957,370156,"","Luxembourg","Y","Y","N","N","",,"N","","N","Real Estate Fund","",939116719,1552350,11,0,6,"Y",92,"N","N","N",0,"N","Y","N","Y","Yes","N","Y","Y",100,"Y"
1979092,"ARCM 1740 INVESTMENTS LTD.",805-4705886040,265915,"","Cayman Islands","N","Y","N","N","",,"N","","N","Other Private Fund","SPECIAL PURPOSE VEHICLE",0,0,1,0,0,"",0,"Y","N","N",0,"N","N","","","","Y","Y","Y",100,"N"
1979092,"ARCM MASTER FUND IV LTD.",805-9875754005,238065,"","Cayman Islands","N","Y","Y","N","",,"N","","Y","Hedge Fund","",2877194315,10000000,134,9,8,"",46,"Y","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",100,"N"
1963921,"AMBIX LIFE SCIENCE FUND I-B, L.P.",805-1297746449,337215,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",15457016,50000,16,36,0,"Y",0,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1963921,"AMBIX LIFE SCIENCE FUND I-A, L.P.",805-3704657696,337205,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",13864365,20000,30,24,0,"Y",0,"N","N","N",0,"Y","N","","","","N","Y","N",0,"N"
1963921,"AMBIX LIFE SCIENCE FUND I, L.P.",805-2598821471,308596,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",66089794,500000,40,14,0,"Y",15,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1979523,"CITTA CAPITAL, LP",805-1789231336,311936,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",50000000,10000000,2,1,99,"Y",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1979523,"CITTA CAPITAL EMERGING TECH LLC",805-4594686169,372296,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",1000000,0,2,1,0,"",99,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1979523,"CITTA CAPITAL GROWTH OPPORTUNITY LLC",805-6362288862,372297,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",350000,0,4,1,0,"",99,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1965727,"ONWARD INVESTORS VALUE FUND II, L.P.",805-5810969469,483302,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",493419070,250000,1,0,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1965727,"ONWARD INVESTORS VALUE FUND, L.P.",805-3402301984,483269,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",24439195,250000,1,0,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1965727,"ONWARD INVESTORS VALUE FUND III, L.P.",805-5244265789,483318,"Delaware","United States","Y","N","N","N","",,"N","","N","Real Estate Fund","",402659503,500000,1,0,0,"N",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1966890,"CATALYST FUND RESILIENCE I, L.P.",805-8424084743,364818,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",6207341,250000,9,1,0,"Y",80,"N","N","N",0,"Y","Y","Y","Y","Yes","N","N","Y",0,"N"
1980162,"PILLSBURY LAKE PARTNERSHIP LP",805-1698585396,366904,"Delaware","United States","Y","N","N","N","",,"N","","N","Hedge Fund","",15540672,250000,2,44,0,"Y",0,"N","N","Y",0,"Y","Y","Y","N","Report Not Yet Received","Y","Y","Y",0,"Y"
1949383,"GENOA OPPORTUNITY SPV IV, LLC",805-7237995945,304609,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",8840081,0,9,0,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","Y",0,"N"
1949383,"GENOA VENTURES FUND II-A, LP",805-6204576825,304603,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1040985,0,12,2,0,"N",1,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1949383,"GENOA VENTURES FUND II, L.P.",805-9983195641,254059,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",67489173,40000,127,2,0,"",3,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1949383,"GENOA OPPORTUNITY SPV V, LLC",805-3185262270,304617,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",69719,0,13,0,0,"N",1,"N","N","N",0,"Y","N","","","","N","N","Y",0,"N"
1949383,"GENOA VENTURES FUND I, LP",805-5383775299,213572,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",9050602,20000,94,2,0,"N",3,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"Y"
1949383,"GENOA OPPORTUNITY SPV III, LLC",805-5545782007,253552,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",193483,0,5,0,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","Y",0,"N"
1949383,"GENOA OPPORTUNITY SPV II, LLC",805-4075964928,253547,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",0,0,5,0,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","Y",0,"N"
1983999,"LANIAKEA SPECIAL OPPORTUNITIES FUND LIMITED",805-5761745332,426003,"","Cayman Islands","N","Y","Y","N","",,"N","","Y","Hedge Fund","",62470699,250000,44,23,0,"",76,"N","N","N",0,"N","Y","Y","Y","Yes","Y","Y","Y",100,"N"
1984079,"SHINE CAPITAL ADVISOR FUND II, L.P.",805-8273062725,317010,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",848043,0,17,0,0,"N",8,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
1984079,"SHINE CAPITAL OPPORTUNITIES FUND I, L.P.",805-2320152934,288567,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",102484320,0,121,5,6,"",9,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1984079,"SHINE CAPITAL I L.P.",805-7416227016,249179,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",111961387,20000,71,5,13,"Y",5,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1984079,"SHINE CAPITAL ADVISOR FUND I, L.P.",805-4749497400,249185,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",17127647,25000,39,5,0,"N",33,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1984079,"SHINE CAPITAL II, L.P.",805-4717212674,288561,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",194330602,0,121,5,7,"",9,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1984079,"SHINE CAPITAL OPPORTUNITIES ADVISOR FUND I, L.P.",805-8350441407,317011,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",431627,0,17,0,0,"Y",8,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
1983385,"KYMATIC INVESTMENTS LP",805-8082384585,485400,"Delaware","United States","Y","Y","N","N","",,"N","","Y","Hedge Fund","",37946650,100000,2,0,0,"Y",100,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","Y","Y","Y",100,"N"
1984231,"TRIDENT CAPITAL FUND-VI PRINCIPALS FUND, L.L.C.",805-4473434292,16906,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2760338,200000,11,39,0,"N",0,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
1984231,"TRIDENT CAPITAL FUND-VII PRINCIPALS FUND, L.L.C.",805-8530503176,16908,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1267568,100000,14,73,0,"N",0,"N","N","N",0,"N","N","","","","N","Y","Y",0,"N"
1984231,"TRIDENT CAPITAL FUND-VI, L.P.",805-8133982123,16888,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",73162188,500000,69,0,39,"",16,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1984231,"TRIDENT CAPITAL FUND-VII, L.P.",805-9458523555,16890,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",47149290,1000000,37,0,55,"",28,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1982157,"CREDENTIA PARTNERS FUND I, L.P.",805-3118023050,58730,"Delaware","United States","Y","N","N","N","",,"N","","Y","Hedge Fund","",62510253,500000,22,82,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","Y","Y","Y",92,"N"
1982638,"ARCIS FUND I, LLC",805-4790093921,458734,"Delaware","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",35000000,1000000,1,100,0,"Y",0,"N","N","N",100,"N","Y","Y","Y","Report Not Yet Received","N","N","Y",0,"N"
1961586,"BLUE RIBAND FUND LP",805-9412520754,476584,"Delaware","United States","Y","N","Y","N","",,"N","","N","Hedge Fund","",161866201,500000,56,58,0,"N",56,"N","Y","N",0,"Y","Y","Y","Y","Report Not Yet Received","Y","Y","Y",100,"N"
1979135,"GLASSTX CAPITAL",805-6810238853,484812,"Colorado","United States","Y","Y","N","N","",,"N","","N","Private Equity Fund","",25000000,50000,34,5,15,"Y",90,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1980703,"HEAVYBIT HOLDINGS V ASSOCIATES, L.P.",805-7286285828,483893,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1556315,50000,32,0,0,"N",3,"N","N","N",0,"Y","N","","","","N","Y","Y",0,"N"
1980703,"HEAVYBIT HOLDINGS V, L.P.",805-8694875294,483883,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",87830630,50000,58,1,56,"",9,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1980703,"HEAVYBIT HOLDINGS SPV I, L.P.",805-6085507499,251871,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",5660936,2200000,1,0,0,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1980703,"HEAVYBIT HOLDINGS III, L.P.",805-1392158306,251869,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",208404495,50000,20,11,32,"N",2,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1980703,"HEAVYBIT HOLDINGS IV, L.P.",805-7621917116,251870,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",85279626,20000,86,1,35,"",5,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1980703,"HEAVYBIT HOLDINGS I, LLC",805-9846617049,254773,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",19664868,2135,23,0,13,"Y",0,"N","N","N",0,"N","N","","","","N","Y","N",0,"N"
1980703,"HEAVYBIT HOLDINGS II, LLC",805-3497104632,254774,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",22234216,2135,20,0,17,"Y",13,"N","N","N",0,"N","N","","","","N","Y","N",0,"N"
1980703,"HEAVYBIT HOLDINGS IV OPPORTUNITY, L.P.",805-7831841929,305232,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",17755399,50000,16,1,52,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1980703,"HEAVYBIT HOLDINGS SPV II, L.P.",805-3948954302,361082,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",2701360,1000000,2,0,50,"",0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","Y",0,"N"
1957770,"ADNATE CREDIT OPPORTUNITIES FUND I (FEEDER) LIMITED",805-5298301782,484437,"","British Virgin Islands","Y","Y","N","Y","ADNATE CREDIT OPPORTUNITIES FUND I (MASTER) LIMITED",805-1017719972,"N","","N","Other Private Fund","PRIVATE CREDIT FUND",0,250000,3,100,0,"Y",0,"N","N","N",0,"N","Y","Y","Y","Report Not Yet Received","N","Y","Y",0,"N"
1970525,"MISTRAL SLEEPLESS HOLDINGS",805-4987150877,482633,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",62452563,25000,46,8,0,"N",0,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1970525,"MISTRAL WHOBREW LLC",805-4084966938,484856,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",9785000,40000,23,23,0,"N",0,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1970525,"HAYMAKER SPONSOR IV, LLC",805-9334596957,484857,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",8800000,25000,28,50,0,"N",0,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1970525,"MISTRAL BOLD HOLDINGS",805-2026336494,484860,"Delaware","United States","Y","N","N","N","",,"N","","N","Private Equity Fund","",2500000,25000,7,56,0,"N",0,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1980518,"EXTRA VENTURES, LP",805-9751599582,370482,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",950000,0,5,0,0,"Y",75,"N","N","Y",0,"Y","N","","","","N","N","N",0,"N"
1980518,"UPHONEST CAPITAL, L.P.",805-5786202428,191723,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",70000000,0,31,1,0,"Y",90,"N","N","Y",0,"Y","Y","Y","N","Report Not Yet Received","N","N","N",0,"N"
1980518,"WEIS FUND II, L.P.",805-8609754035,215251,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",36000000,0,16,1,0,"Y",98,"N","N","N",0,"Y","Y","Y","N","Report Not Yet Received","N","N","N",0,"N"
1980518,"BETASV L.P.",805-7379473921,250282,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",6700000,0,19,1,0,"Y",49,"N","N","Y",30,"Y","N","","","","N","N","N",0,"N"
1980518,"BETASV II L.P.",805-8214318216,320080,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",3100000,0,10,1,0,"Y",74,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1980518,"UPHONESTEDU L.P.",805-2173676686,320109,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1800000,0,2,1,0,"Y",100,"N","N","N",0,"N","N","","","","N","N","N",0,"N"
1980518,"UPHONEST CAPITAL III L.P.",805-5589840111,284669,"Delaware","United States","Y","Y","N","N","",,"N","","N","Venture Capital Fund","",95000000,0,37,2,0,"Y",62,"N","N","Y",2,"Y","Y","Y","N","Report Not Yet Received","N","N","N",0,"N"
1939058,"SEAS INVESTMENT CLUB, LLC",805-8528694197,438603,"South Carolina","United States","Y","N","N","N","",,"N","","N","Other Private Fund","INVESTMENT CLUB",0,25000,1,100,0,"Y",0,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","N","N","N",100,"N"
1957026,"SERIES 15 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-2267077687,463246,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",305000,1000,14,8,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1957026,"SERVICE PROVIDER CAPITAL MIDWEST FUND I, LP",805-1973497106,178661,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",895343,25000,60,10,0,"N",0,"N","N","N",0,"Y","N","N","","","N","N","N",0,"N"
1957026,"SERVICE PROVIDER CAPITAL SOUTHEAST FUND I, LP",805-9456540104,189653,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2279020,25000,52,4,0,"N",0,"N","N","N",0,"Y","N","N","","","N","N","N",0,"N"
1957026,"SERIES 1 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-2894755553,227420,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",105000,1000,17,5,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1957026,"SERIES 5 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-6096472075,268908,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",405000,1000,16,6,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1957026,"SERIES 6 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-7408563355,268909,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",390233,1000,34,23,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1957026,"SERVICE PROVIDER CAPITAL MIDWEST FUND II, LP",805-3456858181,248255,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",3058252,25000,79,2,0,"N",0,"N","N","N",0,"Y","N","N","","","N","N","N",0,"N"
1957026,"SERVICE PROVIDER CAPITAL TEXAS FUND I, LP",805-8639488118,363317,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2554191,25000,41,8,0,"N",0,"N","N","N",0,"Y","N","N","","","N","N","N",0,"N"
1957026,"SERVICE PROVIDER CAPITAL MIDWEST FUND III, LP",805-5690473583,374536,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",4142494,25000,56,5,0,"N",0,"N","N","N",0,"Y","N","N","","","N","N","N",0,"N"
1957026,"SERIES 14 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-4834907695,374546,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",704667,1000,37,6,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1957026,"SERIES 13 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-3910611510,374544,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",25000,1000,3,100,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1957026,"SERIES 12 LLC, A SERIES OF SERVICE PROVIDER CAPITAL SPV HOLDINGS I, LLC",805-9043087420,363316,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",454000,1000,18,4,0,"N",0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
