"FilingID","Other Products and Services","Business Name"
1944628,"FAMILY OFFICE SERVICES AND OTHER CONCIERGE SERVICES ARE OFFERED THROUGH REGISTRANT'S AFFILIATE ACCESS FAMILY OFFICE SERVICES, LLC FOR SEPARATE AND TYPICAL COMPENSATION. REAL ESTATE MANAGEMENT SERVICES ARE PROVIDED FOR COMPENSATION.",""
1955991,"LIFE INSURANCE ANNUITIES HEALTH INSURANCE LONG-TERM CARE INSURANCE",""
1955407,"FINANCIAL PLANNING",""
1952577,"QBC, INC. DBA EKON BENEFITS PROVIDES RECORD-KEEPING AND THIRD PARTY ADMINISTRATIVE SERVICES TO CLIENTS. MAY ALSO PROVIDED ACTUARIAL SERVICES AS CONTRACTED BY CLIENTS.","QBC, INC. DBA EKON BENEFITS"
1950781,"THE REGISTRANT ALSO PROVIDES CERTAIN BILL PAYMENT AND TAX COORDINATION SERVICES.",""
1952648,"COMMISSION-BASED INSURANCE SALES",""
1952662,"BEYOND INVESTMENT ADVISORY,  SHUSTER PROVIDES PENSION CONSULTING, CLIENT ASSISTANCE IN RECORD-KEEPER SEARCH AND ANALYSIS, FEE NEGOTIATIONS, PERFORMANCE ANALYSIS, EDUCATION,   AND ADMINISTERS 115 GOVERNMENTAL TRUSTS.","N/A"
1952036,"INSURANCE PRODUCTS TO CLIENTS.",""
1941464,"RECOMMENDATION OF INSURANCE PRODUCTS","SPWM INSURANCE AGENCY LLC, INDIVIDUAL CAPACITY"
1961719,"BOOK KEEPING SERVICES",""
1957383,"CERTAIN OF APPLICANT'S PERSONNEL ARE LICENSED INSURANCE AGENTS/PRODUCERS AND IN SUCH CAPACITY MAY PROVIDE TO CLIENTS THE SALE OF INSURANCE PRODUCTS ON A FULLY DISCLOSED COMMISSION BASIS.","N/A"
1957286,"FINANCIAL PLANNING",""
1925553,"TAX PREPARATION BUSINESS","XYLEM FINANCE LLC"
1950108,"IMPLEMENTATION OF INSURANCE SALES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL."
1955053,"IMPLEMENTATION OF INSURANCE SALES","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL, CHRISTOPHER PRIEN"
1958425,"ADAM GAFNER, AND GARY BREWTON ARE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THEIR CLIENTS.",""
1944075,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE PRODUCTS","COREPATH INSURANCE SERVICES, LLC / COREPATH RISK SOLUTIONS, LLC"
1938017,"ACCOUNTING AND TAX PREPARATION SERVICES","ACCOUNTING AND TAX PREPARATION SERVICES CONDUCTED IN MCCANNON TYLER & ASSOCIATES, LLC."
1935389,"WE PROVIDE OUR MODEL PORTFOLIO INCLUDING HOLDINGS AND TRANSACTIONS TO THIRD PARTIES IN RETURN FOR A FEE, WHICH MAY BE FIXED OR BASED ON ASSETS UNDER MANAGEMENT THAT THEY HAVE USING OUR PORTFOLIO.",""
1961185,"CERTAIN BOOKKEEPING SERVICES TO CLIENTS IF REQUESTED, CONSISTING OF PREPARING AND SENDING INFORMATION REGARDING THE CLIENT'S AGGREGATE INVESTMENTS WITH US AND OTHER INVESTMENT MANAGERS, THE LATTER IS BASED ON INFORMATION PROVIDED BY SUCH OTHER MANAGERS.",""
1952758,"TAX PREP & FILING, BOOKKEEPING AND PAYROLL SERVICES",""
1952829,"UPTIQ AND FOCUS RISK SOLUTIONS. DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1947015,"TAX PREPARATION SERVICES",""
1951810,"CLIENTS MAY PURCHASE VARIOUS INSURANCE PRODUCTS, NOT FROM PWMS, BUT FROM JOHN STEVENSON AND/OR SHAWN FLEMING, AS LICENSED, INDEPENDENT INSURANCE AGENTS.","INSURANCE PRODUCTS ARE SOLD INDEPENDENT OF PWMS VIA JOHN STEVENSON AND SHAWN FLEMING UNDER THEIR OWN NAMES AND TAX ID NUMBERS."
1936036,"INSURANCE AND BROKERAGE SERVICES",""
1937804,"INCOME TAX PREPARATION",""
1958574,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISC; FOCUS RISK SOLUTIONS DUE TO SPACECONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION",""
1948347,"ESTATE & GIFT TAX PLANNING, PREP. OF ESTATE & GIFT TAX RETURNS, INCOME TAX PLANS, INCOME TAX PREP. FOR INDIVIDUAL & BUSINESS ENTITIES, FAMILY OFFICE SVCS INCL BOOKKEEPING",""
1958386,"BROKER-DEALER; INSURANCE, MARGIN LENDING",""
1962586,"INVESTMENT ADVISER REPRESENTATIVE IS A LICENSED INSURANCE AGENT OFFERING LIFE, DISABILITY AND LONG-TERM INSURANCE, IN ADDITION TO EQUITY INDEXED ANNUITIES.","SIERRA OCEAN INSURANCE SOLUTIONS."
1926172,"THE REPRESENTATIVES OF SMITH THORNTON ADVISORS MAY ALSO BE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THEIR CLIENTS.",""
1943754,"TAX PREPARATION SERVICES;  BOOKKEEPING & ACCOUNTING SERVICES; BUSINESS CONSULTING SERVICES",""
1939390,"CYPRESS WEALTH MANAGEMENT PRINCIPALS PROVIDE TRUSTEE SERVICES TO CERTAIN OF CYPRESS WEALTH MANAGEMENT'S ADVISORY CLIENTS.",""
1943698,"ASSET AGGREGATION & REPORTING, BUDGETING, CASH MANAGEMENT, ESTATE PLANNING, FINANCIAL EDUCATION, INSURANCE REVIEW, PHILANTHROPIC PLANNING, TAX COMPLIANCE AND REPORTING AND PREPARATION.","N/A"
1947849,"SECURITIES TRANSACTIONS IN OUR BROKER-DEALER CAPACITY, INSURANCE PRODUCTS OFFERED BY AGENTS OF OUR AGENCY, AND/OR BANKING OR TRUST PRODUCTS/SERVICES PROVIDED RESPECTIVELY BY OUR AFFILIATED NATIONAL BANK AND AFFILIATED TRUST COMPANY.",""
1949315,"PROPERTY MANAGEMENT SERVICES, RREEF MANAGES REAL PROPERTY CLIENT ASSETS.",""
1949281,"ACCOUNTING AND ADMINISTRATIVE SERVICES PROVIDED ONLY TO ADVISORY CLIENTS IN CONNECTION WITH ADVISORY SERVICES.",""
1945743,"INSURANCE PRODUCERS","MICHAEL CHRISTOPHER KRUEGER, LUKE TIMOTHY PARTON, JEREMY BIGELOW THOMPSON, TOBIAS RYAN YEARMS,"
1953217,"UHLER VERTICH WHITE ADVISORS FINANCIAL PLANNERS MAY, FROM TIME TO TIME, OFFER INSURANCE CONTRACTS TO CLIENTS.",""
1940334,"A BROAD RANGE OF COMPREHENSIVE FINANCIAL PLANNING AND/OR CONSULTING SERVICES (WHICH MAY INCLUDE NON-INVESTMENT RELATED MATTERS) AND THE SELL OF INSURANCE PRODUCTS BY ADVISORY AFFILIATES, IN THEIR INDIVIDUAL CAPACITIES AS LICENSED INSURANCE AGENTS.",""
1954546,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1959394,"AS A BROKER-DEALER, PAS OFFERS A VARIETY OF FINANCIAL PRODUCTS AND SERVICES AND MAY RENDER ADVICE REGARDING PURCHASING OR SELLING SECURITIES WITHOUT RECEIVING SPECIAL COMPENSATION AND SOLELY INCIDENTAL TO THE CONDUCT OF ITS BUSINESS AS A BROKER-DEALER.",""
1958312,"COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1955157,"LIFE INSURANCE",""
1953673,"INSURANCE PRODUCTS",""
1957866,"LIFE INSURANCE",""
1961966,"RECOMMENDATIONS FOR INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1940237,"FULL SERVICE BROKER DEALER INSURANCE BROKER",""
1952344,"INSURANCE PRODUCTS, SECURITIES SALES, TAX SERVICES",""
1962121,"COLUMBIA BENEFITS, LLC PROVIDES PENSION ADMINISTRATION RECORD KEEPING SERVICES FOR CLIENTS.",""
1940678,"INSURANCE POLICIES",""
1942143,"ASSOCIATED PERSONS OF THE FIRM ARE ALSO INDIVIDUALLY LICENSED AS INSURANCE AGENTS AND OFFER INSURANCE PRODUCTS TO CLIENTS FOR COMMISSION COMPENSATION.",""
1949785,"FINANCIAL PLANNING",""
1932792,"-PORTFOLIO ADVISORY: TOBAM ADVISES SOME CLIENTS FOR THEIR PORTFOLIO BY SENDING THEM MODEL PORTFOLIOS ON A REGULAR BASIS. -INDICES LICENSING: TOBAM CREATES AND SELLS INDICES BASED O -INDICES LICENSING: TOBAM CREATES AND SELLS INDICES BASED ON ITS RESEARC",""
1934185,"OUR IARS MAY RECOMMEND AND SELL ANNUITIES, LIFE INSURANCE, SUPPLEMENTAL HEALTH INSURANCE, INDIVIDUAL HEALTH INSURANCE, LTC INSURANCE AND FUNERAL TRUST",""
1942920,"ACCOUNTING AND ADMINISTRATIVE SERVICES",""
1943421,"NON-INVESTMENT ADVISORY CONSULTING SERVICES",""
1940850,"ALTHOUGH WE DO NOT ACTIVELY SELL IT, WE DO HAVE LICENSES TO SELL INSURANCE.",""
1940511,"INSURANCE AND ANNUITY PRODUCTS AND SERVICES OFFERED THROUGH MORRIE W. REIFF AS AN INDIVIDUAL OR INVESTMENT PRODUCTS AS A REGISTERED REPRESENTATIVE OF M.S. HOWELLS & CO.","OFFERED THROUGH MORRIE W. REIFF AS AN INDIVIDUAL AGENT OR AS A REG. REP. OF M.S. HOWELLS & CO."
1941066,"MR. UNGARO AND MR. WOLF ARE LICENSED TO SELL INSURANCE PRODUCTS, LIFE, LONG TERM CARE, BUT NO VARIABLE ANNUITY PRODUCTS, AND MAY RECOMMEND THEM TO ADVISORY CLIENTS.",""
1912945,"INSURANCE PRODUCTS","HORAN SECURITIES, INC."
1944173,"FINANCIAL PLANNING & TAX RETURN PREPARATION",""
1962201,"ADVISOR PROVIDES TAX PREPARATION FOR SOME INDIVIDUALS THAT ARE CLIENTS OF ADVISOR.",""
1942296,"INSURANCE PRODUCTS SUCH AS LIFE AND HEALTH INSURANCE, PROPERTY/CASUALTY INSURANCE, FIXED ANNUITIES, AND 529 PLANS.",""
1961545,"ACCOUNTING AND TAX SERVICES","CORE ADVISORS, LTD"
1933150,"LIFE, HEALTH, LONG TERM CARE, DISABILITY INSURANCE, AND WRITTEN FINANCIAL PLANS",""
1949277,"INSURANCE PRODUCTS SUCH AS LIFE AND HEALTH INSURANCE, PROPERTY/CASUALTY INSURANCE, FIXED ANNUITIES, AND 529 PLANS.",""
1962183,"INSURANCE","STEVE HOPPEL - INSURANCE AGENT, CA INS LIC# 0L44233"
1962150,"NONE, THESE FIXED ANNUTIIES ARE ONLY OFFERED TO PEOPLE INVOLVED IN PERSONAL INJURY LWSUITS AND WORERKS COMPENSATION CLAIMS.","ARCADIA SETTLEMENTS"
1962370,"INSURANCE COMPANY PRODUCTS",""
1962481,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
1926603,"PROVIDE INSURANCE SERVICES",""
1950223,"STACEY BRAUN IS A NEW YORK LIFE/HEALTH/DISABILITY CORPORATE INSURANCE PRODUCER.  STACEY BRAUN MAY RECOMMEND AND SELL LIFE INSURANCE POLICIES, IF THE FINANCIAL PLANNING GROUP CLIENT PERMITS, TO INDIVIDUALS AS PART OF THEIR OVERALL FINANCIAL PLAN.",""
1939266,"INSURANCE",""
1949986,"IMPLEMENTATIONS OF COMMISSIONABLE INSURANCE AND COMMISSIONABLE SECURITIES TRANSACTIONS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PKS"
1948877,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1948929,"LIFE AND HEALTH INSURANCE",""
1948194,"INSURANCE PRODUCTS",""
1949057,"SERVICES RELATING TO ITS CAPACITY AS A BROKER-DEALER, FUTURES COMMISSION MERCHANT, SECURITY-BASED SWAP DEALER AND CFTC SWAP DEALER.",""
1953593,"INSURANCE PRODUCTS",""
1954299,"INSURANCE",""
1939821,"WE SERVE AS ADMINISTRATOR AND SHAREHOLDER SERVICING AGENT TO DOMINI FUNDS; ADMINISTRATOR FOR AN INTEREST-BEARING DEPOSIT ACCOUNT. A SUBSIDIARY SERVES AS PRINCIPAL UNDERWRITER FOR DOMINI FUNDS.","DSIL INVESTMENT SERVICES LLC, A BROKER-DEALER AND WHOLLY-OWNED SUBSIDIARY OF DOMINI, IS PRINCIPAL UNDERWRITER TO DOMINI FUNDS."
1961175,"THROUGH ITS IFA TAXES DIVISION, IFA OFFERS TAX ADVICE AND PLANNING, TAX ACCOUNTING, AND TAX RETURN PREPARATION.",""
1919103,"TAX PREPARATION SERVICES",""
1962720,"SOME OF IARS SELL INSURANCE PRODUCTS","CREEKMUR INC"
1940545,"TAX PREPARATION, REPRESENTATION AND TAX PLANNING SERVICES.","THE TAX PRACTICE, INC."
1942065,"LIFE INSURANCE, DISABILITY INSURANCE, LONG TERM CARE INSURANCE.",""
1956500,"OUR RELATED COMPANY, MCGOWAN & CO LLC, IS A CPA FIRM THAT PROVIDES FINANCIAL PLANNING, INCOME TAX PLANNING AND PREPARATION, AND ESTATE PLANNING ONLY FOR THOSE CLIENTS WHO REQUEST THESE SERVICES.","MCGOWAN & CO LLC"
1957299,"WE SELL FIXED INSURANCE PRODUCTS TO OUR CLIENTS.  IF WE ARE PAID A COMMISSION FOR THOSE PRODUCTS, THOSE PRODUCTS ARE NOT INCLUDED IN ASSETS UNDER MANAGEMENT AND NOT INCLUDED IN MANAGEMENT FEE CALCULATIONS.",""
1960660,"TAX PREPARATION AND FILING SERVICES.",""
1946033,"SLP WEALTH ADDITIONALLY PROVIDES TAX PREPARATION AND TAX FILING SERVICES.",""
1945467,"WE PROVIDE FINANCIAL PLANNING SERVICES.",""
1938653,"WE MAY OFFER CERTAIN CLIENTS BACK-OFFICE SERVICES, WHICH MAY INCLUDE PREPARING INVOICES, GENERATING FINANCIAL REPORTS AND COORDINATING TAX-RELATED INFORMATION. WE DO NOT HAVE THE AUTHORITY TO APPROVE OR MAKE PAYMENTS ON BEHALF OF THE CLIENT.",""
1949430,"FINANCIAL PLANNING",""
1943360,"TAX PLANNING",""
1954495,"INSURANCE, BROKER-DEALER COMMISSION SALES",""
1948511,"INSURANCE PRODUCTS",""
1954515,"CASH BUDGETING AND BILL PAYING, TAX PLANNING AND COMPLIANCE, INSURANCE REVIEW, ASSET ALLOCATION REVIEW",""
1937237,"TAX PREPARATION; INSURANCE; REAL ESTATE BROKER","DOWLING TAX GROUP, LLC; DOWLING FINANCIAL GROUP, LLC"
1958603,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISC; FOCUS RISK SOLUTIONS DUE TO SPACECONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION",""
1956909,"RECOMMENDATIONS FOR INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1958687,"FINANCIAL PLANNING SERVICES",""
1943489,"COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1949740,"FIXED ANNUITIES",""
1942974,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH LPL FINANCIAL, LLC."
1943584,"PERSONAL WEALTH ORGANIZER (""PWO"") - A FIRM-BRANDED DIGITAL WEALTH MANAGEMENT PORTAL.  THE PWO PROVIDES AN INTERACTIVE WEALTH MANAGEMENT PLATFORM FEATURING AN INTUITIVE INTERFACE, POWERFUL INTEGRATIONS AND MULTIPLE OPTIONS TO MEET OUR CLIENTS' NEEDS.",""
1949375,"BUSINESS ADVISORY SERVICES. LIFE INSURANCE. FIXED ANNUITIES.",""
1949605,"TAX, ACCOUNTING AND PAYROLL SERVICES.",""
1926112,"INSURANCE PRODUCTS","OAK HARVEST INSURANCE SERVICES LLC"
1949486,"FAMILY OFFICE SERVICES, ATTORNEY SERVICES",""
1953458,"FIXED INSURANCE AND ANNUITIES",""
1941995,"TAX PREP/ OTHER CPA SERVICES",""
1949406,"IMPLEMENTATION OF COMMISSIONABLE INVESTMENTS AND INSURANCE.","INSURANCE- INDIVIDUAL CAPACITY THROUGH PAG. COMMISSIONABLE INVESTMENTS- CADARET, GRANT, & CO., INC."
1955545,"INSURANCE PRODUCTS",""
1950307,"SAVINGS ACCOUNT (BANK SPONSOR: EVOLVE)","N/A"
1940809,"INSURANCE PRODUCTS, ANNUITIES",""
1942902,"SOME RERPRESENTATIVES OF THE FIRM ARE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS. BRET HARTMAN IS A REGISTERED REPRESENTATIVE WITH A BROKER DEALER.",""
1950394,"(1) IMPLEMENTATION OF INSURANCE SALES; (2) TAX AND ACCOUNTING SERVICES.","INSURANCE SALES IMPLEMENTED THRU THE INDIVIDUAL; TAX AND ACCOUNTING SERVICES THRU LIFEWORKS TAX SERVICES, LLC AND THRU OUR FIRM."
1932391,"THE REGISTRANT ALSO PROVIDES CERTAIN BILL PAYMENT AND TAX COORDINATION SERVICES.",""
1939419,"TAX PLANNING AND TAX RETURN PREPARATION",""
1950235,"FINANCIAL PLANNING SERVICES",""
1950262,"A) CERTAIN ADVISORS WHO ARE ALSO BROKER-DEALER REGISTERED REPRESENTATIVES, ALSO SELL SECURITIES/INVESTMENT PRODUCTS. B) CERTAIN ADVISORS WHO ARE ALSO INSURANCE AGENTS, ALSO SELL INSURANCE AND LIFE INSURANCE PRODUCTS/POLICIES.","PURSHE KAPLAN & STERLING INVESTMENTS"
1950321,"TAX, ACCOUNTING AND PAYROLL SERVICES.",""
1950346,"INSURANCE",""
1950357,"PROVIDE INSURANCE PRODUCTS",""
1948819,"AS DETAILED IN THE FIRM'S DISCLOSURE BROCHURE, CERTAIN FIRM EMPLOYEES MAY OFFER INSURANCE PRODUCTS TO ADVISORY CLIENTS IN THEIR INDIVIDUAL CAPACITIES AS INSURANCE AGENTS OF VARIOUS INSURANCE COMPANIES.",""
1942447,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS","DAVID Y. RHEE,INDEPENDENT INSURANCE BROKER"
1934787,"TAX CONSULTING AND THE SALE OF INSURANCE PRODUCTS",""
1955395,"GREYSTAR AND ITS AFFILIATES PRIMARILY PROVIDE SERVICES IN THE RESIDENTIAL AND INDUSTRIAL REAL ESTATE BUSINESS. IN ADDITION TO INVESTMENT MANAGEMENT, GREYSTAR AFFILIATES PROVIDE PROPERTY MANAGEMENT SERVICES AND DEVELOPMENT AND CONSTRUCTION SERVICES.",""
1957385,"IMPLEMENTATION OF INSURANCE SALES","CONDUCTED IN INDIVIDUAL CAPACITY"
1951782,"RECOMMENDATION OF COMMISSIONABLE INSURANCE","INDIVIDUAL NAME / CAPACITY"
1928438,"LIFE INSURANCE AND FIXED ANNUITIES",""
1949832,"INSURANCE PRODUCTS AS AN INDEPENDENT INSURANCE AGENT.",""
1943499,"INSURANCE PRODUCTS","(1) INSIGHT BENEFIT COUNSELORS, LLC"
1934934,"IMPLEMENTATION OF INSURANCE RECOMMENDATIONS","INDIVIDUAL CAPACITY"
1939558,"OFFER INSURANCE AND BROKERAGE SERVICES",""
1951100,"FIXED ANNUITIES",""
1943257,"ADVISOR IS CONTRACTED WITH AMERICAN GROWTH FUND, INC. TO PROVIDE NON-ADVISORY SERVICES.",""
1944909,"IMPLEMENTATIONS OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS",""
1926500,"PETERSON WEALTH SERVICES MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
1955483,"CEMETERY AND FUNERAL HOME TRUST AND ESCROW ACCOUNTING AND RECORD KEEPING SERVICES AND ANCILLARY FUNCTIONS.",""
1955533,"CAPTRUST ALSO PROVIDES WEALTH MANAGEMENT SERVICES AND INCOME TAX CONSULTING, TAX PREPARATION/ACCOUNTING AND BILL PAY TO CLIENTS WHO HAVE ENGAGED US TO DO SO PER A SEPARATE WRITTEN AGREEMENT.",""
1944789,"COMMISSION BASED PROGRAMS INCLUDING REITS, VARIABLE ANNUITIES & INSURANCE",""
1941406,"LIFE INSURANCE, FIXED ANNUITIES, ESTATE PLANNING DOCUMENTS DRAFTED BY A THIRD PARTY ESTATE PLANNING FIRM",""
1955624,"AS INSURANCE AGENTS OF PAX FINANCIAL GROUP INSURANCE SERVICES, IAR MAY RECOMMEND LIFE, HEALTH, DISABILITY INSURANCE OR ANNUITY PRODUCTS IF APPROPRIATE","PAX FINANCIAL GROUP INSURANCE SERVICES"
1932475,"PROVIDE INSURANCE SERVICES",""
1941229,"INSURANCE AND INVESTMENT PRODUCTS",""
1931394,"THE FIRM HAS 1 LICENSED INSURANCE AGENT, JAMES LOQUAI.  MR. LOQUAI OFFERS LIFE AND DISABILITY INSURANCE AND ANNUITY PRODUCTS REQUIRING AN INSURANCE LICENSE THROUGH AGENCIES.",""
1947074,"FINANCIAL PLANNING",""
1945332,"TAX PREPARATION AND PLANNING",""
1955680,"SOME IARS SELL INSURANCE PRODUCTS TO CLIENTS  SOME IARS SELL TAX SERVICES","TAX SERVICES OFFERED THROUGH HASENBERG TAX SERVICES, INC."
1952421,"BREWSTER FINANCIAL PLANNING LLC MAY PROVIDE CLIENTS WITH FINANCIAL PLANNING SERVICES.",""
1942034,"ON OCCASION WE PROVIDE INSURANCE PRODUCTS FOR OUR CLIENTS. PAYMENT FOR INSURANCE PRODUCTS ARE PAID DIRECTLY TO THE INDIVIDUALLY APPOINTED INDIVIDUALS. WE ALSO ADVISE CLIENTS ON REAL ESTATE AND OTHER ASSETS.",""
1958601,"SOME IAR'S HAVE INSURANCE LICENSES AND MAY SELL INSURANCE PRODUCTS",""
1957068,"FIXED INSURANCE SERVICES/PRODUCTS. TAX PREP/ACCOUNTING SERVICES.",""
1942222,"AS PER CLIENT REQUEST, WE PROVIDE NON-INVESTMENT SERVICES (INCLUDING, BUT NOT LIMITED TO LOAN PORTFOLIO SALE ADVICE) TO SUPPORT THE CLIENT'S OPERATIONS",""
1958673,"LIFE, HEALTH, AND LONG-TERM CARE INSURANCE; BROKER FOR REAL ESTATE PURCHASES/SALES","SYNERGY FINANCIAL SERVICES, INC. SYNERGY MERGERS + ACQUISITIONS, LLC DBA SYNERGY"
1928293,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
