"FilingID","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Telephone Number","Facsimile Number","Branch Number","Employees","BD","Bank","Insurance","Commodity","Municipal","Accounting","Law","Other"
1935339,"205 E. 42ND STREET","SUITE 1900","NEW YORK","NY","United States","10017-5751","N","508-320-0905","",,1,"N","N","N","N","N","N","N",""
1936716,"","","","","","","Y","+447500770328","",,1,"N","N","N","N","N","N","N",""
1934746,"","","","","","","Y","646-980-7928","",,1,"N","N","N","Y","N","N","N",""
1934746,"","","","","","","Y","646-980-7928","",,1,"N","N","N","Y","N","N","N",""
1933326,"6TH FLOOR 3 RUE TRONCHET","","PARIS","","France","75008","N","0033153965070","",,1,"N","N","N","N","N","N","N",""
1933326,"2ND FLOOR, HERMOSILLA 11","2A PLANTA","MADRID","","Spain","28001","N","0034917456600","",,2,"N","N","N","N","N","N","N",""
1933326,"1ST FLOOR, VIA MOZART, 17","","MILAN","","Italy","20122","N","00392763601","",,1,"N","N","N","N","N","N","N",""
1925597,"4TH FLOOR REAR RIGHT, 6 LLOYDS AVENUE","","LONDON","","United Kingdom","EC3N 3AX","N","+442034189710","",,2,"N","N","N","Y","N","N","N","CAYGAN CAPITAL LTD. PROVIDES MARKETING, INVESTMENT RESEARCH, INVESTMENT ADVISORY, LIMITED INVESTMENT MANAGEMENT AND OTHER RELATED SERVICES SOLELY TO ITS PARENT COMPANY, CAYGAN CAPITAL PTE. LTD."
1934558,"TD CANADA TRUST TOWER, SUITE NO. 1320","161 BAY STREET, 13TH FLOOR","TORONTO","","Canada","M5J 2S1","N","+1 416 900 345","",,6,"N","N","N","N","N","N","N",""
1934558,"1 RAFFLES PLACE, TOWER 1 #26-01","","SINGAPORE","","Singapore","048624","N","+65 97 49 69 0","",,5,"N","N","N","N","N","N","N",""
1934907,"522 CONGRESS AVENUE","SUITE 400","AUSTIN","TX","United States","78701","N","720-955-9211","",,5,"N","N","N","N","N","N","N",""
1939557,"EXCHANGE PLACE 1","1 SEMPLE STREET","EDINBURGH","","United Kingdom","EH3 8BL","N","44 131 4727200","",,14,"N","Y","N","Y","N","N","N","Y"
1935530,"6000 FAIRVIEW ROAD","12TH FLOOR","CHARLOTTE","NC","United States","28210","N","7045523592","",,2,"N","N","N","N","N","N","N",""
1930266,"LEVEL 22, SIX PACIFIC PLACE","50 QUEEN'S ROAD EAST","WANCHAI","","Hong Kong","000000","N","+852 3428 2764","",,11,"N","N","N","Y","N","N","N",""
1909542,"525 WASHINGTON BLVD","SUITE 379","JERSEY CITY","NJ","United States","07310","N","917-660-8910","",,2,"N","N","N","N","N","N","N",""
1940366,"2 CHOME-15-1, 22ND FLOOR","KONAN,","MINATO-KU, TOKYO","","Japan","108-6022","N","81-090 4954 08","",,5,"N","N","N","N","N","N","N",""
1942423,"2 CHOME-15-1, 22ND FLOOR","KONAN","MINATO-KU, TOKYO","","Japan","108-6022","N","81-090 4954 08","",,4,"N","N","N","N","N","N","N",""
1929623,"1111 LINCOLN ROAD","5TH FLOOR","MIAMI BEACH","FL","United States","33139","N","2013210124","",,1,"N","N","N","N","N","N","N",""
1933171,"39 ALFRED REWARNE RD, IKOYI","2ND FLOOR","LAGOS","","Nigeria","","N","+2348094200610","",,3,"N","N","N","N","N","N","N",""
1934606,"DIAGONAL 6 12-42, ZONA 10","EDIFICIO DESIGN CENTER","TORRE II QUINTO NIVEL, OF. 503","","Guatemala","","N","502 2261-8960","",,1,"N","N","N","N","N","N","N",""
1933369,"","","","","","","Y","2246025678","",,1,"N","N","N","N","N","N","N",""
1934852,"575 MARKET ST","C/O MINDSPACE","SAN FRANCISCO","CA","United States","94105","N","415-910-0292","",,2,"N","N","N","N","N","N","N",""
1936529,"","","","","","","Y","917-697-9345","",,1,"N","N","N","N","N","N","N",""
1935438,"","","","","","","Y","(704) 574-8067","",,1,"N","N","N","N","N","N","N",""
1936784,"","","","","","","Y","312-515-9851","",,1,"N","N","N","N","N","N","N",""
1912287,"85 NEWMAN STREET","4TH FLOOR","LONDON","","United Kingdom","W1T3EU","N","00353877955309","",,3,"N","N","N","N","N","N","N","DEALFLOW AND SOURCING INVESTMENTS"
1945621,"150 ALHAMBRA CIRCLE, 10TH FL","","CORAL GABLES","FL","United States","33134","N","212-333-4255","212-333-4155",,1,"N","N","N","N","N","N","N",""
1945621,"152 WEST 57TH STREET","","NEW YORK","NY","United States","10019","N","212-333-4255","212-333-4155",,2,"N","N","N","N","N","N","N",""
1936356,"","","","","","","Y","3102920093","",,1,"N","N","N","N","N","N","N",""
1936844,"SUITE 3102, FORTUNE FINANCIAL CENTER","NO. 5 EAST THIRD RING MIDDLE ROAD","BEIJING","","China","100020","N","8610 85187722","",,8,"N","N","N","N","N","N","N",""
1945714,"20 UNIVERSITY ROAD","SUITE 500","CAMBRIDGE","MA","United States","02138","N","6508478889","",,2,"N","N","N","N","N","N","N",""
1934669,"12 MARINA VIEW, ASIA SQUARE TOWER 2","","SINGAPORE","","Singapore","018961","N","006563334750","",,3,"N","N","N","N","N","N","N",""
1947522,"","","","","","","Y","9178921149","",,1,"N","N","N","N","N","N","N",""
1937664,"","","","","","","Y","3035891030","",,1,"N","N","N","N","N","N","N",""
1935063,"11611 SAN VINCENTE BLVD","SUITE 610","LOS ANGELES","CA","United States","90049","N","714 728-9812","",,1,"N","N","N","N","N","N","N",""
1938709,"301 NORTH CANON DRIVE SUITE 207","","BEVERLY HILLS","CA","United States","90210","N","424-777-0255","N/A",,3,"N","N","N","N","N","N","N",""
1938709,"567 S HOLLYWOOD ROAD","","HOUMA","LA","United States","70360","N","9858510437","",,1,"N","N","N","N","N","N","N",""
1935199,"UNIT 308, ST GEORGE'S BUILDING","2 ICE HOUSE STREET","CENTRAL","","Hong Kong","","N","(852)2508-7268","",,2,"N","N","N","N","N","N","N",""
1935199,"101 NATOMA STREET, 2ND FLOOR","","SAN FRANCISCO","CA","United States","94105","N","4154328880","",,11,"N","N","N","N","N","N","N",""
1935199,"GORMANNSTRAßE 14","","BERLIN","","Germany","10119","N","(852)2508-7268","",,3,"N","N","N","N","N","N","N",""
1943344,"360 NW 27TH STREET","","MIAMI","FL","United States","33127","N","(917) 565-9636","",,1,"N","N","N","N","N","N","N",""
1944286,"310 PETERS ST SW","","ATLANTA","GA","United States","30313","N","678-561-2823","",,5,"N","N","N","N","N","N","N",""
1941051,"TREASURY TOWER 61TH FLOOR UNIT ABC","DISTRICT 8 SCB, JL. JENDERAL SUDIRMAN NO. 52-53","SOUTH JAKARTA","","Indonesia","12190","N","+62 21 5056888","",,5,"N","N","N","N","N","N","N",""
1939762,"1717 W 6TH STREET","STE 100","AUSTIN","TX","United States","78703","N","646-202-1584","",,1,"N","N","N","N","N","N","N",""
1941774,"C/O SINO ASEAN, UNIT 1, 9TH FLOOR","WO HING COMM. BLDG., NO. 11 WING WO STREET","CENTRAL","","Hong Kong","","N","852 3952 0412","852 3753 3083",,0,"N","N","N","N","N","N","N",""
1941569,"","","","","","","Y","4044029484","",,1,"N","N","N","N","N","N","N",""
1942516,"","","","","","","Y","617-984-6386","",,1,"N","N","N","N","N","N","N",""
1930385,"QUEENSBERRY HOUSE","3 OLD BURLINGTON STREET, 3RD FLOOR","LONDON","","United Kingdom","W1S 3AE","N","4402081944293","",,6,"N","N","N","N","N","N","N",""
1930385,"375 PARK AVENUE","8TH FLOOR","NEW YORK","NY","United States","10152","N","2123001600","2123001650",,3,"N","N","N","N","N","N","N",""
1935538,"1 PANCRAS SQ","GRIDIRON BUILDING","LONDON","","United Kingdom","N1C 4AG","N","+44 7709 85657","",,2,"N","N","N","N","N","N","N","SPONSOR, GENERAL PARTNER"
1941997,"","","","","","","Y","650-861-9090","",,1,"N","N","N","N","N","N","N",""
1941240,"340 OUACHITA AVE","SUITE 2B","HOT SPRINGS","AR","United States","71901","N","501-359-1388","",,1,"N","N","N","N","N","N","N",""
1941240,"5617 W 131ST ST","","OVERLAND PARK","KS","United States","66209","N","9138148016","",,1,"N","N","N","N","N","N","N",""
1941240,"1323 HAYMAKER RD","","STATE COLLEGE","PA","United States","16801","N","7035053141","",,1,"N","N","N","N","N","N","N",""
1937275,"14 WAX MYRTLE DR","","FERNANDINA BEACH","FL","United States","32034","N","5037417396","",,0,"N","N","N","N","N","N","N",""
1909013,"43 HAZELTON AVENUE","","TORONTO, ONTARIO","","Canada","M5R 2E3","N","647-776-1777","",,0,"N","N","N","N","N","N","N",""
1909013,"","","","","","","Y","647-776-1777","",,0,"N","N","N","N","N","N","N",""
1933655,"","","","","","","Y","310-975-9132","",,1,"N","N","N","N","N","N","N",""
1940155,"829 NW 19TH AVENUE","","PORTLAND","OR","United States","97209","N","503-248-9800","503-248-7088",,4,"N","N","N","N","N","N","N",""
1937950,"TREASURY TOWER 61TH FLOOR UNIT ABC","DISTRICT 8 SCB, JL. JENDERAL SUDIRMAN NO. 52-53","SOUTH JAKARTA","","Indonesia","12190","N","+62 2150568888","",,30,"N","N","N","N","N","N","N",""
1936567,"MAINZER","LANDSTRASSE 16","FRANKFURT","","Germany","60325","N","+496927223000","",,3,"N","N","N","Y","N","N","N",""
1936567,"CORSO ITALIA 1","","MILANO","","Italy","20122","N","+39 0285459100","",,1,"N","N","N","Y","N","N","N","DISCRETIONARY PORTFOLIO MANAGEMENT AND INVESTMENT ADVICE"
1936567,"RONDO 1, 26TH FLOOR","RONDO ONZ 1","WARSAW","","Poland","00-124","N","+48223371350","",,2,"N","N","N","N","N","N","N","DISCRETIONARY PORTFOLIO MANAGEMENT AND INVESTMENT ADVICE"
1936567,"PREMIUM POINT, 76 - 80 BUZESTI STREET","8TH FLOOR","BUCHAREST","","Romania","011017","N","4021-200-96-00","4031- 6300048",,1,"N","N","N","N","N","N","N","DISCRETIONARY PORTFOLIO MANAGEMENT AND INVESTMENT ADVICE"
1936567,"WORLD TRADE CENTER AMSTERDAM","H-TOREN, 5TH ZUIDPLEIN 36","AMSTERDAM","","Netherlands","1077XV","N","31 20 575 2890","",,0,"N","N","N","N","N","N","N",""
1940127,"1460 BROADWAY","","NEW YORK","NY","United States","10036","N","347-766-0554","",,2,"N","N","N","N","N","N","N",""
1941948,"","","","","","","Y","(408) 636-3782","",,1,"N","N","N","N","N","N","N",""
1936020,"22 KING STREET","","LONDON","","United Kingdom","SW1Y 6QY","N","4401315640370","",,2,"N","N","N","N","N","N","N",""
1917271,"902, NICHOLAS PIRAMAL TOWERS, PENINSULA CORPORATE","GANPATRAO KADAM MARG, LOWER PAREL","MUMBAI","","India","400013","N","+9102240747272","",,4,"N","N","N","N","N","N","N",""
1917271,"02/02, 2ND FLOOR","ONE JLT, JUMEIRAH LAKE TOWERS","DUBAI","","United Arab Emirates","282741","N","+971 509598916","",,1,"N","N","N","N","N","N","N",""
1917271,"JW MARRIOTT, ARIA TOWERS, 3RD FLOOR,","AEROCITY, NEW DELHI","DELHI","","India","110037","N","+911149567200","",,6,"N","N","N","N","N","N","N",""
1917271,"38 SOUTH BEACH ROAD #26-12, SOUTH BEACH TOWER","","SINGAPORE","","Singapore","189767","N","+6568129162","",,19,"N","N","N","N","N","N","N",""
1917271,"1128, 11TH FLOOR, AL MAQAM TOWER","ABU DHABI GLOBAL MARKET SQUARE, AL MARYAH ISLAND","ABU DHABI","","United Arab Emirates","","N","+971509598916","",,1,"N","N","N","N","N","N","N",""
1917271,"278, 100 FEET ROAD","INDIRANAGAR","BENGALURU","","India","560038","N","918061789100","918041245884",,22,"N","N","N","N","N","N","N",""
1932659,"","","","","","","Y","+85225177232","",,1,"N","N","N","N","N","N","N",""
1941351,"AL FATTAN CURRENCY HOUSE","TOWER 2, LEVEL 15 UNIT 1503, PO BOX 507271","DUBAI","","United Arab Emirates","","N","+971 52 151 24","",,13,"N","N","N","N","N","N","N",""
1941351,"AL MARYAH TOWER, LEVEL 7, UNIT 3","PO BOX 764728, ADGM","ABU DHABI","","United Arab Emirates","PO BOX 7647","N","+971 52 151 24","",,2,"N","N","N","N","N","N","N",""
1941351,"MARINA BAY FINANCIAL CENTER TOWER 1","14TH FLOOR, 8 MARINA BLVD","SINGAPORE","","Singapore","","N","+971 52 151 24","",,4,"N","N","N","N","N","N","N",""
1934959,"","","","","","","Y","201-825-8255","",,1,"N","N","N","N","N","N","N",""
1933684,"25 BRUTON STREET","LEVEL 2 & 3","LONDON","","United Kingdom","W1J6QH","N","44 7470 722714","",,4,"N","N","N","N","N","N","N",""
1935396,"25 BRUTON STREET","LEVEL 2 & 3","LONDON","","United Kingdom","W1J6QH","N","44 7470 722714","",,4,"N","N","N","N","N","N","N",""
1930032,"CARRERA 9 NO. 80-45 PISO 4.","","BOGOTA","","Colombia","","N","00576013902217","",,2,"N","N","N","N","N","N","N",""
1918226,"141 FRONT STREET","","HAMILTON","","Bermuda","HM19","N","00442039107900","",,4,"N","N","N","N","N","N","N","SUB-ADVISORY INVESTMENT SERVICES CONDUCTED FROM THIS OFFICE UNDER AN IAA"
1921107,"KRYGER CAPITAL LIMITED, 4TH FLOOR","8TH FLOOR, 35 DOVER STREET","LONDON","","United Kingdom","W1S 4NQ","N","00442039107909","",,0,"N","N","N","Y","N","N","N",""
1934564,"9 KEREN HA'YESOD ST.","","HERZELIA","","Israel","46105","N","+97299577227","+97299577228",,3,"N","N","N","N","N","N","N",""
1937973,"","","","","","","Y","412 327 9294","",,1,"N","N","N","N","N","N","N",""
1933968,"","","","","","","Y","404-664-1092","",,0,"N","N","N","N","N","N","N",""
1934273,"","","","","","","Y","9145458372","",,1,"N","N","N","N","N","N","N",""
1938182,"NAIROBI GARAGE, DELTA CORNER ANNEX","RING RD, WESTLANDS LANE","NAIROBI","","Kenya","","N","2348067535381","",,2,"N","N","N","N","N","N","N",""
1938182,"LANDMARK TOWERS 5B","WATER CORPORATION RD, 6TH FL, VICTORIA ISLAND","LAGOS","","Nigeria","","N","2348067535381","",,2,"N","N","N","N","N","N","N",""
1935068,"51/1 SHAULZON","","JERUSALEM","","Israel","93874","N","201-896-6100","201-896-6102",,1,"N","N","N","N","N","N","N","TRADE CLAIM PURCHASES AND ANALYSIS"
1930045,"42875 GRAND RIVER RD","S.200","NOVI","MI","United States","48375","N","248-465-1550","",,2,"N","N","N","N","N","N","N",""
1938244,"","","","","","","Y","973-634-4088","",,1,"N","N","N","N","N","N","N",""
1940338,"","","","","","","Y","775-247-5362","",,1,"N","N","N","N","N","N","N",""
1930263,"9 STRAITS VIEW","#24-08 MARINA ONE WEST TOWER","SINGAPORE","","Singapore","018937","N","+65 6031 0883","",,14,"N","N","N","Y","N","N","N",""
1934417,"SUITE 1507, CHANGFENG INTERNATIONAL MANSION","NO. 89 EAST YUNLING ROAD","SHANGHAI","","China","200062","N","+862162889998","+862162889166",,3,"N","N","N","N","N","N","N",""
1934417,"525 UNIVERSITY AVENUE, SUITE 200","","PALO ALTO","CA","United States","94301","N","650-265-0188","650-265-0230",,1,"N","N","N","N","N","N","N",""
1945521,"","","","","","","Y","973-539-2019","973-539-2018",,1,"N","N","N","N","N","N","N",""
