"FilingID","2A1","2A2","2A3","2A4","2A5","2A6","2A7","2A8","2A9","2A10","2A11","2A11(1)","2A11(2)","2A12","2A13","2-AL","2-AK","2-AZ","2-AR","2-CA","2-CO","2-CT","2-DE","2-DC","2-FL","2-GA","2-HI","2-ID","2-IL","2-IN","2-IA","2-KS","2-KY","2-LA","2-ME","2-MD","2-MA","2-MI","2-MN","2-MS","2-MO","2-MT","2-NE","2-NV","2-NH","2-NJ","2-NM","2-NY","2-NC","2-ND","2-OH","2-OK","2-OR","2-PA","2-PR","2-RI","2-SC","2-SD","2-TN","2-TX","2-UT","2-VT","2-VA","2-WA","2-WV","2-WI","2-GU","2-VI","3A","3A-Other","3B","3C","3C-State","3C-Country"
1997400,"Y","","","","","","","Y","","","","","","","","Y","","Y","","Y","Y","Y","Y","Y","Y","Y","","","Y","Y","","Y","","","Y","Y","Y","Y","","","","","","","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","","Corporation","","DECEMBER","","Massachusetts","United States"
1998100,"","","","","","","","","","Y","","","","","","","","Y","Y","Y","Y","","","","Y","Y","","","Y","","","Y","","","","Y","","Y","Y","","","","Y","","","","","","Y","","","Y","","","","","","","","Y","Y","","Y","Y","","Y","","","Limited Liability Company","","DECEMBER","","Arizona","United States"
1998500,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","","","","","","","","","","","","Y","","","","","","","","Y","Y","","Y","","","","","","Y","","","Y","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1999200,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","Y","","","","","","","","Y","","Y","","","","","","Y","Y","","Y","Y","","Y","","","Y","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1999700,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","Y","","Y","","","","Y","","","","","Y","","Y","Y","Y","","","","","","","","Y","","Y","Y","","","","","Y","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
2000400,"Y","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1952269,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1953602,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Missouri","United States"
1959465,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","","","Y","","Y","","Y","","","","","","","","Y","Y","","","Y","","","Y","","","Y","Y","Y","","Y","Y","","","","","","","Y","Y","","","","Y","","Y","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1960359,"","","","","","","","","","","Y","Y","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Corporation","","DECEMBER","","Virginia","United States"
1961147,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","Y","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Virginia","United States"
1962656,"","","","","","","","","","Y","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","MARCH","","Delaware","United States"
1964940,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Nebraska","United States"
1966424,"","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Connecticut","United States"
1966971,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1968226,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","Y","","","","","Corporation","","APRIL","","Washington","United States"
1969897,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","New York","United States"
1971533,"Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Louisiana","United States"
1972417,"","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1973839,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","Y","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","Y","","","","","Corporation","","DECEMBER","","Colorado","United States"
1975025,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975062,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975319,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","","","Y","","","","Y","","","","","Y","","","","Y","","","","","","Y","","Y","Y","Y","Y","","","","Y","","","","Y","","","Y","","","Y","Y","","","","","Corporation","","MARCH","","California","United States"
1975529,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","North Carolina","United States"
1975919,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1976738,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Indiana","United States"
1977184,"Y","","","","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Corporation","","DECEMBER","","Delaware","United States"
1977416,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1977466,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Texas","United States"
1977946,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","Y","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1978245,"","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1978393,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","DECEMBER","","Delaware","United States"
1978426,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","Y","Y","Y","","Y","","","","Y","Y","Y","","","","","","","Y","","Y","","","Y","","","Y","","","","","","Y","Y","","","Y","","Y","","","Limited Liability Company","","DECEMBER","","Illinois","United States"
1978446,"","","","","","","","","Y","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Colorado","United States"
1979447,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Limited Liability Company","","DECEMBER","","Utah","United States"
1979592,"Y","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Partnership","","MARCH","","","United Kingdom"
1979704,"Y","","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","","","","Y","Y","","","Y","Y","Y","Y","Y","Y","","","","Y","Y","Y","Y","","","","","Y","","","Y","","Y","Y","","Y","","","","","Y","Y","","","Y","Y","","Y","","","Corporation","","DECEMBER","","Delaware","United States"
1979812,"","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1980020,"Y","","","","Y","","","","","","","","","","","","","Y","","","Y","","","","","","","","Y","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1980142,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1980403,"","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1980557,"Y","","","","","","","","","","","","","","","Y","","","","","","","","","Y","Y","","","","","","","","","","Y","","","","","","","","","","Y","","","Y","","","","","Y","","","Y","","Y","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Georgia","United States"
1980701,"Y","","","","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Other (specify)","STATUTORY TRUST","MARCH","","Delaware","United States"
1980827,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Oklahoma","United States"
1980828,"Y","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","Y","","","","","","","","Y","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Pennsylvania","United States"
1980978,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","Y","","","","","Corporation","","DECEMBER","","Oregon","United States"
1981106,"Y","","","","","","","","","","","","","","","","","Y","","","Y","Y","","Y","Y","Y","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","Y","Y","","","","Y","","Y","","","Limited Liability Company","","DECEMBER","","Texas","United States"
1981132,"Y","","","","","","","","","","","N","N","","","","","","","Y","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1981186,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","MARCH","","Delaware","United States"
1981296,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","Y","","","","","","","","","","","","Y","","","","Y","","","Y","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1981322,"Y","","","Y","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Corporation","","MARCH","","","United Kingdom"
1981380,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1981499,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Texas","United States"
1981727,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1981910,"Y","","","","","","","","","","","","","","","","","","","Y","","","Y","","Y","Y","","","","","","","","","","Y","","Y","","","","","","","","Y","","Y","","","","","","Y","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Pennsylvania","United States"
1981979,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Minnesota","United States"
1982406,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1982432,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1982486,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1982565,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1982745,"","","","","","","","Y","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1982757,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","MARCH","","Texas","United States"
1982790,"Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","","Y","Y","Y","","","Y","Y","Y","Y","","Y","","","","","","Y","Y","Y","Y","Y","Y","","","Y","Y","","Y","","","Y","","","Y","","Y","Y","","Y","","Y","","Y","","Y","Limited Liability Company","","DECEMBER","","Indiana","United States"
1982874,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1982901,"","","","","","","","","Y","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1982999,"","","","","","","","","","","Y","Y","N","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1983004,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1983033,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","Y","","","Y","","","","","","","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Massachusetts","United States"
1983103,"Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Corporation","","MARCH","","Virginia","United States"
1983309,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","North Carolina","United States"
1983424,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1983958,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1983998,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Partnership","","DECEMBER","","Texas","United States"
1984098,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1984213,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","DECEMBER","","Delaware","United States"
1984282,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1984358,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1984455,"Y","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Colorado","United States"
1984886,"Y","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","Y","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Tennessee","United States"
1985147,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1985415,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Kentucky","United States"
1985428,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","Delaware","United States"
1986010,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","","British Virgin Islands"
1986058,"","","","","","","","","Y","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","DECEMBER","","Delaware","United States"
1986161,"Y","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","","","Y","","","","","","","","","","","Y","Y","","Y","","","","","Y","Y","","","","","","Y","","","","Y","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1986325,"","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1986540,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1986543,"Y","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Corporation","","MARCH","","Delaware","United States"
1986626,"","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1986781,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","Y","","Y","","","Y","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","","Y","Y","","Y","Y","","","","","","Limited Liability Company","","DECEMBER","","Arizona","United States"
1987066,"Y","","","Y","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Minnesota","United States"
1987125,"Y","","","","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Partnership","","DECEMBER","","Delaware","United States"
1987189,"","","","","","","","","","","Y","N","Y","","","","","","","Y","Y","","","","Y","","","","Y","","","","","","","","Y","","","","","","","","","","","Y","","","Y","","Y","","","","","","","Y","","","","Y","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1987279,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","Y","Y","","","Y","Y","Y","","","Y","","","","Y","Y","","","Y","","Y","","Y","","Y","Y","","Y","Y","","Y","","","","","Y","Y","Y","","Y","Y","","Y","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1987286,"Y","","","","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Corporation","","SEPTEMBER","","California","United States"
1987347,"","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1987356,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","","","","","","","","Y","","","","","","","","","Y","","","Y","","Y","Y","","","","Y","","","","","","","Y","","","","","Y","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1987361,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","","Y","Y","","","Y","","","","","","","","Y","Y","","","","","","Y","","Y","","Y","Y","","","Y","","","","","","","","","","","","Y","","Y","","","Limited Liability Company","","DECEMBER","","California","United States"
