"FilingID","Other Products and Services","Business Name"
1995541,"RISKPRO IS A WEB-BASED RISK PROFILING AND PORTFOLIO CONSTRUCTION TOOL THAT MAY BE OFFERED TO FINANCIAL PROFESSIONALS.","RISKPRO IS OWNED BY PROTOOLS, LLC, A REGISTERED INVESTMENT ADVISER UNDER COMMON CONTROL WITH THE ADVISER."
1997593,"OUR INVESTMENT ADVISOR REPRESENTATIVES ARE ALSO REGISTERED REPRESENTATIVES AND OFFER SECURITIES THROUGH UNITED PLANNERS.  MANY OF THE REPRESENTATIVES OF THE FIRM ARE LICENSED INSURANCE AGENTS OFFERING LIFE, HEALTH, DISABILITY INSURANCE PRODUCTS.","SECURITIES AND INSURANCE SALES ARE DONE THROUGH UNITED PLANNERS FINANCIAL SERVICES OF AMERICA, WHICH IS AN UNAFFILIATED COMPANY."
1995658,"EMPLOYEES HAVE THE CAPABILITY TO SELL BROKERAGE PRODUCTS TO CLIENTS.",""
1995081,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS","DAVID Y. RHEE,INDEPENDENT INSURANCE BROKER"
1997183,"MESA WEST ASSET SERVICES, LLC PROVIDES LOAN SERVICING FUNCTIONS AND SERVICES ON THE LOAN INVESTMENTS MADE BY THE FUNDS AND SEPARATE ACCOUNTS.","MESA WEST ASSET SERVICES, LLC"
1997203,"ASSOCIATED PERSONS ARE LICENSED INSURANCE AGENTS AND IN THEIR INDIVIDUAL CAPACITIES SELL INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE AGENCIES. INDIVIDUALS SELL SECURITIES IN THEIR CAPACITIES AS REGISTERED REPRESENTATIVES OF MUTUAL SECURITIES, INC.",""
1997080,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE IMPLEMENTED THRU THE INDIVIDUAL; COMMISSIONABLE SECURITIES THRU PURSHE KAPLAN STERLING INVESTMENTS, INC."
1997353,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1987984,"AS A LICENSED INSURANCE AGENT, EFS SELLS PRODUCTS AND SERVICES INCLUDING FIXED ANNUITIES CONSISTENT WITH THAT BUSINESS, INCLUDING INSURANCE POLICIES.",""
1995079,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCHEDULE D, MISCELLANEOUS.",""
1997607,"TAX RETURN PREPARATION",""
1997635,"ADMINISTRATIVE SERVICES FOR FACILITATION OF STRUCTURED SETTLEMENT PAYMENTS TO PURCHASER","PH SERVICING, LLC."
1999369,"BUSINESS CONSULTING SERVICES TO SMALL BUSINESSES CLIENTS; DUE DILIGENCE AND ADMINISTRATIVE SERVICES FOR ALTERNATIVE INVESTMENTS FOR CLIENTS AND NON CLIENTS; FOR A SEPARATE FEE",""
1999392,"INSURANCE SALES","INDEPENDENT INSURANCE AGENTS"
1991835,"FIXED ANNUITIES/VARIABLE ANNUITIES/INSURANCE",""
1995863,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1993488,"THE FIRM MAY PROVIDE CONSULTING SERVICES TO OTHER ADVISERS REGARDING BUSINESS PLANS, MARKETING PROGRAMS AND PRIVATE FUND RESEARCH. THESE SERVICES ARE PROVIDED FOR A FIXED DOLLAR FEE. WE DO NOT MAKE INVESTMENT RECOMMENDATIONS TO THESE CLIENTS.",""
1995223,"INSURANCE PRODUCTS AND BROKERAGE SERVICES.",""
1994685,"IN ADDITION TO INVESTMENT ADVICE, HAMEL ASSOCIATES, INC. ALSO PROVIDES FINANCIAL PLANNING AND TAX SERVICES.",""
1995277,"CPI DOES NOT, BUT A. MARI MILLER AND ANGELICA KANGAS DOES SELL INSURANCE TO CPI CLIENTS, AS INSURANCE AGENTS.  COMMISSIONS PAID TO MS. MILLER AND MS. KANGAS MAY BE ASSIGNED TO CPI AND APPEAR ON CPI BOOKS AND RECORDS.","A. MARI MILLER AS INDIVIDUAL INSURANCE AGENT.  ANGELICA KANGAS AS INDIVIDUAL INSURANCE AGENT."
1992842,"INSURANCE PRODUCTS AND SERVICES",""
1997765,"TAX, ACCOUNTING, AND BUSINESS CONSULTING.","GREAT PATH TAX SERVICES"
1998144,"ESTATE PLANNING, TAX PREP, FINANCIAL PLANNING",""
1994800,"IN ADDITION TO INVESTMENT ADVISORY SERVICES WE ALSO OFFER WEALTH PLANNING SERVICES WHICH COULD INCLUDE COMMISSIONABLE PRODUCTS, INCLUDING INSURANCE PRODUCTS WHICH ARE OFFERED THROUGH INDEPENDENT INSURANCE AGENTS.",""
1997922,"LIFE, HEALTH, LONG TERM CARE, DISABILITY INSURANCE, AND WRITTEN FINANCIAL PLANS",""
1998184,"BOK FINANCIAL SECURITIES, INC. IS A REGISTERED MUNICIPAL ADVISER AND PROVIDES FINANCIAL ADVICE TO MUNICIPALITIES REGARDING THE INVESTMENT OF BOND PROCEEDS. BOK FINANCIAL SECURITIES, INC. IS ALSO REGISTERED AS AN INSURANCE AGENCY IN VARIOUS STATES.","BOK FINANCIAL SECURITIES; BOSC INSURANCE SERVICES"
1997207,"THE REGISTRANT SERVES AS BOTH INVESTMENT ADVISER AND ADMINISTRATOR TO THE CAVANAL HILL FUNDS AND RECEIVES FEES FOR THESE SERVICES.",""
1998181,"INSURANCE PRODUCTS",""
1998934,"TAX CONSULTING SERVICES","RIGDEN TAX STRATEGIES"
1999451,"CAPITA FINANCIAL NETWORK, LLC OFFERS FIXED ANNUITY AND LIFE INSURANCE PRODUCTS TO CLIENTS THROUGH ITS SUPERVISED PERSONS WHO ARE LICENSED INSURANCE AGENTS.","CAPITA INSURANCE AGENCY"
1999475,"FINANCIAL PLANNING AND CONSULTING SERVICES.  INSURANCE SERVICES AND IMPLEMENTATION THROUGH AFFILIATES.",""
1999490,"INSURANCE AND SECURITIES PRODUCTS","CENTER FOR FINANCIAL PLANNING II, LLC"
1999762,"FULL SERVICE BROKER DEALER",""
1999799,"ORION PORTFOLIO SOLUTIONS PROVIDES RECORD KEEPING SERVICES FOR INVESTMENT ADVISOR-DIRECTED PORTFOLIOS",""
1998500,"AS DETAILED IN THE FIRM'S DISCLOSURE BROCHURE, CERTAIN OF THE FIRM'S EMPLOYEES MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
1999884,"WE PROVIDE FINANCIAL PLANNING SERVICES, WEALTH MANAGEMENT, TRUSTEE SERVICES AND PERSONAL AFFAIRS MANAGEMENT SERVICES TO OUR CLIENTS.",""
1996083,"FIXED LIFE INSURANCE PRODUCTS, HEALTH INSURANCE, LTC, VARIABLE LIFE AND VARIABLE ANNUITIES, REITS AND OTHER ALTERNATIVES, FINANCIAL ADVISORY, PLACEMENT AGENT SERVICES",""
1999367,"MICHAEL RIZZOLO PROVIDES OUTSOURCED CFO AND BUSINESS TRANSACTION CONSULTING FOR CLIENTS AND NON-CLIENTS. THESE CONSULTING ENGAGEMENTS MAY REQUIRE SIGNIFICANT EXPENDITURES OF TIME AND REPRESENT A POTENTIAL CONFLICT OF INTEREST OF CLIENTS OF FCC.",""
1992123,"IMPLEMENTATION OF INSURANCE SALES","INSURANCE SALES IMPLEMENTED THROUGH THE INDIVIDUAL AND VANWEELDEN GROUP, LLC"
1998977,"INSURANCE PRODUCTS",""
1999570,"RECOMMENDATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1996786,"BROKER DEALER (B/D) REGISTERED REPRESENTATIVES OFFER CLIENTS VARIABLE LIFE INSURANCE, VARIABLE ANNUITIES, MUTUAL FUNDS, AND MUNICIPAL FUND SECURITIES THROUGH 529 PLANS.",""
1999379,"PROVIDE FINANCIAL PLANNING TO CLIENTS",""
1999620,"SOME REPRESENTATIVES OF THE FIRM ARE ALSO INDEPENDENT LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
1999501,"INSURANCE PRODUCTS","PRODUCTS ARE SOLD UNDER THE SEPARATE INDIVIDUAL CAPACITIES OF CERTAIN INSURANCE A LICENSED PERSONS."
1999887,"AS A REGISTERED BROKER AND INSURANCE AGENCY, WE AND OUR REPRESENTATIVES MAY SELL BROKERAGE PRODUCTS AND INSURANCE PRODUCTS TO OUR ADVISORY CLIENTS.",""
1999904,"VARIABLE ANNUITIES",""
1999894,"BROKER DEALER AND MARKET MAKER.",""
2000059,"INSURANCE PRODUCTS, BOOKKEEPING SERVICES, TRUSTEE SERVICES",""
1995999,"BROKERAGE, INSURANCE SERVICES, AND MERGERS AND ACQUISITIONS.",""
2000016,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
2000075,"INSURANCE SERVICES",""
2000098,"INSURANCE, ESTATE PLANNING, PROPERTY MANAGEMENT AND CONSULTING. A SEPARATE FEE IS CHARGED FOR THESE STAND-ALONE SERVICES.","HERITAGE FINANCIAL GROUP, INC.   HERITAGE FINANCIAL CORPORATION"
1999705,"WE ARE A DUAL REGISTRANT AND OFFER CLIENTS THE ABILITY TO HAVE A SEPARATE BROKERAGE ACCOUNT AND SUBSCRIBE TO BROKERAGE SERVICES OFFERED BY THE FIRM.",""
1999499,"LIFE INSURANCE AND FIXED ANNUITIES PORTFOLIO MANAGEMENT",""
1999717,"LIFE AND HEALTH INSURANCE PRODUCTS.",""
2000441,"OTHER PRODUCTS OR SERVICES THAT MAY BE PROVIDED TO ADVISORY CLIENTS INCLUDE BROKERAGE SERVICES, INVESTMENT BANKING AND LENDING PRODUCTS PROVIDED BY AFFILIATES.",""
2000450,"INSURANCE PRODUCTS - GENERALLY LIFE INSURANCE WHERE IT IS IN THE BEST INTEREST OF THE CLIENT.",""
2000177,"RECOMMENDATION OF INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
2000221,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1996563,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS AND REFERRAL OF COMMISSIONABLE SECURITIES","INDIVIDUAL CAPACITY OF ADVISORY PERSONS"
1995687,"INSURANCE IS OFFERED THROUGH SLK WEALTH INSURANCE LLC",""
1988012,"INSURANCE PRODUCTS & SERVICES","INSURANCE PRODUCTS & SERVICES"
1991995,"TAX RETURN PREPARATION SERVICES",""
2000498,"WACAP PROVIDES MTG LOAN SERVICING TO A SMALL # OF INSTIT'L CLIENTS; WE ALSO OFFER SOME CONSULTING & QPAM SVCS, PRIMARILY REAL ESTATE & ECONOMIC. FEES FOR THESE SVCS MAY BE HRLY/FIXED/BASED ON VALUE OF ASSETS/OR ON LEASE SQ FT.",""
1986161,"GENERAL ECONOMIC RESEARCH AND ANALYSIS, EXPERT WITNESS TESTIMONY.",""
1999055,"PROPERTY MANAGEMENT SERVICES, RREEF MANAGES REAL PROPERTY CLIENT ASSETS.",""
1996258,"INSURANCE BUSINESS",""
1986540,"CERTAIN OF REGISTRANT'S REPRESENTATIVES MAY SELL FIXED INSURANCE AND ANNUITY PRODUCTS  IN THEIR SEPARATE CAPACITY AS LICENSED INSURANCE AGENTS.",""
1992729,"IN HIS SOLE AND SEPARATE CAPACITY, MARK G. LEAVITT PROVIDES ACCOUNTING SERVICES THROUGH HIS CPA PRACTICE, WHICH IS NOT UNDER THE CONTROL OF ENSPIRE WEALTH MANAGEMENT.","MARK G. LEAVITT, CPA"
1996819,"BACK OFFICE SERVICE PROVIDER FOR RIA'S",""
1995521,"CACHETECH PROVIDES SOFTWARE SOLUTIONS FOR REGISTERED INVESTMENT ADVISORS. OUR TECHNOLOGY OFFERING INCLUDES BILLING, TRADING, PORTFOLIO MANAGEMENT, AND OTHER SOLUTIONS.",""
1995988,"PREVIOUSLY DISCLOSED","DBAS OF MIAN HAVE BEEN PROVIDED. ALL INVESTMENT ADVICE IS OFFERED UNDER MIAN AND IS DISCLOSED THAT WAY TO THE CLIENTS."
1996007,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1994134,"TAX CONSULTING AND PREPARATION SERVICES.",""
1996090,"WE HOLD OUR INSURANCE LICENSES AS WELL. DURING THE FINANCIAL PLANNING PROCESS A CLIENT MAY HAVE THE NEED FOR INSURANCE.",""
1996149,"IMPLEMENTATION OF INSURANCE RECOMMENDATIONS","INDIVIDUAL CAPACITY"
1995545,"INSURANCE PRODUCTS AND FINANCIAL PLANNING",""
1995605,"INSURANCE PRODUCTS AND SERVICES  TAX PREPARATION SERVICES",""
1995720,"GENERAL FAMILY OFFICE SERVICES",""
1995892,"RECOMMENDATIONS OF COMMISSIONABLE INVESTMENTS AND INSURANCE","INDIVIDUAL NAME / CAPACITY"
1995896,"REGISTRANT COMPLEMENTS ITS ADVISORY SERVICES BY PROVIDING CLIENTS WITH WEALTH ADVISORY SERVICES, PAYMENT SERVICES AND MARGIN LOANS. IN ADDITION, WHERE APPROPRIATE, REGISTRANT INTRODUCES  ITS CLIENTS TO THE BROADER NETWORK AND RESOURCES OF GOLDMAN SACHS.",""
1996165,"TAX CONSULTING SERVICES","RIGDEN TAX STRATEGIES"
1996064,"FINANCIAL EDUCATION AND RELATED SERVICES THROUGH BOLDIN.COM","NEWRETIREMENT, INC. D/B/A BOLDIN"
1996716,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1996760,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1996781,"ASSOCIATED PERSONS ARE LICENSED INSURANCE AGENTS AND IN THEIR INDIVIDUAL CAPACITIES SELL INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE AGENCIES. INDIVIDUALS SELL SECURITIES IN THEIR CAPACITIES AS REGISTERED REPRESENTATIVES OF MUTUAL SECURITIES, INC.",""
1996817,"INSURANCE RECOMMENDATIONS AND IMPLEMENTATIONS","MARC S. AARONS"
1997300,"BOOKS SALES: AUTHORED BY YFP OR CONTENT CREATORS ON FINANCIAL TOPICS. PAID SPONSORSHIPS: STRATEGIC PARTNERS FEATURED ON PODCASTS, SOCIAL MEDIA, ETC. COMMUNITY MEMBERSHIP: PAID ONLINE MEMBERSHIP THAT FACILITATES COLLABORATIVE LEARNING ON FINANCIAL TOPICS.",""
1995010,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY/PURSHE KAPLAN STERLING INVESTMENTS"
1994035,"WHILE INDIVIDUAL TAX PREPARATION IS INCLUDED IN OUR AUM FEE, WE MAY SELL OTHER TAX PREPARATION SERVICES (BUSINESS, ETC.) TO CLIENTS.",""
1994093,"NON-ADVISORY CONSULTING SERVICES. TAX AND ACCOUNTING SERVICES. IMPLEMENTATION OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS. FILINGS FOR CORPORATE TRANSPARENCY ACT","ARCHFORD CONSULTING, LLC. ARCHFORD ACCOUNTING LLC. ARCHFORD FILING SERVICES, LLC. INSURANCE AND SECURITIES IN INDIV. CAPACITY."
1994188,"INSURANCE RECOMMENDATIONS AND IMPLEMENTATIONS","MARC S. AARONS"
1997579,"INSURANCE - TERM AND LONG TERM CARE ONLY.",""
1997998,"INSURANCE AGENCY OFFERING INSURANCE PRODUCTS TAX PREPARATION SERVICES","CAPITAL A INSURANCE, LLC CAPITAL A TAX SOLUTIONS, LLC"
1998044,"CASH MANAGEMENT SERVICES",""
1989261,"SLP WEALTH ADDITIONALLY PROVIDES TAX PREPARATION AND TAX FILING SERVICES.",""
1998133,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1997415,"BOK FINANCIAL SECURITIES, INC. IS A REGISTERED MUNICIPAL ADVISER AND PROVIDES FINANCIAL ADVICE TO MUNICIPALITIES REGARDING THE INVESTMENT OF BOND PROCEEDS. BOK FINANCIAL SECURITIES, INC. IS ALSO REGISTERED AS AN INSURANCE AGENCY IN VARIOUS STATES.","BOK FINANCIAL SECURITIES; BOSC INSURANCE SERVICES"
1998224,"THE FIRM IS ALSO A REGISTERED BROKER DEALER, AND IN THIS CAPACITY WILL SELL PRODUCTS AND MAY EARN A COMMISSION OR MARKUP. IN ITS CAPACITY AS AN INSURANCE AGENCY THE FIRM WILL ALSO OFFER INSURANCE PRODUCTS.",""
1997628,"PROVIDE INSURANCE PRODUCTS",""
1982790,"INSURANCE PRODUCTS",""
1995542,"TAX AND ACCOUNTING SERVICES",""
1995640,"PROVIDE INSURANCE SERVICES",""
1995641,"PROVIDE INSURANCE SERVICES",""
1996249,"IARS OF ARAX ADVISORY PARTNERS ARE ALSO LICENSED INS. AGENTS OF AFFILIATES SIMON DAVIS BROKERAGE SERVICES AND ROBERT SCHECHTER & ASSOC. (DBA SCHECHTER WEALTH) AND SELL LIFE INS. AS SUCH IN THEIR CAPACITY AS LICENSED INS. AGENTS.",""
1995391,"RECOMMENDATIONS OF INSURANCE","GLOVER PARK INSURANCE"
1996952,"INTERNET / E-COMMERCE FOR TRAVEL AND TRANSPORTATION SERVICES","IPRONTO.COM"
1996987,"FIFTH THIRD SECURITIES IS A BROKER-DEALER WITH FINRA. AS SUCH, BROKERAGE SERVICES MAY BE PROVIDED TO ADVISORY CLIENTS. THESE SERVICES ARE GENERALLY SEPARATE AND APART FROM THE ADVISORY SERVICES PROVIDED TO ADVISORY CLIENTS.",""
1997091,"ACCESS TO OUR MODEL HUB WHICH HOUSES INVESTMENT MODELS FROM 3RD PARTY MANAGERS AND SUPPLEMENTAL RESEARCH.",""
1997143,"INSURANCE PRODUCER LICENSED TO SELL INSURANCE PRODUCTS (SUCH AS LIFE AND DISABILITY) IN VARIOUS STATES. ALTHOUGH FREESTONE CAPITAL MANAGEMENT, LLC IS LICENSED, WE DO NOT CURRENTLY SELL INSURANCE PRODUCTS.",""
1998226,"INSURANCE PRODUCTS (FIXED, HEALTH, LIFE INSURANCE, EQUITY INDEXED ANNUITY, FIXED ANNUITY, VARIABLE ANNUITY), COMMISSION BASED INVESTMENT PRODUCTS - LOAD MUTUAL FUNDS, STOCKS, BONDS, ETFS (IN BROKERAGE ACCOUNT), FINANCIAL PLANNING SERVICES, ALTS",""
1998384,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1998447,"CERTAIN INVESTMENT ADVISOR REPRESENTATIVES OFFER INSURANCE PRODUCTS, BUSINESS SUCCESSION PLANNING, TAX PREPARATION, TAX PLANNING, DIVORCE PLANNING, OR ESTATE PLANNING.",""
1998477,"LIFE INSURANCE, LONG TERM CARE INSURANCE AND RETIREMENT PLAN SPONSOR CONSULTATION",""
1982757,"LIFE INSURANCE, VARIABLE ANNUITIES, INDEXED ANNUITIES, AND FIXED ANNUITIES.",""
1997816,"IN SOME CASES ONE QUEEN CAPITAL MAY OFFER ADMINISTRATIVE SERVICES TO ITS CLIENTS.",""
1999319,"INSURANCE PRODUCTS",""
1995100,"INSURANCE PRODUCTS/SERVICES",""
1995933,"WE OFFER FINANCIAL PLANNING CONSULTING SERVICES AS OUTLINED IN OUR DISCLOSURE BROCHURE.",""
1983033,"IMPLEMENTATION TAX PLANNING SERVICES","TAX PLANNING IMPLEMENTED THROUGH THE INDIVIDUAL"
1998211,"WE RECEIVE COMPENSATION FOR INSURANCE PRODUCTS THAT COPPERLEAF CAPITAL, LLC SELLS",""
1995938,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1995944,"PLEASE SEE THE ""TYPES OF BUSINESS"" ITEMIZED IN BOFA SECURITIES, INC.'S DETAILED REPORT (FROM THE FIRM'S FORM BD) AVAILABLE ON FINRA'S BROKERCHECK WEBSITE AT HTTPS://BROKERCHECK.FINRA.ORG.",""
1989769,"IMPLEMENTATION OF INSURANCE SALES AN COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PURSHE KAPLAN (PKS)"
1995968,"IMPLEMENTATION OF COMMISSIONABLE PRODUCTS AND INSURANCE SALES.","INSURANCE IMPLEMENTED THROUGH THE INDIVIDUAL, COMMISSIONABLE SECURITIES THROUGH CALTON & ASSOCIATES, INC."
1995978,"MWA FINANCIAL SERVICES, INC. OWNS A SUBSIDIARY, MWAGIA, A GENERAL INSURANCE AGENCY WHICH OFFERS MEDICARE PLANS, LIFE INSURANCE, LTC AND DENTAL INSURANCE.","MODERN WOODMEN GENERAL AGENCY (MWAGIA). MODERN WOODMEN OF AMERICA IS THE PARENT COMPANY OF MWA FINANCIAL SERVICES, INC."
1995987,"INSURANCE PRODUCTS AND SERVICES","WEALTHPLAN RISK MANAGEMENT LLC"
1995994,"FINANCIAL PLANNING SERVICES; TAX PLANNING AND COMPLIANCE SERVICES; ESTATE PLANNING SERVICES; EXPENSE MANAGEMENT AND BILL-PAY SERVICES; ACCOUNTING AND BANKING SERVICES; DIVORCE CONSULTING; FAMILY GOVERNANCE; PHILANTHROPY.",""
1994253,"BROKER/DEALER AND INSURANCE AGENT OFFERING STOCKS, BONDS, MUTUAL FUNDS, FIXED AND INDEXED ANNUITIES AND INSURANCE SERVICES. BROKERAGE, INSURANCE SERVICES, AND ENROLLMENT SERVICES AND EDUCATION FOR RETIREMENT PLAN PARTICIPANTS.","BANKOH INVESTMENT SERVICES, INC."
1996047,"ADDITIONAL SERVICES MAY INCLUDE ADVICE RELATED TO A CLIENT'S BUSINESS, CASH FLOW, CHARITABLE GIVING,EDUCATION FUNDING, ESTATE PLANNING, LIABILITIES, INSURANCE, INVESTMENTS, RETIREMENT AND TAXES.",""
1995847,"BUILD AND OPERATE DATA INFRASTRUCTURES AND BUSINESS ANALYTICS SYSTEMS.","MAXQ ANALYTICS, LLC"
1999024,"MUTUAL OF OMAHA INVESTOR SERVICES, INC. IS A BROKER DEALER THAT SOLICITS THE SALE OF SECURITIES.",""
1999101,"INSURANCE RECOMMENDATIONS AND IMPLEMENTATIONS","MARC S. AARONS"
1998454,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH VARIOUS BROKER-DEALERS"
1997564,"COLDSTREAM WHOLLY OWNS ASCENT CAPITAL LLC, A REAL ESTATE LENDING PARTNERSHIP.",""
1999507,"FIXED INSURANCE AND ANNUITY PRODUCTS","B.A. SCHROCK FINANCIAL GROUP"
1993401,"OUR AFFILIATE, FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVITY.   UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.   PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
2000740,"DAVENPORT OFFERS FINANCIAL SERVICES THAT INCLUDE ASSET MANAGEMENT, INSURANCE PRODUCTS, FIXED INCOME, MARKET COMMENTARY, INSTITUTIONAL SALES, CORPORATE AND PUBLIC FINANCE, AND PERSONAL WEALTH MANAGEMENT.","DAVENPORT FINANCIAL ADVISORS"
2000464,"TERM & IUL LIFE INSURANCE.",""
1998018,"THE FIRM HAS ONE AGREEMENT IN PLACE WITH THE FUND MANAGER OF A LUXEMBOURG DOMICILED FUND TO INTRODUCE UK AND EUROPEAN INVESTORS TO THE FUND AND THE MANAGER. THE FUND/ FUND MANAGER ARE NOT INTRODUCED TO US INVESTORS.",""
2000762,"ADVISORY AFFILIATES MAY SELL SECURITIES AND INSURANCE PRODUCTS AS AN OUTSIDE BUSINESS THROUGH A REGISTERED BROKER DEALER.",""
1996171,"SCURITIES SOLD FOR COMMISSIONS THROUGH BROKER/DEALER AND INSURANCE PRODUCTS","LIBERTY WEALTH MANAGEMENT, INC."
1995623,"(I)SERVICES TO NON-US AFFILIATES: CENTRAL DEALING; TREASURY OPERATIONS;  GLOBAL DISTRIBUTOR FOR LUXEMBOURG REGISTERED FUNDS;AND MARKET NON-AFFILIATE FUND MANAGEMENT CAPABILITIES.(II) SERVICES TO AFFILIATES: PRODUCT DEVELOPMENT, IT & VENDOR MANAGEMENT.",""
1998659,"COMMISSIONABLE INSURANCE AND SECURITIES","INDIVIDUAL NAME/CAPACITY"
1998419,"EATON VANCE MANAGEMENT (""EVM"") PROVIDES ADMINISTRATIVE SERVICES TO CERTAIN INVESTMENT COMPANY CLIENTS. EVM ALSO PROVIDES SUB-TRANSFER AGENCY SERVICES TO CERTAIN INVESTMENT COMPANY CLIENTS.",""
1998719,"FIXED INSURANCE PRODUCTS AND SECURITIES PRODUCTS.","GRADIENT SECURITIES, LLC"
1998578,"INSURANCE PRODUCTS - GENERALLY LIFE INSURANCE WHERE IT IS IN THE BEST INTEREST OF THE CLIENT.",""
