"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1995658,"TRANSGLOBAL ADVISORY, LLC","TRANSGLOBAL ADVISORY, LLC","801-129096",168709
1996639,"ANNUAL WRAP FEE","PROFESSIONAL FINANCIAL ADVISORS, LLC","801-114978",173719
1997017,"STRATEGIC ASSET MANAGEMENT GROUP ADVISORS","STRATEGIC ASSET MANAGEMENT GROUP ADVISORS","801-68978",135832
1997017,"ENVESTNET PRIVATE WEALTH MANAGEMENT PROGRAM","ENVESTNET PMC","801-57260",111694
1997203,"MUTUAL ADVISORS, LLC WRAP PROGRAM","MUTUAL ADVISORS, LLC","801-78089",167658
1997229,"WRAP FEE MANAGEMENT PROGRAM","PRIME CAPITAL FINANCIAL","801-110709",288712
1997235,"LOCKWOOD MANAGED ACCOUNT COMMAND","BNY ADVISORS","801-52378",106108
1997235,"MERRILL LYNCH CONSULTS PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1997235,"MERRILL LYNCH ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1997235,"OUTSIDE MANAGEMENT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1997235,"VESTMARK MANAGER MARKETPLACE","VESTMARK ADVISORY SOLUTIONS, INC.","801-107854",221518
1997235,"UMA PROGRAM","ICR PARTNERS","801-117434",304689
1997235,"NUCLEUS MODEL MARKETPLACE","ADVYZON INVESTMENT MANAGEMENT, LLC","801-123361",318816
1997235,"PUMA (PERONALIZED UMA)","WELLS FARGO ADVISORS","801-37967",19616
1997235,"MAC (MANAGED ACCOUNTS CONSULTING)","UBS FINANCIAL SERVICES INC.","801-7163",8174
1997235,"SAN (SEPARATE ACCOUNT NETWORK) PLATFORM","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784
1997235,"FMAX","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
1997235,"SELECT ACCOUNT PLATFORM","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1997235,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1997235,"UNIFIED MANAGED ACCOUNTS UMA","J.P. MORGAN SECURITIES LLC","801-3702",79
1997235,"WEALTHADV UMA","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1997235,"US BANK UMA PROGRAM","US BANK","",
1997235,"WELLS FARGO PRIVATE ADVISORY NETWORK PROGRAM","WELLS FARGO ADVISORS","801-57434",11025
1997235,"SELECT UMA","SYSTM WEALTH SOLUTIONS","801-126218",321267
1997235,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO. LLC","801-16048",361
1997235,"UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC.","801-29775",104601
1997235,"ENVESTNET UMA PROGRAM","ENVESTNET PMC","801-57260",111694
1997235,"CALLAN UMA PROGRAM","NATIXIS ADVISORS, LLC","801-48408",106800
1997235,"CHARLES SCHWAB MARKET PLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1997235,"CHARLES SCHWAB ACCESS PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1997235,"STRATIS","J.P. MORGAN SECURITIES LLC","801-3702",79
1997235,"MERRILL LYNCH UMA PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1997235,"PRIVATE BANK","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1997235,"ACCESS OVERLAY 1 AND 2","LPL FINANCIAL LLC","801-10970",6413
1997235,"UMA PROGRAM","FULTON BANK","",
1997235,"UMA PROGRAM","SMARTLEAF INC.","",
1997235,"CHASE WEALTH MANAGEMENT","J.P. MORGAN SECURITIES LLC","801-3702",79
1997235,"SVB WEALTH ADVISORY SMA PLATFORM","SVB INVESTMENT SERVICES INC.","801-78209",168116
1997235,"KEY PRIVATE BANK SMA PLATFORM","KEYBANK NATIONAL ASSOCIATION","",
1997235,"MERRILL 1PLATFORM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1997235,"UMA STRATEGIST","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1997235,"UNIFIED MANAGED ACCOUNTS PROGRAM","BNY ADVISORS","801-52378",106108
1997235,"UMA PROGRAM","ELEVATION POINT WEALTH PARTNERS, LLC","801-65068",137068
1997235,"AMC PREMIER PLATFORM","TRUIST INVESTMENT SERVICES, INC.","8-35355",17499
1997235,"FREEDOM UMA PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1997235,"CONSULTING EVALUATION SERVICES","MORGAN STANLEY","801-70103",149777
1995079,"RAYMOND JAMES MULTIPLE DISCIPLINE ACCOUNT (""MDA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1994227,"WEALTHPORT WRAP PROGRAM","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
1995079,"BLACKROCK MODEL PORTFOLIOS (""BLACKROCK"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"RUSSELL MODEL STRATEGIES","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"AMERICAN FUNDS MODEL PORTFOLIOS PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"FREEDOM ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"RAYMOND JAMES RESEARCH PORTFOLIOS (""RJRP"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"PORTFOLIO SELECT UNIFIED MANAGED ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"RAYMOND JAMES CONSULTING SERVICES PROGRAM (""RJCS"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","",
1995079,"FREEDOM UNIFIED MANAGED ACCOUNT PROGRAM (""UMA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1995094,"AMBASSADOR","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC","801-69815",149018
1988837,"STEADTRUST WRAP FEE PROGRAM","STEADTRUST","",
1988082,"WEALTH MANAGEMENT PLATFORM - ADVISOR MANAGED PORTFOLIOS PROGRAM","VISION2020 WEALTH MANAGEMENT CORP.","801-71541",154149
1994986,"CENTERFIN WRAP FEE PROGRAM","CENTERFIN","801-118859",306461
1999443,"ENVESTNET SEPARATE ACCOUNTS","ENVESTNET PMC","801-57260",111694
1999443,"OPEN FRAMEWORK","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1999443,"MAN","LPL FINANCIAL LLC","801-10970",6413
1999443,"ADVISERS","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1999443,"MANAGED ACCOUNT COMMAND","BNY ADVISORS","801-52378",106108
1980020,"FAITH INVESTOR SERVICES WRAP FEE PROGRAM","FAITH INVESTOR SERVICES","801-121223",313337
1995262,"GOLDSTONE FINANCIAL GROUP, LLC WRAP FEE PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1992842,"TRUE BLUE FINANCIAL WRAP FEE PROGRAM","TRUE BLUE FINANCIAL, LLC","",310841
1999792,"WCG ISC PORTFOLIOS","THE WEALTH CONSULTING GROUP","801-80386",173194
1999792,"STRATEGIC WEALTH MANAGEMENT","THE WEALTH CONSULTING GROUP","",
1999792,"FIDELITY WRAP PROGRAM","THE WEALTH CONSULTING GROUP","",
1999792,"SCHWAB WRAP PROGRAM","THE WEALTH CONSULTING GROUP","",
1998184,"CUSTOMIZED PORTFOLIO SOLUTIONS PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998144,"CWM ASSET MANAGEMENT PROGRAM","CWM, LLC","801-72037",155344
1998184,"WEALTH PORTFOLIOS PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"ADVISOR SELECT FLEX PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"INVESTON DIGITAL ADVICE PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"OUTSIDE INVESTMENT STRATEGIES","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"UNIFIED MANAGED ACCOUNT PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"SEPARATELY MANAGED ACCOUNT PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"PORTFOLIO MANAGER DIRECTED PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1998184,"ADVISOR DIRECTED PROGRAM","BOK FINANCIAL ADVISORS","801-53600",17530
1981132,"WILLOW GROVE ADVISORS WRAP PROGRAM","WILLOW GROVE ADVISORS LLC","",
1998181,"FORTIS GROUP ADVISORS LLC","FORTIS GROUP ADVISORS LLC","801-112236",290427
1999478,"WEALTHSUITE","PRIVATE ADVISOR GROUP, LLC","801-72060",155216
1999478,"PRIVATE ADVISOR GROUP WRAP PROGRAM","PRIVATE ADVISOR GROUP, LLC","801-72060",155216
1999490,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1997664,"BNB WEALTH MANAGEMENT WRAP FEE PROGRAM","BNB WEALTH MANGAGEMENT, LLC","801-53808",107702
1999762,"STEPHENS CAPITAL MANAGEMENT - HEALTH MANAGEMENT TRUST","STEPHENS","801-15510",3496
1999762,"PROFESSIONAL WEALTH MANAGEMENT","STEPHENS","801-15510",3496
1999762,"STEPHENS SPECTRUM PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS RETIREMENT SOLUTIONS PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS RETIREMENT ACCESS","STEPHENS","801-15510",3496
1999762,"STEPHENS UNIFIED MANAGED ACCOUNT","STEPHENS","801-15510",3496
1999762,"STEPHENS CAPITAL MANAGEMENT FIXED INCOME STRATEGY","STEPHENS","801-15510",3496
1999762,"STEPHENS ADVISOR - NON DISCRETIONARY PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS SMALL-MID CAP CORE GROWTH PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS CAPITAL MANAGEMENT - PENSION MANAGEMENT TRUST PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS CAPITAL MANAGMENT DISCRETIONARY PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS SPECTRUM 401K","STEPHENS","801-15510",3496
1999762,"STEPHENS FIXED INCOME MANAGMENT","STEPHENS","801-15510",3496
1999762,"STEPHENS ALLOCATION STRATIGIES PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENSCHOICE","STEPHENS","801-15510",3496
1999762,"STEPHENS MANAGED ASSETS PROGRAM","STEPHENS","801-15510",3496
1999762,"STEPHENS CAPITAL MANAGEMENT NON-DISCRETIONARY","STEPHENS","801-15510",3496
1999799,"BRINKER WRAP FEE PROGRAM","BRINKER CAPITAL INVESTMENTS","",
1999799,"OPS WRAP FEE PROGRAM","ORION PORTFOLIO SOLUTIONS, LLC","801-61964",125446
1998984,"OPENVEST WRAP FEE PROGRAM","OPENVEST","",328152
1999359,"ADVISORY SERVICES NETWORK LLC WRAP FEE PROGRAM","ADVISORY SERVICES NETWORK LLC","",
1999887,"STIFEL SOLUTIONS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1999914,"BAM DIGITAL","BANORTE ASSET MANAGEMENT, INC.","801-114865",290555
1999914,"BAM TRADITIONAL DISCRETIONARY AND NON-DISCRETIONARY ACCOUNTS","BANORTE ASSET MANAGEMENT, INC.","801-114865",290555
1999415,"GLOBAL VALUE INVESTMENT CORPORATION WRAP FEE PROGRAM","GLOBAL VALUE INVESTMENT CORPORATION","801-121076",144260
1999973,"INDIVIDUAL INVESTMENT CONSULTING WRAP FEE ADVISORY PROGRAM","HEROLD ADVISORS, INC.","801-11216",105090
1999887,"STIFEL HORIZON PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1999887,"STIFEL FUNDAMENTALS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1999887,"STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1999887,"STIFEL INVESTMENT MANAGEMENT CONSULTING PROGRAM","STIFEL NICOLAUS & COMPANY, INCORPORATED","",
1999887,"STIFEL CUSTOM ADVISORY PORTFOLIO PROGRAM","STIFEL NICOLAUS & COMPANY, INC.","",
1999894,"OMEGA","OPPENHEIMER & CO. INC.","801-887",249
1999894,"FAM FEE ONLY","OPPENHEIMER & CO. INC.","801-887",249
1999894,"ALPHA FEE ONLY","OPPENHEIMER & CO. INC.","801-887",249
1999894,"PREFERENCE","OPPENHEIMER & CO. INC.","801-887",249
1999894,"PAS DIRECTED","OPPENHEIMER & CO. INC.","801-887",249
1999894,"ADVANTAGE ADVISORY","OPPENHEIMER & CO. INC.","801-887",249
1999894,"UMA DIRECTED","OPPENHEIMER & CO. INC.","801-887",249
2000080,"TAGLICH BROTHERS INC INVESTMENT ADVISORY WRAP PROGRAM","TAGLICH BROTHERS, INC.","801-68376",29102
1995999,"BENJAMIN F. EDWARDS ACTIVE PASSIVE PORTFOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"UNIFIED MANAGED ACCOUNT","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS EXCHANGE TRADED FUND PORTOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS MUTUAL FUND MODEL STRATEGIES","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS CUSTOM MUTUAL FUND PORTFOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS MUTUAL FUND PORTFOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS EQUITY PORTFOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS PRIVATE PORTFOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1995999,"BENJAMIN F. EDWARDS CLIENT PORTFOLIOS","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1999416,"WEALTH ALLIANCE ADVISORY GROUP WRAP PROGRAM","WEALTH ALLIANCE ADVISORY GROUP, LLC","801-112023",290329
2000016,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2000016,"MERRILL GUIDED INVESTING","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2000016,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2000016,"MERRILL EDGE ADVISORY ACCOUNT","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2000016,"MERRILL GUIDED INVESTING","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2000016,"MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2000016,"MERRILL GUIDED INVESTING WITH ADVISOR","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2000016,"MERRILL GUIDED INVESTING WITH ADVISOR","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2000075,"TAORMINA WEALTH ADVISORY GROUP LLC","TAORMINA WEALTH ADVISORY GROUP LLC","",
1996968,"THOMAS WEISEL PARTNERS ASSET MANAGEMENT CONSULTING PROGRAM","TWP PRIVATE WEALTH MANAGEMENT A DIVISION OF STIFEL NICOLAUS","",
1999705,"THE FIXED INCOME PORTFOLIOS","AMERANT INVESTMENTS, INC.","801-61889",117284
1999705,"PORTFOLIO ADVISORY SERVICES","AMERANT INVESTMENTS, INC.","801-61889",117284
1997914,"WRAP FEE ASSET MANAGEMENT PROGRAM","PFG ADVISORS","801-80797",173344
2000486,"BNY MELLON ADVISORS","SANCTUARY ADVISORS, LLC","801-99364",226606
2000441,"RBC UNIFIED PORTFOLIO","RBC CAPITAL MARKETS, LLC","",
2000441,"PORTFOLIO FOCUS","RBC CAPITAL MARKETS, LLC","",
1992766,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2000450,"PAULSON WEALTH MANAGEMENT INC. WRAP FEE PROGRAM","PAULSON WEALTH MANAGEMENT INC.","801-109996",150374
1996608,"LAKE AVENUE FINANCIAL WRAP FEE PROGRAM","LAKE AVENUE FINANCIAL LLC","801-122031",315746
2000592,"CONSULTS MANAGED ACCOUNT ADVISOR (MAA), MERRILL ONE","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2000592,"PRIVATE ACCOUNT NETWORK (PAN), PERSONALIZED UMA (PROGRAM MANAGER)","WELLS FARGO ADVISORS","801-37967",19616
2000592,"INVESTMENT CONSULTING SERVICES","CIBC WOOD GUNDY SECURITIES CORP.","8-3328",3801
2000592,"UNIFIED MANAGED ACCOUNT PROGRAM","FDX ADVISORS, INC.","801-29775",104601
2000592,"REFERRED MANAGERS PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
2000592,"JANNEY INVESTMENT ADVISORY ACCOUNT, UNIFIED MANAGED ACCOUNT (UMA)","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
2000592,"MANAGED ACCOUNT ACCESS PROGRAM, MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
2000592,"INVESTMENT CONSULTING SERVICES (ICS)","J.P. MORGAN SECURITIES LLC","801-3702",79
2000592,"ACCESS, STRATEGIC WEALTH PORTFOLIOS (SWP), MANAGED ACCOUNTS CONSULTING (MAC)","UBS FINANCIAL SERVICES INC.","801-7163",8174
2000592,"STIFEL OPPORTUNITY PROGRAM, UNIFIED MANAGED ACCOUNT (UMA)","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
2000592,"MANAGED ACCOUNT LINK (MAL), MANAGED ACCOUNT ADVISOR (MAA), MANAGED ACCOUNT COMMAND (MAC), LOCKWOOD SPONSORED PROGRAM (LSP), (PAS","BNY MELLON INVESTMENT ADVISER, INC.","801-8147",105642
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","OPPENHEIMER & CO. INC.","801-887",249
2000592,"CONSULTING EVALUATION SERVICES(CES), SELECT UMA","MORGAN STANLEY","801-70103",149777
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","ENVESTNET PMC","801-57260",111694
2000592,"SEPARATE ACCOUNT NETWORK (SAN), FIDELITY INSTITUTIONAL WEALTH SERVICES","FIDELITY","",
2000592,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","SMARTX ADVISORY SOLUTIONS","801-113795",297680
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","VESTMARK ADVISORY SOLUTIONS, INC.","801-114077",221518
2000592,"UNIFIED MANAGED ACCOUNT (UMA)","ADVYZON INVESTMENT MANAGEMENT, LLC","801-123361",318816
2000605,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2000605,"J.P. MORGAN SECURITIES PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
2000605,"J.P. MORGAN SECURITIES STRATEGIC INVESTMENT SERVICES PROGRAM (""STRATIS"")","J.P. MORGAN SECURITIES LLC","801-3702",79
2000605,"SELECT UMA PROGRAM","MORGAN STANLEY","801-70103",149777
2000605,"UBS STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES INC.","801-7163",8174
2000605,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS","801-37967",19616
2000610,"MMI WRAP FEE PROGRAM","MONEY MANAGERS INC","",
1980701,"NEWEDGE VMM","NEWEDGE ADVISORS","801-79876",171351
1980701,"DYNASTY (VIA ASSIGNED PRU CONTRACT)","ENVESTNET PMC","801-57260",111694
1980701,"OPPN UMA","OPPENHEIMER ASSET MANAGEMENT","801-31427",105559
1980701,"CHOICE SMA","KOVACK ADVISORS, INC.","801-63048",140808
1980701,"UBS MAC","UBS FINANCIAL SERVICES INC.","801-7163",8174
1980701,"SMARTLEAF MODEL","SMARTLEAF ASSET MANAGEMENT LLC","801-80910",172273
1980701,"RBC MANAGED ACCOUNT PROGRAM","DAIN RAUSCHER INCORPORATED","8-3259",7600
1980701,"PAS DUAL CONTRACT","PERSHING ADVISOR SOLUTIONS LLC","8-47425",36671
1980701,"NETWORK DVP NOT FCC","WELLS FARGO ADVISORS","801-57434",11025
1980701,"SWB ACCESS","CHARLES SCHWAB INVESTMENT ADVISORY, INC","801-70737",151739
1980701,"ADHESION","ADHESION","",
1980701,"ENVESTNET RWB","ENVESTNET","",
1980701,"RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES","",
1980701,"MA LINK - CITI","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1980701,"MANAGED ACCOUNT MARKETPLACE","SCHWAB","",
1980701,"LPL STRATEGIST","LPL FINANCIAL LLC","801-10970",6413
1980701,"DYNAMIC ALLOCATION PORTFOLIO (UMA)","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1980701,"ENV MODEL","ENVESTNET PMC","801-57260",111694
1980701,"ENVESTNET FOLIO DX","ENVESTNET PMC","801-57260",111694
1980701,"LOCKWOOD - INSIGNEO","BNY ADVISORS","801-52378",106108
1980701,"ATRIA MODEL","ATRIA INVESTMENT MANAGEMENT, LLC","",154733
1980701,"AZZAD MODEL","AZZAD ASSET MANAGEMENT, INC.","801-57871",111291
1980701,"OUTSIDE MONEY MANAGER","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1980701,"MACS","ENVESTNET PMC","801-57260",111694
1980701,"ARVEST","ARVEST WEALTH MANAGEMENT","801-63738",42057
1980701,"SAWTOOTH MODEL","SAWTOOTH ASSET MANAGEMENT, INC.","801-70886",150506
1980701,"PFS-IS AND WAS-WAMM","THE NORTHERN TRUST COMPANY OF CONNECTICUT","",
