"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1993396,"FREEDOM ASSET MANAGEMENT WRAP FEE PROGRAM","FREEDOM ASSET MANAGEMENT","",
1988731,"AMERIPRISE SELECT SEPARATE ACCOUNT PROGRAM","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1991611,"NORTHROCK PARTNERS ADVISORY SERVICES PROGRAM","NORTHROCK PARTNERS, LLC","801-78194",167908
1988565,"COMPOSITION WEALTH WRAP FEE PROGRAM","COMPOSITION WEALTH, LLC","801-74711",143483
1988004,"BISON CAPITAL ADVISORS WRAP FEE PROGRAM","BISON CAPITAL ADVISORS, LLC","801-118651",306471
1988419,"LIFEGUIDE FINANCIAL WRAP FEE PROGRAM","LIFEGUIDE FINANCIAL ADVISORS, LLC","",
1988135,"FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS, INC.","",
1988135,"MANAGEDCONNECT PROGRAM","PERSHING LLC","",
1988731,"MUTUAL FUND/EXCHANGE TRADED FUNDS ADVISORY PROGRAM","CETERA INVESTMENT ADVISERS LLC","801-20406",105644
1987728,"MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1987801,"FREEDOM ASSET MANAGEMENT WRAP FEE PROGRAM","FREEDOM ASSET MANAGEMENT","",
1987821,"FFG WRAP FEE PROGRAM","FIORI FINANCIAL GROUP","801-127015",318641
1987838,"STONEBRIDGE FINANCIAL GROUP, LLC WRAP FEE PROGRAM","STONEBRIDGE FINANCIAL GROUP, LLC","801-129034",327529
1988731,"AMERIPRISE ACTIVE PORTFOLIOS PROGRAM","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1988731,"MODEL WEALTH PORTFOLIOS","LPL FINANCIAL LLC","801-10970",6413
1988731,"MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1988731,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1982839,"SILVER GROVE WRAP FEE PROGRAM","SILVER GROVE ADVISORY SERVICES","801-110045",287512
1988163,"FIDUCIARY INVESTMENT SERVICES","VISION RETIREMENT","801-114807",173064
1988294,"RAYMOND JAMES CONSULTING SERVICES PROGRAM (""RJCS"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1989356,"OPULEN FINANCIAL GROUP, LLC WRAP FEE PROGRAM","OPULEN FINANCIAL GROUP, LLC","",
1981802,"TAMAR SECURITIES, LLC WRAP FEE PROGRAMS (LEGACY CLIENTS ONLY - NO NEW CLIENTS BEING OFFERED)","TAMAR SECURITIES, LLC","",
1988294,"BLACKROCK MODEL PORTFOLIOS (""BLACKROCK"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"RUSSELL MODEL STRATEGIES","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"AMERICAN FUNDS MODEL PORTFOLIOS PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"RAYMOND JAMES MULTIPLE DISCIPLINE ACCOUNT (""MDA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"RAYMOND JAMES RESEARCH PORTFOLIOS (""RJRP"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"PORTFOLIO SELECT UNIFIED MANAGED ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"FREEDOM ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","",
1988294,"FREEDOM UNIFIED MANAGED ACCOUNT PROGRAM (""UMA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1988326,"OSM PLATFORM","RAYMOND JAMES","",
1988326,"MAS PLATFORM","MERRILL LYNCH","",
1988326,"IMS PLATFORM","MORGAN STANLEY","",
1988326,"OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1988326,"MAP","RBC","",
1988326,"MAC","UBS FINANCIAL SERVICES","",
1988326,"STAR","OPPENHEIMER & CO.","",
1988326,"MANAGED ACCOUNT COMMAND","PERSHING LLC","",
1988326,"PERSHING ADVISORY SOLUTIONS","PERSHING","",
1988326,"MAS PLATFORM","LPL FINANCIAL","",
1988326,"MS PLATFORM","LPL FINANCIAL","",
1988403,"CONVERGENCE FINANCIAL WRAP FEE PROGRAM","CONVERGENCE FINANCIAL","801-116738",304146
1989102,"KRILOGY FINANCIAL WRAP FEE PROGRAM","KRILOGY","801-69838",149046
1989246,"COMPASS FINANCIAL ADVISORY SERVICES WRAP FEE PROGRAM","COMPASS FINANCIAL ADVISORY SERVICES, LLC","801-123037",316843
1989437,"SELECT UMA WRAP FEE INVESTMENT ADVISORY PROGRAM","MORGAN STANLEY","801-70103",149777
1984864,"JMS ADVISER'S ACCOUNT PROGRAM","JANNEY MONTGOMERY SCOTT","",
1988482,"NWAM CHOICE SOLUTIONS","NORTHWEST ASSET MANAGEMENT","801-69483",147923
1988503,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO. LLC","801-16048",361
1990202,"WELLS FARGO PERSONALIZED UMA PROGRAM","WELLS FARGO ADVISORS","801-37967",19616
1990202,"UBS AAP","UBS FINANCIAL SERVICES INC.","801-7163",8174
1990202,"ADHESION UMA","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1990202,"UBS ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1990202,"MORGAN STANLEY SELECT UMA","MORGAN STANLEY","801-70103",149777
1990202,"MERRILL LYNCH MAA","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1990202,"MERRILL LYNCH UDP SELECTS","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1990202,"LOCKWOOD FINANCIAL","BNY ADVISORS","801-52378",106108
1990202,"UBS SWP","UBS FINANCIAL SERVICES INC.","801-7163",8174
1990202,"NORTHERN TRUST SMA","NORTHERN TRUST INVESTMENTS, INCORPORATED","801-33358",105780
1990202,"ENVESTNET UMA","ENVESTNET PMC","801-57260",111694
1990202,"RBC ADVISORY","RBC GLOBAL ASSET MANAGEMENT (U.S.) INC.","801-20303",107173
1989365,"VALIANCE INVESTMENT PROGRAMS","MML INVESTORS SERVICES, LLC","",
1989365,"ADVISOR SELECT","MML INVESTORS SERVICES, LLC","",
1989365,"SMA SELECT","MML INVESTORS SERVICES, LLC","801-44264",10409
1989365,"PORTFOLIO SOLUTIONS PROGRAM","MML INVESTORS SERVICES, LLC","801-44264",10409
1989365,"UMA SELECT PREMIER","MML INVESTORS SERVICES, LLC","",
1989365,"STRATEGIST SELECT","MML INVESTORS SERVICES, LLC","801-44264",10409
1988638,"THE MILLSTONE EVANS WRAP PROGRAM","THE MILLSTONE EVANS GROUP, LLC","801-119896",311142
1989405,"MANAGERXCHANGE MANAGERS PROGRAM (MMP)","MID ATLANTIC FINANCIAL MANAGEMENT, INC.","801-21527",109771
1989331,"D A DAVIDSON MANAGED ACCOUNTS","D.A. DAVIDSON & CO.","801-45761",199
1989331,"MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1989331,"PRIVATE ADVISOR NETWORK","WELLS FARGO","",
1989331,"LOCKWOOD MANAGED ACCOUNT LINK","BNY ADVISORS","801-52378",106108
1989331,"MAC","UBS FINANCIAL SERVICES","",
1989331,"PRUDENTIAL INVESTMENTS LLC","PRUDENTIAL INVESTMENTS LLC","",
1989787,"UBS MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
1989455,"AAG WRAP FEE PROGRAM","ARMSTRONG ADVISORY GROUP INC.","801-123659",318662
1988689,"SYNERGY WRAP FEE PROGRAM","SYNERGY INVESTMENT MANAGEMENT LLC","801-119594",305961
1991655,"STIFEL HORIZON PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1991655,"STIFEL FUNDAMENTALS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1991655,"STIFEL SOLUTIONS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1991655,"STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1991655,"STIFEL INVESTMENT MANAGEMENT CONSULTING PROGRAM","STIFEL NICOLAUS & COMPANY, INCORPORATED","",
1991655,"STIFEL CUSTOM ADVISORY PORTFOLIO PROGRAM","STIFEL NICOLAUS & COMPANY, INC.","",
1989687,"FREEDOM ASSET MANAGEMENT WRAP FEE PROGRAM","FREEDOM ASSET MANAGEMENT","",
1989787,"CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY","801-70103",149777
1989787,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
1992109,"PERSHING TOTAL CHOICE","BCG SECURITIES, INC.","801-56943",70
1990005,"ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1990005,"STRATOS WEALTH PARTNERS LTD WRAP FEE PROGRAM","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1990005,"STRATOS WEALTH MANAGEMENT II (SWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1990454,"BAM DIGITAL","BANORTE ASSET MANAGEMENT, INC.","801-114865",290555
1990454,"BAM TRADITIONAL DISCRETIONARY AND NON-DISCRETIONARY ACCOUNTS","BANORTE ASSET MANAGEMENT, INC.","801-114865",290555
1989448,"BABB WEALTH ADVISORS LLC WRAP FEE PROGRAM","BABB WEALTH ADVISORS LLC","",298347
1991727,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1988883,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
1988883,"MANAGED ACCOUNT PROGRAM","NPA ASSET MANAGEMENT, LLC","801-66006",131534
1988883,"MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1988883,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1988883,"OUTSIDE MANAGER PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1988883,"PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS","801-57434",11025
1985517,"REP AS MANAGER","WORLD EQUITY GROUP, INC.","",
1985517,"RBC ADVISOR","RBC CAPITAL MARKETS, LLC","801-13059",31194
1985517,"REP'S CHOICE MONEY MANAGEMENT","WORLD EQUITY GROUP, INC.","",
1985517,"RBC UP","RBC CAPITAL MARKETS, LLC","801-13059",31194
1985517,"ADHESION","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1991806,"GWA PORTFOLIO ADVISER PROGRAM","BBVA GLOBAL WEALTH ADVISORS, INC.","",327326
1967838,"INSIGNEO SECURITIES WRAP FEE PROGRAM","INSIGNEO SECURITIES, LLC","8-44166",29249
1993133,"HIGHTOWER ADVISOR DIRECTED PROGRAM","HIGHTOWER ADVISORS, LLC","",
1990047,"CONTOUR WRAP FEE PROGRAM","SORRENTO PACIFIC FINANCIAL, LLC","801-70354",127787
1991706,"MARKETPLACE","CHARLES SCHWAB","",
1991706,"INSTITUTIONAL FOR RETAIL CLIENTS","CHARLES SCHWAB","",
1991706,"FULCRUM","FULCRUM","",
1991706,"MARKETPLACE (CHARLES SCHWAB)","MEYER CAPITAL","",
1991706,"SELECT UMA","MORGAN STANLEY","",
1991706,"MANAGED ACCOUNT NETWORK","FIDELITY","",
1991706,"FOLIOFN","NATIONAL ASSET MANAGEMENT","",
1991706,"ACCESS","CHARLES SCHWAB","",
1991937,"MARKETPLACE","CHARLES SCHWAB","",
1991937,"INSTITUTIONAL FOR RETAIL CLIENTS","CHARLES SCHWAB","",
1991937,"FULCRUM","FULCRUM","",
1991937,"MARKETPLACE (CHARLES SCHWAB)","MEYER CAPITAL","",
1991937,"SELECT UMA","MORGAN STANLEY","",
1991937,"MANAGED ACCOUNT NETWORK","FIDELITY","",
1991937,"FOLIOFN","NATIONAL ASSET MANAGEMENT","",
1991937,"ACCESS","CHARLES SCHWAB","",
1991973,"AMBASSADOR PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1991957,"MANAGED ACCOUNTS SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1980351,"ENVESTNET ACCOUNT PROGRAM","ENVESTNET PMC","801-57260",111694
1980351,"LOCKWOOD SEPARATELY MANAGED ACCOUNTS","BNY ADVISORS","801-52378",106108
1980351,"NEXT SELECT","NEXT FINANCIAL GROUP, INC.","801-56786",46214
1980351,"ADHESION WEALTH ADVISOR SOLUTIONS","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1980351,"QUARTZ PARTNERS WRAP FEE PROGRAM","QUARTZ PARTNERS INVESTMENT MANAGEMENT","801-80822",174327
1980351,"SMARTX PLATFORM","SMARTX ADVISORY SOLUTIONS","801-113795",297680
1980351,"LPL MODEL WEALTH PORTFOLIO","LPL FINANCIAL LLC","801-10970",6413
1991913,"ACCESS, MANAGED ACCOUNT CONSULTING (MAC), STRATEGIC WEALTH PORTFOLIO (SWP)","UBS FINANCIAL SERVICES INC.","801-7163",8174
1991913,"FIDELITY SEPARATE ACCOUNT NETWORK (SAN)","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784
1991913,"ACCESS AND SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1991913,"AWM SLEEVE STRATEGY PROGRAM","AXXCESS WEALTH MANAGEMENT, LLC","801-76763",164081
1991913,"MANAGER SERVICES","PNC BANK & DELAWARE TRUST COMPANY","",
1991913,"SELECT (UMA), CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY","801-70103",149777
1991913,"FIDELITY MANAGED ACCOUNT XCHANGE (FMAX PLATFORM)","FIAM LLC","801-63658",133196
1991913,"LOCKWOOD PROGRAMS","BNY ADVISORS","801-52378",106108
1991913,"MODEL PROGRAM","SMARTX ADVISORY SOLUTIONS","",
1991913,"STIFEL ACCOUNT PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1991913,"MODEL DELIVERY, STRATEGIC","WELLS FARGO ADVISORS","801-57434",11025
1991913,"MODEL WEALTH PORTFOLIOS (STRATEGIST AND SMA) AND MANAGER SELECT/MANAGER ACCESS SELECT MODEL PROGRAMS","LPL FINANCIAL LLC","801-10970",6413
1991913,"THIRD PARTY MODELS PROGRAM","ENVESTNET PMC","801-57260",111694
1991913,"DYNAMIC ALLOCATION PORTFOLIOS, MANAGER SELECTION PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1991913,"MODEL PROGRAM","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1991913,"CAMBRIDGE WEALTHPORT, ASSET ALLOCATION","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
1991913,"OUTSIDE MANAGED PROGRAM (OMS)","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1991913,"SELECT SEPARTE ACCOUNT PROGRAM","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1991913,"CALLAN UMA PROGRAM","NATIXIS ADVISORS, LLC","801-48408",106800
1991913,"ASSETMARK PLATFORM","ASSETMARK, INC.","801-56323",109018
1991913,"OPS AND COMMUNITIES PLATFORMS","ORION PORTFOLIO SOLUTIONS, LLC","801-57265",107975
1991913,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO. LLC","801-16048",361
1992046,"LPL FINANCIAL WRAP PROGRAM","LPL FINANCIAL LLC","801-10970",6413
1975676,"MCCORMACK WRAP FEE PROGRAM","MCCORMACK FINANCIAL PLANNING INC.","801-64665",136857
1992501,"STONEBROOK PRIVATE WRAP FEE PROGRAM","STONEBROOK PRIVATE LLC","801-127617",325434
1992454,"THE COUNSEL ACCOUNT","OSAIC ADVISORY SERVICES, LLC","801-80075",171070
1992454,"THE PARTNER ACCOUNT","OSAIC ADVISORY SERVICES, LLC","801-80075",171070
1992125,"PASSAGEWAY - ADVISOR DIRECTED","FIFTH THIRD SECURITIES, INC.","801-63623",628
1968785,"FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS INC.","",
1991885,"FREEDOM ASSET MANAGEMENT WRAP FEE PROGRAM","FREEDOM ASSET MANAGEMENT","",
1984272,"BAYSTATE WEALTH MANAGEMENT WRAP FEE PROGRAM","BAYSTATE WEALTH MANAGER","",
1986637,"NATIONAL WEALTH MANAGEMENT GROUP WRAP FEE PROGRAM","NATIONAL WEALTH MANAGEMENT GROUP, LLC","801-80983",174883
1983802,"ALLRED HARRIS WEALTH MANAGEMENT.","ALLRED HARRIS WEALTH MANAGEMENT.","801-113900",297533
1983802,"RJ ASSET MANAGEMENT SERVICES","RAYMOND JAMES FINANCIAL SERVICES, INC.","8-17983",6694
1983802,"RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES FINANCIAL SERVICES, INC.","8-17983",6694
1993666,"VESTGEN ADVISORS WRAP FEE","VESTGEN ADVISORS, LLC","801-123390",318657
1987037,"STRATEGIC WEALTH GROUP RIA, LLC WRAP PROGRAM","STRATEGIC WEALTH GROUP RIA, LLC","",
1993698,"ENVESTNET ACCOUNT PROGRAM","ENVESTNET PMC","801-57260",111694
1993698,"LOCKWOOD SEPARATELY MANAGED ACCOUNTS","BNY ADVISORS","801-52378",106108
1993698,"NEXT SELECT","NEXT FINANCIAL GROUP, INC.","801-56786",46214
1993698,"ADHESION WEALTH ADVISOR SOLUTIONS","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1993698,"QUARTZ PARTNERS WRAP FEE PROGRAM","QUARTZ PARTNERS INVESTMENT MANAGEMENT","801-80822",174327
1993698,"SMARTX PLATFORM","SMARTX ADVISORY SOLUTIONS","801-113795",297680
1993698,"LPL MODEL WEALTH PORTFOLIO","LPL FINANCIAL LLC","801-10970",6413
1993816,"INTEGRITY ALLIANCE ASPIRE PROGRAM","INTEGRITY ALLIANCE, LLC","801-69742",139627
1993816,"RETIREMENT ALLY PROGRAM","INTEGRITY ALLIANCE, LLC","801-69742",139627
1993816,"WEALTH SOLUTIONS PROGRAM","INTEGRITY ALLIANCE, LLC","801-69742",139627
1993756,"NWQ WRAP PROGRAM","NORTHWEST QUADRANT WEALTH MANAGEMENT","801-72636",158455
1979476,"ESI ILLUMINATIONS","ESI FINANCIAL ADVISORS","801-41722",265
1981883,"STRATEGIC WEALTH GROUP RIA, LLC WRAP PROGRAM","STRATEGIC WEALTH GROUP RIA, LLC","",
1979794,"UBS MANAGED ACCOUNTS CONSULTING (""MAC"")","UBS FINANCIAL SERVICES INC.","801-7163",8174
1979794,"W&S WEALTH SOLUTIONS","W&S BROKERAGE SERVICES, INC.","801-113946",8099
1979794,"LINCOLN INVESTMENT PLANNING CAAMS SELECT PROGRAM","LINCOLN INVESTMENT","801-14059",519
1979794,"UGMA WRAP FEE PROGRAM","FORT WASHINGTON INVESTMENT ADVISORS INC","801-37235",107126
1989293,"PALATINE HILL WEALTH MANAGEMENT","PALATINE HILL WEALTH MANAGEMENT","801-117400",305619
1990411,"STRATEGIC INVESTMENT SERVICES PROGRAM (STRATIS)","J.P. MORGAN SECURITIES LLC","801-3702",79
1990411,"PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
1990411,"ADVISORY PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
1992476,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS","",
1992476,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS","",
1992476,"QUANTITATIVE CHOICE","WELLS FARGO ADVISORS","",
1992476,"FUNDSOURCE","WELLS FARGO ADVISORS","",
1992476,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS","",
1990353,"THE FIXED INCOME PORTFOLIOS","AMERANT INVESTMENTS, INC.","801-61889",117284
1989656,"PRIVATE WEALTH MANAGEMENT PROGRAM","ENVESTNET PMC","801-57260",111694
1989673,"ARIMATHEA","ARIMATHEA","",330140
1984824,"SELECT UMA PROGRAM","MORGAN STANLEY","801-70103",149777
1984824,"MANAGED ACCOUNT MARKET PLACE PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1984824,"CONSULTING AND EVALUATION SERVICES PROGRAM","MORGAN STANLEY","801-70103",149777
1989719,"TEXAS CAPITAL BANK PRIVATE WEALTH ADVISORS WRAP PROGRAM","TEXAS CAPITAL BANK PRIVATE WEALTH ADVISORS","",298422
1991657,"BUY HOLD PLUS","TFS ADVISORY SERVICES","",
1991673,"WRAP FEE PROGRAM ACCOUNT","MCKINLEY MONEY LLC","",
1990322,"STASH WRAP FEE PROGRAM","STASH INVEST","801-96294",226550
1990353,"PORTFOLIO ADVISORY SERVICES","AMERANT INVESTMENTS, INC.","801-61889",117284
1987420,"AXXCESS WEALTH MANAGEMENT LLC","AXXCESS WEALTH MANAGEMENT, LLC","801-76763",164081
1987464,"GSEP WRAP PROGRAM","GOLDEN STATE EQUITY PARTNERS, LLC","",
1987420,"MANAGED SELECT / MANAGER SELECT ACCESS","LPL FINANCIAL LLC","801-10970",6413
1981987,"GOODMAN ADVISORY GROUP WRAP FEE PROGRAM","GOODMAN ADVISORY GROUP, LLC","801-108671",285637
1985175,"VALTINSON BRUNER FINANCIAL PLANNING WRAP FEE PROGRAM","VALTINSON BRUNER FINANCIAL PLANNING","801-113830",297866
1985531,"ASHTON THOMAS WRAP PROGRAM","ASHTON THOMAS PRIVATE WEALTH, LLC","",
1987420,"THIRD PARTY SMA MODELS PROGRAM","ENVESTNET PMC","801-57260",111694
1987420,"UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC.","801-29775",104601
1987420,"PERSHING ADVISOR SOLUTIONS","PERSHING LLC","8-17574",7560
1987420,"LOCKWOOD ADVISORS UMA","SANCTUARY SECURITIES, INC.","8-22752",205
1987420,"ENVESTNET INC. UMA","DYNASTY WEALTH MANAGEMENT, LLC","801-71301",153377
1987420,"VESTMARK MODEL PORTFOLIOS","VESTMARK ADVISORY SOLUTIONS, INC.","801-114077",221518
1987420,"SMA PROGRAM","WELLINGTON-ALTUS USA INC.","801-113668",297314
1987420,"SMA PLATFORM","OSAIC WEALTH, INC.","801-54859",23131
1987420,"AZZAD ETHICAL WRAP PROGRAM","AZZAD ASSET MANAGEMENT, INC.","801-57871",111291
1987420,"UNIFIED MANAGED ACCOUNT PORTFOLIOS","GREENROCK RESEARCH, INC.","801-69664",131825
1987420,"CUSTOM ADVISORY PORTFOLIO & OPPORTUNITY PROGRAMS","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1987420,"CAPTRUST SMA WRAP PROGRAM","CAPTRUST","801-62193",175112
1987420,"MANAGED ACCOUNT PROGRAM","SIMPLICITY SOLUTIONS, LLC","801-81008",175009
1987420,"SELECT UMA PROGRAM","MORGAN STANLEY","801-70103",149777
1987420,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1987420,"ESM ADVISORY","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
