"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1939607,"MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1939607,"SEPARATE ACCOUNT NETWORK","FIDELITY DISTRIBUTORS COMPANY LLC","8-35097",17507
1932791,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-57434",11025
1932791,"AMBASSADOR ACCOUNT","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1961766,"INVESTMENT ADVISORY SERVICES","RAYMOND JAMES","",
1957936,"OWM WRAP PROGRAM","O'BOYLE WEALTH MANAGEMENT, INC.","",292849
1944229,"ENVESTNET ASSET MANAGEMENT, INC.","ENVESTNET PMC","801-57260",111694
1953701,"XP ADVISORY US WRAP FEE PROGRAM","XP ADVISORY US, INC.","801-114590",173779
1961766,"LOCKWOOD SPONSORED PROGRAM","LOCKWOOD ADVISORS INC.","",
1961766,"ADVISOR PROGRAM","WELLS FARGO","",
1961766,"DYNAMIC ALLOCATION PORTFOLIOS","CITI","",
1961766,"CONSULTING & EVALUATION SERVICES","MORGAN STANLEY","",
1961766,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","",
1961766,"MANAGED ACCOUNT STRATEGY","CHARLES SCHWAB","",
1961766,"TD AMERITRADE","COYLE FINANCIAL COUNSEL","",
1961766,"ACCESS ADVISORY PROGRAM AND STRATEGIC WEALTH PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES","",
1961766,"FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY LLC","",
1961766,"GLOBAL MANAGER STRATEGIES","GOLDMAN, SACHS & CO","",
1961766,"MANAGED ACCOUNT ACCESS PROGRAM AND MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO, INC.","",
1961766,"MANAGED ACCOUNT PROGRAM AND LOCKWOOD SPONSORED","PERSHING, LLC","",
1961766,"MANAGER OF MANAGERS PROGRAM","BRINKER CAPITAL, INC.","",
1961766,"OUTSIDE MANAGED PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1961766,"SELECT UMA AND CORPORATE EQUITY SOLUTIONS (CES)","MORGAN STANLEY SMITH BARNEY, LLC","",
1961766,"SMARTX ADVISORY SOLUTIONS","AMERICAN PORTFOLIO ADVISORS, INC.","",
1961766,"UNIFIED MANAGED ACCOUNTS AND ADVISOR","ENVESTNET, INC.","",
1961766,"SELECT UMA","MORGAN STANLEY","",
1961766,"MANAGER ACCESS, MANAGER ACCESS SELECT","LPL FINANCIAL LLC","",
1961766,"OSM - OUTSIDE MANAGER ADVISORY PROGRAM","RAYMOND JAMES","",
1961766,"MANAGED ACCOUNT COMMAND","LOCKWOOD ADVISORS, INC.","",
1961766,"MANAGED ACCOUNT STRATEGY","ENVESTNET ASSET MANAGEMENT, INC.","",
1961766,"WELLS FARGO FAMILY WEALTH","CALIBRE-WFFW","",
1961766,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1961766,"MODEL WEALTH PORTFOLIOS (""MWP"")","LPL FINANCIAL LLC","801-10970",6413
1950330,"FFS","FIRST FINANCIAL SERVICES, LLC","801-129538",329276
1944157,"STRATEGIC WEALTH MANAGEMENT PROGRAM II (SWM II)","NORTHWEST FINANCIAL ADVISORS LLC","801-77994",166769
1962130,"MEYERS WEALTH MANAGEMENT LLC - PORTFOLIO MANAGEMENT WRAP-FEE PROGRAM","MEYERS WEALTH MANAGEMENT, LLC","",
1947229,"HIGHTOWER ADVISOR DIRECTED PROGRAM","HIGHTOWER ADVISORS, LLC","",
1957244,"NORTHCAPE WEALTH MANAGEMENT WRAP FEE PROGRAM","NORTHCAPE WEALTH MANAGEMENT","801-120425",312350
1935389,"LOCKWOOD SPONSORED WRAP PROGRAM","LOCKWOOD ADVISORS, INC.","",
1951810,"PWMS WRAP FEE PROGRAM","PROFESSIONAL WEALTH MANAGEMENT SERVICES LLC","801-123592",150266
1941092,"WILLIAMS FINANCIAL GROUP WRAP FEE PROGRAM","WILLIAMS FINANCIAL GROUP","",310008
1957491,"CAERUS WRAP PROGRAM","CAERUS INVESTMENT ADVISORS, LLC","801-110401",171716
1943768,"CUSHING CAPITAL WRAP FEE PROGRAM","CUSHING CAPITAL PARTNERS, LLC","801-120953",313497
1958386,"ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT (UMA) MODELS (RESEARCH MODELS)","EDWARD JONES","801-3297",250
1958386,"ADVISORY SOLUTIONS FUND MODELS  (RESEARCH MODELS)","EDWARD JONES","801-3297",250
1957517,"MANAGED 360","LOCKWOOD ADVISORS, INC.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","AMERICAN PORTFOLIOS FINANCIAL SERVICES INC.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","CREDIT SUISSE","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","NUTMEG SECURITIES LLC","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","PERSHING ADV. SOLUTIONS AND CROSSWIND ADV LLC","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","PERSHING ADV SOLUTIONS/FIELDPOINT PRIVATE BANK & TRUST","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","DOMINICK & DOMINICK LLC","",
1957517,"LOCKWOOD SPONSORED PROGRAM","LOCKWOOD ADVISORS, INC.","",
1957517,"MANAGED ACCOUNT ACCESS PROGRAM","CHARLES SCHWAB","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","INDEPENDENT FINANCIAL ADVISORS","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","JEFFRIES & COMPANY INC.","",
1957517,"MANAGER SELECT","LPL FINANCIAL","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","EQUITAS CAPITAL ADVISORS","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","FIRST ALLIED SECURITIES, INC.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","SUMMIT BROKERAGE SERVICES","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","BOSC, INC.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","PERSIST GLOBAL WEALTH MANAGEMENT","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","HARBOUR INVESTMENTS, INC.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","CITI PRIVATE BANK","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","CAPITAL SECURITIES MANAGEMENT INC.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","ESSEX FINANCIAL SERVICES","",
1957517,"STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","BENJAMIN F. EDWARDS & CO.","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","INVESTORS CAPITAL","",
1957517,"MANAGER ACCESS NETWORK","LPL FINANCIAL CORP.","",
1957517,"MANAGED DIVERSIFIED PORTFOLIO","WELLS FARGO PRIVATE BANK","",
1957517,"ACCESS","UBS FINANCIAL SERVICES","",
1957517,"LOCKWOOD MANAGED ACCOUNT COMMAND","ARVEST WEALTH MANAGEMENT","",
1956298,"MERRILL LYNCH IAP","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1956298,"OPPENHEIMER UNIFIED MANAGED ACCOUNT PROGRAM","OPPENHEIMER ASSET MANAGEMENT","801-31427",105559
1956298,"MERRILL LYNCH SELECTS PORTFOLIO SOLUTIONS","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1956298,"RAYMOND JAMES CONSULTING SERVICES PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1956298,"MORGAN STANLEY SELECT UMA","MORGAN STANLEY","801-70103",149777
1956298,"SCHWAB MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1956298,"BRINKER SMA PROGRAM","ORION PORTFOLIO SOLUTIONS, LLC","801-57265",107975
1956298,"GOLDMAN SACHS GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO. LLC","801-16048",361
1956298,"KEY INVESTMENT SERVICES INVESTMENT ADVISORY PROGRAM","KEY INVESTMENT SERVICES LLC","801-65060",136300
1956298,"MID ATLANTIC PORTFOLIO SOLUTIONS","MID ATLANTIC FINANCIAL MANAGEMENT, INC.","801-21527",109771
1956298,"CALLAN UMA PROGRAM","CALLAN","801-9219",107687
1956298,"WELLS FARGO PERSONALIZED UMA","WELLS FARGO ADVISORS","801-37967",19616
1956298,"FIDELITY STRATEGIC DISCIPLINES","FIDELITY PERSONAL AND WORKPLACE ADVISORS","801-112027",288590
1956298,"SANCTUARY ADVISORS","SANCTUARY ADVISORS, LLC","801-99364",226606
1956298,"ENVESTNET UMA","ENVESTNET PMC","801-57260",111694
1956298,"LOCKWOOD MANAGED ACCOUNT ADVISOR","BNY ADVISORS","801-52378",106108
1956298,"JP MORGAN PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
1956298,"UBS ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1956298,"UBS STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES INC.","801-7163",8174
1956298,"FIDELITY MANAGED ACCOUNT XCHANGE","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
1937748,"BETTERMENT","BETTERMENT","801-70171",149117
1949281,"ADVISER SELECT","DBSI SECURITIES CORPORATION","8-24914",11687
1954546,"STABLEPOINT PARTNERS WRAP FEE PROGRAM","STABLEPOINT PARTNERS, LLC","801-129030",328503
1955068,"GRANITE FINANCIAL WRAP PROGRAM","GRANITE FINANCIAL GROUP","",
1958415,"THIRD PARTY MODELS PROGRAM(UMA),SMA,ENVESTNET MANAGEMENT ACCOUNTS/SUSTAINABILITY PLATFORM","ENVESTNET","",
1958415,"DUAL CONTRACT, HORIZON","STIFEL, NICHOLAS","",
1958415,"WILSHIRE VESTMARK ADVISORY SOLUTIONS","WILSHIRE-VESTMARK","",
1958415,"ADHESION WEALTH UMA","ADHESION WEALTH","",
1958415,"DUAL CONTRACT","CUSO FINANCIAL","",
1958415,"UMA","SMARTX","",
1958415,"UMA MODEL OVERLAY","SMARTLEAF","",
1958415,"MANAGED ACCOUNT UTILITIES, PORTFOLIO ADVISORS, ELITE CHOICE PROGRAM(UMA)","LOCKWOOD","",
1958415,"MAPS, FLEXNET, CONSULTING SOLUTIONS(MMS),TOTAL PORTFOLIO UMA(PLACEMARK)","RBC DAIN RAUSCHER","",
1958415,"OUTSIDE MANAGERS LIAISON","RAYMOND JAMES FINANCIAL","",
1958415,"CES, MANAGER SELECT PROGRAM(MSP),DAP-UMA,MANAGE ACCOUNT UTLITY PLATFORM","CITI PRIVATE BANK(LOCKWOOD)","",
1958415,"STAR PROGRAM, UMA","OPPENHEIMER","",
1958415,"PAS, PRIVATE LABEL","PERSHING","",
1958415,"SEPARATE ACCOUNT EXCHANGE,UMA","TD AMERITRADE","",
1958415,"SELECT SEPARATE ACCOUNT PROGRAM, VISTA,UMA","AMERIPRISE ADVISOR SERVICES","",
1958415,"FS, MANAGER SELECT PROGRAM(MSP),DAP-UMA","CITI PRIVATE BANK","",
1958415,"UMA MODEL","FOLIODX","",
1958415,"VESTMARK UMA","JANNEY MONTGOMERY SCOTT","",
1958415,"MMS(UMA),PRIVATE ADVISOR  NETWORK,MASTERS,DMA","WELLS FARGO ADVISORS","",
1958415,"CES, IMS,UMA","MORGAN STANLEY","",
1958415,"SWP(UMA), MAC, ACCESS,PACE(MUTUAL FUND)","UBS","",
1958415,"SEPARATE ACCOUNT MANAGERS,UMA,MANAGED ACCOUNT SOLUTIONS","FIDELITY INVESTMENTS","",
1958415,"MANAGER SELECT","LPL FINANCIAL SERVICES","",
1958415,"DUAL CONTRACT","DA DAVIDSON","",
1953673,"THE TRIBRIDGE WRAP PROGRAM","TRIBRIDGE PARTNERS FINANCIAL LLC","801-129200",326489
1957866,"SAGE TREE WEALTH WRAP FEE PROGRAM","SAGE TREE WEALTH","",
1961991,"CJM ASSET MANAGEMENT PROGRAM","CJM WEALTH ADVISORS, LTD.","",
1962119,"MEYERS WEALTH MANAGEMENT LLC - PORTFOLIO MANAGEMENT WRAP-FEE PROGRAM","MEYERS WEALTH MANAGEMENT, LLC","",
1962268,"AMBASSADOR","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC","801-69815",149018
1951524,"VERIDIAN CAPITAL PARTNERS WRAP PROGRAM","VERIDIAN CAPITAL PARTNERS","801-121334",314290
1945769,"CRESTA ADVISORS","CRESTA ADVISORS","",
1951310,"EVERGREEN PRIVATE WEALTH WRAP FEE PROGRAM","EVERGREEN PRIVATE WEALTH","",
1953894,"STIFEL HORIZON PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1927587,"PSI ADVISORS, LLC WRAP FEE PROGRAM","PSI ADVISORS, LLC","801-108813",285880
1945741,"ASSET MANAGEMENT SERVICES","TD AMERITRADE","",
1949797,"WEALTH ALLIANCE ADVISORY GROUP WRAP PROGRAM","WEALTH ALLIANCE ADVISORY GROUP, LLC","801-112023",290329
1934185,"ERG WRAP FEE PROGRAM","ELITE RETIREMENT GROUP","",
1962286,"CITY NATIONAL SECURITIES WRAP FEE PROGRAM","CITY NATIONAL SECURITIES","",
1953320,"ACCESS PROGRAM/SWP/AAP","UBS FINANCIAL SERVICES INC.","801-7163",8174
1953320,"CITI MANAGED ACCOUNT PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1953320,"STRATEGIC INVESTMENT SERVICES (""STRATIS"")","J. P. MORGAN SECURITIES INC.","801-46056",18718
1953320,"BNY MELLON ADVISORS","PERSHING ADVISOR SOLUTIONS LLC","8-47425",36671
1962474,"RBC CONSULTING SOLUTIONS","RBC PRIVATE COUNSEL (USA) INC.","801-55491",109648
1962474,"RBC SMP PLATFORM","RBC PRIVATE COUNSEL (USA) INC.","801-55491",109648
1962474,"SCHWAB SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1962474,"LTAM INVESTING CONSULTING SERVICES","LADENBURG THALMANN ASSET MANAGEMENT INC","801-54909",108604
1962474,"WELLS FARGO PERSONALIZED UMA","ALLSPRING FUNDS MANAGEMENT, LLC","801-58237",110841
1962474,"MORGAN STANLEY CES","MORGAN STANLEY INVESTMENT MANAGEMENT INC.","801-15757",110353
1962474,"ENVESTNET SMA","ENVESTNET PMC","801-57260",111694
1962474,"DIASTOLE CONSULTING PROGRAM","DIASTOLE WEALTH MANAGEMENT","801-57610",111604
1962474,"ENVESTNET UMA","ENVESTNET PMC","801-57260",111694
1962474,"SUMMIT FINANCIAL, LLC","SUMMIT FINANCIAL, LLC","801-114377",299322
1962474,"AXIOM ASSET MANAGEMENT CONSULTING PROGRAM","AXIOM ASSET MANAGEMENT","801-68405",145186
1962474,"DA DAVIDSON SMA","D.A. DAVIDSON & CO.","801-45761",199
1962474,"LOCKWOOD MANAGED ACCOUNT ADVISOR PROGRAM","BNY ADVISORS","801-52378",106108
1962474,"UBS FINANCIAL SERVICES ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1962474,"STIFEL MANAGED ASSETS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1962474,"MANAGER SELECT ACCOUNT","LPL FINANCIAL LLC","801-10970",6413
1962474,"UBS FINANCIAL SERVICES MAC","UBS FINANCIAL SERVICES INC.","801-7163",8174
1962474,"MERRILL LYNCH STRATEGIC PORTFOLIO ADVISORS (SPA)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1962474,"MERRILL LYNCH MANAGED ACCOUNT SERVICE (MAS)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1962474,"MORGAN STANLEY UMA","MORGAN STANLEY INVESTMENT MANAGEMENT INC.","801-15757",110353
1962474,"MANAGED ACCOUNTS ADVISOR PLATFORM","PERSHING LLC","8-17574",7560
1962474,"WELLS FARGO PRIVATE ADVISORS NETWORK","ALLSPRING FUNDS MANAGEMENT, LLC","801-58237",110841
1962474,"RBC DOMINION SECURITIES","RBC CAPITAL MARKETS CORPORATION","8-1672",6579
1926603,"ALPHA CAPITAL FAMILY OFFICE","ALPHA CAPITAL FAMILY OFFICE","8-307521",
1962501,"WEALTH BOUTIQUE WRAP FEE PROGRAM","THE WEALTH BOUTIQUE","801-129886",317291
1950223,"CHARLES SCHWAB WRAP FEE PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1939266,"TOUCHSTONE CAPITAL INC WRAP FEE","TOUCHSTONE CAPITAL INC","",
1940828,"PACIFIC FINANCIAL GROUP PLATFORM","THE PACIFIC FINANCIAL GROUP, INC.","801-18151",105203
1940828,"FIRST AFFIRMATIVE FINANCIAL NETWORK PLATFORM","FIRST AFFIRMATIVE FINANCIAL NETWORK LLC","801-56587",109036
1940828,"ASSETMARK PLATFORM","ASSETMARK, INC.","801-56323",109018
1926990,"PRECISION WEALTH STRATEGIES, LLC WRAP PROGRAM","PRECISION WEALTH STRATEGIES, LLC","801-114482",299827
1947655,"STRONGHOLD INVESTMENT PORTFOLIO PROGRAM","STRONGHOLD WEALTH MANAGEMENT L.L.C.","",161194
1933284,"ROSSBY FINANCIAL LLC","ROSSBY FINANCIAL, LLC","801-127370",324631
1948877,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1937722,"BNB WEALTH MANAGEMENT WRAP FEE PROGRAM","BNB WEALTH MANGAGEMENT, LLC","801-53808",107702
1948854,"ILLUMINATE WRAP FEE PROGRAM","ILLUMINATE","",334292
1948877,"MERRILL GUIDED INVESTING WITH ADVISOR","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1948877,"MERRILL GUIDED INVESTING WITH ADVISOR","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1948877,"MERRILL GUIDED INVESTING","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1948877,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1948877,"MERRILL EDGE ADVISORY ACCOUNT","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1948877,"MERRILL GUIDED INVESTING","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
