FilingID,FormVersion,DateSubmitted,1A,1B1,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1O,1OAmount,1P,2B1,2B2,2B3,2B-Assets,3A,3A-Other,3B,3C-State,3C-Country,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,Execution Type,Signatory,Execution Date,Title
1979092,Oct-21,4/14/2025,ASIA RESEARCH & CAPITAL MANAGEMENT LIMITED,ARCM,N,N,,802-77203,165312,21ST FLOOR SHANGHAI COMMERCIAL BANK TOWER,"12 QUEEN'S ROAD, CENTRAL",HONG KONG,,Hong Kong,,N,Monday - Friday,,8AM TO 6PM HONG KONG TIME,852-3710 2000,852-3710-2115,0,,,,,,,,Y,Y,Y,N,N,,549300DQKBD2JWIMWO12,N,Y,N,0,Other (specify),HONG KONG COMPANY LIMITED BY SHARES,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Non-Resident,YUSUF RAZAUL HAQUE,4/14/2025,DIRECTOR
1963921,Oct-21,4/7/2025,"AMBIX VENTURE MANAGEMENT, LLC","AMBIX VENTURE MANAGEMENT, LLC",N,N,,802-126131,316862,627 NATIONAL AVENUE,,MOUNTAIN VIEW,CA,United States,94043,N,Monday - Friday,,9AM-5PM,858-349-8705,,0,,,,,,,Y,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,Y,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,PETER TOWNSHEND,4/7/2025,MANAGING MEMBER
1979523,Oct-21,4/14/2025,"CITTA CAPITAL MANAGEMENT, LLC","CITTA CAPITAL MANAGEMENT, LLC",N,N,,802-126437,322343,,,,,,,Y,Monday - Friday,,9 AM TO 5 PM,650-623-7356,,0,PO BOX 612114,,SAN JOSE,CA,United States,95161,N,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JIM MAO,4/13/2025,MANAGING MEMBER
1965727,Oct-21,4/28/2025,"ONWARD INVESTORS, LLC",ONWARD INVESTORS,N,N,,802-132872,335825,"10900 WAYZATA BLVD., SUITE 700",,MINNETONKA,MN,United States,55305,N,Monday - Friday,,8AM - 5PM,(952) 426-7087,,0,,,,,,,,Y,Y,N,N,N,,,N,Y,N,0,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,Y,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,STEPHANIE LUNDE,4/28/2025,"PARTNER, VICE PRESIDENT"
1966890,Oct-21,4/28/2025,CATALYST IMPACT PARTNERS CORP.,CATALYST IMPACT PARTNERS CORP.,N,N,,,327202,20 UNIVERSITY ROAD,SUITE 500,CAMBRIDGE,MA,United States,02138,N,Monday - Friday,,9AM - 5:30PM,508-233-8295,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Corporation,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,GLADYS THABISO FOTO,4/25/2025,CHIEF FINANCIAL OFFICER AND CHIEF COMPLIANCE OFFICER
1980162,Oct-21,4/21/2025,"PILLSBURY LAKE CAPITAL, LLC","PILLSBURY LAKE CAPITAL, LLC",N,N,,801-132823,328282,,,,,,,Y,Monday - Friday,,0600-1400,510-387-2820,,0,,,,,,,,Y,N,N,N,N,,,,,,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,OLEG KARMANOV,4/21/2025,FOUNDER AND CCO
1949383,Oct-21,4/21/2025,"GENOA VENTURES, LLC","GENOA VENTURES, LLC",N,N,,802-115026,300617,100 PINE ST. SUITE 2250,,SAN FRANCISCO,CA,United States,94111,N,Monday - Friday,,9:00 AM - 5:00 PM,415-580-0050,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,BENJAMIN R PAINTER,4/21/2025,CFO
1983999,Oct-21,4/28/2025,"LANIAKEA FUNDS MANAGER, LLC","LANIAKEA FUNDS MANAGER, LLC",N,N,,802-131293,332498,25 BROADWAY,10TH FLOOR,NEW YORK,NY,United States,10004,N,Monday - Friday,,9AM-5PM,917-518-8855,,0,,,,,,,,Y,Y,N,N,N,,254900D28MWWTCUAKT23,N,Y,N,62470699,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,LISA CONIBEAR,4/28/2025,CHIEF EXECUTIVE OFFICER AND CHIEF COMPLIANCE OFFICER
1984079,Oct-21,4/28/2025,"SHINE CAPITAL, LLC",SHINE CAPITAL,N,N,,802-120015,311659,100 CROSBY STREET,SUITE 404,NEW YORK,NY,United States,10012,N,Monday - Friday,,9A - 6P,8056305595,,1,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,AMANDA NIU,4/28/2025,CFO
1983385,Oct-21,4/28/2025,KYMATIC ADVISORS LLC,KYMATIC ADVISORS LLC,N,N,,802-132875,336458,100 CAMBRIDGE STREET,14TH FLOOR,BOSTON,MA,United States,02114,N,Monday - Friday,,9 AM - 5:30 PM ET,(224) 578-4425,,0,,,,,,,,Y,Y,N,N,N,,,N,Y,N,37946650,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JAMES TAO,4/28/2025,MANAGER
1984231,Oct-21,4/28/2025,"TRIDENT CAPITAL, INC.","TRIDENT CAPITAL, INC.",N,N,,802-107544,160095,400 S EL CAMINO REAL,SUITE 1500,SAN MATEO,CA,United States,94402-1728,N,Monday - Friday,,8AM-5PM,650-289-4400,6504376112,0,204 E 2D AVE,#903,SAN MATEO,CA,United States,94401,N,Y,Y,N,N,N,,,Y,N,N,,Corporation,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,HOWARD S ZEPRUN,4/28/2025,CHIEF OPERATING OFFICER AND GENERAL COUNSEL
1982157,Oct-21,4/28/2025,"CREDENTIA GROUP, LLC","CREDENTIA GROUP, LLC",N,N,,802-79285,170587,,,,,,,Y,Monday - Friday,,8:00 AM - 4:00 PM,913-915-5231,,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,62510253,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,KEITH KUENZEL,4/23/2025,AUTHORIZED AGENT
1982638,Oct-21,4/24/2025,T4G MANAGEMENT LLC,T4G MANAGEMENT LLC,N,N,,802-132404,335567,300 SOUTH WASHINGTON SQUARE,#225,LANSING,MI,United States,48933,N,Monday - Friday,,8AM - 5PM,517-281-7078,,0,,,,,,,,N,Y,N,N,N,,932945609,N,Y,N,35000000,Limited Liability Company,,DECEMBER,Michigan,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,Y,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,MATTHEW CASE,4/24/2025,LEGAL COUNSEL
1979710,Oct-21,4/24/2025,PEAK XV PARTNERS I LLC,PEAK XV PARTNERS I LLC,N,N,,802-76269,163626,"6TH FLOOR, TWO TRIBECA",TRIBECA CENTRAL,TRIANON,,Mauritius,72261,N,Monday - Friday,,9:30AM - 6PM,+230 467 3000,+230 467 4000,6,,,,,,,,Y,Y,Y,N,N,,,N,Y,N,0,Limited Liability Company,,DECEMBER,,Mauritius,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,KHALIL PEERBOCUS,4/24/2025,DIRECTOR
1961586,Oct-21,4/24/2025,BLUE RIBAND GROUP LIMITED,BLUE RIBAND GROUP LIMITED,N,N,,802-132852,335419,2 EATON GATE,,LONDON,,United Kingdom,SW1W 9BJ,N,Monday - Friday,,9AM - 5PM,44-7825-782-222,,1,,,,,,,,Y,Y,N,N,N,,,N,Y,N,161866201,Corporation,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,JAMES CHERVAK,4/24/2025,DIRECTOR
1979135,Oct-21,4/16/2025,GLASSTX CAPITAL LLC,GLASSTX CAPITAL LLC,N,N,,802-132794,336345,1617 JOHN F KENNEDY BLVD,,PHILADELPHIA,PA,United States,19103-1821,N,Monday - Friday,,9AM-5PM,831 233 1862,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,25000000,Limited Liability Company,,APRIL,Colorado,United States,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JASIEL GARCIA,4/14/2025,CEO
1980703,Oct-21,4/17/2025,"HEAVYBIT, LLC","HEAVYBIT, LLC",N,N,,802-121102,291776,523 OCTAVIA ST,,SAN FRANCISCO,CA,United States,94102,N,Monday - Friday,,8AM-5PM,415 707-1100,,0,415 MISSION ST.,37TH FLOOR,SAN FRANCISCO,CA,United States,94105,N,Y,N,N,N,N,,,Y,N,Y,451087845,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,SUSIE SINGH,4/17/2025,CHIEF FINANCIAL OFFICER
1957770,Oct-21,4/17/2025,ADNATE CAPITAL MANAGEMENT LLC,ADNATE CAPITAL MANAGEMENT LLC,N,N,,802-132808,335564,8280 WILLOW OAKS CORPORATE DRIVE,SUITE 600,FAIRFAX,VA,United States,22031,N,Monday - Friday,,8:00 AM TO 5:00 PM,5716012970,,0,,,,,,,,Y,N,Y,N,N,,,N,Y,N,0,Limited Liability Company,,DECEMBER,Virginia,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,WILL MARKET PRIVATE CREDIT FUNDS,N,,N,N,,N,,N,N,Y,N,N,N,N,,,,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,BEN AVOR,4/3/2025,MANAGING PARTNER
1970525,Oct-21,4/17/2025,"MISTRAL CAPITAL MANAGEMENT, LLC","MISTRAL CAPITAL MANAGEMENT, LLC",N,Y,MISTRAL EQUITY PARTNERS,802-132811,335653,501 MADISON AVENUE,FLOOR 5,NEW YORK,NY,United States,10022,N,Monday - Friday,,9:00 AM-5:00 PM,212-616-9625,,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,82737563,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,CHRISTOPHER BRADLEY,4/17/2025,"CHIEF COMPLIANCE OFFICER, MANAGING DIRECTOR"
1980518,Oct-21,4/17/2025,KUOS INVESTMENT II LLC,KUOS INVESTMENT II LLC,N,N,,802-111076,289165,"555 HAMILTON AVENUE, STE 100",,PALO ALTO,CA,United States,94301,N,Monday - Friday,,9:00-5:00,(669)649-1080,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,California,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,WEI GUO,4/17/2025,MANAGER
1939058,Oct-21,4/18/2025,"SEAS MANAGEMENT, LLC","SEAS MANAGEMENT, LLC",N,N,,802-132814,334983,2101 KRISTENS CHANNEL,,FLORENCE,SC,United States,29501,N,Monday - Friday,,9-5PM EST,843-789-0871,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,4999999,Limited Liability Company,,DECEMBER,South Carolina,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JOHN S. MCCOWN,4/17/2025,MANAGER
1957026,Oct-21,4/18/2025,"SERVICE PROVIDER CAPITAL, LLC",SERVICE PROVIDER CAPITAL,N,N,,802-80800,174240,2121 N FRONTAGE RD W,,VAIL,CO,United States,81657,N,Monday - Friday,,9 AM - 5 PM MT,415-465-4295,,0,2121 N FRONTAGE RD W,,VAIL,CO,United States,81657,N,Y,N,N,N,N,,,Y,Y,N,41451896,Limited Liability Company,,DECEMBER,Colorado,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,/NOAH PITTARD,4/15/2025,SPECIAL ADVISER
1963868,Oct-21,4/16/2025,CSRI FUND I,CSRI FUND I,Y,Y,"CORPORATE SUPPORT RESEARCH INSTITUTE CO., LTD.",802-132799,335693,1-6-12 KYOBASHI,CHUO-KU,TOKYO,,Japan,104-0031,N,Monday - Friday,,9 AM - 6 PM,81 3 5579 9088,,0,,,,,,,,Y,Y,Y,N,N,,,N,Y,N,59440000,Corporation,,DECEMBER,,Japan,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,TAKU MAEDA,4/16/2025,CHIEF EXECUTIVE OFFICER
1961534,Oct-21,4/16/2025,GENERAL GLOBAL CAPITAL LLC,GENERAL GLOBAL CAPITAL LLC,N,N,,802-132800,318454,2810 N CHURCH ST.,PMB 85501,WILMINGTON,DE,United States,19802-4447,N,Monday - Friday,,9:00AM - 5:00PM,+1 203-943-0140,,0,,,,,,,,Y,Y,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,AEMISH SHAH,4/14/2025,MANAGING PARTNER
1980151,Oct-21,4/16/2025,JEREMY ABELSON ADVISORY LLC,JEREMY ABELSON ADVISORY LLC,N,N,,802-131435,310457,205 DETROIT STREET,SUITE 400,DENVER,CO,United States,80206,N,Other,BY APPOINTMENT,BY APPOINTMENT,212-671-1100,,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,79162873,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,PAUL MALLORY,4/16/2025,COMPLIANCE CONSULTANT
1980401,Oct-21,4/17/2025,ABRDN INVESTMENTS IRELAND LIMITED,ABRDN INVESTMENTS IRELAND LIMITED,N,Y,ABERDEEN,802-116839,304189,"2-4 MERRION ROW,",,DUBLIN,,Ireland,D02 WP23,N,Monday - Friday,,9AM TO 5PM,00 353 87 394 1133,,3,,,,,,,,Y,Y,Y,N,N,,2138007AHIT6ZR316H03,N,Y,N,0,Corporation,,DECEMBER,,Ireland,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,Y,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,VICTORIA BROWN,4/17/2025,MANAGING DIRECTOR
