"FilingID","Reference ID","4A-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1976548,12124,"Y","A","BELCADI, YOUNES, (NMN)","I","","CEO",06/2024,"NA","Y","N",7950107
1976548,12124,"Y","A","AYLOTT, CARLA, LIWANA","I","","CCO",08/2023,"NA","Y","N",6700317
1976548,12124,"Y","A","ALI, ROLA, HAGE","I","","GC",06/2024,"NA","Y","N",7950124
1976548,12124,"Y","A","YATES, GAVIN, (NMN)","I","","CEO - ARINI US",05/2024,"NA","Y","N",7950118
1976548,12124,"Y","A","TASCHIMOWITZ, JOSEPH, (NMN)","I","","CFO",03/2023,"NA","Y","N",7950119
1976548,12124,"Y","A","BAKER HOLLADAY, CHARLTON, ELISABETH","I","","CHIEF STRATEGY OFFICER AND CO DIRECTOR  / BOARD",07/2023,"NA","Y","N",4978528
1976548,12124,"Y","A","LEMSSOUGUER, MOHAMED, HAMZA","I","","CIO & FOUNDER",03/2023,"NA","Y","N",7949252
1976548,12124,"Y","A","ROSENTHAL, STEVEN, JAY","I","","CO DIRECTOR / BOARD",09/2023,"NA","Y","N",5359739
1976548,12124,"Y","A","HOWARD, JAMES, ALEXANDER","I","","CRO",09/2023,"NA","Y","N",7950138
1976548,12124,"Y","A","ARINI CAPITAL MANAGEMENT LIMITED","FE","","SHAREHOLDER",10/2024,"E","Y","N",331241
1976555,4280,"Y","A","NEW VERNON ADVISERS LP","DE","","SOLE SHAREHOLDER",05/2007,"E","Y","N",
1976555,4280,"","B","NVCH II LLC","DE","NEW VERNON ADVISERS LP","LIMITED PARTNER",02/2019,"E","Y","N",
1976555,4280,"","B","ZAKARIA, ARSHAD, RAFIQ","I","NVCH II LLC","MEMBER",11/2004,"C","Y","N",2820745
1976555,4280,"Y","A","EDWARDS, JEFFREY, NEIL","I","","DIRECTOR",02/2019,"NA","Y","N",1740896
1976555,4280,"","B","NEW VERNON ADVISORS LLC","DE","NEW VERNON ADVISERS LP","GP",11/2004,"F","Y","N",
1976555,4280,"","B","NVCH II LLC","DE","NEW VERNON ADVISORS LLC","MEMBER",11/2004,"E","Y","N",
1976555,4280,"Y","A","CHIN SHING, HENG MOYE, CHRISTIANE YEUNG","I","","DIRECTOR",07/2008,"NA","Y","N",8069443
1976555,4280,"Y","A","KULPOO, HEMLATA","I","","DIRECTOR",10/2020,"NA","Y","N",8069444
1976710,6154,"","B","CANEPA GLOBAL MANAGERS, S.C.S.","FE","HEISENBERG GLOBAL PARTNERS, LLC","SHAREHOLDER",12/2017,"E","Y","N",
1976710,6154,"","B","HEISENBERG GLOBAL PARTNERS, LLC","DE","CANEPA GEF HOLDINGS, LLC","SHAREHOLDER",11/2014,"E","Y","N",
1976710,6154,"","B","CTP HOLDINGS LTD","FE","CGM CAPITAL SPF S.A R.L.","SHAREHOLDER",07/2023,"E","Y","N",
1976710,6154,"","B","CGM CAPITAL SPF S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","LIMITED PARTNER",12/2022,"D","N","N",
1976710,6154,"Y","A","GEF CAPITAL PARTNERS, LLC","DE","","SHAREHOLDER",03/2018,"E","Y","N",293329
1976710,6154,"","B","CANEPA GEF HOLDINGS, LLC","DE","GEF CAPITAL PARTNERS, LLC","SHAREHOLDER",05/2018,"C","Y","N",
1976710,6154,"","B","CGM PARTNERS, S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","GENERAL PARTNER",12/2017,"F","Y","N",
1976710,6154,"Y","A","ALVIM, ALEXANDRE, OLIVEIRA","I","","ADMINISTRATOR",08/2024,"NA","Y","N",6924200
1976710,6154,"Y","A","WADIH SOULIMAN, ANIBAL","I","","ADMINISTRATOR",03/2018,"A","Y","N",3104114
1976710,6155,"","B","HEISENBERG GLOBAL PARTNERS, LLC","DE","CANEPA GEF HOLDINGS, LLC","SHAREHOLDER",11/2014,"E","Y","N",
1976710,6155,"","B","CTP HOLDINGS LTD","FE","CGM CAPITAL SPF S.A R.L.","SHAREHOLDER",07/2023,"E","Y","N",
1976710,6155,"","B","CGM CAPITAL SPF S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","LIMITED PARTNER",12/2022,"D","N","N",
1976710,6155,"","B","CANEPA GLOBAL MANAGERS, S.C.S.","FE","HEISENBERG GLOBAL PARTNERS, LLC","SHAREHOLDER",12/2017,"E","Y","N",
1976710,6155,"Y","A","GEF CAPITAL PARTNERS, LLC","DE","","MEMBER",03/2018,"E","Y","N",293329
1976710,6155,"","B","CANEPA GEF HOLDINGS, LLC","DE","GEF CAPITAL PARTNERS, LLC","SHAREHOLDER",05/2018,"C","Y","N",
1976710,6155,"","B","CGM PARTNERS S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","GENERAL PARTNER",12/2017,"F","Y","N",
1976710,6155,"Y","A","BARKOFF, STUART, MICHAEL","I","","MANAGER",03/2018,"C","Y","N",6047978
1976710,6155,"Y","A","Prawda, Daniel","I","","MANAGER",03/2018,"C","Y","N",6924191
1976710,6156,"N","A","WADIH, ANIBAL","I","","MEMBER",11/2018,"C","Y","N",3104114
1976710,6156,"N","A","Prawda, Daniel","I","","MEMBER",11/2018,"C","Y","N",6924191
1976710,6156,"N","A","RAMAKANT PAI, RAJESH","I","","MEMBER AND MANAGER",11/2018,"C","Y","N",6049227
1976710,6156,"N","A","BARKOFF, STUART, MICHAEL","I","","MEMBER AND MANAGER",11/2018,"C","Y","N",6047978
1976710,9622,"Y","A","GEF CAPITAL PARTNERS","DE","","MEMBER",03/2018,"E","Y","N",293329
1976710,9622,"","B","HEISENBERG GLOBAL PARTNERS, LLC","DE","CANEPA GEF HOLDINGS, LLC","SHAREHOLDER",11/2014,"E","Y","N",
1976710,9622,"","B","CANEPA GLOBAL MANAGERS, S.C.S.","FE","HEISENBERG GLOBAL PARTNERS, LLC","SHAREHOLDER",12/2017,"E","Y","N",
1976710,9622,"","B","CGM PARTNERS, S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","GENERAL PARTNER",12/2017,"F","Y","N",
1976710,9622,"","B","CTP HOLDINGS LTD","FE","CGM CAPITAL SPF S.A R.L.","SHAREHOLDER",07/2023,"E","Y","N",
1976710,9622,"","B","CGM CAPITAL SPF S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","LIMITED PARTNER",12/2022,"D","N","N",
1976710,9622,"","B","CANEPA GEF HOLDINGS, LLC","DE","GEF CAPITAL PARTNERS","SHAREHOLDER",05/2018,"C","Y","N",
1976710,9623,"Y","A","GEF CAPITAL PARTNERS","DE","","MEMBER",03/2018,"E","Y","N",293329
1976710,9623,"","B","HEISENBERG GLOBAL PARTNERS, LLC","DE","CANEPA GEF HOLDINGS, LLC","SHAREHOLDER",11/2014,"E","Y","N",
1976710,9623,"","B","CANEPA GLOBAL MANAGERS, S.C.S.","FE","HEISENBERG GLOBAL PARTNERS, LLC","SHAREHOLDER",12/2017,"E","Y","N",
1976710,9623,"","B","CGM CAPITAL SPF S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","LIMITED PARTNER",12/2022,"D","N","N",
1976710,9623,"","B","CTP HOLDINGS LTD","FE","CGM CAPITAL SPF S.A R.L.","SHAREHOLDER",07/2023,"E","Y","N",
1976710,9623,"","B","CGM PARTNERS S.A R.L.","FE","CANEPA GLOBAL MANAGERS, S.C.S.","GENERAL PARTNER",12/2017,"F","Y","N",
1976710,9623,"","B","CANEPA GEF HOLDINGS, LLC","DE","GEF CAPITAL PARTNERS","SHAREHOLDER",05/2018,"C","Y","N",
1976809,4897,"Y","A","ATTANASIO, MARK, LOUIS","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1455403
1976809,4897,"Y","A","CRESCENT CAPITAL GROUP HOLDINGS LP","DE","","LIMITED PARTNER",12/2011,"E","Y","N",
1976809,4897,"Y","A","HAWLEY, GEORGE, PUSEY","I","","GENERAL COUNSEL",07/2012,"NA","Y","N",6159719
1976809,4897,"Y","A","CRESCENT CAPITAL GP LLC","DE","","GENERAL PARTNER",05/2010,"NA","Y","N",
1976809,4897,"Y","A","VIOLA, JOSEPH, THOMAS","I","","CHIEF OPERATING OFFICER",01/2014,"NA","Y","N",6388176
1976809,4897,"Y","A","CRESCENT CREDIT EUROPE GROUP LTD","FE","","PARTNER (CRESCENT CREDIT EUROPE LLP)",10/2011,"E","Y","N",
1976809,4897,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT DIRECT LENDING MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4897,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT SBIC MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4897,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT EUROPEAN SPECIALTY LENDING LLC)",03/2014,"E","Y","N",153966
1976809,4897,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT V, LLC)",12/2007,"E","Y","N",153966
1976809,4897,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT IV, LLC)",04/2006,"E","Y","N",153966
1976809,4897,"Y","A","CHAPUS, JEAN-MARC","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1404444
1976809,4897,"Y","A","CCC PARTNERS III, LLC","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT III, LLC)",06/2001,"D","Y","N",
1976809,4897,"Y","A","LOMBARD, GERHARD, PIETER","I","","CHIEF FINANCIAL OFFICER",08/2016,"NA","Y","N",5417328
1976809,4897,"Y","A","HANLON, JOSEPH, A (MI ONLY)","I","","CHIEF COMPLIANCE OFFICER",07/2014,"NA","Y","N",4863662
1976809,4897,"","B","BEYER, ROBERT, DAVID","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1158084
1976809,4897,"","B","CHAPUS, JEAN-MARC","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1404444
1976809,4897,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1404444
1976809,4897,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1404444
1976809,4897,"","B","ATTANASIO, MARK, LOUIS","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1455403
1976809,4897,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1455403
1976809,4897,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1455403
1976809,4897,"","B","CRESCENT CAPITAL GROUP LP","DE","CRESCENT CREDIT EUROPE GROUP LTD","OWNER",10/2011,"E","Y","N",
1976809,4898,"Y","A","ATTANASIO, MARK, LOUIS","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1455403
1976809,4898,"Y","A","CRESCENT CAPITAL GROUP HOLDINGS LP","DE","","LIMITED PARTNER",12/2011,"E","Y","N",
1976809,4898,"Y","A","HAWLEY, GEORGE, PUSEY","I","","GENERAL COUNSEL",07/2012,"NA","Y","N",6159719
1976809,4898,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT DIRECT LENDING MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4898,"Y","A","CRESCENT CAPITAL GP LLC","DE","","GENERAL PARTNER",05/2010,"NA","Y","N",
1976809,4898,"Y","A","VIOLA, JOSEPH, THOMAS","I","","CHIEF OPERATING OFFICER",01/2014,"NA","Y","N",6388176
1976809,4898,"Y","A","CRESCENT CREDIT EUROPE GROUP LTD","FE","","PARTNER (CRESCENT CREDIT EUROPE LLP)",10/2011,"E","Y","N",
1976809,4898,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT SBIC MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4898,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT EUROPEAN SPECIALTY LENDING LLC)",03/2014,"E","Y","N",153966
1976809,4898,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT V, LLC)",12/2007,"E","Y","N",153966
1976809,4898,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT IV, LLC)",04/2006,"E","Y","N",153966
1976809,4898,"Y","A","CHAPUS, JEAN-MARC","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1404444
1976809,4898,"Y","A","CCC PARTNERS III, LLC","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT III, LLC)",06/2001,"D","Y","N",
1976809,4898,"Y","A","LOMBARD, GERHARD, PIETER","I","","CHIEF FINANCIAL OFFICER",08/2016,"NA","Y","N",5417328
1976809,4898,"Y","A","HANLON, JOSEPH, A (MI ONLY)","I","","CHIEF COMPLIANCE OFFICER",07/2014,"NA","Y","N",4863662
1976809,4898,"","B","BEYER, ROBERT, DAVID","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1158084
1976809,4898,"","B","CHAPUS, JEAN-MARC","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1404444
1976809,4898,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1404444
1976809,4898,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1404444
1976809,4898,"","B","ATTANASIO, MARK, LOUIS","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1455403
1976809,4898,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1455403
1976809,4898,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1455403
1976809,4898,"","B","CRESCENT CAPITAL GROUP LP","DE","CRESCENT CREDIT EUROPE GROUP LTD","OWNER",10/2011,"E","Y","N",
1976809,4898,"Y","A","SUN LIFE (U.S.) HOLDCO 2020 INC.","FE","","LIMITED PARTNER",01/2021,"D","Y","N",
1976809,4898,"Y","A","LEVINE, ANDREW, STEPHEN","I","","CHIEF COMPLIANCE OFFICER",01/2021,"NA","Y","N",5110199
1976809,4900,"Y","A","ATTANASIO, MARK, LOUIS","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1455403
1976809,4900,"Y","A","CRESCENT CAPITAL GROUP HOLDINGS LP","DE","","LIMITED PARTNER",12/2011,"E","Y","N",
1976809,4900,"Y","A","HAWLEY, GEORGE, PUSEY","I","","GENERAL COUNSEL",07/2012,"NA","Y","N",6159719
1976809,4900,"Y","A","CRESCENT CAPITAL GP LLC","DE","","GENERAL PARTNER",05/2010,"NA","Y","N",
1976809,4900,"Y","A","VIOLA, JOSEPH, THOMAS","I","","CHIEF OPERATING OFFICER",01/2014,"NA","Y","N",6388176
1976809,4900,"Y","A","CRESCENT CREDIT EUROPE GROUP LTD","FE","","PARTNER (CRESCENT CREDIT EUROPE LLP)",10/2011,"E","Y","N",
1976809,4900,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT DIRECT LENDING MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4900,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT SBIC MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4900,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT EUROPEAN SPECIALTY LENDING LLC)",03/2014,"E","Y","N",153966
1976809,4900,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT V, LLC)",12/2007,"E","Y","N",153966
1976809,4900,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT IV, LLC)",04/2006,"E","Y","N",153966
1976809,4900,"Y","A","CHAPUS, JEAN-MARC","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1404444
1976809,4900,"Y","A","CCC PARTNERS III, LLC","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT III, LLC)",06/2001,"D","Y","N",
1976809,4900,"Y","A","LOMBARD, GERHARD, PIETER","I","","CHIEF FINANCIAL OFFICER",08/2016,"NA","Y","N",5417328
1976809,4900,"Y","A","HANLON, JOSEPH, A (MI ONLY)","I","","CHIEF COMPLIANCE OFFICER",07/2014,"NA","Y","N",4863662
1976809,4900,"","B","BEYER, ROBERT, DAVID","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1158084
1976809,4900,"","B","CHAPUS, JEAN-MARC","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1404444
1976809,4900,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1404444
1976809,4900,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1404444
1976809,4900,"","B","ATTANASIO, MARK, LOUIS","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1455403
1976809,4900,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1455403
1976809,4900,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1455403
1976809,4900,"","B","CRESCENT CAPITAL GROUP LP","DE","CRESCENT CREDIT EUROPE GROUP LTD","OWNER",10/2011,"E","Y","N",
1976809,4901,"Y","A","ATTANASIO, MARK, LOUIS","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1455403
1976809,4901,"Y","A","CRESCENT CAPITAL GROUP HOLDINGS LP","DE","","LIMITED PARTNER",12/2011,"E","Y","N",
1976809,4901,"Y","A","HAWLEY, GEORGE, PUSEY","I","","GENERAL COUNSEL",07/2012,"NA","Y","N",6159719
1976809,4901,"Y","A","CRESCENT CAPITAL GP LLC","DE","","GENERAL PARTNER",05/2010,"NA","Y","N",
1976809,4901,"Y","A","VIOLA, JOSEPH, THOMAS","I","","CHIEF OPERATING OFFICER",01/2014,"NA","Y","N",6388176
1976809,4901,"Y","A","CRESCENT CREDIT EUROPE GROUP LTD","FE","","PARTNER (CRESCENT CREDIT EUROPE LLP)",10/2011,"E","Y","N",
1976809,4901,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT DIRECT LENDING MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4901,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT SBIC MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,4901,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT EUROPEAN SPECIALTY LENDING LLC)",03/2014,"E","Y","N",153966
1976809,4901,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT V, LLC)",12/2007,"E","Y","N",153966
1976809,4901,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT IV, LLC)",04/2006,"E","Y","N",153966
1976809,4901,"Y","A","CHAPUS, JEAN-MARC","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1404444
1976809,4901,"Y","A","CCC PARTNERS III, LLC","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT III, LLC)",06/2001,"D","Y","N",
1976809,4901,"Y","A","LOMBARD, GERHARD, PIETER","I","","CHIEF FINANCIAL OFFICER",08/2016,"NA","Y","N",5417328
1976809,4901,"Y","A","HANLON, JOSEPH, A (MI ONLY)","I","","CHIEF COMPLIANCE OFFICER",07/2014,"NA","Y","N",4863662
1976809,4901,"","B","BEYER, ROBERT, DAVID","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1158084
1976809,4901,"","B","CHAPUS, JEAN-MARC","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1404444
1976809,4901,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1404444
1976809,4901,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1404444
1976809,4901,"","B","CRESCENT CAPITAL GROUP LP","DE","CRESCENT CREDIT EUROPE GROUP LTD","OWNER",10/2011,"E","Y","N",
1976809,4901,"","B","ATTANASIO, MARK, LOUIS","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1455403
1976809,4901,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1455403
1976809,4901,"","B","ATTANASIO, MARK, LOUIS","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1455403
1976809,5559,"Y","A","ATTANASIO, MARK, LOUIS","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1455403
1976809,5559,"Y","A","CRESCENT CAPITAL GROUP HOLDINGS LP","DE","","LIMITED PARTNER",12/2011,"E","Y","N",
1976809,5559,"Y","A","HAWLEY, GEORGE, PUSEY","I","","GENERAL COUNSEL",07/2012,"NA","Y","N",6159719
1976809,5559,"Y","A","CRESCENT CAPITAL GP LLC","DE","","GENERAL PARTNER",05/2010,"NA","Y","N",
1976809,5559,"Y","A","VIOLA, JOSEPH, THOMAS","I","","CHIEF OPERATING OFFICER",01/2014,"NA","Y","N",6388176
1976809,5559,"Y","A","CRESCENT CREDIT EUROPE GROUP LTD","FE","","PARTNER (CRESCENT CREDIT EUROPE LLP)",10/2011,"E","Y","N",
1976809,5559,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT DIRECT LENDING MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,5559,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT SBIC MANAGEMENT, LLC)",03/2014,"E","Y","N",153966
1976809,5559,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (CRESCENT EUROPEAN SPECIALTY LENDING LLC)",03/2014,"E","Y","N",153966
1976809,5559,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT V, LLC)",12/2007,"E","Y","N",153966
1976809,5559,"Y","A","CRESCENT CAPITAL GROUP LP","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT IV, LLC)",04/2006,"E","Y","N",153966
1976809,5559,"Y","A","CHAPUS, JEAN-MARC","I","","MANAGING PARTNER",05/2010,"NA","Y","N",1404444
1976809,5559,"Y","A","CCC PARTNERS III, LLC","DE","","MEMBER (TCW/CRESCENT MEZZANINE MANAGEMENT III, LLC)",06/2001,"D","Y","N",
1976809,5559,"Y","A","LOMBARD, GERHARD, PIETER","I","","CHIEF FINANCIAL OFFICER",08/2016,"NA","Y","N",5417328
1976809,5559,"Y","A","HANLON, JOSEPH, A (MI ONLY)","I","","CHIEF COMPLIANCE OFFICER",07/2014,"NA","Y","N",4863662
1976809,5559,"","B","BEYER, ROBERT, DAVID","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1158084
1976809,5559,"","B","CHAPUS, JEAN-MARC","I","CCC PARTNERS III, LLC","MEMBER",06/2001,"C","Y","N",1404444
1976809,5559,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GROUP HOLDINGS LP","LIMITED PARTNER",12/2011,"C","Y","N",1404444
1976809,5559,"","B","CHAPUS, JEAN-MARC","I","CRESCENT CAPITAL GP LLC","MEMBER",05/2010,"D","Y","N",1404444
