"FilingID","Other Products and Services","Business Name"
2001616,"COMMISSION BASED SECURITIES PRODUCTS.  SECURITIES RELATED. COMMISSION BASED INSURANCE PRODUCTS.  NOT SECURITIES RELATED. LIFE AND FIXED INSURANCE","WEH INSURANCE AGENCY, INC."
2004135,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS","INDIVIDUAL NAME/CAPACITY"
1982265,"WENDY MARSDEN ALSO PREPARES TAX RETURNS FOR A LIMITED NUMBER OF CLIENTS LEFTOVER FROM A PREVIOUS PRACTICE.","TEA & TAXES COMPANY"
2004235,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1995130,"BROKERAGE AND INSURANCE PRODUCTS AND SERVICES. INVESTMENT ADVISORY REPRESENTATIVES ARE ALSO REGISTERED BROKER-DEALER REPRESENTATIVES WITH INNOVATION PARTNERS LLC, AS WELL AS INSURANCE AGENTS.","CATALYST FINANCIAL GROUP LLC"
2000515,"PROVIDES INSURANCE PRODUCTS",""
2001618,"COMMISSION BASED SECURITIES PRODUCTS.  SECURITIES RELATED. COMMISSION BASED INSURANCE PRODUCTS.  NOT SECURITIES RELATED. LIFE AND FIXED INSURANCE","WEH INSURANCE AGENCY, INC. DBA AFX INSURANCE SERVICES"
2001604,"PMAM PROVIDES FUND ADMINISTRATIVE SERVICES FOR REGISTERED INVESTMENT COMPANY CLIENTS; PROVIDES INVESTMENT ACCOUNTING SERVICES TO AFFILIATED INSURANCE COMPANY CLIENTS.",""
2001233,"IN ADDITION TO THE PROVISION OF ADVISORY SERVICES, ALLSPRING FUNDS MANAGEMENT, LLC ALSO PROVIDES ADMINISTRATIVE SERVICES TO THE ALLSPRING FUNDS.",""
2001221,"BROKER-DEALER; INSURANCE, MARGIN LENDING",""
2002174,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
2003497,"FIXED ANNUITIES AND LIFE INSURANCE PRODUCTS - LEGATO INSURANCE GROUP, INC. TAX AND ACCOUNTING SERVICES - LEGATO CPAS AND ADVISORS, PLLC","LEGATO INSURANCE GROUP, INC.  LEGATO CPAS AND ADVISORS, PLLC"
2003479,"ADMINISTRATIVE AND CONSULTING SERVICES",""
2004280,"TAX PREPARATION",""
2003399,"1) INSURANCE PRODUCTS AND SERVICES. 2)  GROUP BENEFITS","1) RUGGIERO INSURANCE AGENCY, LLC.  2) RUGGIERO GROUP BENEFITS AGENCY,LLC. 3)RUGGIERO, LLC 4)RUGGIERO CONSULTING, LLC"
2002063,"LIFE & HEALTH INSURANCE PRODUCTS",""
2004411,"ADVISER HAS BEEN APPOINTED TO PROVIDE MANAGER OVERSIGHT AND DUE DILIGENCE REVIEW SERVICES TO CERTAIN THIRD-PARTY CLIENTS AND ADMINISTRATIVE SERVICES TO VARIOUS RUSSELL FUNDS.",""
2004887,"TAX PLANNING AND FINANCIAL PLANNING","HOLISTIC TAX SOLUTIONS, LLC"
2004923,"ASSOCIATED PERSONS ARE LICENSED INSURANCE AGENTS AND IN THEIR INDIVIDUAL CAPACITIES SELL INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE AGENCIES. INDIVIDUALS SELL SECURITIES IN THEIR CAPACITIES AS REGISTERED REPRESENTATIVES OF MUTUAL SECURITIES, INC.",""
2004947,"SOCIAL SECURITY PLANNING REPORTS & RETIREMENT PLANNING ONLINE COURSE",""
2002601,"CONSULTING SERVICES, AS LISTED IN ITEM 6.B(2).",""
2004098,"INSURANCE",""
2006557,"BROKERAGE SERVICES, INSURANCE PRODUCTS, AND INVESTMENT CONSULTING SERVICES TO INSTITUTIONAL CLIENTS  TRADE SETTLEMENT AND SECURITIES CLEARANCE, AND CORRESPONDENT CLEARING SERVICES; PRIME BROKERAGE SERVICES; AND SECURITIES LENDING.","WELLS FARGO ADVISORS"
2006217,"PERSONAL TRUSTEE SERVICES AND TAX PREP FILING ASSISTANCE",""
1990230,"INSURANCE SALES AND COMMISSIONABLE SECURITIES","INDIVIDUAL CAPACITY AND AS REGISTERED REPRESENTATIVES OF CAPITAL INVESTMENT GROUP INC."
2006283,"INSURANCE SALES AND COMMISSIONABLE SECURITIES","INDIVIDUAL CAPACITY AND AS REGISTERED REPRESENTATIVES OF CAPITAL INVESTMENT GROUP INC."
2006335,"GEOWEALTH LLC, GEOWEALTH MANAGEMENT, LLC'S PARENT COMPANY, THROUGH ITS SUBSIDIARIES, OPERATES A TURNKEY ASSET MANAGEMENT PLATFORM, WHICH PROVIDES TECHNOLOGY AND OTHER NON-INVESTMENT ADVICE SERVICES NECESSARY FOR THE MANAGEMENT OF SECURITIES PORTFOLIOS.",""
2003421,"FIFTH THIRD SECURITIES IS A BROKER-DEALER WITH FINRA. AS SUCH, BROKERAGE SERVICES MAY BE PROVIDED TO ADVISORY CLIENTS. THESE SERVICES ARE GENERALLY SEPARATE AND APART FROM THE ADVISORY SERVICES PROVIDED TO ADVISORY CLIENTS.",""
2003372,"NOMURA SECURITIES INTERNATIONAL, INC. MAY PROVIDE BROKERAGE OR INVESTMENT BANKING SERVICES TO ADVISORY CLIENTS.  IN ADDITION, NSI MAY SELL POOLED INVESTMENT VEHICLES TO ADVISORY CLIENTS.",""
2001514,"CERTAIN REPRESENTATIVES WILL SELL FIXED INSURANCE OR FIXED ANNUITY PRODUCTS AS LICENSED INSURANCE AGENTS.",""
2003561,"NOMURA SECURITIES INTERNATIONAL, INC. MAY PROVIDE BROKERAGE OR INVESTMENT BANKING SERVICES TO ADVISORY CLIENTS.  IN ADDITION, NSI MAY SELL POOLED INVESTMENT VEHICLES TO ADVISORY CLIENTS.",""
2003566,"SCURITIES SOLD FOR COMMISSIONS THROUGH BROKER/DEALER AND INSURANCE PRODUCTS","LIBERTY WEALTH MANAGEMENT, INC."
2003465,"TAX PLANNING AND PREPARATION AND FAMILY OFFICE SERVICES",""
2002218,"FINANCIAL PLANNING.","N/A"
2004327,"FIXED ANNUITIES AND LIFE INSURANCE PRODUCTS - LEGATO INSURANCE GROUP, INC. TAX AND ACCOUNTING SERVICES - LEGATO CPAS AND ADVISORS, PLLC","LEGATO INSURANCE GROUP, INC.  LEGATO CPAS AND ADVISORS, PLLC"
2005040,"ESTATE PLANNING, TAX PREP, FINANCIAL PLANNING",""
2004840,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY."
2004754,"LIFE INSURANCE PRODUCTS",""
2003299,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH VARIOUS BROKER-DEALERS"
2004640,"TAX PREPARATION SERVICES",""
2004876,"TAX PREPARATION SERVICES, FINANCIAL PLANNING SERVICES",""
2004987,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH LPL FINANCIAL, LLC"
2005138,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2005093,"LIFE AND HEALTH INSURANCE PRODUCTS.",""
2005161,"INSURANCE / PURE PROTECTION",""
2005173,"INSURANCE PRODUCTS; GROUP BENEFITS, TAX PREPARATION SERVICES","ADVISORNET INSURANCE; ADVISORNET BENEFITS"
2001926,"EDUCATIONAL CLASSES AND BUSINESS PLANNING",""
2006551,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
2006022,"PROVIDE INSURANCE PRODUCTS AND SERVICES","KILTER GROUP INSURANCE BROKERAGE, LLC"
2006684,"INSURANCE AND BROKERAGE SERVICES",""
2006679,"SECURITIES PRODUCTS (MUTUAL FUNDS, STOCKS, BONDS, REIT'S, VARIABLE ANNUITIES) AND INSURANCE PRODUCTS (LIFE, DISABILITY, LONG-TERM CARE, FIXED ANNUITIES, INDEXED ANNUITIES). TRUST SERVICES THROUGH AGREEMENT WITH NATIONAL ADVISORS TRUST COMPANY","COMMUNITYAMERICA TRUST SERVICES"
2005433,"PROPERTY MANAGEMENT SERVICES.","RMS DO BRASIL ADMINISTRACAO DE FLORESTAS LTDA"
2000862,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
2002192,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1992632,"ACCOUNTING AND TAX SERVICES","CORE ADVISORS, LTD"
2003710,"BROKERAGE AND INSURANCE PRODUCTS.",""
2004037,"INSURANCE-LIFE, HEALTH, DISABILITY, LONG TERM CARE, FIXED ANNUITIES",""
2004046,"ESTATE PLANNING, TAX PREP, FINANCIAL PLANNING",""
2004056,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2004072,"WE ALSO OFFER COLLATERAL MANAGEMENT AND OVER-THE-COUNTER DERIVATIVES ASSISTANCE.",""
2004087,"LICENSED AND APPOINTED ASSOCIATES MAY OFFER ADVISORY CLIENTS INSURANCE PRODUCTS AND SERVICES VIA UNAFFILIATED ISSUERS AND AGENCIES.","N/A"
2004043,"MAY PROVIDE INSURANCE PRODUCTS OR BROKER/DEALER SERVICES.",""
1998452,"INSURANCE PRODUCTS",""
2004174,"THE FIRM ACTS AS A SOLICITOR FOR INVESTMENT ADVISERS AND RECEIVES CASH REFERRAL FEES PURSUANT TO INVESTMENT ADVISERS ACT RULE 206(4)-3.",""
2005217,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
2005251,"ACCOUNTING SERVICES","BRANDYWINE OAK PRIVATE TAX ADVISORY - SEE ITEM 7"
2005034,"INSURANCE PRODUCTS, LIFE INSURANCE AND ANNUITIES",""
2006396,"FIXED-INSURANCE PRODUCTS, LIFE INSURANCE AND LONG-TERM CARE","FLP INSURANCE SERVICES"
2004184,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCHEDULE D, MISCELLANEOUS.",""
2003816,"INSURANCE PRODUCTS",""
2004095,"TAX CONSULTING AND PREPARATION SERVICES.",""
2004202,"PNC INVESTMENTS' PRINCIPAL BUSINESS IS RETAIL BROKERAGE AND ENGAGES IN THE SALE OF SECURITIES AND INSURANCE PRODUCTS.",""
2003842,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVTY. DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
2004243,"BROKER-DEALER PRODUCTS, INCLUDING PROPRIETARY LIFE INSURANCE AND ANNUITY PRODUCTS OF EQUITABLE FINANCIAL, ARE SOLD THROUGH EQUITABLE ADVISORS IN ITS CAPACITY AS A BROKER-DEALER.",""
2004254,"BROKER DEALER SERVICES",""
2004258,"TAX AND ACCOUNTING SERVICES ARE PROVIDED TO CLIENTS OF WERBA RUBIN WEALTH MANAGEMENT, LLC.","TAX SERVICES PROVIDED THROUGH WRP TAX INC."
2006533,"BUSINESS VALUATION SERVICES; TAX PLANNING SERVICES; ESTATE PLANNING SERVICES; FINANCIAL PLANNING AND CONSULTING SERVICES.  EACH OF THESE SERVICES IS FEE-BASED (FLAT FEE OR HOURLY RATE).",""
2006563,"ARVEST INVESTMENTS, INC. PROVIDES RETAIL SECURITIES BROKERAGE, RETIREMENT PLAN SVCS, WRAP FEE PROGRAM SPONSOR,WRAP FEE PROGRAM PORTFOLIO MGT (ADVISOR DISCRETION AND IMG PORTFOLIOS), AND PROVIDE ADVICE.",""
2001990,"INSURANCE PRODUCTS. ACCOUNTING AND TAX PREPARATION.","WHALEN & ASSOCIATES INSURANCE. THE WHALEN GROUP, INC."
2004643,"UPTIQ AND FOCUS RISK SOLUTIONS FACILITATE SOLUTIONS FOR OUR CLIENTS. WE PROVIDE TAX PREPARATION (AND RELATED) SERVICES. DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFO.",""
2004662,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
2004663,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH VARIOUS BROKER-DEALERS"
2004671,"RECOMMENDATION OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
2003586,"THE FIRM OFFERS A SUBSCRIPTION-BASED INVESTMENT RESEARCH AND ANALYSIS PLATFORM THAT IS AVAILABLE TO THE GENERAL PUBLIC. THIS PLATFORM DOES NOT PROVIDE PERSONALIZED OR CUSTOMIZED INVESTMENT ADVICE TO SUBSCRIBERS.",""
2004726,"ADMINISTRATIVE SERVICES FOR SPECIALIZED DEFERRED GIFTS. SERVICES INCLUDE EFFECTING PERIODIC BENEFIT DISTRIBUTIONS, TAX REPORTING,AND MANAGEMENT REPORTING.",""
2006136,"ON OCCASION, MELD SELLS LIFE, DISABILITY AND/OR LONG TERM CARE INSURANCE TO CLIENTS FOR WHOM WE HAVE PREPARED A FINANCIAL PLAN OR WHO REQUESTED COVERAGE.",""
2001558,"AS MORE FULLY DESCRIBED IN PART 2 OF FORM ADV, AXA IM US AND/OR ITS AFFILIATES MAY RECEIVE FEES IN CONNECTION WITH ACQUISITIONS AND/OR DISPOSITIONS OF REAL ESTATE INVESTMENTS ON BEHALF OF CLIENT ACCOUNTS.",""
2006423,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
2006434,"TAX, ACCOUNTING, AND BUSINESS CONSULTING.","GREAT PATH TAX SERVICES"
2006479,"INSURANCE PRODUCTS AND SERVICES",""
2006487,"SANTANDER SECURITIES IS THE INTRODUCING BROKER ON EACH CLIENT ACCOUNT.  CERTAIN REPRESENTATIVES OF SANTANDER SECURITIES, IN THEIR INDIVIDUAL CAPACITIES, ARE INSURANCE AGENTS FOR SANTANDER SECURITIES.","SANTANDER INVESTMENT SERVICES"
2006463,"IN ITS CAPACITIES AS BROKER-DEALER, FCM, AND INSURANCE AGENCY, THE ADVISER MAY PROVIDE ADVISORY CLIENTS WITH SECURITIES BROKERAGE SERVICES, INVESTMENT BANKING SERVICES, SBL, FUTURES/COMMODITIES TRADING SERVICES AND VARIABLE/FIXED & LIFE INSURANCE PRODUCTS.",""
1993094,"ACCOUNTING AND TAX RETURN PREPARATION SERVICES",""
2006513,"LIFE INSURANCE, ANNUITIES, LTC, LIFE SETTLEMENT, ALTERNATIVES","PROVENANCE INSURANCE SERVICES"
2006710,"THROUGH OUR WHOLLY OWNED SUBSIDIARY, ETF STORE FINANCIAL SERVICES LLC, WE MAY PROVIDE VARIOUS INSURANCE SOLUTIONS TO OUR CLIENTS.","ETF STORE FINANCIAL SERVICES LLC"
2006726,"THROUGH OUR WHOLLY OWNED SUBSIDIARY, ETF STORE FINANCIAL SERVICES LLC, WE MAY PROVIDE VARIOUS INSURANCE SOLUTIONS TO OUR CLIENTS.","ETF STORE FINANCIAL SERVICES LLC"
2005839,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES","INDIVIDUAL CAPACITY"
1979543,"AS AN FCA REGULATED FIRM WE HAVE PERMISSIONS TO ADVISE ON AND SELL INSURANCE PRODUCTS. WE HAVE NOT ADVISED OR SOLD THESE PRODUCTS FOR A CONSIDERABLE PERIOD OF TIME BUT RETAIN THE PERMISSIONS TO DO SO AND MAY DO SO IN THE FUTURE.",""
2002137,"INSURANCE PRODUCT","THOMAS E. MURPHY, CFP, LLC DBA NORTH TEXAS FINANCIAL PROTECTION AGENCY"
2002414,"AARON LINDBERG IS ALSO A LICENSED INDEPENDENT INSURANCE AGENT AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
2000360,"AN INVESTMENT ADVISER REPRESENTATIVE IS ALSO AN INSURANCE PRODUCER AND OFFERS INSURANCE SERVICES TO CLIENTSOF THE FIRM.",""
2002487,"FINANCIAL PLANNING SERVICES",""
2002492,"OTHER FINANCIAL SERVICES INCLUDING, BUT NOT LIMITED TO, INSURANCE, ETC.",""
2001128,"TAX CONSULTING SERVICES","RIGDEN TAX STRATEGIES"
2002920,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2002929,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2002820,"BROKER DEALER AND MARKET MAKER.",""
2002985,"SALE OF INSURANCE PRODUCTS AND PROVISION OF TAX AND ACCOUNTING SERVICES",""
2003046,"FINANCIAL PLANNING SERVICES.",""
2003012,"GREYSTAR AND ITS AFFILIATES PRIMARILY PROVIDE SERVICES IN THE RESIDENTIAL AND INDUSTRIAL REAL ESTATE BUSINESS. IN ADDITION TO INVESTMENT MANAGEMENT, GREYSTAR AFFILIATES PROVIDE PROPERTY MANAGEMENT SERVICES AND DEVELOPMENT AND CONSTRUCTION SERVICES.",""
1998741,"INSURANCE AGENCY OFFERING INSURANCE PRODUCTS TAX PREPARATION SERVICES","CAPITAL A INSURANCE, LLC CAPITAL A TAX SOLUTIONS, LLC"
2001209,"REGISTRANT COMPLEMENTS ITS ADVISORY SERVICES BY PROVIDING CLIENTS WITH PERSONAL ACCOUNTING/BILL PAY AND TAX PREPARATION SERVICES. IN ADDITION, WHERE APPROPRIATE, REGISTRANT INTRODUCES ITS CLIENTS TO THE BROADER NETWORK AND RESOURCES OF GOLDMAN SACHS.",""
2001821,"WE HOLD OUR INSURANCE LICENSES AS WELL. DURING THE FINANCIAL PLANNING PROCESS A CLIENT MAY HAVE THE NEED FOR INSURANCE.",""
2001249,"TAX PREP & FILING, BOOKKEEPING AND PAYROLL SERVICES, ESTATE PLANNING AND EDUCATION SERVICES, RETIREMENT PLAN CONSULTING",""
2001345,"D.A. DAVIDSON & CO. MAINTAINS CORPORATE INSURANCE LICENSES IN VARIOUS STATES AND IS INVOLVED IN THE SALE OF LIFE INSURANCE, VARIABLE AND FIXED ANNUITIES PRODUCTS THROUGH ITS AGENTS WHO ARE SPONSORED BY VARIOUS INSURANCE COMPANIES.",""
2000899,"BAILARD PROVIDES REAL ESTATE SERVICES (SUCH AS IDENTIFYING AND RECOMMENDING POTENTIAL PROPERTY ACQUISITIONS AND DISPOSITIONS, SUPERVISING DAY-TO-DAY PROPERTY MANAGEMENT AND PROVIDING REAL ESTATE RESEARCH) TO A CLIENT THAT IS AN AFFILIATED PRIVATE REIT.",""
2001375,"ADVISORY TECHNOLOGY PLATFORM, RECONCILIATION SERVICES, INVESTMENT RESEARCH REPORTS, ACCOUNT AGGREGATION, PORTFOLIO MANAGEMENT SOFTWARE, BILLING SERVICES AND PERFORMANCE CALCULATIONS.",""
1997586,"WE ACT AS LICENSED INSURANCE PRODUCERS, PROVIDING LIFE AND HEALTH INSURANCE AND ANNUITIES.","MARY JANE SULLIVAN DBA MJS INSURANCE SERVICES, LLC."
2001564,"TAX PREPARATION SERVICES;  BOOKKEEPING & ACCOUNTING SERVICES; BUSINESS CONSULTING SERVICES",""
2002409,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2002112,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVTY. DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
2002454,"RECOMMENDATIONS OF INSURANCE PRODUCTS. LESS THAN 10% OF BUSINESS TIME.","INDIVIDUAL NAME/CAPACITY, AND THROUGH AFFILIATE HBK SORCE INSURANCE LLC"
2001401,"STOCKS, WARRANTS, BONDS, INSURANCE PRODUCTS, OPTIONS, MUTUAL FUNDS, INTEREST IN PARTNERSHIPS, INVESTED IN REAL ESTATE","1DB ASSET MANAGEMENT"
2001285,"AS DESCRIBED IN ITEM 4 OF PART 2A OF OUR FORM ADV, WE PROVIDE CERTAIN ADMINISTRATIVE AND REPORTING SERVICES RELATING TO AN INVESTOR'S ALTERNATIVE INVESTMENTS PORTFOLIO.",""
2001430,"ASSIST CLIENTS IN PURCHASING AND SELLING SECURITIES PRODUCTS.",""
2001452,"INSURANCE PRODUCTS",""
2002656,"AN INVESTMENT ADVISER REPRESENTATIVE IS ALSO AN INSURANCE PRODUCER AND OFFERS INSURANCE SERVICES TO CLIENTSOF THE FIRM.",""
2001310,"INSURANCE PRODUCTS, LIFE INSURANCE AND ANNUITIES",""
1998867,"HACKMAN CAPITAL PARTNERS, LLC PROVIDES OPERATING AND MANAGEMENT SERVICES TO THE PROPERTIES IN WHICH IT INVESTS",""
2000490,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
2003184,"LICENSED INSURANCE AGENTS OFFER PRODUCTS AND SERVICES VIA UNAFFILIATED INSURANCE AGENCIES.",""
2003064,"1. FINANCIAL PLANNING SRVCS. 2. MEDIATION/DISPUTE RES. SRVCS RELATED TO DIVORCE, ESTATES, FAMILIES AND CLOSELY-HELD BUS. 3. TAX PREP. SRVCS. 4. BUS. MGMT. SRVCS. 5. REFER TO SCHED D - MISCELLANEOUS FOR INFO ON FRS AND UPTIQ.",""
2003221,"ADVISORS MAY SELL BROKERAGE COMMISSION RETAIL PRODUCTS OR INSURANCE PRODUCTS.",""
2001679,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PURSHE KAPLAN STERLING INVESTMENTS"
2001282,"IN ADDITION TO INVESTMENT ADVISORY, SANTA BARBARA MANAGEMENT PROVIDES THE FOLLOWING ADVISORY SERVICES: TAX STRATEGY AND PREPARATION, TRUST AND ESTATE PLANNING AND ADMINISTRATION, AND FAMILY FINANCIAL ADMINISTRATION.",""
2003077,"INSURANCE PRODUCTS",""
2003134,"INCOMPASS FINANCIAL PARTNERS' ADVISORS MAY ALSO BE INDEPENDENT LICENSED INSURANCE AGENTS AND/OR REGISTERED REPS FOR A BROKER/DEALER. AS SUCH, THEY MAY OFFER INSURANCE PRODUCTS OR SECURITIES TO CLIENTS OF THE FIRM, FOR WHICH THEY MAY RECEIVE COMMISSIONS.",""
2003136,"HCM WORKS WITH STRATEGIC PARTNERS TO RECOMMEND & STRUCTURE DIRECT PRIVATE REAL ESTATE AND VENTURE CAP INVESTMENTS FOR CERTAIN QUALIFIED CLIENTS.",""
2003284,"LPL ACTS AS A BROKER-DEALER TO ADVISORY CLIENTS AND SELLS SECURITIES AND BROKERAGE SERVICES AS A BROKER-DEALER TO ADVISORY CLIENTS. LPL MAY SELL INSURANCE PRODUCTS TO CUSTOMERS WHO ARE ALSO ADVISORY CLIENTS OF LPL.",""
2003425,"WE ARE A LICENSED INSURANCE AGENCY.",""
