"FilingID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1946566,"BOYD, PETER, ANDREW","",5647772,12/31/2021,,"319A SOUTHBRIDGE STREET","","AUBURN","MA","United States","01501","N","DAY TO DAY OPERATION, FINANCIAL PLANNING, INVESTMENT COMMITTEE"
1940378,"BLANCHARD, ANDREW, RONALD","",7088276,01/01/2019,,"140 EAST 45TH STREET","34TH FLOOR","NEW YORK","NY","United States","10017","N","THE INDIVIDUAL IS A PARTNER OF THE FIRM AND HAS POWER TO DIRECT THE MANAGEMENT AND POLICIES OF THE ADVISER."
1940378,"MOODY, JOEL, ALAN","",1589153,01/01/2020,,"140 EAST 45TH STREET","34TH FLOOR","NEW YORK","NY","United States","10017","N","THE INDIVIDUAL IS A PARTNER OF THE FIRM AND HAS POWER TO DIRECT THE MANAGEMENT AND POLICIES OF THE ADVISER."
1945575,"","81 MAIN SERVICES, LLC",,12/18/2012,,"50 MAIN STREET","SUITE 1280","WHITE PLAINS","NY","United States","10606","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN THE PORTFOLIO STRATEGY GROUP, LLC, FOCUS AND 81 MAIN SERVICES, LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF THE PORTFOLIO STRATEGY GROUP, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF THE PORTFOLIO STRATEGY GROUP, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1951805,"THRASHER, DAVID, LEROY","",1395009,02/26/2018,,"1001 SE. 28TH ST. SUITE 1","","BENTONVILLE","AR","United States","72712","N","DAVID THRASHER IS PART OWNER OF BOTH THRASHER & CHAMBERS WEALTH MANAGEMENT AS WELL AS THRASHER & CHAMBERS, INC.  OWNERSHIP IS THE SAME PERCENTAGE FOR BOTH.  DAVID WILL NOT BE CONDUCTING IA BUSINESS THIS WILL BE SUPERVISED BY MARK CHAMBERS.  MARK CHAMBERS IS BUYING OWNERSHIP FROM DAVID THRASHER."
1958880,"O'HALLORAN, DANIEL, PATRICK","",1391521,05/01/2003,,"230 W. MONROE","SUITE 300","CHICAGO","IL","United States","60606","N","DAN IS CCO-A NON-CONTROL MANAGING MEMBER AND PART OF THE INVESTMENT COMMITTEE"
1958880,"GRADY, MICHAEL, ROBERT","",1392784,11/20/2002,,"MAIN STREET","4722","LISLE","IL","United States","60532","N","PRESIDENT NON-CONTROL MANAGING MEMBER AND CHIEF INVESTMENT OFFICER"
1958880,"KESSLER, KRISTOPHER, CHARLES","",4543640,08/01/2022,,"MAIN STREET","4722","LISLE","IL","United States","60532","N","VICE PRESIDENT, NON-CONTROL MANAGING MEMBER"
1931523,"","CREWS CORE HOLDING COMPANY",,01/13/2022,,"521 PRESIDENT CLINTON AVE","","LITTLE ROCK","AR","United States","72201","N","CREWS & ASSOCIATES, INC. IS A WHOLLY OWNED, NON-BANK SUBSIDAIRY OF CREWS CORE HOLDING COMPANY."
1931523,"RUTLEDGE, JOHN, REYNOLDS","",4440855,01/13/2022,,"314 NORTH SPRING STREET","","SEARCY","AR","United States","72143","N","CHAIRMAN OF CREWS CORE HOLDING COMPANY, THE PARENT COMPANY OF CREWS & ASSOCIATES, INC. ALSO CHAIRMAN & PART OWNER OF FIRST SECURITY BANCORP, PARENT OF CREWS CORE HOLDING COMPANY"
1931523,"RUTLEDGE, NATHANIEL, THOMAS","",5710030,01/13/2022,,"314 NORTH SPRING STREET","","SEARCY","AR","United States","72143","N","BOARD MEMBER OF CREWS CORE HOLDING COMPANY, PARENT COMPANY OF CREWS & ASSOCIATES, INC. ALSO BOARD MEMBER & PART OWNER OF FIRST SECURITY BANCORP, PARENT COMPANY OF CREWS CORE HOLDING CO."
1951965,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1952026,"","KENNEDY LEWIS MANAGEMENT LP",290399,05/01/2024,,"225 LIBERTY STREET","SUITE 4210","NEW YORK","NY","United States","10281","N","KENNEDY LEWIS INVESTMENT MANAGEMENT LLC (KLIM) HAS TWO OF THE FIVE BOARD SEATS OF SANCTUARY WEALTH GROUP, LLC WHICH OWNS 100% OF TRU INDEPENDENCE ASSET MANAGEMENT, LLC. KLIM, WITH THE BOARD SEATS, HAS 40% OF THE VOTING RIGHTS."
1938105,"PERRUCCI, GIUSEPPE, NMN","",6932921,03/01/2018,,"RUA LEOPOLDO COUTO DE MAGALHAES  N 758","","SAO PAULO","","Brazil","","N","PERSON SITS ON THE BOARD OF MANAGERS.  NO DAY TO DAY RESPONSIBILITIES.  DOES NOT PROVIDE INVESTMENT ADVICE."
1949425,"MCBRIDE, RALPH, DENNETH","",4343816,01/01/2005,,"6363 WOODWAY DR","SUITE 763","HOUSTON","TX","United States","77057","N","CO-FOUNDER & OWNER."
1951965,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON  AVE","3RD FL","ST. LOUIS","IL","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1951965,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
1952119,"RUIZ-ZAIKO, GRACE, LINDA","",1332729,12/04/1987,,"2603 CAMINO RAMON","SUITE 200","SAN RAMON","CA","United States","94583-6014","N","GRACE LINDA RUIZ-ZAIKO HAS BEEN THE PRINCIPAL SHAREHOLDER/OWNER OF BRIDGEBAY FINANCIAL, INC. WHICH IS A S-CORP SINCE 1987.SHE CONTINUES TO BE THE CONTROL PERSON."
1932642,"","FREEDOM SECURITIES, INC.",,04/28/2010,,"2717 N GRANDVIEW BLVD","SUITE 203","WAUKESHA","WI","United States","53188","N","MAJORITY COMMON SHAREHOLDER"
1941094,"KANZA, RAPHAEL","",5887017,06/05/2015,,"STRATTON HOUSE","5 STRATTON STREET","LONDON","","United Kingdom","W1J 8LA","N","DIRECTOR OF EGERTON CAPITAL LIMITED, CORPORATE MEMBER OF EGERTON CAPITAL (UK) LLP, WHICH IS THE OWNER OF EGERTON CAPITAL (US) GP, LLC, GENERAL PARTNER OF EGERTON CAPITAL (US), LP."
1941094,"DAWSON, GUY, NEVILLE","",3122517,06/05/2015,,"C/O STRATTON HOUSE","5 STRATTON STREET","LONDON","","United Kingdom","W1J 8LA","N","NON-EXECUTIVE DIRECTOR OF EGERTON CAPITAL LIMITED, CORPORATE MEMBER OF EGERTON CAPITAL (UK) LLP, WHICH IS THE OWNER OF EGERTON CAPITAL (US) GP, LLC, GENERAL PARTNER OF EGERTON CAPITAL (US), LP."
1941094,"HOHMANN, FRANK, LYNN","",248197,06/05/2015,,"C/O STRATTON HOUSE","5 STRATTON STREET","LONDON","","United Kingdom","W1J 8LA","N","DIRECTOR OF EGERTON CAPITAL (US) GP, LLC, GENERAL PARTNER OF EGERTON CAPITAL (US), LP."
1941094,"BLUMBERG, JEFFREY, JAMES","",3104093,06/05/2015,,"STRATTON HOUSE","5 STRATTON STREET","LONDON","","United Kingdom","W1J 8LA","N","DIRECTOR OF EGERTON CAPITAL LIMITED, CORPORATE MEMBER OF EGERTON CAPITAL (UK) LLP (WHICH IS THE OWNER OF EGERTON CAPITAL (US) GP, LLC, GENERAL PARTNER OF EGERTON CAPITAL (US), LP) AND DIRECTOR OF EGERTON CAPITAL (US) GP, LLC."
1941094,"Graf Von Schweinitz, Konstantin, Nikolaus","",7893520,12/01/2023,,"C/O STRATTON HOUSE","5 STRATTON STREET","LONDON","","United Kingdom","W1J 8LA","N","NON-EXECUTIVE DIRECTOR OF EGERTON CAPITAL LIMITED, CORPORATE MEMBER OF EGERTON CAPITAL (UK) LLP, WHICH IS THE OWNER OF EGERTON CAPITAL (US) GP, LLC, GENERAL PARTNER OF EGERTON CAPITAL (US), LP."
1949052,"Ahmed, Syed, Shiraz","",6801190,08/25/2022,,"5-600 MATHESON BLVD","","MISSISSAUGA, ON","","Canada","L5R 4B8","N","OWNER/CCO"
1949069,"Ahmed, Syed, Shiraz","",6801190,08/25/2022,,"5-600 MATHESON BLVD","","MISSISSAUGA, ON","","Canada","L5R 4B8","N","OWNER/CCO"
1953032,"BAGLIO, SHERI, MARIE","",4524996,01/11/2021,,"1111 MAIN STREET SUITE 650","","VANCOUVER","WA","United States","98660-2990","N","OPERATIONS MANAGER"
1958419,"Ahmed, Syed, Shiraz","",6801190,08/25/2022,,"5-600 MATHESON BLVD","","MISSISSAUGA, ON","","Canada","L5R 4B8","N","OWNER/CCO"
1960630,"PERROTTA, CRAIG, L","",5047280,10/13/2015,,"10 BANK STREET","FLOOR 12","WHITE PLAINS","NY","United States","10606","N","CRAIG PERROTTA IS THE CFO AND CCO OF TRUE NORTH MANAGEMENT GROUP"
1960630,"TUROVSKY, PAUL, ROBERT","",2628184,12/31/2004,,"10 BANK STREET","12TH FLOOR","WHITE PLAINS","NY","United States","10606","N","MR. TUROVSKY IS ONE OF TWO FOUNDING PRINCIPALS OF TRUE NORTH AND, THROUGH ETON CAPITAL, ONE ITS MANAGING MEMBERS."
1928638,"SCHMIDT, BRADY, WILLIAM","",4833176,01/01/2022,12/31/2024,"701 4TH AVE S","STE 1500","MINNEAPOLIS","MN","United States","55415","N","DIRECTOR"
1928638,"MARTIN, MICHAEL, LARRY","",4056001,07/19/2022,,"201 MAIN STREET SUITE 201","","RAPID CITY","SD","United States","57701","N","DIRECTOR"
1928638,"FINKELSTEIN, STEVEN, CAL","",2094550,01/01/2023,12/31/2024,"120 BROADWAY AVENUE S, SUITE 200","","WAYZATA","MN","United States","55391","N","DIRECTOR"
1928638,"STEIN, PAUL, CLINTON","",2078297,09/20/2023,,"1300 GODWARD STREET NE","SUITE 4100","MINNEAPOLIS","MN","United States","55413","N","DIRECTOR"
1928638,"Joyner, Mark, Edward","",2791814,01/01/2025,,"2400 MCCRACKEN BLVD","","PADUCAH","KY","United States","42001","N","DIRECTOR"
1951180,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1952373,"","W&A MANAGEMENT PARTNERS, LLC",,04/01/2016,,"5188 WHEELIS DRIVE","","MEMPHIS","TN","United States","38117","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE  ""MANAGEMENT AGREEMENT"") BETWEEN W&A, FOCUS AND W&A MANAGEMENT PARTNERS,LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF W&A WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF W&A. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1937405,"","BWA MANAGEMENT COMPANY LLC",,03/01/2017,,"1550 EL CAMINO REAL","SUITE 100","MENLO PARK","CA","United States","94025","N","PURSUANT TO A MANAGEMENT AGREEMENT BETWEEN BORDEAUX WEALTH ADVISORS, FOCUS AND BWA MANAGEMENT COMPANY LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF BORDEAUX WEALTH ADVISORS WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF BORDEAUX WEALTH ADVISORS.  THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1941497,"STJOHN, RICHARD, JOSEPH","",1913537,10/01/2003,,"500 SUN VALLEY DRIVE, STE D-3","","ROSWELL,","GA","United States","30076","N","FOUNDER OF COMPANY, A 100% OWNERSHIP OF SUB-S CORPORATION. INVOLVED IN MANAGEMENT OF FIRM."
1941497,"ST. JOHN, GREGORY, RICHARD","",4644685,10/01/2003,,"500 SUN VALLEY DR STE D4","D-4","ROSWELL","GA","United States","30076","N","EXECUTIVE VICE PRESIDENT. INTEGRAL TO POLICY AND MANAGEMENT DECISIONS."
1932642,"BLUMENSCHEIN, JOEL, REID","",1372334,04/28/2010,,"3061 ALLIED STREET","SUITE B","GREEN BAY","WI","United States","54304","N","PRESIDENT AND DIRECTOR"
1948646,"FITZPATRICK, KENT, ALLAN","",1998842,10/30/2007,,"24 SUPERIOR DR","SUITE 101","NATICK","MA","United States","01760-1535","N","MEMBER, CHIEF COMPLIANCE OFFICER"
1949799,"","INDEPENDENT BANK CORP.",,12/01/1985,,"288 UNION STREET","","ROCKLAND","MA","United States","02370","N","BANK HOLDING COMPANY 100% OWNER"
1951180,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON  AVE","3RD FL","ST. LOUIS","IL","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1951180,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
1917167,"ROLLING, HENRY, LEE","",5746334,01/01/2010,,"2285 HEDGEWOOD DR","","RENO","NV","United States","89509","N","CONTROL ALL INVESTMENT AND BUSINESS DECISIONS FOR THE COMPANY."
1928638,"PRICE, JARED, SCOTT","",6348005,01/01/2025,,"225 UNION BLVD, SUITE 150","","LAKEWOOD","CO","United States","80228","N","DIRECTOR"
1957531,"CHIU, CHEUK MAN","",5412773,02/21/2014,,"FLOOR 7, 405 LEXINGTON AVENUE","","NEW YORK","NY","United States","10174","N","DIRECTOR"
1953625,"MORRIS, ROBERT, FRANCIS","",1194506,01/04/2022,,"105 COLLEGE ROAD EAST","","PRICETON","NJ","United States","08540","N","CHIEF OF COMPLIANCE"
1935771,"ALLEN, STUART, BRADLEY","",3014735,04/01/2006,,"5000 MEADOWS RD, #300","","LAKE OSWEGO","OR","United States","97035","N","MAJORITY OWNER AND CEO OF ALLEN TRUST COMPANY."
1950754,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
1950754,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON AVE","","ST. LOUIS","MO","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1950754,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1954941,"VANCE, MICHAEL, COLINA","",6091758,01/01/2011,,"200 W. MADISON ST. SUITE 2100","","CHICAGO","IL","United States","60606","N","CONTROLLED BY OWNERSHIP OF LLC"
1935771,"","ALLEN TRUST COMPANY",,01/01/2023,,"5000 MEADOWS RD, #300","","LAKE OSWEGO","OR","United States","97035","N","ALLEN CAPITAL MANAGEMENT IS WHOLLY OWNED BY ALLEN TRUST COMPANY. THE TWO ENTITIES SHARE EMPLOYEES AND LOCATIONS."
1952472,"","BP PARTNERS, LLC",,06/01/2021,,"1420 FIFTH AVENUE","SUITE 3200","SEATTLE","WA","United States","98101","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN BADGLEY PHELPS WEALTH MANAGERS, LLC, FOCUS AND BP PARTNERS, LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF BADGLEY PHELPS WEALTH MANAGERS, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF BADGLEY PHELPS WEALTH MANAGERS, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1960243,"SMITH, MAURICE, RAVELLE","",5524928,11/12/2024,11/12/2024,"14055 RIVEREDGE DRIVE","SUITE 525","TAMPA","FL","United States","33607","N","LISTED IN ERROR, CORRECTING PER SEC SPECIALIST GUIDANCE."
1960243,"Ito, Lucy","",8059719,11/12/2024,11/12/2024,"14055 RIVEREDGE DRIVE","SUITE 525","TAMPA","FL","United States","33607","N","INCORRECT ENTRY, EDITING TO COMPLY WITH SEC SPECIALIST GUIDANCE."
1960321,"TRUE, DOUGLAS, ALLEN","",6046351,11/01/2011,,"11313 USA PARKWAY","","FISHERS","IN","United States","46037","N","CHIEF EXECUTIVE OFFICER OF FORUM CREDIT UNION."
1935771,"Allen, Sarah, M","",7943412,04/01/2006,,"5000 MEADOWS RD, #300","","LAKE OSWEGO","OR","United States","97035","N","MAJORITY OWNER OF ALLEN TRUST COMPANY"
1935771,"MIKKELSON, TARA, MICHELE","",1569933,02/01/2022,,"5000 MEADOWS RD, #300","","LAKE OSWEGO","OR","United States","97035","N","PRESIDENT AND MINORITY SHAREHOLDER OF ALLEN TRUST COMPANY"
1929229,"RICHARDSON, HOWARD, CALVERT","",2175911,01/01/2002,,"20 MONTCHANIN ROAD","SUITE 270","GREENVILLE","DE","United States","19807","N","OWNER"
1948524,"","HAYFIN CAPITAL HOLDINGS LIMITED",,01/11/2018,,"190 ELGIN AVENUE","","GEORGE TOWN","","Cayman Islands","KY1-9005","N","GROUP HOLDING COMPANY."
1948524,"","2016 PRIVATE PLACEMENT FUND",,01/11/2018,02/07/2025,"301-2940 JUTLAND ROAD","VICTORIA","BRITISH COLUMBIA","","Canada","V8T 5K6","N","TRUSTEE RELATIONSHIP FOR CERTAIN CANADIAN PENSION FUNDS."
