"FilingID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1990147,"","W&A MANAGEMENT PARTNERS, LLC",,04/01/2016,,"5188 WHEELIS DRIVE","","MEMPHIS","TN","United States","38117","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE  ""MANAGEMENT AGREEMENT"") BETWEEN W&A, FOCUS AND W&A MANAGEMENT PARTNERS,LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF W&A WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF W&A. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1989603,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF GUGGENHEIM INVESTMENT ADVISORS, LLC (""GIA""). THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING GIA."
1991776,"CARRENO, MANUEL","",5988857,02/08/2024,,"2340 S.  DIXIE HIGHWAY","","MIAMI","FL","United States","33133","N","AUTHORIZED TO MANAGE AND CONTROL COMPANY PER THE ARTICLES OF ORGANIZATION."
1991776,"Teran, Roberto, Jose Zamora","",7902727,02/08/2024,,"2340 SOUTH DIXIE HWY","","MIAMI","FL","United States","33133","N","AUTHORIZED TO MANAGE AND CONTROL COMPANY PER THE ARTICLES OF ORGANIZATION."
1990533,"SEGAL, GREG","",4764691,01/30/2024,,"8101 E PRENTICE AVE","SUITE 1080","GREENWOOD VILLAGE","CO","United States","80111","N","MANAGING MEMBER OF TWO-ONE CAPITAL LLC, ONE OF THE OWNERS OF IMPACT CAPITAL PARTNERS LLC"
1990533,"STONE, BRETT, CHRISTOPHER","",2452316,01/30/2024,,"8101 E PRENTICE AVE","SUITE 1080","GREENWOOD VILLAGE","CO","United States","80111","N","MANAGING MEMBER OF 2 INLETS LLC, ONE OF THE OWNERS OF IMPACT CAPITAL PARTNERS LLC"
1990605,"ZEULI, PETER, CHRISTOPHER","",2270832,08/01/1992,,"DEVONSHIRE","1233 HADDONFIELD-BERLIN RD. SUITE 7","VOORHEES","NJ","United States","08043","N","PHILADELPHIA INVESTMENT PARTNERS, LLC IS 100% CONTROLLED BY PETER C. ZEULI"
1992000,"ZEULI, PETER, CHRISTOPHER","",2270832,08/01/1992,05/21/2025,"DEVONSHIRE","1233 HADDONFIELD-BERLIN RD. SUITE 7","VOORHEES","NJ","United States","08043","N","PHILADELPHIA INVESTMENT PARTNERS, LLC IS 100% CONTROLLED BY PETER C. ZEULI"
1982514,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1982514,"SCHWARZMAN, STEPHEN, ALLEN","",861435,06/23/2017,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1986869,"Sikes, Stephen, William","",6912545,12/01/2024,,"6 HARRISON ST","","NY","NY","United States","10013","N","CEO OF PUBLIC ADVISORS"
1986869,"Yerramalli, Prashant","",8001754,12/01/2024,,"6 HARRISON ST","","NY","NY","United States","10013","N","CONTROLS THE POLICIES OF THE FIRM."
1991771,"","LRCC, LLC",,04/28/2005,,"67B MONROE AVENUE","","PITTSFORD","NY","United States","14534","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN FOCUS FINANCIAL PARTERS, LLC; LRCC, LLC (THE ""MANAGEMENT COMPANY""); LVW FLYNN, LLC; LORI VAN DUSEN; JOSEPH ZAPPIA; AND JEFFREY WAGNER, THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF LVW ADVISORS, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF LVW ADVISORS, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1989699,"SASSER, BRADLEY, DAVID","",1679157,01/20/1999,,"436 14TH STREET, SUITE 1118","","OAKLAND","CA","United States","94612","N","OWNER"
1989699,"LONZO, THOMAS, JOSEPH","",1081012,01/01/2015,,"436 14TH STREET","SUITE 1118","OAKLAND","CA","United States","94612-2710","N","OWNER/MANAGER"
1992267,"STJOHN, RICHARD, JOSEPH","",1913537,10/01/2003,,"500 SUN VALLEY DRIVE, STE D-3","","ROSWELL,","GA","United States","30076","N","FOUNDER OF COMPANY, A 100% OWNERSHIP OF SUB-S CORPORATION. INVOLVED IN MANAGEMENT OF FIRM."
1992267,"ST. JOHN, GREGORY, RICHARD","",4644685,10/01/2003,,"500 SUN VALLEY DR STE D4","D-4","ROSWELL","GA","United States","30076","N","EXECUTIVE VICE PRESIDENT. INTEGRAL TO POLICY AND MANAGEMENT DECISIONS."
1984737,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF GUGGENHEIM PRIVATE INVESTMENTS, LLC (""GPI"").  THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING GPI."
1984824,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF GUGGENHEIM WEALTH SOLUTIONS, LLC (""GWS"").  THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING GWS."
1984751,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF SECURITY INVESTORS, LLC (""SI""). THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING SI."
1989724,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF GUGGENHEIM INVESTMENT ADVISORS, LLC (""GIA""). THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING GIA."
1994258,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1990154,"","BWA MANAGEMENT COMPANY LLC",,03/01/2017,,"1550 EL CAMINO REAL","SUITE 100","MENLO PARK","CA","United States","94025","N","PURSUANT TO A MANAGEMENT AGREEMENT BETWEEN BORDEAUX WEALTH ADVISORS, FOCUS AND BWA MANAGEMENT COMPANY LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF BORDEAUX WEALTH ADVISORS WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF BORDEAUX WEALTH ADVISORS.  THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1992476,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON  AVE","3RD FL","ST. LOUIS","IL","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1992476,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
1992476,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1987553,"","MGMT4LIFE LLC",,02/01/2017,,"735 PLAZA BLVD.","SUITE 100","COPPELL","TX","United States","75019","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN CFO4LIFE GROUP, LLC, FOCUS AND MGMT4LIFE LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF CFO4LIFE GROUP, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF CFO4LIFE GROUP, LLC.  THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1990430,"BUCKLEY, CHARLES, KELLY","",1752633,08/05/2016,,"105 WIND HAVEN DRIVE","","NICHOLASVILLE","KY","United States","40356","N","CHIEF COMPLIANCE OFFICER RESPONSIBLE FOR ALL MATTERS OF COMPLIANCE FOR SPECTRUM FINANCIAL ALLIANCE, LTD., L.L.C."
1984612,"CARRENO, MANUEL","",5988857,02/08/2024,,"2340 S.  DIXIE HIGHWAY","","MIAMI","FL","United States","33133","N","AUTHORIZED TO MANAGE AND CONTROL COMPANY PER THE ARTICLES OF ORGANIZATION."
1984612,"Teran, Roberto, Jose Zamora","",7902727,02/08/2024,,"2340 SOUTH DIXIE HWY","","MIAMI","FL","United States","33133","N","AUTHORIZED TO MANAGE AND CONTROL COMPANY PER THE ARTICLES OF ORGANIZATION."
1994258,"SCHWARZMAN, STEPHEN, ALLEN","",861435,07/07/2005,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1994017,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1994017,"SCHWARZMAN, STEPHEN, ALLEN","",861435,06/23/2017,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1994244,"SCHWARZMAN, STEPHEN, ALLEN","",861435,07/27/2005,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1994244,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1992860,"GRAY, JONATHAN, DAVID","",2289544,03/01/2018,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","JONATHAN D. GRAY INDIRECTLY CONTROLS (AS DEFINED IN FORM ADV) THE REGISTRANT IN HIS ROLE AS PRESIDENT AND CHIEF OPERATING OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1992860,"SCHWARZMAN, STEPHEN, ALLEN","",861435,07/27/2005,,"345 PARK AVENUE","","NEW YORK","NY","United States","10154","N","STEPHEN A. SCHWARZMAN INDIRECTLY CONTROLS THE REGISTRANT IN HIS ROLE AS CHAIRMAN AND CHIEF EXECUTIVE OFFICER OF BLACKSTONE INC., THE REGISTRANT'S INDIRECT PARENT."
1992243,"ZACKS, MITCHEL, ETHAN","",2649079,05/08/2015,,"101 N. WACKER DRIVE","SUITE 1500","CHICAGO","IL","United States","60606","N","VOTING CONTROL OVER THE GREENWOOD TRUST."
1994279,"ZACKS, MITCHEL, ETHAN","",2649079,10/08/2024,,"10 S. RIVERSIDE PLAZA","","CHICAGO","IL","United States","60606","N","VOTING CONTROL OVER THE GREENWOOD TRUST"
1986825,"","PARMA GROUP, LLC",,07/01/2017,,"301 W BARBEE CHAPEL ROAD","SUITE 303","CHAPEL HILL","NC","United States","27517","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN ETON ADVISORS GROUP, LLC, FOCUS AND PARMA GROUP, LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF ETON ADVISORS GROUP, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF ETON ADVISORS GROUP, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1988088,"RUTLEDGE, JOHN, REYNOLDS","",4440855,01/13/2022,,"314 NORTH SPRING STREET","","SEARCY","AR","United States","72143","N","CHAIRMAN OF CREWS CORE HOLDING COMPANY, THE PARENT COMPANY OF CREWS & ASSOCIATES, INC. ALSO CHAIRMAN & PART OWNER OF FIRST SECURITY BANCORP, PARENT OF CREWS CORE HOLDING COMPANY"
1985897,"GRAY, ADAM, LOUIS","",1729143,12/31/2017,,"105 ROWAYTON AVENUE","","ROWAYTON","CT","United States","06853","N","THE INDIRECT MAJORITY OWNER OF THE ADVISER IS SG1, LP. CHRIS SHACKELTON CONTROLS 50% OF THE VOTING INTEREST OF SG1, LP AND ADAM GRAY AND HIS SPOUSE CONTROL 50% OF THE VOTING INTEREST OF SG1, LP (THROUGH TWO REVOCABLE TRUSTS)."
1990190,"","INSIGHT INVESTMENT MANAGEMENT LIMITED",,01/01/2013,,"160 QUEEN VICTORIA STREET","LONDON","LONDON","","United Kingdom","EC4V4LA","N","INSIGHT INVESTMENT MANAGEMENT LIMITED CONTROLS INSIGHT NORTH AMERICA LLC AND INSIGHT INVESTMENT INTERNATIONAL LIMITED"
1990305,"Boss, Natalie, Petersen","",7529367,01/01/2021,,"2101 EAST MURRAY-HOLLADAY ROAD","SUITE 200","SALT LAKE CITY","UT","United States","84117","N","NATALIE IS INVOLVED IN SETTING POLICY FOR OPERATIONS."
1990305,"Gale, Amber, Fuller","",8102306,05/27/2025,,"2101 EAST MURRAY-HOLLADAY ROAD","","SALT LAKE CITY","UT","United States","84117","N","CHIEF COMPLIANCE OFFICER"
1988088,"","CREWS CORE HOLDING COMPANY",,01/13/2022,,"521 PRESIDENT CLINTON AVE","","LITTLE ROCK","AR","United States","72201","N","CREWS & ASSOCIATES, INC. IS A WHOLLY OWNED, NON-BANK SUBSIDAIRY OF CREWS CORE HOLDING COMPANY."
1988619,"","KENNEDY LEWIS MANAGEMENT LP",290399,06/30/2022,,"225 LIBERTY STREET","SUITE 4210","NEW YORK","NY","United States","10281","N","KENNEDY LEWIS INVESTMENT MANAGEMENT LLC ( KLIM ) HAS 2 OF THE 5 BOARD SEATS OF SANCTUARY WEALTH GROUP, LLC WHICH OWNS 100% OF SANCTUARY ADVISORS LLC. KLIM WITH THESE 2 BOARDS SEATS HAS 40% OF THE VOTING RIGHTS."
1988694,"","SPRING LAKE EQUITY MANAGEMENT LLC",167251,07/03/2013,,"200 STATE STREET","FLOOR 12","BOSTON","MA","United States","02109","N","SPRING LAKE EQUITY MANAGEMENT LLC IS THE MANAGING MEMBER OF SPRING LAKE EQUITY GP LLC"
1988088,"RUTLEDGE, NATHANIEL, THOMAS","",5710030,01/13/2022,,"314 NORTH SPRING STREET","","SEARCY","AR","United States","72143","N","BOARD MEMBER OF CREWS CORE HOLDING COMPANY, PARENT COMPANY OF CREWS & ASSOCIATES, INC. ALSO BOARD MEMBER & PART OWNER OF FIRST SECURITY BANCORP, PARENT COMPANY OF CREWS CORE HOLDING CO."
1980585,"Kelley, Daniel, Christian","",5459417,07/07/2015,04/17/2025,"1387 FAIRPORT RD","SUITE 620","FAIRPORT","NY","United States","14450","N","MANAGING PARTNER AND 75%+ EQUITY OWNER WITH AUTHORITY OVER FIRM OPERATIONS, COMPLIANCE, AND INVESTMENT POLICY."
1988412,"QUANE, KELSEY, THERESA","",6029741,09/06/2024,,"300 CREEK VIEW ROAD","SUITE 209","NEWARK","DE","United States","19711","N","COO"
1988412,"FOWLER, IAN, MURRAY","",7981630,09/06/2024,,"300 CREEK VIEW ROAD","SUITE 209","NEWARK","DE","United States","19711","N","CEO"
1988412,"BALL, ELIZABETH, MARY LOUISE","",7981631,09/06/2024,,"300 CREEK VIEW ROAD","SUITE 209","NEWARK","DE","United States","19711","N","GENERAL COUNSEL / HEAD OF LEGAL"
1988400,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
1988400,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON AVE","","ST. LOUIS","MO","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1988400,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1989688,"Elmouji, Erin","",8068655,01/09/2025,,"160 ALLENS CREEK ROAD","SUITE 250","ROCHESTER","NY","United States","14618","N","RECEIVERSHIP"
1982840,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT, LLC (""GPIM"").  THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING GPIM."
1989728,"ZEULI, PETER, CHRISTOPHER","",2270832,08/01/1992,,"DEVONSHIRE","1233 HADDONFIELD-BERLIN RD. SUITE 7","VOORHEES","NJ","United States","08043","N","PHILADELPHIA INVESTMENT PARTNERS, LLC IS 100% CONTROLLED BY PETER C. ZEULI"
1991962,"SALIT, MASON, CARY","",5105375,05/27/2025,,"200 CENTRAL AVENUE","","ST. PETERSBURG","FL","United States","33701","N","STILL IN THE PROCESS OF DECIDING IF THE REGISTRANT NEEDS THE ROLE OF A CHIEF TALENT OFFICER. IF SO, THIS PERSON WILL BE A CONTROL PERSON AS DEFINED BY THE SEC AND DIRECTLY CONTROL MANAGEMENT POLICIES."
1985154,"TIPPER, RUSSELL, WINSTON","",2914437,11/01/2023,,"12555 MANCHESTER ROAD","","ST LOUIS","MO","United States","63131","N","PRINCIPAL OF INVESTMENT ADVISORY DEPARTMENT WHO HAS OVERALL RESPONSIBILITY FOR EDWARD JONES INVESTMENT ADVISORY SERVICES."
1992879,"SASSER, BRADLEY, DAVID","",1679157,01/20/1999,,"436 14TH STREET, SUITE 1118","","OAKLAND","CA","United States","94612","N","OWNER"
1988372,"","CENTRICUS PARTNERS LP",,11/21/2016,,"WHITELEY CHAMBERS","DON STREET","ST HELIER","","Jersey","JE2 4TR","N","BENEFICIAL OWNER OF CENTRICUS FINANCIAL INVESTMENTS GP LIMITED"
1988372,"","CENTRICUS FINANCIAL INVESTMENTS GP LIMITED",,11/21/2016,,"WHITELEY CHAMBERS","DON STREET","ST HELIER","","Jersey","JE2 4TR","N","GENERAL PARTNER OF CENTRICUS HOLDINGS I LP AND CENTRICUS FINANCIAL INVESTMENTS LP"
1991761,"","SVWA PARTNERS",,02/21/2019,,"1 SKIDAWAY VILLAGE WALK","SUITE 201","SAVANAH","GA","United States","31411","N","PURSUANT TO MANAGEMENT AGREEMENTS (THE ""MANAGEMENT AGREEMENTS"") BETWEEN SOUND VIEW WEALTH ADVISORS GROUP, LLC, FOCUS AND SVWA PARTNERS (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS OF SOUND VIEW WEALTH ADVISORS GROUP, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF SOUND VIEW WEALTH ADVISORS GROUP, LLC.  THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
