"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
1952289,"CHAMPION CAPITAL CORPORATION","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1952289,"QUINT CAPITAL CORPORATION","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952289,"LEGACY TRUST ADVISORS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ADVISORY SERVICES"
1952289,"QUINT CAPITAL MANAGEMENT LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ADVISORY SERVICES"
1943992,"LEIGH BALDWIN & CO","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1948847,"IP FINANCIAL ADVISORY SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1954395,"OXFORD ADVISORY GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952012,"EAGLE WEALTH MANAGEMENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952246,"INSURANCE MANGEMENT SERVICES OF AMERICA LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1957165,"YANDELL & COMPANY P.A.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1941667,"JABURG WILK","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1957331,"ROI CUBED","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS CONSULTING"
1934044,"EXECUTIVE PLANNING LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1934044,"TRAPHAGEN CPAS","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1928561,"KATE CAPITAL LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1946000,"ENZI TAX, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1927178,"CONSOLIDATED SECURITIES","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952399,"JOSEPH TOMKIEWICZ","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952399,"MICHAEL TOMKIEWICZ","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1959065,"ROBERT H. HODGE, CPA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1951706,"MARRELLA INSURANCE GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1960788,"WATERFORD CAPITAL INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1928638,"ADVISORNET INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1928638,"ADVISORNET BENEFITS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938676,"ABUNDANCE RISK MANAGEMENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938676,"ESTATE DESIGN, LLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1955726,"FAMILY LEGACY TAX SOLUTIONS, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX SOLUTIONS"
1949528,"SAM OGRIZOVICH","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1949528,"CRISTINE M. MARIK","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1949528,"MATTHEW J. SCHAAP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1951462,"JDL SECURITIES CORPORATION","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1949656,"HARVEY M KRAUS ACCOUNTING SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1950413,"HENNION AND WALSH, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1950413,"HENNION AND WALSH WEALTH ADVISORS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1950410,"ROBOTTI & COMPANY LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1947607,"RICHARDS MERRRILL & PETERSON, INC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1951108,"ARMSTRONG INSURANCE GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1951180,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
1951464,"JDL SECURITIES CORPORATION","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1959523,"OXFORD ADVISORY GROUP, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1948525,"BUFFFALO FIRST ADVISORY SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N",""
1959792,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1955148,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1959943,"MCGOWAN & CO LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1953405,"PRIVATE CIRCLE, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESTATE AND ADVANCED PLANNING BLUEPRINTS, TRUST & LLC MGMT."
1918840,"AO WEALTH ADVISORY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1950862,"THE PRESTIGE ORGANIZATION, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940961,"HARLOW INSURANCE AGENCY, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1962858,"MONEY CONCEPTS CAPITAL CORP.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1959357,"NEIL SACKS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1953321,"PURSHE KAPLAN STERLING INVESTMENTS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1953321,"PKS FINANCIAL SERVICES INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1953321,"HUB INTERNATIONAL INSURANCE SERVICES, INC. D/B/A SIX4THREE INSURANCE SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1953321,"ESTATE AND TRUST SERVICES GROUP LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952992,"HIBERNIA WEALTH MANAGEMENT","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940111,"DANIEL D'ORDINE, CFP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1951032,"RICHARD C. VEITH, ESQ.","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1952833,"THE RETIREMENT PLANNING GROUP, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1950575,"AFG PENSION ADMINISTRATION","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","PENSION ADMINISTRATION SERVICES"
1959596,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1949292,"CONFIDENT FINANCIAL PLANNING","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1957884,"CALDWELL GROUP, LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1962512,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1951705,"LIFECOURSE TAX SERVICE.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX PREPARATION SERVICES"
1957332,"REGENT FINANCIAL SERVICES, INC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1955008,"NORTHWEST INSURANCE ALLIANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1929555,"QUANTSTRAT INVESTMENTS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SIGNAL AND MODEL PORTFOLIO PROVIDER"
1939704,"PAX FINANCIAL GROUP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1927278,"RMDR ADVISORS, INC. (NOT UNDER A DIFFERENT NAME)","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1949909,"NELSON TAX & ACCOUNTING","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1949292,"ABOVE THE MADDENING CROWD BY PAUL WINKLER","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1949292,"CONFIDENT INVESTING-- WHY BLIND TRUST IS A POOR STRATEGY","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1947562,"CHRISTOPHER JONES CFP CPA PA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1947562,"DRIES POLAND INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1950672,"CHRISTOPHER JONES CFP CPA PA","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1950672,"DRIES POLAND INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1950675,"QUADRATURE CAPITAL LIMITED","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1928494,"ARMSTRONG INSURANCE GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1960320,"SUMMIT TAX SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1958268,"EAGLE WEALTH MANAGEMENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1937923,"GUIDANCE TAX MANAGEMENT GROUP, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1932386,"LPL FINANCIAL CLEAR THROUGH","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1951452,"JDL SECURITIES CORPORATION","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1938897,"CANDACE SHIRA ASSOCIATES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1941806,"CHAPEL HILL INVESTMENT ANALYSTS INC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940484,"PROFESSIONAL BENEFITS PLANNING CORP.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940484,"FFI ALTERNATIVES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","INTRODUCING BROKER"
1960667,"HORNER INVESTMENT GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1960667,"TODD RHINE PLANNING AND FINANCIAL PROFILE CLINIC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1960667,"SOWER WEALTH GROUP","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N",""
1960667,"YOSEPH FINANCIAL STOREHOUSE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1957557,"CAPITAL MANAGEMENT SECURITIES, INC.","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1951075,"WESTERN INTERNATIONAL SECURITIES (RELATED PERSONS))","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1952148,"RICKY GRUNDEN FINANCIAL SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1957305,"NATHAN J. HRICZO","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1962997,"D.B. MCKENNA & CO., INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1963580,"BENCHMARK FINANCIAL INSURANCE ADVISORS LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1963580,"BENCHMARK FINANCIAL BENEFITS & RISK SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1951715,"UNITED PLANNERS FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1958406,"INSURANCE MANGEMENT SERVICES OF AMERICA LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952088,"CALLAN CAPITAL LLC., D/B/A CALLAN CAPITAL INSURANCE SERVICES, LLC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1958256,"WATERFORD ADVISORS, LLC","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N",""
1961056,"BOSC INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1963726,"IP FINANCIAL ADVISORY SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1954938,"INMAN INSURANCE SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1961516,"A4 INSURANCE SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942532,"YOUR FINANCIAL COACHES","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","EDUCATIONAL SEMINARS"
1951896,"ETF STORE FINANCIAL SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1971444,"JCM STRATEGIC WEALTH PARTNERS LLC DBA WERNER FINANCIAL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940081,"FIELDSTONE REALTY PARTNERS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
1940081,"FIELDSTONE ASSOCIATES INC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
1940081,"FIELDSTONE ASSOCIATES II LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
1954815,"CRAFT ASSET MANAGEMENT INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1944533,"CONNING INVESTMENT PRODUCTS, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1956082,"OSAIC WEALTH, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1960317,"MANAGED TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1972784,"CEED BULGARIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED ROMANIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED KOSOVO","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED SLOVENIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED MACEDONIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED MOROCCO","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED TUNISIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED TANZANIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1972784,"CEED THAILAND","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1946730,"MERIDIAN INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1958733,"GOLDEN K PLANS, INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","THIRD PARTY ADMINISTRATION SERVICES"
1945648,"TROXELL FINANCIAL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1945648,"EVERGREEN WEALTH","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1949039,"FRONTIER INVESTMENT SERVICES","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1963472,"FOGUTH FINANCIAL GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1963074,"ALPHA WEALTH FOUNDATION","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","UNDER IRC SECTION 501(C)(3) PRIVATE FOUNDATION"
1951270,"ORION COMMODITIES MANAGEMENT LP","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1957182,"VF TAX SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1972231,"ABOVE THE MADDENING CROWD BY PAUL WINKLER","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1972231,"CONFIDENT INVESTING-- WHY BLIND TRUST IS A POOR STRATEGY","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1972231,"CONFIDENT FINANCIAL PLANNING","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1952961,"HENNION AND WALSH, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1952961,"HENNION AND WALSH WEALTH ADVISORS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1954248,"BAM DIGITAL","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DIGITAL WRAP FEE PLATFORM"
1965342,"POPULAR ONE","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1951537,"PERRYMAN FINANCIAL ADVISORY INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1968818,"STEVEN G. BLUM & ASSOCIATES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1968818,"BLUM & SIMENOFF ATTORNEYS AT LAW, LLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1964923,"PRIVATE CIRCLE, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESTATE AND ADVANCED PLANNING BLUEPRINTS, TRUST & LLC MGMT."
1936132,"DV CAPITAL ADVISORS, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1929932,"FOLGER NOLAN FLEMING DOUGLAS INCORPORATED","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1928195,"CENTERFIELD EQUITY","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1958356,"FSG INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1967546,"OAKWELL PLAN BENEFITS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1966337,"SOPHIS REAL ESTATE","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
1966388,"ARETE WEALTH MANAGEMENT, LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
