"FilingID","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Telephone Number","Facsimile Number","Branch Number","Employees","BD","Bank","Insurance","Commodity","Municipal","Accounting","Law","Other"
2006441,"SPARK B (7TH FLOOR)","ALEJA SOLIDARNOSCI 171 ST.","WARSAW","","Poland","00-877","N","222726540","+48 22 2726541",,4,"N","N","N","N","N","N","N",""
2006441,"32-36 BOULEVARD D'AVRANCHES","","LUXEMBOURG","","Luxembourg","L-1160","N","+352 20882140","",,0,"N","N","N","N","N","N","N",""
2007384,"AVENIDA SAO PEDRO N? 33,","2765-446 ESTORIL","CASCAIS","","Portugal","","N","646-494-0202","",,1,"N","N","N","N","N","N","N","FAMILY OFFICE SERVICES ARE CONDUCTED AT THIS LOCATION. DUE TO SPACE CONSTRAINTS FURTHER DETAILS PROVIDED IN SCHEDULE D - MISCELLANEOUS."
2009458,"","","","","","","Y","2679182431","",,1,"N","N","N","N","N","N","N",""
2009458,"16 CARISBROOK LANE","","OAKLAND","CA","United States","94611","N","5105024336","",,1,"N","N","N","N","N","N","N",""
2007044,"","","","","","","Y","9258767725","",,1,"N","N","N","N","N","N","N",""
2010290,"GOOGLE CAMPUS SEOUL - B2 AUTOWAY TOWER","417 YEONGDONG-DAERO","SEOUL","","Korea, South","","N","82-10-8875-182","",,4,"N","N","N","N","N","N","N",""
2008252,"","","","","","","Y","+852-5168-0224","",,0,"Y","N","N","N","N","N","N","GENERAL CONSULTING TO CLIENTS"
2006456,"1, RUE DE LA PAIX","","PARIS","","France","75002","N","+33 0188888030","330144958687",,30,"N","N","N","N","N","N","N",""
2006456,"8 MARINA VIEW, ASIA SQUARE TOWER 1","LEVEL 32 - 06","SINGAPORE","","Singapore","049319","N","6567016000","",,13,"N","N","N","N","N","N","N",""
2006456,"SUITES 1301 - 1302, AIA CENTRAL","1 CONNAUGHT ROAD CENTRAL","CENTRAL","","Hong Kong","","N","+852 2143 7390","",,5,"N","N","N","N","N","N","N",""
2006456,"12. STOCKWERK, AN DER WELLE 5","","FRANKFURT","","Germany","603222","N","4906925497650","4906925497699",,12,"N","N","N","N","N","N","N",""
2006456,"SERRANO, 30-3?","","MADRID","","Spain","28001","N","+34 810808790","34913107201",,6,"N","N","N","N","N","N","N",""
2006456,"DAVID BAGARES GATA, 3","","STOCKHOLM","","Sweden","111 38","N","460854504150","460854504151",,5,"N","N","N","N","N","N","N",""
2006456,"32-36 BOULEVARD D'AVRANCHES","","LUXEMBOURG","","Luxembourg","L-1160","N","+352 20882140","",,0,"N","N","N","N","N","N","N",""
2006456,"CORSO GIACOMO MATTEOTTI 3","","MILANO","","Italy","20121","N","+390230457000","",,4,"N","N","N","N","N","N","N",""
2006456,"SPARK B (7TH FLOOR)","ALEJA SOLIDARNOSCI 171 ST.","WARSAW","","Poland","00-877","N","+48 22 2726540","+48 22 2726541",,4,"N","N","N","N","N","N","N",""
2006456,"PAULUS POTTERSTRAAT 20 II","","AMSTERDAM","","Netherlands","60322","N","31(0)203994060","",,1,"N","N","N","N","N","N","N",""
2006657,"3480 MAIN HIGHWAY","SUITE 401","COCONUT GROVE","FL","United States","33133","N","305-849-0003","",,1,"N","N","N","N","N","N","N",""
2006657,"","","","","","","Y","(310) 562-2537","",,1,"N","N","N","N","N","N","N",""
2006657,"45 COMSTOCK RD.","","ONTARIO","","Canada","M1L 2G6","N","416-402-9277","",,1,"N","N","N","N","N","N","N",""
2006657,"","","","","","","Y","305-849-0003","",,1,"N","N","N","N","N","N","N",""
2005001,"","","","","","","Y","0433440199","",,1,"N","N","N","N","N","N","N",""
2005001,"","","","","","","Y","0433440199","",,1,"N","N","N","N","N","N","N",""
