"FilingID","2A1","2A2","2A3","2A4","2A5","2A6","2A7","2A8","2A9","2A10","2A11","2A11(1)","2A11(2)","2A12","2A13","2-AL","2-AK","2-AZ","2-AR","2-CA","2-CO","2-CT","2-DE","2-DC","2-FL","2-GA","2-HI","2-ID","2-IL","2-IN","2-IA","2-KS","2-KY","2-LA","2-ME","2-MD","2-MA","2-MI","2-MN","2-MS","2-MO","2-MT","2-NE","2-NV","2-NH","2-NJ","2-NM","2-NY","2-NC","2-ND","2-OH","2-OK","2-OR","2-PA","2-PR","2-RI","2-SC","2-SD","2-TN","2-TX","2-UT","2-VT","2-VA","2-WA","2-WV","2-WI","2-GU","2-VI","3A","3A-Other","3B","3C","3C-State","3C-Country"
1917720,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","Y","","","","","","","","Y","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1917789,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Minnesota","United States"
1918304,"Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1918834,"Y","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Iowa","United States"
1918951,"Y","","","","","","","","","","","","","","","","","Y","","Y","","","","","Y","","","","","","Y","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","Corporation","","DECEMBER","","Iowa","United States"
1919037,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","Y","","","Y","Y","","","","Y","","","","Y","","","","","","","Y","Y","","","","","","","","","","","Y","","Y","Y","","","","Y","","","","","Corporation","","DECEMBER","","Indiana","United States"
1919052,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","","","Y","Y","","","Y","Y","","","","","","","","","","","","","","Y","Y","","Y","","","Y","","","Y","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Ohio","United States"
1919072,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","Y","","","","","","Y","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Iowa","United States"
1919128,"Y","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Limited Liability Company","","DECEMBER","","Colorado","United States"
1919139,"Y","","","","","","","","","","","","","","","","","Y","","Y","","","","","Y","","","","","","Y","Y","","Y","","","","","","","Y","","Y","","","","","Y","","","","","","Y","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1919164,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","","","Y","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","North Dakota","United States"
1919169,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","Y","Y","","","Y","","","","","Y","","","","","","","","","","","Y","","Y","","","","","","","","Y","Y","","","","","","","","","Corporation","","DECEMBER","","Ohio","United States"
1919486,"","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1919505,"Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","Y","Y","","","","","Y","","Y","Y","","","","","","","","Y","Y","","Y","Y","","","","","Y","","","","","","Y","","","Y","Y","","","","","Limited Liability Company","","DECEMBER","","Pennsylvania","United States"
1919652,"Y","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","Y","","","","","","","Y","","Y","Y","","Y","Y","","","","","Y","","","Y","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1919814,"Y","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","Y","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","Corporation","","DECEMBER","","South Dakota","United States"
1920218,"","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1920592,"","","","","","","","","","","Y","","","","","Y","","Y","","Y","Y","Y","","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1920751,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","Y","","","Y","Y","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1920779,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1920796,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","Y","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1921092,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","New Jersey","United States"
1921187,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1921565,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Sole Proprietorship","","DECEMBER","","California","United States"
1921583,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1921693,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Kansas","United States"
1921717,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","Y","","","Corporation","","DECEMBER","","Illinois","United States"
1921757,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1922011,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","Y","Y","Y","","","","","","","","","","Y","Y","","","","","","Y","","Y","Y","","","Y","","Y","","","Y","","","Y","","Y","Y","","","Y","Y","","","","","Limited Liability Company","","DECEMBER","","Maryland","United States"
1922137,"Y","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Florida","United States"
1922250,"Y","","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","","","","Y","Y","","","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Y","","Y","Y","","","Y","Y","","Y","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1922256,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1922337,"","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1922345,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Minnesota","United States"
1922416,"","Y","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1922526,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Florida","United States"
1922758,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","Y","Y","","","Y","Y","","","Y","Y","","","","Y","","","Y","","","","","","","","Y","","Y","","","Y","","","Y","","Y","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Indiana","United States"
1922767,"Y","","","","","","","","","","","","","","","Y","","Y","","Y","Y","","","","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","","","Y","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Colorado","United States"
1922848,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Missouri","United States"
1922892,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","","","","","","","","Y","","Y","","","","","","","","","Y","","","","Y","","","","","","","","Y","","Y","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Virginia","United States"
1922922,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","Y","Y","","","Y","Y","","","","","","","Y","Y","Y","","Y","","Y","","Y","Y","","Y","Y","","Y","","Y","","","","Y","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Michigan","United States"
1922927,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","Limited Liability Company","","DECEMBER","","Tennessee","United States"
1922928,"","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","Y","","Y","Y","","","","Y","","","","","","","Y","","","","","Y","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1922986,"Y","","","","","","","","","","","","","","","","","Y","","Y","","","","","Y","","Y","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","Y","","","","Y","","","","","Corporation","","DECEMBER","","","Guam"
1923043,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","California","United States"
1923048,"Y","","","","","","","","","","","","","","","","","Y","","Y","","","","","Y","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Arizona","United States"
1923084,"Y","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","Y","Y","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","Corporation","","DECEMBER","","Illinois","United States"
1923091,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","Limited Liability Company","","DECEMBER","","Wisconsin","United States"
1923096,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","","Limited Liability Company","","DECEMBER","","Virginia","United States"
1923108,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1923172,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","California","United States"
1923184,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","Limited Liability Company","","DECEMBER","","Washington","United States"
1923216,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Texas","United States"
1923298,"Y","","","","","","","","","","","","","","","Y","","Y","","Y","","","","","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","","","Y","","","Y","","Y","","Y","Y","","","Y","","Y","Y","Y","Y","","","Y","","Y","Y","","","Y","","Y","","","","Limited Liability Company","","DECEMBER","","Ohio","United States"
1923347,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","DECEMBER","","Ohio","United States"
1923505,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Texas","United States"
1923510,"Y","","","","","","","","","","","","","","","","","Y","","Y","","Y","","","Y","Y","","","Y","","","","","Y","Y","","Y","Y","Y","","Y","","Y","","Y","","","Y","Y","","Y","","Y","Y","","","Y","","","Y","","","","Y","","Y","","","Corporation","","DECEMBER","","Missouri","United States"
1923524,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","North Carolina","United States"
1923543,"Y","","","","","","","","","","","","","","","","","Y","","Y","","","","","Y","","Y","Y","","","","","","","","","","","","","Y","","Y","Y","Y","","","","","","","Y","Y","","","","Y","","","Y","Y","Y","","Y","","","","","Limited Liability Company","","DECEMBER","","Utah","United States"
1923551,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","","","","","","Y","Y","","","","","","","","Corporation","","DECEMBER","","California","United States"
