"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1983762,"MANAGED ACCOUNT PROGRAM","HILLIARD LYONS","",
1983762,"MANAGED ACCOUNT PROGRAM","JANNEY MONTGOMERY SCOTT","",
1983762,"MANAGED ACCOUNT PROGRAM","WILMINGTON TRUST","",
1983762,"SPA","MERRILL LYNCH/BANK OF AMERICA","",
1983762,"MANAGED ACCOUNT PROGRAM","LOCKWOOD ADVISORS","",
1983762,"MANAGED ACCOUNT PROGRAM","AXXCESS WEALTH","",
1983762,"MANAGED ACCOUNT PROGRAM","BNY MELLON","",
1983762,"MANAGED ACCOUNT PROGRAM","OPPENHEIMER","",
1983762,"MANAGED ACCOUNT PROGRAM","SEI","",
1983762,"MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL","",
1983762,"PERSHING ADVISOR SOLUTIONS","PERSHING","",
1983762,"ACCESS","UBS","",
1983762,"MANAGED ACCOUNT PROGRAM","SMARTX","",
1983762,"MANAGER ACCESS NETWORK","LPL FINANCIAL","",
1983762,"MANAGED ACCOUNT PROGRAM","PATHSTONE","",
1983762,"MANAGED ACCOUNT PROGRAM","PNC BANK","",
1983762,"MAC","UBS","",
1983762,"SELECT UNIFIED MANAGEMENT ACCOUNT","MORGAN STANLEY","",
1983762,"PERSONALIZED UMA","WELLS FARGO","",
1983762,"CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY","",
1983762,"MANAGED ACCOUNT PROGRAM","ADVYZON INVESTMENT MANAGEMENT","",
1983762,"MANAGED ACCOUNT PROGRAM","SOUTHERN WEALTH","",
1983762,"MANAGED ACCOUNT PROGRAM","SUMMIT","",
1983762,"MANAGED ACCOUNT PROGRAM","AMPLIFY","",
1983762,"MANAGED ACCOUNT PROGRAM","ASSETMARK","",
1983762,"MANAGED ACCOUNT PROGRAM","BEACON POINTE","",
1983762,"MANAGED ACCOUNT PROGRAM","NATIXIS","",
1983762,"MANAGED ACCOUNT PROGRAM","ORION","",
1983762,"MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB","",
1983762,"OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY","",
1983762,"MANAGED ACCOUNT PROGRAM","COLONY GROUP","",
1983762,"FMAX","FIDELITY","",
1983762,"MANAGED ACCOUNT PROGRAM","MORGAN STANLEY - AUSTRALIA","",
1983762,"MANAGED ACCOUNT PROGRAM","ADHESION","",
1983762,"MANAGED ACCOUNT PROGRAM","RBC WEALTH MANAGEMENT","",
1983762,"MANAGED ACCOUNT PROGRAM","ENVESTNET ASSET MANAGEMENT","",
1983762,"MANAGED ACCOUNT PROGRAM","GITTERMAN","",
1983762,"MANAGED ACCOUNT PROGRAM","FIDUCIARY TRUST","",
1983762,"MANAGED ACCOUNT PROGRAM","FOLIO DX","",
1983762,"MANAGED ACCOUNT PROGRAM","PRAEMIUM","",
1983762,"OUTSIDE MANAGER MANAGED ACCOUNT PROGRAM","RAYMOND JAMES","",
1983762,"MANAGED ACCOUNT PROGRAM","J. SAFRA ASSET MANAGEMENT","",
1983762,"MANAGED ACCOUNT PROGRAM","MOSS ADAMS","",
1983762,"MANAGED ACCOUNT PROGRAM","ALTAR ROCK","",
1983762,"INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH/BANK OF AMERICA","",
1983762,"MANAGED ACCOUNT PROGRAM","ALTERI WEALTH","",
1983762,"MANAGED ACCOUNT PROGRAM","DESJARDINS SECURITIES","",
1983762,"MANAGED ACCOUNT PROGRAM","BANK OF SPRINGFIELD (BOS)","",
1983762,"MANAGED ACCOUNT PROGRAM","QTR","",
1983762,"MANAGED ACCOUNT PROGRAM","CONNECTUS (COLONY FIRM)","",
1983762,"MANAGED ACCOUNT PROGRAM","ICR PARTNRERS","",
1983762,"MANAGED ACCOUNT PROGRAM","CRESSET","",
1983762,"MANAGED ACCOUNT PROGRAM","DARYL DEKE","",
1983762,"MANAGED ACCOUNT PROGRAM","ELLEVEST","",
1983762,"MANAGED ACCOUNT PROGRAM","EMBREE FINANCIAL","",
1983762,"MANAGED ACCOUNT PROGRAM","FIDELIS","",
1983762,"MANAGED ACCOUNT PROGRAM","FOCUS PARTNERS WEALTH (FKA COLONY GROUP)","",
1983762,"MANAGED ACCOUNT PROGRAM","FORVIS","",
1983762,"MAS","MERRILL LYNCH/BANK OF AMERICA","",
1983762,"MANAGED ACCOUNT PROGRAM","INTEROCEAN (COLONY FIRM)","",
1983762,"MANAGED ACCOUNT PROGRAM","JSF","",
1983762,"MANAGED ACCOUNT PROGRAM","MODERN WEALTH","",
1983762,"MANAGED ACCOUNT PROGRAM","MOWERY","",
1983762,"MANAGED ACCOUNT PROGRAM","NEW EDGE","",
1983762,"MANAGED ACCOUNT PROGRAM","NORTH EAST","",
1983762,"MANAGED ACCOUNT PROGRAM","NORTHROCK","",
1983762,"MANAGED ACCOUNT PROGRAM","PERIGON","",
1983762,"MANAGED ACCOUNT PROGRAM","PROMUS","",
1983762,"MANAGED ACCOUNT PROGRAM","QUANTUM","",
1983762,"MANAGED ACCOUNT PROGRAM","QUOTIENT","",
1983762,"MANAGED ACCOUNT PROGRAM","REVOLVE","",
1983762,"MANAGED ACCOUNT PROGRAM","RMR WEALTH BUILDERS","",
1983762,"MANAGED ACCOUNT PROGRAM","ROBERTSON STEPHENS","",
1983762,"CONSULTING SERVICES","RAYMOND JAMES","",
1983762,"MANAGED ACCOUNT PROGRAM","SANCTUARY","",
1983762,"MANAGED ACCOUNT PROGRAM","SEQUOIA","",
1983762,"MANAGED ACCOUNT PROGRAM","SHOREHAVEN","",
1983762,"MANAGED ACCOUNT PROGRAM","SHP","",
1983762,"MANAGED ACCOUNT PROGRAM","SLK","",
1983762,"MANAGED ACCOUNT PROGRAM","TRADE PMR","",
1983762,"MANAGED ACCOUNT PROGRAM","TURTLE CREEK","",
1983762,"MANAGED ACCOUNT PROGRAM","VICUS","",
1983762,"MANAGE ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1983762,"PREMIUM ACCESS STRATEGIES","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1980689,"EPIC WEALTH WRAP PROGRAM","EPIC WEALTH MANAGEMENT, LLC","801-113589",297643
1981242,"WMG FINANCIAL ADVISORS, LLC WRAP FEE PROGRAM","WMG FINANCIAL ADVISORS, LLC","",
1975748,"MANAGER SELECT, MANAGER ACCESS SELECT, MODEL WEALTH PORTFOLIOS","LPL FINANCIAL","",
1975748,"MANAGED ACCOUNT ADVISOR","LOCKWOOD ADVISORS, INC","",
1975748,"THE SEPARATE ACCOUNT NETWORK","FIDELITY INSTITUTIONAL WEALTH SERVICES","",
1975748,"PRIVATE WEALTH MANAGEMENT PROGRAM","ENVESTNET PMC","801-57260",111694
1975748,"SMAP ADVISOR MANAGED ACCOUNT PROGRAM","CETERA ADVISORS, LLC","",
1975748,"ADHESION WEALTH","ADHESION WEALTH ADVISOR SOLUTIONS","",
1984017,"MERIDIAN WEALTH WRAP FEE PROGRAM","MERIDIAN WEALTH PARTNERS, LLC","",
1934514,"KWM WRAP PROGRAM","KIMERY WEALTH MANAGEMENT, LLC","801-110623",288229
1982107,"MUTUAL ADVISORS, LLC WRAP PROGRAM","MUTUAL ADVISORS, LLC","801-78089",167658
1980101,"CONSULTING SOLUTIONS","RBC CAPITAL MARKETS, LLC","801-13059",31194
1980101,"ADVISORS SOLUTIONS","AMERICAN PORTFOLIOS ADVISORS, INC","801-61065",112697
1980101,"AMERIPRISE SELECT SEPARATE ACCOUNT PROGRAM","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1980101,"LOCKWOOD ADVISORS SPONSORED PROGRAM OPEN ARCHITECTURE SMA WRAP PROGRAM","BNY ADVISORS","801-52378",106108
1980101,"MANAGED PORTFOLIO SOLUTIONS","ENVESTNET PMC","801-57260",111694
1980101,"RBC UNIFIED PORTFOLIO","RBC CAPITAL MARKETS, LLC","801-13059",31194
1980101,"FIDELITY MANAGED ACCOUNT SOLUTIONS (MAS)","ENVESTNET PMC","801-57260",111694
1980101,"FDX ADVISORS","FDX ADVISORS, INC.","801-29775",104601
1980101,"MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
1980101,"LINCOLN MANAGED ASSETS PROGRAM","OSAIC FA, INC.","8-14685",3978
1980101,"MONUMENT PREMIER SMA","CAPITOL SECURITIES MANAGEMENT, INC.","801-41033",14169
1980101,"PREFERRED ADVISORS-MULTI-MANAGER","CREDIT SUISSE SECURITIES (USA) LLC","801-56264",816
1980101,"RBC UNIFIED PORTFOLIO","RBC CAPITAL MARKETS, LLC","801-13059",31194
1980101,"RESEARCH COVERED","BNY ADVISORS","801-52378",106108
1980101,"LINCOLN FINANCIAL LINC SOLUTIONS","OSAIC FA, INC.","8-14685",3978
1980101,"MANAGED ACCOUNT COMMAND","STEPHENS","801-15510",3496
1980101,"ENVESTNET MULTI-MANAGER ACCOUNT PROGRAM","ENVESTNET PMC","801-57260",111694
1980101,"MANAGED ACCOUNT COMMAND","&PARTNERS","801-37145",3767
1980101,"LOCKWOOD ADVISORS MANAGED ACCOUNT ADVISOR SMA WRAP PROGRAM","SANTANDER SECURITIES LLC","",
1980101,"MANAGED360","BNY ADVISORS","801-52378",106108
1980101,"SMH RETAIL MULTI MGR. ELITE CHOICE/SMH PARTNER MULTI MGR. ELITE CHOICE","SMH CAPITAL ADVISORS LLC","801-54089",108344
1980101,"BAIRD RECOMMENDED MANAGER PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
1980101,"MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC.","801-29938",5393
1980101,"ENVESTNET SEPARATELY MANAGED ACCOUNT PROGRAM","ENVESTNET PMC","801-57260",111694
1980101,"LOCKWOOD ADVISORS SPONSORED PROGRAM OPEN ARCHITECTURE SMA WRAP PROGRAM","SANTANDER SECURITIES","801-56796",41791
1980101,"MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1980101,"UBS STRATEGIC WEALTH PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
1980101,"MANAGED ACCOUNT COMMAND","GLADOWSKY CAPITAL MANAGEMENT CORP","801-55802",45287
1980101,"LOCKWOOD ADVISORS MANAGED ACCOUNT ADVISOR SMA WRAP PROGRAM","CAMBRIDGE INVESTMENT RESEARCH, INC.","8-48740",39543
1980101,"FIDUCIARY SERVICES/MANAGER SELECTION PROGRAM / DYNAMIC ALLOCATION PORTFOLIO","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1980101,"BENJAMIN F. EDWARDS & CO. SMA (COVERED)","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1980101,"LOCKWOOD ADVISORS MANAGED ACCOUNT LINK SMA WRAP PROGRAM","BNY ADVISORS","801-52378",106108
1980101,"LPL MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1980101,"MANAGEDCONNECT","ELAN WEALTH MANAGEMENT, L.L.C.","801-124808",144851
1980101,"TOWNSQUARE INVESTMENT PLATFORM","TOWNSQUARE CAPITAL, LLC","801-110591",288576
1980101,"MORGAN STANLEY SMITH BARNEY LLC","MORGAN STANLEY","801-70103",149777
1980101,"LOCKWOOD ADVISORS SPONSORED PROGRAM OPEN ARCHITECTURE SMA WRAP PROGRAM","PHILLIPS & COMPANY","8-46896",35800
1980101,"HARBOUR INVESTMENTS, INC.","HARBOUR INVESTMENTS, INC.","801-29185",19258
1980101,"LANIER ASSET MANAGEMENT, LLC","LANIER ASSET MANAGEMENT, LLC","801-107331",150888
1980101,"A+","RBC DOMINION SECURITIES ARBITRAGE LIMITED","8-48314",38035
1980101,"LOCKWOOD ADVISORS MANAGED ACCOUNT ADVISOR SMA WRAP PROGRAM","PHILLIPS & COMPANY","8-46896",35800
1980101,"CONSULTING SOLUTIONS","RBC CAPITAL MARKETS, LLC","801-13059",31194
1980101,"MULTIPLE OVERLAY MANAGER MODEL PROGRAM","BNY ADVISORS","801-52378",106108
1980101,"LOCKWOOD ADVISORS MANAGED ACCOUNT ADVISOR SMA WRAP PROGRAM","THE INVESTMENT CENTER, INC.","8-35826",17839
1980101,"LPL MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1980101,"ADVISORNET WEALTH MANAGEMENT PROGRAM","ADVISORNET WEALTH PARTNERS","801-77035",113074
1980303,"ONESEVEN","ONESEVEN","801-107829",283087
1978396,"CYPRESS CAPITAL","CYPRESS CAPITAL","",
1982968,"CITY NATIONAL ROCHDALE WRAP FEE PROGRAM","CITY NATIONAL ROCHDALE","801-27265",117198
1980003,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
1979533,"SEPARATELY MANAGED ACCOUNT WRAP FEE PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1980000,"BRIDGEWEALTH ADVISORY GROUP, LLC WRAP PROGRAM","BRIDGEWEALTH ADVISORY GROUP, LLC","801-112758",293514
1980003,"CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY","801-70103",149777
1980003,"UBS MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
1980265,"DISCRETIONARY WEALTH ADVISORY","SNOWDEN CAPITAL ADVISORS LLC","801-72332",157299
1980265,"SNOWDEN CAPITAL ADVISORS","SNOWDEN CAPITAL ADVISORS LLC","801-72332",157299
1980311,"LEELYN SMITH WRAP PROGRAM","LEELYN SMITH, LLC","801-113460",110517
1980311,"ASSETMARK PLATFORM","ASSETMARK, INC.","801-56323",109018
1980674,"FLEX","MCDONALD PARTNERS LLC","801-64294",135414
1980741,"FAMILY LEGACY FINANCIAL SOLUTIONS WRAP FEE PROGRAM","FAMILY LEGACY FINANCIAL SOLUTIONS, LLC","",314351
1977395,"FUNDSOURCE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1977395,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1977395,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1977395,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1980625,"SAAI WRAP PROGRAM","SHILANSKI & ASSOCIATES, INC.","801-88195",116431
1977704,"ADVISOR -- A/K/A RR-MAP","RETIREMENT RESOURCES","",
1980745,"ASHTON THOMAS WRAP PROGRAM","ASHTON THOMAS PRIVATE WEALTH, LLC","",
1980758,"STIFEL HORIZON PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1980758,"STIFEL FUNDAMENTALS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1980758,"STIFEL SOLUTIONS PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1980758,"STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","",
1980758,"STIFEL INVESTMENT MANAGEMENT CONSULTING PROGRAM","STIFEL NICOLAUS & COMPANY, INCORPORATED","",
1980758,"STIFEL CUSTOM ADVISORY PORTFOLIO PROGRAM","STIFEL NICOLAUS & COMPANY, INC.","",
1980824,"MANAGED CHOICE (INTELLIGENT INVESTMENT PORTFOLIOS)","CHARLES SCHWAB & CO. INC.","",
1980824,"SPA WRAP FEE PROGRAM","SENTINEL PENSION ADVISORS, INC.","",
1977262,"ASSET MANAGEMENT SOLUTIONS","FIRST COMMAND ADVISORY SERVICES","801-56942",281958
1976797,"TEXAS CAPITAL BANK PRIVATE WEALTH ADVISORS WRAP PROGRAM","TEXAS CAPITAL BANK PRIVATE WEALTH ADVISORS","",298422
1977813,"ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1977813,"STRATOS WEALTH PARTNERS LTD WRAP FEE PROGRAM","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1977813,"STRATOS WEALTH MANAGEMENT II (SWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1977951,"SMALLWOOD WEALTH INVESTMENT MANAGEMENT, LLC WRAP FEE PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1977990,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1980197,"FIDELITY","GLOBAL RETIREMENT PARTNERS LLC","801-80074",172011
1980197,"SCHWAB WRAP PROGRAM","GLOBAL RETIREMENT PARTNERS LLC","801-80074",172011
1980235,"FIDELITY STRATEGIC DISCIPLINES","STRATEGIC ADVISERS LLC","801-13243",104555
1980235,"FIDELITY WEALTH SERVICES","STRATEGIC ADVISERS LLC","801-13243",104555
1980235,"FIDELITY MANAGED FIDFOLIOS","STRATEGIC ADVISERS LLC","801-13243",104555
1975846,"MERIDIAN WEALTH WRAP FEE PROGRAM","MERIDIAN WEALTH PARTNERS, LLC","",
1977969,"HIBERNIA WEALTH PARNTERS WRAP FEE PROGRAM","HIBERNIA WEALTH PARTNERS, LLC","801-124947",319509
1977990,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1977990,"MERRILL GUIDED INVESTING","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1977990,"MERRILL EDGE ADVISORY ACCOUNT","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1977990,"MERRILL GUIDED INVESTING","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1977990,"MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1977990,"MERRILL GUIDED INVESTING WITH ADVISOR","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
1977990,"MERRILL GUIDED INVESTING WITH ADVISOR","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1971691,"LPL FINANCIAL","LPL FINANCIAL","",
1971691,"CROSS FINANCIAL ADVISORS WRAP FEE PROGRAM","CROSS FINANCIAL ADVISORS","801-110589",287686
1978036,"MRA WEALTH MANAGEMENT PROGRAM","MRA ADVISORY GROUP","801-110363",287933
1974939,"ALLEGHENY WRAP FEE PROGRAM","ALLEGHENY FINANCIAL GROUP LTD","801-12566",104690
1973953,"CONCURRENT INVESTMENT ADVISORS, LLC","CONCURRENT INVESTMENT ADVISORS, LLC","",
1975008,"PARADIGM WRAP FEE PROGRAM","PARADIGM WEALTH ADVISORY LLC","",
1975016,"MACH-1 FINANCIAL WRAP FEE PROGRAM","MACH-1 FINANCIAL GROUP, LLC","801-118093",298195
1978154,"MWM WEALTH ADVISORY, LLC","MWM WEALTH ADVISORY, LLC","801-132301",287705
1977963,"BNY MANAGED ACCOUNT PROGRAM","BNY MELLON INVESTMENT ADVISER, INC.","801-8147",105642
1978206,"ADVISORENTERPRISE WRAP FEE PROGRAM","KESTRA ADVISORY SERVICES, LLC","801-56126",283330
1978847,"MA PRIVATE WEALTH WRAP PROGRAM","MA PRIVATE WEALTH, LLC","",
1978834,"ADVISOR MODEL MANAGEMENT","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
1978834,"MUTUAL FUND AND ETF UMA","POPULAR SECURITIES, LLC","801-57928",8096
1978895,"PRECISION WEALTH STRATEGIES, LLC WRAP PROGRAM","PRECISION WEALTH STRATEGIES, LLC","801-114482",299827
1978900,"WCG ISC PORTFOLIOS","THE WEALTH CONSULTING GROUP","801-80386",173194
1978900,"STRATEGIC WEALTH MANAGEMENT","THE WEALTH CONSULTING GROUP","",
1978900,"FIDELITY WRAP PROGRAM","THE WEALTH CONSULTING GROUP","",
1978900,"SCHWAB WRAP PROGRAM","THE WEALTH CONSULTING GROUP","",
1975057,"MANAGED ACCOUNTS CONSULTING RESEARCH PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
1975057,"UBS ACCESS (ADVISOR ALLOCATION PROGRAM AND STRATEGIC WEALTH POTFOLIO)","UBS FINANCIAL SERVICES INC.","801-7163",8174
1975057,"JPM STRATEGIC INVESTMENT SERVICES PROGRAM, (STRATIS)","J.P. MORGAN SECURITIES LLC","801-3702",79
1975057,"MORGAN STANLEY UMA (UNIFIED MANAGED ACCOUNT PROGRAM)","MORGAN STANLEY","801-70103",149777
1975057,"MSWM CES (CONSULTING AND EVALUATION SERVICES)","MORGAN STANLEY","801-70103",149777
1975057,"WELLS FARGO PAN (PRIVATE ADVISOR NETWORK)","WELLS FARGO ADVISORS","801-37967",19616
1975057,"RBC WEALTH MANAGEMENT","RBC CAPITAL MARKETS, LLC","801-13059",31194
1975057,"FIDELITY IWS (INSTITUTIONAL WEALTH MANAGEMENT SERVICES)","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
1975057,"FIDELITY NFS (NATIONAL FINANCIAL SERVICES)","NATIONAL FINANCIAL SERVICES LLC","8-26740",13041
