"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
2010356,"SCHWAB - ADVISOR MANAGED PORTFOLIOS","VISION2020 WEALTH MANAGEMENT CORP.","801-71541",154149
2010413,"THE COUNSEL ACCOUNT","OSAIC ADVISORY SERVICES, LLC","801-80075",171070
2010413,"THE PARTNER ACCOUNT","OSAIC ADVISORY SERVICES, LLC","801-80075",171070
2010359,"HERON FINANCE WRAP FEE PROGRAM","HERON FINANCE","",
2008971,"PORTFOLIO MANAGER'S WRAP PROGRAM","BELPOINTE ASSET MANAGEMENT LLC","801-69329",143440
2010674,"SUMMIT TRAIL WRAP PROGRAM","SUMMIT TRAIL ADVISORS, LLC","",
2009057,"HTK NON-DISCRETIONARY MANAGED ACCOUNT (NDMA7)","HORNOR, TOWNSEND & KENT, LLC","801-56151",4031
2009057,"HTK PROFESSIONAL ASSET MANAGEMENT PROGRAM (PAM)","HORNOR, TOWNSEND & KENT, LLC","801-56151",4031
2009057,"HTK DISCRETIONARY MANAGED ACCOUNT (DMA)","HORNOR, TOWNSEND & KENT, LLC","801-56151",4031
2009057,"HTK ASSET MANAGEMENT PROGRAM (AMP)","HORNOR, TOWNSEND & KENT, LLC","801-56151",4031
2009057,"HTK NON-DISCRETIONARY MANAGED ACCOUNT (MUTUAL FUND ONLY) (NDMA6)","HORNOR, TOWNSEND & KENT, LLC","801-56151",4031
2009057,"HTK FEE BASED ANNUITY PROGRAM","HORNOR, TOWNSEND & KENT, LLC","801-56151",4031
2009099,"BNY MELLON ADVISORS, INC.","BNY ADVISORS","801-52378",106108
2009099,"LPL MANAGER SELECT PROGRAM","LPL FINANCIAL LLC","801-10970",6413
2009099,"UBS ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2009099,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT","GOLDMAN SACHS & CO. LLC","801-16048",361
2009099,"CHARLES SCHWAB MANAGED ACCOUNT SELECT AND ACCESS PROGRAMS","CHARLES SCHWAB & CO., INC.","801-29938",5393
2009099,"STRATIS","J.P. MORGAN SECURITIES LLC","801-3702",79
2009099,"WELLS FARGO MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO INVESTMENTS, LLC","801-58211",10582
2009099,"RAYMOND JAMES INVESTMENT ADVISORY SERVICES","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2008551,"WELLS FARGO WRAP PROGRAM","WELLS FARGO","",
2009081,"FUNDSOURCE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
2009081,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
2009081,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
2009081,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
2011329,"ASCEND INVESTMENT PARTNERS WRAP ASSET MANAGEMENT AGREEMENT","ASCEND INVESTMENT PARTNERS","801-118514",307667
2011373,"NATIONAL WEALTH MANAGEMENT GROUP WRAP FEE PROGRAM","NATIONAL WEALTH MANAGEMENT GROUP, LLC","801-80983",174883
2013403,"GATEWAY FUND STRATEGISTS PORTFOLIOS","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"AVIATOR PROGRAM","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"PASSPORT SERIES SMA","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"CO-PILOT PROGAM","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"MOMENTUM PATHWAY UMA","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"PARTNER TPC","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"EXPLORER PROGRAM","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"ENDEAVOR ACTIVEPASSIVE","HILLTOP SECURITIES INC.","801-55529",6220
2013403,"NAVIGATOR UMA PROGRAM","HILLTOP SECURITIES INC.","801-55529",6220
2013431,"DESTINATION FEE-BASED ANNUITY","HILLTOP SECURITIES INC.","801-55529",6220
2013431,"GATEWAY - FUND STRATEGIST PORTFOLIOS","HILLTOP SECURITIES INC.","",
2013431,"OUTSIDE MANAGER ACCESS","HILLTOP SECURITIES INC.","",
2013431,"PASSPORT SERIES SMA","HILLTOP SECURITIES INC.","",
2013431,"CO-PILOT","HILLTOP SECURITIES INC.","",
2013431,"COMPASS UMA PROGRAM","HILLTOP SECURITIES INC.","",
2013431,"AVIATOR","HILLTOP SECURITIES INC.","801-55529",6220
2013431,"MOMENTUM PATHWAYS UMA","HILLTOP SECURITIES INC.","801-55529",6220
2013431,"ENDEAVOR PROGRAM","HILLTOP SECURITIES INC.","801-55529",6220
2009888,"MORNINGSTAR PORTFOLIOS","ASHTON THOMAS SECURITIES, LLC","801-69225",16629
2009888,"MANAGED ETF PORTFOLIOS","ASHTON THOMAS SECURITIES, LLC","801-69225",16629
2009888,"FB ADVISORY","ASHTON THOMAS SECURITIES, LLC","801-69225",16629
2009426,"BNY MELLON ADVISORS","SANCTUARY ADVISORS, LLC","801-99364",226606
2009924,"ADVISOR MANAGED PORTFOLIOS (AMP) / WRAPPED","OSAIC WEALTH, INC.","801-54859",23131
2009963,"FAM WRAP PROGRAM","FARTHER ASSET MANAGEMENT, LLC","",325807
2009820,"SEPARATE ACCOUNT SOLUTIONS (SAS)","NEWEDGE ADVISORS","801-79876",171351
2009820,"GWM WRAP PORTFOLIO MANAGEMENT","NEWEDGE ADVISORS","801-79876",171351
2009820,"ADVISOR'S CHOICE (AC)","NEWEDGE ADVISORS","801-79876",171351
2009820,"MANAGERXCHANGE? MANAGERS PROGRAM (MMP)","NEWEDGE ADVISORS","801-79876",171351
2009820,"MID ATLANTIC FUND STRATEGY (MAFS)","NEWEDGE ADVISORS","801-79876",171351
2009820,"MID ATLANTIC PORTFOLIO SOLUTIONS (MAPS)","NEWEDGE ADVISORS","801-79876",171351
2009549,"FOX FINANCIAL INC.","ALLIANCE FINANCIAL","801-125698",319679
2009549,"LPL FINANCIAL LLC","LPL FINANCIAL LLC","801-10970",6413
2008334,"SEASIDE ADVISORY SERVICES, INC.","DBA SEASIDE FINANCIAL & INSURANCE SERVICES","801-112721",289985
2012787,"ADVISER SELECT","DBSI SECURITIES CORPORATION","8-24914",11687
2008278,"PAX FINANCIAL GROUP WRAP FEE PROGRAM","PAX FINANCIAL GROUP","801-107918",284164
2008281,"PRECISION WEALTH STRATEGIES, LLC WRAP PROGRAM","PRECISION WEALTH STRATEGIES, LLC","801-114482",299827
2008290,"WEALTH CORE","STONEX SECURITIES INC.","8-36638",18456
2008290,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS","801-57434",11025
2008290,"SCHWAB MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
2008290,"PROAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
2008290,"FIDELITY SMA","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784
2008290,"LAFFER TENGLER WEALTH MANAGEMENT WRAP PROGRAM","LAFFER TENGLER INVESTMENTS, INC.","801-56953",108068
2008290,"RBC CONSULTING SOLUTIONS","RBC CAPITAL MARKETS, LLC","801-13059",31194
2008290,"STIFEL OPPORTUNITY","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
2008290,"ENVESTNET","ENVESTNET PMC","801-57260",111694
2012206,"VOYA DIGITAL ADVISER","VOYA FINANCIAL ADVISORS, INC.","801-46585",2882
2012206,"INVESTOR CHANNEL UNIFIED MANAGED ACCOUNT PROGRAM","VOYA FINANCIAL ADVISORS, INC.","",
2012206,"UNIFIED MANAGED ACCOUNT PROGRAM","VOYA FINANCIAL ADVISORS, INC.","",
2012211,"WRAP FEE PROGRAM","J. SAFRA SARASIN ASSET MANAGEMENT (NORTH AMERICA) LTD","801-112502",292433
2012387,"SANCTUARY ADVISORS & COOKE FINANCIAL GROUP","DAVID A. NOYES & COMPANY","",
2012387,"WELLS FARGO","WELLS FARGO","",
2012387,"STIFEL INDIANAPOLIS","STIFEL","",
2010911,"SELECT MONEY MANAGEMENT WRAP FEE PROGRAM","SELECT MONEY MANAGEMENT, INC.","",
2010911,"SELECT MONEY MANAGEMENT AMP WRAP FEE PROGRAM","SELECT MONEY MANAGEMENT, INC.","",
2012388,"MUTUAL ADVISORS, LLC WRAP PROGRAM","MUTUAL ADVISORS, LLC","801-78089",167658
2008358,"ALESSANDRA CAPITAL MANAGEMENT WRAP FEE PROGRAM","ALESSANDRA CAPITAL MANAGEMENT, LLC","",
2006836,"PORTFOLIO ADVISOR PROGRAM","BTG PACTUAL ASSET MANAGEMENT US , LLC","801-71004",152538
2008214,"SMA PROGRAM","INTRUA FINANCIAL","801-106767",281554
2008214,"TACTICAL ASSET ALLOCATION PROGRAM","INTRUA FINANCIAL","801-106767",281554
2008214,"OPTION PROGRAM","INTRUA FINANCIAL","801-106767",281554
2008214,"STRATEGIC ASSET ALLOCATION","INTRUA FINANCIAL","801-106767",281554
2008214,"GUIDED WEALTH PORTFOLIOS","LPL FINANCIAL LLC","801-10970",6413
2008214,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
2008214,"MODEL WEALTH PORTFOLIOS","LPL FINANCIAL LLC","801-10970",6413
2008214,"OPTIMUM MARKET PORTFOLIOS","LPL FINANCIAL LLC","801-10970",6413
2008214,"STRATEGIC ASSET MANAGEMENT","LPL FINANCIAL LLC","801-10970",6413
2008440,"PORTFOLIO MANAGEMENT ACCOUNT (PMA WRAP)","CAPTRUST","801-62193",175112
2008440,"SEPARATELY MANAGED ACCOUNT (SMA WRAP)","CAPTRUST","801-62193",175112
2010607,"FIDELITY MANAGED ACCOUNT XCHANGE","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
2010607,"LADENBURG THALMANN ASSET MANAGEMENT (LTAM)","LADENBURG THALMANN ASSET MANAGEMENT INC","801-54909",108604
2010566,"BENCHMARK WEALTH MANAGEMENT WRAP FEE PROGRAM","BENCHMARK WEALTH MANAGEMENT, LLC","801-108489",160192
2005181,"SANCTUARY ADVISORS & COOKE FINANCIAL GROUP","DAVID A. NOYES & COMPANY","",
2005181,"WELLS FARGO","WELLS FARGO","",
2005181,"STIFEL INDIANAPOLIS","STIFEL","",
2010923,"COMPOSITION WEALTH WRAP FEE PROGRAM","COMPOSITION WEALTH, LLC","801-74711",143483
2010653,"TENZING FINANCIAL WRAP FREE PROGRAM","TENZING FINANCIAL LLC","",335259
2010795,"INVESTMENTS & FINANCIAL PLANNING, LLC","INVESTMENTS & FINANCIAL PLANNING, LLC","801-119021",164333
2010991,"EMPIRICAL FINANCIAL SERVICES, LLC DBA EMPIRICAL WEALTH MANAGEMENT WRAP PROGRAM","EMPIRICAL WEALTH MANAGEMENT","801-72168",152622
2011098,"ADVISORY SERVICES NETWORK LLC WRAP FEE PROGRAM","ADVISORY SERVICES NETWORK LLC","",
2010504,"RAYMOND JAMES & ASSOCIATES WRAP FEE PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2010504,"STEWARD PARTNERS INVESTMENT ADVISORY PROGRAM","STEWARD PARTNERS INVESTMENT ADVISORY, LLC","801-107426",283004
2010039,"WRAP FEE MANAGED ACCOUNT PROGRAM","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
2010039,"WRAP FEE MANAGED ACCOUNT PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
2010039,"WRAP FEE MANAGED ACCOUNT PROGRAM","PERSHING LLC","8-17574",7560
2011230,"TRUEWEALTH FINANCIAL PARTNERS WRAP FEE PROGRAM","TRUEWEALTH FINANCIAL PARTNERS","",316079
2008768,"PPS CUSTOM","COMMONWEALTH FINANCIAL NETWORK","801-41541",8032
2011276,"VERMILLION WEALTH MANAGEMENT INC. WRAP PROGRAM","VERMILLION WEALTH MANAGEMENT INC.","",
2011104,"CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY","801-70103",149777
2011104,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
1982098,"J.P. MORGAN SECURITIES STRATEGIC INVESTMENT SERVICES PROGRAM (""STRATIS"")","J.P. MORGAN SECURITIES LLC","801-3702",79
2004902,"MA PRIVATE WEALTH WRAP PROGRAM","MA PRIVATE WEALTH, LLC","",
2005088,"STONEBRIDGE FINANCIAL GROUP, LLC WRAP FEE PROGRAM","STONEBRIDGE FINANCIAL GROUP, LLC","801-129034",327529
2007094,"MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
2007303,"MFA WRAP PROGRAM","MILESTONE FINANCIAL ASSOCIATES, LLC","801-133757",336684
1982098,"CHASE WEALTH MANAGEMENT ADVISORY PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
1982098,"UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1982098,"MANAGED PORTFOLIO ADVISORS","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1982098,"SEI MANAGED ACCOUNT PROGRAM","SEI INVESTMENTS MANAGEMENT CORP","801-24593",105146
1982098,"J.P. MORGAN SECURITIES UNIFIED MANAGED ACCOUNT PROGRAM (""UMA"")","J.P. MORGAN SECURITIES LLC","801-3702",79
2000112,"MORGAN STANLEY WRAP PROGRAM","MORGAN STANLEY","",
2003289,"PARK EDGE ADVISORS, LLC WRAP FEE PROGRAM","PARK EDGE ADVISORS, LLC","801-125820",317521
2004052,"FIDELITY SEPARATE ACCOUNT NETWORK","FIDELITY BROKERAGE SERVICES, LLC","",
2004052,"PORTFOLIO MANAGER PROGRAM","CHASE WEALTH MANAGEMENT","",
2004052,"ACCESS, STRATEGIC WEALTH AND ADVISOR ALLOCATION","UBS","",
2004052,"OPPORTUNISTIC ADVISORY PROGRAM","J.P. MORGAN PRIVATE BANK","",
2004052,"STRATEGIC INVESTMENT SERVICES","J.P MORGAN SECURITIES","",
2004052,"SCHWAB MARKETPLACE","CHARLES SCHWAB","",
2004052,"SCHWAB MARKETPLACE - PFD","CHARLES SCHWAB","",
1989527,"ZHANG FINANCIAL WRAP FEE PROGRAM","ZHANG FINANCIAL","801-72987",159257
1997489,"ENVESTNET MANAGED ACCOUNT PROGRAM","ENVESTNET","",
1997489,"SEPARATE ACCOUNT MANAGEMENT PROGRAM","MUTUAL ADVISORS","",
2004645,"WEALTHFRONT ADVISERS PROGRAM","WEALTHFRONT ADVISERS LLC","801-69766",148456
2004645,"WEALTHFRONT ADVISERS 529 COLLEGE SAVINGS PLAN WRAP FEE PROGRAM","WEALTHFRONT ADVISERS LLC","801-69766",148456
2007342,"JOHN HANCOCK MANAGED IRA","JOHN HANCOCK PERSONAL FINANCIAL SERVICES, LLC","",
2007342,"MYPORTFOLIO","JOHN HANCOCK PERSONAL FINANCIAL SERVICES, LLC","801-80927",174433
2007342,"MANULIFE JOHN HANCOCK PRIVATE WEALTH","JOHN HANCOCK PERSONAL FINANCIAL SERVICES, LLC","801-80927",174433
2012615,"DESTINY WEALTH PARTNERS WRAP PROGRAM","DESTINY WEALTH PARTNERS, LLC","801-79789",171346
2012691,"FUNDAMENTAL PLATFORM WRAP FEE PROGRAM","ALPHA WEALTH MANAGEMENT AND PLANNING LLC","",
2012691,"TECHNICAL PLATFORM WRAP FEE PROGRAM","ALPHA WEALTH MANAGEMENT AND PLANNING LLC","",
2012368,"BUCKRAM WEALTH MANAGEMENT PROGRAM","BUCKRAM SECURITIES LTD.","",
2012613,"BNY MELLON ADVISORS","SANCTUARY ADVISORS, LLC","801-99364",226606
2012794,"BOLTON GLOBAL ASSET MANAGEMENT WRAP PROGRAM","BOLTON GLOBAL ASSET MANAGEMENT","",
2011303,"FLAGSHIP HARBOR ADVISORS WRAP PROGRAM","FLAGSHIP HARBOR ADVISORS, LLC","801-71997",155733
1989519,"FINANCIAL FOCUS WRAP FEE PROGRAM","FINANCIAL FOCUS LLC","",
2011607,"CAPITAL DIRECTIONS ANNUITIES","PNC INVESTMENTS LLC","",
2011607,"GUIDED SOLUTIONS","PNC INVESTMENTS LLC","",
2011607,"PORTFOLIO SOLUTIONS STRATEGIST","PNC INVESTMENTS LLC","",
2011607,"CAPITAL DIRECTIONS","PNC INVESTMENTS LLC","",
2011607,"PORTFOLIO SOLUTIONS","PNC INVESTMENTS LLC","",
2011607,"PNC DIRECTIONS","PNC INVESTMENTS LLC","",
2011736,"CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY","801-70103",149777
2011736,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
2011736,"UBS MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
2012411,"SANCTUARY ADVISORS & COOKE FINANCIAL GROUP","DAVID A. NOYES & COMPANY","",
2012411,"WELLS FARGO","WELLS FARGO","",
2012411,"STIFEL INDIANAPOLIS","STIFEL","",
2010089,"JAFFE TILCHIN WRAP FEE PROGRAM","JAFFE TILCHIN INVESTMENT PARTNERS, LLC","801-67720",143608
2012318,"CCA CUSTOM","COMMONWEALTH CONTINUUM ADVISORS","801-131348",332907
2012318,"CCA UMA","COMMONWEALTH CONTINUUM ADVISORS","801-131348",332907
2012318,"CCA SELECT","COMMONWEALTH CONTINUUM ADVISORS","801-131348",332907
2009091,"WEALTHPORT ADVISOR DIRECTED WRAP PROGRAM","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
2009111,"TORREY GROWTH & INCOME WRAP FEE PROGRAM","TORREY GROWTH & INCOME ADVISORS, LLC","",
2009193,"MANAGED ACCOUNT SOLUTIONS INDEPENDENT ADVISOR SOLUTIONS BY SEI","SEI INVESTMENTS MANAGEMENT CORP","801-24593",105146
2009255,"LOCKWOOD MANAGED ACCOUNT UTILITY","BENJAMIN F. EDWARDS & COMPANY; EQUITAS CAPITAL ADVISORS, LLC; LOCKWOOD ADVISORS, INC.; MORA WEALTH MANAGEMENT, LLC","",
2009255,"ENVESTNET ASSET MANAGEMENT, INC.","ENVESTNET PMC","801-57260",111694
2009255,"LOCKWOOD MANAGED ACCOUNT COMMAND","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
2009255,"VESTMARK ADVISORY SOLUTIONS, INC.","VESTMARK ADVISORY SOLUTIONS, INC.","801-107854",221518
2009255,"RAYMOND JAMES AMS","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC","801-69815",149018
2009255,"MANAGER ACCESS SELECT PROGRAM","LPL FINANCIAL LLC","801-10970",6413
2010916,"LFG WRAP FEE PROGRAM","LFG WEALTH PARTNERS, LLC","801-130411",331339
1994829,"ASSETMARK WRAP FEE PLATFORM","ASSETMARK, INC.","801-56323",109018
2012478,"FARNAM FINANCIAL WRAP FEE PROGRAM","FARNAM FINANCIAL","",306180
2011129,"DESTINY WEALTH PARTNERS WRAP PROGRAM","DESTINY WEALTH PARTNERS, LLC","801-79789",171346
2009053,"THEPARTNERS WEALTH MANAGEMENT WRAP FEE PROGRAM BROCHURE","THEPARTNERS WEALTH MANAGEMENT","801-122637",314816
2008946,"WEALTHPORT WRAP PROGRAM","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
2010214,"BFG WRAP PROGRAM","BRIO FINANCIAL GROUP","",
2009851,"ADVISER SELECT","DBSI SECURITIES CORPORATION","8-24914",11687
2009359,"ORION","ORION PORTFOLIO SOLUTIONS, LLC","801-61964",125446
2009359,"MORNINGSTAR MANAGED PORTFOLIOS","MORNINGSTAR INVESTMENT SERVICES LLC","801-60401",112525
2009359,"ENVESTNET ASSET MANAGEMENT, INC.","ENVESTNET PMC","801-57260",111694
2006750,"MORGAN STANLEY CES","MORGAN STANLEY","801-70103",149777
2006750,"UBS SWP","UBS FINANCIAL SERVICES INC.","801-7163",8174
2006750,"UBS ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2006750,"MAC PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
2006750,"WELLS FARGO PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-57434",11025
2006750,"UBS ADVISOR ALLOCATION PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001120,"ORG PARTNERS WRAP PROGRAM","ORG PARTNERS","801-120444",312728
2007023,"PAX FINANCIAL GROUP WRAP FEE PROGRAM","PAX FINANCIAL GROUP","801-107918",284164
2007217,"SFA MANAGED PRIME","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED ASIAN OPPORTUNITIES EQUITIES","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED EUROPE","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA INVESTMENT ADVISORY PRECIOUS METALS","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA PORTFOLIO STRATEGY INTERNATIONAL","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED CHOICE","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED GLOBAL DEVELOPED","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED SWITZERLAND","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED FUND PORTFOLIO","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA INVESTMENT ADVISORY","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED SUSTAINABLE INVESTING","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED GLOBAL","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED INTERNATIONAL","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED SWISS EQUITIES","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED SWISS / EUROZONE SMALL & MID CAP EQUITIES","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED EUROPEAN TRADE OPPORTUNITIES","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED EUROZONE EQUITIES","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007217,"SFA MANAGED IMPACT OPPORTUNITIES EQUITIES","VONTOBEL SWISS FINANCIAL ADVISERS","801-63660",130668
2007226,"ABSHER PORTFOLIO MANAGEMENT (APM) PROGRAM","ABSHER WEALTH MANAGEMENT, LLC","801-117177",304642
