"FilingID","Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","Phone","Fax","Type","Description"
1999372,"","","","","","","","Y","630-564-2977","","Other","PRINCIPAL'S HOME WHERE FILES MAY BE WORKED ON OR ACCOUNTING RECORDS KEPT."
1999282,"BLACKCROWN INC","PO BOX 48","","OLD WESTBURY","NY","United States","11568","N","9178389736","","One of your branch offices or affiliates","TAXES, PROFIT & LOSS STATEMENTS"
1997842,"CITIBANK","100 CITIBANK DR","BUILDING 2, 2ND FL","SAN ANTONIO","TX","United States","78245","N","210-677-6500","","One of your branch offices or affiliates","SUPERVISORY CENTER FILES, INCLUDING COMPLAINTS AND CORRESPONDENCE"
1997842,"CITIGROUP GLOBAL MARKETS INC. (FKA SALOMON SMITH BARNEY INC.)","153 EAST 53RD STREET","24TH FLOOR","NEW YORK","NY","United States","10022","N","(212) 307-8531","(212) 307-8222","One of your branch offices or affiliates","INVESTMENT MANAGED ACCOUNT AGREEMENTS, CLIENT RECORDS, TRADE TICKETS, AND CLIENT TRANSACTION RECORDS."
1997842,"CITIGROUP GLOBAL MARKETS INC.","2 EMBARCADERO CENTER","17TH FLOOR","SAN FRANCISCO","CA","United States","94111","N","415-627-6493","","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER INCLUDING COMPLAINT LOG, CHECKS AND SECURITIES LOG, INCOMING AND OUTGOING CORRESPONDENCE"
1997842,"IRON MOUNTAIN. INC","1320 POPLAR STREET","","WILMINGTON","DE","United States","19801","N","800-934-3453","800-964-7627","A third-party unaffiliated record keeper","ADVERTISING MATERIALS, FIDUCIARY SERVICES AND FIDUCIARY ASSET MANAGEMENT MANAGER AGREEMENTS, TRANSACTION AND PERFORMANCE RECORDS AND ADMINISTRATIVE MATERIALS FOR CONSULTING."
1997842,"CITIGROUP GLOBAL MARKETS INC.","601 LEXINGTON AVE.","25TH FLOOR","NEW YORK","NY","United States","10022","N","212-559-6015","212-793-1029","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER"
1997842,"CITIGROUP GLOBAL MARKETS INC.","201 SOUTH BISCAYNE BLVD","SUITE 530","MIAMI","FL","United States","33131","N","(305) 347-1432","(305)-415-4134","One of your branch offices or affiliates","CLIENT TRANSACTION RECORDS"
1997842,"CITIGROUP","540 CROSSPOINT PARKWAY","","GETZVILLE","NY","United States","14068","N","(716) 730-6000","","One of your branch offices or affiliates","PERSONAL TRADING ACTIVITIES, OUTSIDE ACTIVITIES REPORTS AND RELATED MATERIALS."
1997842,"CITIGROUP GLOBAL MARKETS INC.","3800 CITIGROUP CENTER DRIVE","BUILDING A","TAMPA","FL","United States","33610","N","813-604-3290","","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER"
1997842,"CITIGROUP GLOBAL MARKETS INC.","306 GREIF PKWY","","DELAWARE","OH","United States","43015","N","(740) 549-3063","","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER."
1997842,"CITI PERSONAL WEALTH MANAGEMENT","388 GREENWICH ST.","22ND FL","NEW YORK","NC","United States","10013","N","7182480713","","One of your branch offices or affiliates","SUPERVISORY CENTER FILES, INCLUDING COMPLAINTS AND CORRESPONDENCE"
1997842,"CITIBANK N.A. & CITIGROUP GLOBAL MARKETS INC. (FKA SALOMON SMITH BARNEY INC.)","480 WASHINGTON BLVD","15TH FLOOR","JERSEY CITY","NJ","United States","07310","N","(201) 659-0259","","One of your branch offices or affiliates","ELECTRONIC RECORDS USED FOR OPERATIONAL CONTROL PROCESSES"
1997842,"IRON MOUNTAIN, INC.","1 FEDERAL STREET","","BOSTON","MA","United States","02110","N","800-934-3453","","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER INCLUDING CLIENT RECORDS"
1997842,"PERSHING LLC","ONE PERSHING PLAZA","","JERSEY CITY","NJ","United States","07399","N","(201) 413-2000","","A third-party unaffiliated record keeper","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER"
1997842,"CITIGROUP GLOBAL MARKETS INC","931 LITSEY RD","","ROANOKE","TX","United States","76262","N","817-490-5900","","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER"
1997842,"CITICORP SERVICES INDIA PRIVATE LIMITED","LITTLEWOOD TOWER, 3RD FLOOR, RAMANUJAN IT CITY,","RAJIV GANDHI SALAI, TARAMANI","CHENNAI","","India","600113","N","N/A","","One of your branch offices or affiliates","ELECTRONIC RECORDS USED FOR OPERATIONAL CONTROL PROCESSES"
1997842,"CITIBANK","2 COURT SQUARE","12 FLOOR","LONG ISLAND CITY","NY","United States","11101","N","610-831-8367","","One of your branch offices or affiliates","INCOMING AND OUTGOING CLIENT CORRESPONDENCE, CASHIERING RECORDS (CHECK AND SECURITIES DEPOSITS), CUSTOMER COMPLAINT RECORDS."
1997842,"CITIGROUP GLOBAL MARKETS INC. (FKA SALOMON SMITH BARNEY INC.)","153 EAST 53RD STREET","23RD FLOOR","NEW YORK","NY","United States","10022","N","(212) 307-8531","(212) 307-8222","One of your branch offices or affiliates","INVESTMENT MANAGED ACCOUNT AGREEMENTS, CLIENT RECORDS, TRADE TICKETS, AND CLIENT TRANSACTION RECORDS."
1997842,"CITIGROUP GLOBAL MARKETS INC.","750 WASHINGTON BOULEVARD","","STAMFORD","CT","United States","06901","N","(212) 559-1000","","One of your branch offices or affiliates","INVESTMENT MANAGEMENT AGREEMENTS, TRADE TICKETS, BLOTTERS, MARKETING MATERIALS, PERFORMANCE INFORMATION, TRADE TICKERS AND MARKETING MATERIAL."
1997842,"INSTITUTIONAL SHAREHOLDER SERVICES","2099 GAITHER ROAD","SUITE 501","ROCKVILLE","MD","United States","20850","N","(301)556-0500","(301)556-0491","Other","PROXY MATERIAL"
1997842,"IRON MOUNTAIN, INC.","336 OYSTER POINT BOULEVARD","","SAN FRANCISCO","CA","United States","94080","N","510-287-5475","510-645-4322","A third-party unaffiliated record keeper","CLIENT TRANSACTION RECORDS, INCLUDING TRADE TICKETS AND BLOTTERS, PROXY MATERIAL."
1997842,"BROADRIDGE FINANCIAL SOLUTIONS","51 MERCEDES WAY","","EDGEWOOD","NY","United States","11717","N","631-254-7400","631-254-7693","Other","PROXY STATEMENTS AND VOTING RECORDS"
1997842,"CITIGROUP GLOBAL MARKETS INC.","2700 POST OAK BLVD","","HOUSTON","TX","United States","77056","N","415-627-6165","713-966-5128","One of your branch offices or affiliates","BOOKS AND RECORDS RELATING TO THE INVESTMENT ADVISER INCLUDING COMPLAINT LOG, CHECKS AND SECURITIES LOG, INCOMING AND OUTGOING CORRESPONDENCE"
1997154,"ZENDESK","989 MARKET ST","","SAN FRANCISCO","CA","United States","94103","N","888-670-4887","","Other","INTERNAL SERVICE SOLUTION."
1999732,"SMARSH","921 SW WASHINGTON STREET","SUITE 540","PORTLAND","OR","United States","97205","N","866-762-7741","","Other","EMAIL ARCHIVING"
1996999,"MICROSOFT CORPORATION","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052","N","(425) 882-8080","","A third-party unaffiliated record keeper","CLOUD BASED MICROSOFT ENTRA ID P1"
1996999,"SMARSH INC","851 SW 6TH AVE 800#","","PORTLAND","OR","United States","97204","N","866-762-7741","","A third-party unaffiliated record keeper","SMARSH PROFESSIONAL ARCHIVE IS A CLOUD BASED SYSTEM USED FOR ARCHIVING AND MONITORING ELECTRONIC COMMUNICATIONS."
1997154,"COMPLY","136 MADISON AVE","6TH FLOOR","NEW YORK","NY","United States","10016","N","866-945-8904","","A third-party unaffiliated record keeper","COMPLIANCE TECHNOLOGY FOR BOOKS AND RECORDS FOR SUPERVISED PERSONS DISCLOSURES AND MARKETING ITEMS (REVIEW AND APPROVAL)."
1997154,"UBS FINANCIAL SERVICES INC","299 PARK AVENUE","","NEW YORK","NY","United States","10171","N","212-821-3000","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"ROBERT W. BAIRD & CO., INC","777 EAST WISCONSIN AVE","","MILWAUKIE","WI","United States","53201","N","800-792-2473","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"D.A. DAVIDSON & CO.","8 THIRD STREET NORTH","","GREAT FALLS","MT","United States","59401","N","800-332-5915","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"AMERIPRISE FINANCIAL","707 2ND AVE S","","MINNEAPOLIS","MN","United States","55402","N","800-862-7919","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"RBC CAPITAL MARKETS","200 VESEY STREET","9TH FLOOR","NEW YORK","NY","United States","10281","N","212-428-6200","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"MORGAN STANLEY & CO LLC","1585 BROADWAY","","NEW YORK","NY","United States","10036","N","212-761-4000","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"WEALTHBOX","50 PARK ROW WEST","SUITE 907","PROVIDENCE","RI","United States","02903","N","800-316-8967","","A third-party unaffiliated record keeper","CRM SOLUTION."
1997154,"STEWARD PARTNERS","1776 I STREET NW","SUITE 700","WASHINGTON","DC","United States","20006","N","801-716-2596","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"STEPHENS FINANCIAL GROUP","3344 PEACHTREE ROAD NE","SUITE 1650","ATLANTA","GA","United States","30326","N","404-461-5100","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"WELLS FARGO ADVISORS","420 MONTGOMERY STREET","","SAN FRANCISCO","CA","United States","94104","N","877-937-9357","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"US BANK INVESTMENTS INC.","60 LIVINGSTON AVE","","ST PAUL","MN","United States","55107","N","800-888-4700","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"RINGCENTRAL","20 DAVIS DRIVE","","BELMONT","CA","United States","94002","N","650-472-4100","","Other","TELEPHONE, IM AND TEXT MESSAGE SOLUTION - TEXT MESSAGES AND IMS SENT VIA API TO SMARSH FOR BOOKS AND RECORDS."
1997154,"RAYMOND JAMES & ASSOCIATES","880 CARILLON PARKWAY","","ST PETERSBURG","FL","United States","33716","N","800-248-8863","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"SMARSH","851 SW 6TH AVE","SUITE 800","PORTLAND","OR","United States","97204","N","866-762-7741","","A third-party unaffiliated record keeper","ARCHIVING AND REVIEW SOLUTIONS FOR ELECTRONIC COMMUNICATIONS INCLUDING EMAIL, TEXTS, IMS AND SOCIAL MEDIA."
1997154,"ADVYZON","935 W CHESTNUT ST","SUITE 301","CHICAGO","IL","United States","60642","N","844-829-0039","","A third-party unaffiliated record keeper","PORTFOLIO ACCOUNTING SYSTEM INCLUDING CRM."
1997154,"EGNYTE","1350 W MIDDLEFIELD ROAD","","MOUNTAIN VIEW","CA","United States","94043","N","877-734-6983","","A third-party unaffiliated record keeper","BOOKS AND RECORDS SYSTEM WHICH INCLUDES FILE SHARING."
1997154,"CHARLES SCHWAB & CO INC.","3000 SCHWAB WAY","","WESTLAKE","TX","United States","76262","N","800-435-4000","","A third-party unaffiliated record keeper","CUSTODIAN"
1997154,"NFS/FIDELITY","245 SUMMER ST","","BOSTON","MA","United States","02210","N","877-262-5950","","A third-party unaffiliated record keeper","CUSTODIAN"
1997283,"APOGEM CAPITAL LLC","227 WEST MONROE STREET","SUITE 5400","CHICAGO","IL","United States","60606","N","(312) 596-6900","(312) 596-6950","One of your branch offices or affiliates","VARIOUS DOCUMENTS RELATED TO PRIVATE FUNDS MANAGED BY APOGEM CAPITAL LLC"
1997283,"GEN II FUND SERVICES, LLC","805 THIRD AVENUE, 24TH FLOOR","","NEW YORK","NY","United States","10022","N","888-436-2001","","A third-party unaffiliated record keeper","VARIOUS FUND RELATED DOCUMENTS AND ACCOUNTING INFORMATION."
1997283,"ARENDT REGULATORY & CONSULTING SA","41A AVENUE JF KENNEDY L-2082 LUXEMBOURG","","RCS LUXEMBOURG","","Luxembourg","B 175516","N","352 26 09 10 1","","A third-party unaffiliated record keeper","COPIES OF VARIOUS EU REGULATORY DOCUMENTS"
1997283,"APOGEM CAPITAL LLC","1408-A ROSENEATH ROAD","SUITE 1400","RICHMOND","VA","United States","23230","N","(804) 289-6000","(804) 289-6001","One of your branch offices or affiliates","VARIOUS DOCUMENTS RELATED TO PRIVATE FUNDS MANAGED BY APOGEM CAPITAL LLC"
1997283,"IQ EQ DEPOSITARY COMPANY LTD.","FORSYTH HOUSE, CROMAC SQUARE","4TH FLOOR,","BELFAST","","United Kingdom","BT2 8LA","N","+44 28 9590 75","","A third-party unaffiliated record keeper","EU DEPOSITARY SERVICES"
1997283,"HEDGEMARK","780 THIRD AVENUE","44TH FLOOR","NEW YORK","NY","United States","10017","N","212.888.1300","","A third-party unaffiliated record keeper","INFORMATION RELATING TO RISK ANALYTICS AND INVESTOR REPORTS"
1997283,"BANK OF NEW YORK MELLON - ALTERNATIVE INVESTMENT SERVICES","101 BARCLAY STREET, 20W","","NEW YORK","NY","United States","10286","N","212 495 1784","","A third-party unaffiliated record keeper","VARIOUS LEGAL DOCUMENTS AND ACCOUNTING INFORMATION."
1997283,"WALKERS COMPLIANCE AND REGULATORY SERVICES LIMITED","190 ELGIN AVENUE","","GEORGE TOWN","","Cayman Islands","KY1-9001","N","345 949 0100","345 949 7886","Other","COPIES OF VARIOUS CAYMAN REGULATORY DOCUMENTS"
1997283,"CITCO FUND ADMINISTRATION (CAYMAN ISLANDS) LIMITED","89 NEXUS WAY","PO BOX 31106","GRAND CAYMAN","","Cayman Islands","KY1-1205","N","345 949 3977","345 949 3877","A third-party unaffiliated record keeper","VARIOUS LEGAL DOCUMENTS AND ACCOUNTING INFORMATION."
1997283,"APOGEM CAPITAL LLC","200 PUBLIC SQUARE","SUITE 3740","CLEVELAND","OH","United States","44114","N","216-472-4170","216-472-8177","One of your branch offices or affiliates","VARIOUS DOCUMENTS RELATED TO PRIVATE FUNDS MANAGED BY APOGEM CAPITAL LLC"
1997283,"NEW YORK LIFE INSURANCE COMPANY","51 MADISON AVENUE","","NEW YORK","NY","United States","10010","N","212-576-7000","","One of your branch offices or affiliates","VARIOUS LEGAL DOCUMENTS AND HUMAN RESOURCES INFORMATION"
1997283,"BNP PARIBAS FINANCIAL SERVICES, LLC","555 CROTON ROAD","SUITE 100","KING OF PRUSSIA","PA","United States","19406","N","610-491-1455","","A third-party unaffiliated record keeper","VARIOUS FUND RELATED DOCUMENTS AND ACCOUNTING INFORMATION."
1997283,"APOGEM CAPITAL LLC","500 WEST 2ND STREET","SUITE 1525","AUSTIN","TX","United States","78701","N","512.640.3130","512.485.5134","One of your branch offices or affiliates","VARIOUS DOCUMENTS RELATED TO PRIVATE FUNDS MANAGED BY APOGEM CAPITAL LLC"
1997283,"NEW YORK LIFE INVESTMENTS","30 HUDSON STREET","22ND FLOOR","JERSEY CITY","NJ","United States","07302","N","201-685-6383","","One of your branch offices or affiliates","INFORMATION RELATED TO REGISTRANT'S CODE OF ETHICS, INSIDER TRADING POLICIES AND PROCEDURES, MARKETING MATERIALS AND CERTAIN REQUIRED ACCOUNTING JOURNALS."
1997283,"IRON MOUNTAIN","333 SOUTH SWIFT ROAD","","ADDISON","IL","United States","60101","N","800-899-4766","","A third-party unaffiliated record keeper","BOOKS AND RECORDS THAT ARE REQUIRED TO BE KEPT PURSUANT TO RULE 204-2 OF THE INVESTMENT ADVISERS ACT OF 1940."
1997283,"WAYSTONE  CORPORATE SERVICES (CAYMAN) LTD","SUITE 5B201, 2ND FLOOR, ONE NEXUS WAY","PO BOX 2587","GRAND CAYMAN","","Cayman Islands","KY1-1103","N","1-345-749-2559","","Other","COPIES OF VARIOUS CAYMAN REGULATORY DOCUMENTS"
1997283,"THE CLINTON DATA CENTER","110 COKESBURY ROAD","","LEBANON","NJ","United States","08833","N","908-236-3361","","One of your branch offices or affiliates","BOOKS AND RECORDS THAT ARE REQUIRED TO BE KEPT PURSUANT TO RULE 204-2 OF THE INVESTMENT ADVISERS ACT OF 1940."
1997283,"IRON MOUNTAIN","2702 JEFFERSON DAVIS HWY","","RICHMOND","VA","United States","23234","N","804-233-0600","","A third-party unaffiliated record keeper","BOOKS AND RECORDS THAT ARE REQUIRED TO BE KEPT PURSUANT TO RULE 204 (2) OF THE INVESTMENT ADVISERS ACT OF 1940."
1997283,"SS&C TECHNOLOGIES, INC.","675 THIRD AVENUE","15TH FLOOR","NEW YORK","NY","United States","10017","N","212-891-8070","917-286-2539","A third-party unaffiliated record keeper","VARIOUS LEGAL DOCUMENTS AND ACCOUNTING INFORMATION."
1997184,"SHAREFILE","120 S WEST ST.","","RALEIGH","NC","United States","27603","N","(919) 745-611","","Other","CLOUD STORAGE ENVIRONMENT WHERE ELECTRONIC BOOKS AND RECORDS ARE STORED"
1997184,"GLOBAL RELAY COMMUNICATIONS, INC.","1155 AVENUE OF THE AMERICAS","FLOORS 38-42","NEW YORK","NY","United States","10036","N","(866) 484-6640","","Other","CLOUD STORAGE ENVIRONMENT WHERE ELECTRONIC BOOKS AND RECORDS ARE STORED"
1996092,"ATB CAPITAL MARKETS USA INC.","3530, 66 WELLINGTON STREET WEST, TD TOWER","","TORONTO, ONTARIO","","Canada","ON M5K 1A1","N","403-539-8600","","One of your branch offices or affiliates","RESEARCH-RELATED BOOKS AND RECORDS"
1996092,"","","","","","","","Y","403-539-8600","","One of your branch offices or affiliates","RESEARCH-RELATED BOOKS AND RECORDS"
1993528,"WAYSTONE ADMINISTRATION SOLUTIONS (IE) LIMITED","4TH FLOOR, 35 SHELBOURNE ROAD","","DUBLIN","","Ireland","D04 A4EO","N","+35318992400","","A third-party unaffiliated record keeper","FUND BOOKS AND RECORDS MAINTAINED BY THE THIRD PARTY ADMINISTRATOR FOR THE POOLED INVESTMENT VEHICLE MANAGED BY THE ADVISER."
1997359,"HBKS WEALTH ADVISORS","6603 SUMMIT DRIVE","","CANFIELD","OH","United States","44406","N","330-758-0428","330-726-4806","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS, FIRM DOCUMENTS AND PERSONNEL RECORDS"
1997359,"HBKS WEALTH ADVISORS","3838 TAMIAMI TRAIL NORTH","SUITE 201","NAPLES","FL","United States","34103","N","239-263-1960","239-434-0915","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","1777 MAIN STREET","SUTIE 301","SARASOTA","FL","United States","34236","N","914-957-4242","914-366-4296","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","33 CHURCH STREET","SECOND FLOOR","FREDONIA","NY","United States","14063","N","716-672-7800","716-672-7801","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","235 WEST 6TH STREET","","ERIE","PA","United States","16507","N","(814) 459-1116","(814) 459-6499","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","1000 SE MONTEREY COMMONS BLVD","SUITE 101","STUART","FL","United States","34996","N","772-287-4110","772-287-4112","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","200 PINEWOOD LANE","SUITE 204","WARRENDALE","PA","United States","15086","N","724-934-8200","724-934-3762","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","8010 SUMMERLIN LAKES DRIVE","SUITE 200","FT. MYERS","FL","United States","33907","N","239-433-7533","239-482-7772","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","101 CRAWFORDS CORNER RD","SUITE 2216","HOLMDEL","NJ","United States","07733","N","732-381-8887","732-381-0966","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","101 W ELM STREET","SUITE 350","CONSHOHOCKEN","PA","United States","19428","N","215-735-9530","215-735-9540","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997359,"HBKS WEALTH ADVISORS","3838 TAMIAMI TRAIL NORTH","SUITE 100","NAPLES","FL","United States","34103","N","239-919-1268","239-262-4961","One of your branch offices or affiliates","CUSTOMER ACCOUNT RECORDS"
1997365,"GEOWEALTH MANAGEMENT, LLC","444 N. MICHIGAN AVE, SUITE 3150","","CHICAGO","IL","United States","60611","N","312-219-9160","","A third-party unaffiliated record keeper","CLIENT ACCOUNT AND PORTFOLIO DATA."
1997365,"SMARTRIA","8200 KINGSTON PIKE SUITE 21","","KNOXVILLE","TN","United States","37919","N","833-497-6278","","A third-party unaffiliated record keeper","PERSONNEL ATTESTATIONS AND COMPLIANCE RECORDS."
1997365,"GLOBAL RELAY","121 W WACKER, 33RD FLOOR","","CHICAGO","IL","United States","60601","N","866-484-6630","","A third-party unaffiliated record keeper","FIRM COMMUNICATIONS."
1997365,"MICROSOFT CORP","ONE MICROSOFT WAY","","REDMOND","WA","United States","98052-6399","N","425-882-8080","","A third-party unaffiliated record keeper","GENERAL CLIENT FILES AND AGREEMENTS."
1997369,"RECALL","10610 WEST SAM HOUSTON PKWY NORTH","","HOUSTON","TX","United States","77064-4361","N","713/462-7300","","A third-party unaffiliated record keeper","LONG TERM INTERNAL ACCOUNTING RECORD STORAGE"
1997369,"IRON MOUNTAIN","5249 GLENMONT","","HOUSTON","TX","United States","77081-2107","N","(713) 610-6500","(713) 610-6590","A third-party unaffiliated record keeper","LONG-TERM CLIENT AND INTERNAL RECORD STORAGE"
1997369,"SEI GLOBAL CORP.","ONE FREEDOM VALLEY PKWY","","OAKS","PA","United States","19456","N","6106767843","","A third-party unaffiliated record keeper","CLIENT RECORDS"
1997369,"SMARSH","851 SW 6TH AVE","SUITE 800","PORTLAND","OR","United States","97204","N","8667627741","","A third-party unaffiliated record keeper","EMAIL COMMUNICATIONS"
1997369,"GLASS LEWIS & CO.","ONE SANSOME STREET","SUITE 3300","SAN FRANCISCO","CA","United States","94104","N","4156784110","4153570200","A third-party unaffiliated record keeper","PROXY VOTING RECORDS"
1997384,"RECALL","10610 WEST SAM HOUSTON PKWY NORTH","","HOUSTON","TX","United States","77064-4361","N","713/462-7300","","A third-party unaffiliated record keeper","LONG-TERM INTERNAL ACCOUNTING RECORD STORAGE"
1997384,"SMARSH","851 SW 6TH AVE","SUITE 800","PORTLAND","OR","United States","97204","N","8667627741","","A third-party unaffiliated record keeper","EMAIL COMMUNICATIONS"
1997384,"SEI GLOBAL CORP.","ONE FREEDOM VALLEY PKWY","","OAKS","PA","United States","19456","N","6106767843","","A third-party unaffiliated record keeper","CLIENT RECORDS"
1997384,"GLASS LEWIS & CO.","ONE SANSOME STREET","SUITE 3300","SAN FRANCISCO","CA","United States","94104","N","4156784110","4153570200","A third-party unaffiliated record keeper","PROXY VOTING RECORDS"
1997384,"IRON MOUNTAIN","5249 GLENMONT","","HOUSTON","TX","United States","77081-2107","N","(713)610-6500","(713)610-6590","A third-party unaffiliated record keeper","LONG-TERM INTERNAL ACCOUNTING RECORD STORAGE"
1997385,"SEI GLOBAL CORP.","ONE FREEDOM VALLEY PKWY","","OAKS","PA","United States","19456","N","6106767843","","A third-party unaffiliated record keeper","CLIENT RECORDS."
1997385,"RECALL","10610 WEST SAM HOUSTON PKWY NORTH","","HOUSTON","TX","United States","77064-4361","N","713/462-7300","","A third-party unaffiliated record keeper","LONG-TERM CLIENT AND INTERNAL RECORD STORAGE."
1997385,"SMARSH","851 SW 6TH AVE","SUITE 800","PORTLAND","OR","United States","97204","N","8667627741","","A third-party unaffiliated record keeper","EMAIL COMMUNICATIONS"
