"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1936122,"Y","A","STONE, MAXIMILIAN, DANA","I","","EXECUTIVE COMMITTEE MEMBER",01/2005,"NA","Y","N",2246217
1936122,"Y","A","ZABACK, CHRISTOPHER, MARTIN","I","","CHIEF FINANCIAL OFFICER",08/2008,"NA","N","N",4048333
1936122,"Y","A","FISHMAN, EDWARD, LAURENCE","I","","CHIEF OPERATING OFFICER, EXECUTIVE COMMITTEE MEMBER",10/2010,"NA","Y","N",2656095
1936122,"Y","A","PLAINTEXT HOLDINGS, LLC","DE","","LIMITED PARTNER",04/2015,"B","N","N",
1936122,"","B","BIG HEN GROUP I, LLC","DE","PLAINTEXT HOLDINGS, LLC","SOLE MEMBER, PLAINTEXT HOLDINGS, LLC",12/2014,"E","Y","N",
1936122,"","B","THE SCHMIDT FAMILY LIVING TRUST","DE","BIG HEN GROUP I, LLC","MEMBER, BIG HEN GROUP I, LLC",10/2004,"E","Y","N",
1936122,"","B","SCHMIDT, ERIC, EMERSON","I","THE SCHMIDT FAMILY LIVING TRUST","CO-TRUSTEE, THE SCHMIDT FAMILY LIVING TRUST",01/1987,"F","Y","N",6482891
1936122,"","B","SCHMIDT, WENDY, NMN","I","THE SCHMIDT FAMILY LIVING TRUST","CO-TRUSTEE, THE SCHMIDT FAMILY LIVING TRUST",01/1987,"F","Y","N",6482893
1936122,"Y","A","SWEET, DAVID, MCINTYRE","I","","CO-GENERAL COUNSEL",01/2017,"NA","N","N",2959457
1936122,"Y","A","LEBWOHL, MARTIN, NMN","I","","CO-GENERAL COUNSEL",01/2017,"NA","N","N",5355729
1936122,"Y","A","DINNING, ANNE, CAROLYN","I","","CHAIR OF THE EXECUTIVE COMMITTEE",07/1997,"NA","Y","N",2078654
1936122,"Y","A","HALABY, ALEXIS, ANNE","I","","EXECUTIVE COMMITTEE MEMBER",06/2021,"NA","Y","N",4719650
1936122,"Y","A","JAGER, EDWIN, ANDREW","I","","EXECUTIVE COMMITTEE MEMBER",01/2024,"NA","Y","N",4223985
1936122,"Y","A","PRASAD, ANOOP, NMN","I","","EXECUTIVE COMMITTEE MEMBER",04/2024,"NA","Y","N",2946224
1936122,"Y","A","DEATON, ADAM, ANGUS","I","","EXECUTIVE COMMITTEE MEMBER",04/2024,"NA","Y","N",4169923
1936122,"Y","A","Marcus, Daniel, Robbins","I","","CHIEF COMPLIANCE OFFICER",08/2024,"NA","N","N",7889060
1935077,"N","A","FANG, YUHAN","I","","DIRECTOR",03/2023,"E","Y","N",5811675
1935077,"N","A","STEELE, HANNAH","I","","CHIEF COMPLIANCE OFFICER",06/2024,"NA","Y","N",6076752
1931870,"Y","A","BUNNELL, DAVID, SCOTT","I","","MANAGING MEMBER AND CHIEF COMPLIANCE OFFICER",05/2014,"B","Y","N",2135586
1931870,"Y","A","NAVIGATE HOLDINGS LLC","DE","","MANAGING MEMBER",10/2023,"E","Y","N",
1931870,"","B","BUNNELL, DAVID, SCOTT","I","NAVIGATE HOLDINGS LLC","MANAGING MEMBER",10/2023,"C","Y","N",2135586
1931870,"","B","BURGON, MARK, HAROLD","I","NAVIGATE HOLDINGS LLC","MANAGING MEMBER",10/2023,"C","Y","N",4217852
1931870,"","B","Hendrickson, Riley, James","I","NAVIGATE HOLDINGS LLC","MANAGING MEMBER",10/2023,"C","Y","N",6361669
1942010,"N","A","Matthews, Stephanie, Robichaux","I","","DIRECTOR OF FINANCIAL WELLNESS",01/2023,"NA","N","N",7325731
1942010,"N","A","GUTIERREZ, SARAH, CATHERINE","I","","PARTNER AND CHIEF EXECUTIVE OFFICER",07/2011,"E","Y","N",3246817
1942010,"N","A","QUILLIN, TIMOTHY, JOHN","I","","CHIEF COMPLIANCE OFFICER",05/2021,"C","Y","N",2933473
1942010,"N","A","DUNCAN, CHARLES, MATTHEW","I","","DIRECTOR OF FINANCIAL PLANNING",07/2018,"NA","Y","N",3073476
1935550,"N","A","Cox, James, Thomas","I","","FOUNDER AND CHIEF COMPLIANCE OFFICER",07/2024,"E","Y","N",6174566
1924845,"N","A","BOWER, MATTHEW, JOSEPH","I","","MANAGING DIRECTOR & CHIEF OPERATIONS OFFICER",04/2015,"C","Y","N",4335636
1924845,"N","A","BOWER, KENNETH, JOHN","I","","MANAGING DIRECTOR & CHIEF EXECUTIVE OFFICER",04/2015,"C","Y","N",2078620
1924845,"N","A","BAHR, JULIE, ELIZABETH","I","","MANAGING DIRECTOR",08/2015,"NA","N","N",3043047
1924845,"N","A","MICHALAK, CHRISTOPHER, ROBERT","I","","MANAGING DIRECTOR",09/2016,"NA","N","N",2928683
1924845,"N","A","BRITT, PATRICK, MICHAEL","I","","MANAGING DIRECTOR",03/2018,"NA","N","N",4929728
1924845,"N","A","RICHERT, KELLY, ANN","I","","MANAGING DIRECTOR & CCO",11/2021,"NA","N","N",2616722
1935008,"N","A","JACKSON, PAUL, BRIAN","I","","CHIEF INVESTMENT OFFICER",03/2011,"NA","N","N",2657314
1935008,"N","A","WEGNER, MICHAEL, ALLEN","I","","PRESIDENT",01/2017,"E","Y","N",1638972
1935008,"N","A","Wegner, Ross, Allen","I","","CHIEF COMPLIANCE OFFICER",04/2024,"NA","Y","N",7004489
1933296,"N","A","HODGES, ANDREW, WILLIAM","I","","MANAGING MEMBER, CHIEF COMPLIANCE OFFICER",06/2012,"E","Y","N",6091749
1928142,"N","A","MCDONALD, JEFFREY, LEE","I","","MANAGING MEMBER AND CHIEF COMPLIANCE OFFICER",01/2025,"E","Y","N",3274273
1936298,"N","A","PETERSEN, DAVID, RONALD","I","","FOUNDING PARTNER",01/2021,"NA","Y","N",716333
1936298,"N","A","JOSEPH, JAMES, EDWARD","I","","PRESIDENT/TREASURER CHIEF COMPLIANCE OFFICER & PARTNER",01/2021,"D","Y","N",2943563
1936298,"N","A","ROUGH, RONALD, JAMES","I","","CHIEF INVESTMENT OFFICER & PARTNER",01/2021,"C","Y","N",2083110
1936298,"N","A","Donohue, Kim, Marie","I","","SECRETARY",01/2020,"NA","N","N",7216946
1936298,"N","A","Basenback, KIMBERLY, ANNE","I","","DIRECTOR OF FINANCIAL PLANNING & PARTNER",04/2024,"A","Y","N",5523788
1936346,"Y","A","LAFLEY, PATRICK, ALAN","I","","MANAGING PARTNER & CO-FOUNDER",02/2008,"NA","Y","N",5529414
1936346,"Y","A","WILLIAMS, JOHN, MARSHALL","I","","MANAGING PARTNER & CO-FOUNDER",08/2008,"C","Y","N",2669535
1936346,"Y","A","Hayes, Patrick, Daniel","I","","CHIEF COMPLIANCE OFFICER",11/2020,"NA","N","N",6571587
1936346,"Y","A","PAL QCG HOLDINGS, LLC","DE","","MEMBER",01/2022,"D","Y","N",
1936346,"","B","VOTUM, LLC","DE","PAL QCG HOLDINGS, LLC","MEMBER",01/2022,"D","Y","N",
1936346,"","B","LAFLEY, PATRICK, ALAN","I","PAL QCG HOLDINGS, LLC","MEMBER & SOLE MANAGER",01/2022,"F","Y","N",5529414
1936346,"Y","A","Bonnell, Kelly, Anne","I","","CHIEF OPERATING OFFICER",03/2022,"NA","Y","N",7522406
1936346,"Y","A","TAYLOR, JAMES, WILTON","I","","CHIEF FINANCIAL OFFICER",08/2021,"NA","Y","N",6704451
1936223,"","B","LAIBLE, BRIAN, K","I","LANDMARK WEALTH ADVISORS, LLC","MANAGING MEMBER",11/2011,"E","Y","N",4774488
1934981,"N","A","SHARMA, SANDEEP","I","","PRINCIPAL/FOUNDER",01/2002,"E","Y","N",1721253
1934981,"N","A","SHARMA, SANDEEP","I","","CHIEF COMPLIANCE OFFICER",01/2002,"E","Y","N",1721253
1936216,"N","A","LEWIS, TOMMY, GLYNN","I","","PRESIDENT/ CHIEF COMPLIANCE OFFICER",05/2012,"E","Y","N",1964734
1936223,"Y","A","KERSHNER, EUGENE, GERALD","I","","MEMBER",11/1999,"NA","N","N",4372172
1936223,"Y","A","ODYSSEY ADVISORS, INC.","DE","","MEMBER",01/2005,"C","Y","N",
1936223,"","B","COLLARD, MARK, PATRICK","I","ODYSSEY ADVISORS, INC.","MANAGING MEMBER",01/2005,"E","Y","N",4209319
1936223,"Y","A","LANDMARK WEALTH ADVISORS, LLC","DE","","MEMBER",11/2011,"C","Y","N",
1936223,"Y","A","CHIAMPOU TRAVIS BESAW & KERSHNER LLP","DE","","MEMBER",11/2011,"B","N","N",
1936223,"Y","A","WEIHRICH, BENJAMIN, F","I","","CHIEF COMPLIANCE OFFICER",06/2024,"NA","Y","N",4469230
1933089,"N","A","HETZER, KRISTIN","I","","CHIEF EXECUTIVE OFFICER/CHIEF COMPLIANCE OFFICER",01/2004,"E","Y","N",1098705
1933089,"N","A","Hetzer, Joseph, Henri","I","","MEMBER",01/2024,"NA","N","N",7857915
1936367,"N","A","OCULEE, REM","I","","CEO",07/2002,"E","Y","N",2129026
1936367,"N","A","PATNEAUDE, JOSEPH, MATHEW","I","","CHIEF COMPLIANCE OFFICER",05/2022,"NA","N","N",4333607
1936487,"N","A","DALLMANN, MICHELE","I","","CHIEF COMPLIANCE OFFICER",10/2024,"NA","N","N",4254902
1936373,"N","A","VORPAHL, TIM JAMES","I","","PRESIDENT,",04/1996,"E","Y","N",1457312
1936373,"N","A","VORPAHL, TIM J.","I","","CCO",12/2022,"E","Y","N",1457312
1936487,"N","A","MAYNERICH, ANDREW, THOMAS","I","","OWNER/INVESTMENT ADVISOR REPRESENTATIVE",05/2024,"E","Y","N",5912401
1936503,"N","A","LINCOLN, DAVID, JAMES","I","","PARTNER",08/2013,"A","N","N",706040
1936503,"N","A","ROSENAU, JOHN, MAXWELL","I","","PARTNER",08/2013,"A","Y","N",1346021
1936503,"N","A","ROCCO, CHARLES, WILLIAM","I","","PARTNER",12/2019,"B","N","N",6039796
1936503,"N","A","KELLEHER, ARTHUR, J","I","","PARTNER",12/2019,"NA","N","N",4137144
1936503,"N","A","THOMPSON, VIRGINIA, L","I","","PARTNER",12/2019,"NA","Y","N",4683620
1936503,"N","A","METZ, DERREK, LEWIS","I","","PARTNER",01/2023,"B","Y","N",4599680
1936503,"N","A","SCHROEDER, TODD, ROBERT","I","","PARTNER",01/2023,"A","N","N",4664353
1936503,"N","A","NEUBERT, CHRISTOPHER, JON","I","","PARTNER",07/2023,"A","N","N",834944
1936503,"N","A","FLYNN, GREGORY, SCOTT","I","","PARTNER",07/2023,"A","N","N",4600852
1936503,"N","A","HYDE, JASON, ADAM","I","","PARTNER",07/2023,"NA","N","N",4180274
1936503,"N","A","WEISS, RUDOLF, JOHN","I","","PARTNER",07/2023,"NA","N","N",718305
1936503,"N","A","JOHNSON, ERIC, CARL","I","","PARTNER",07/2023,"NA","Y","N",3231707
1936503,"N","A","BOUTAGY, SALIM, P","I","","PARTNER",07/2023,"NA","N","N",5428396
1936503,"N","A","GALUSHKO, COLLEEN, KILLEEN","I","","PARTNER",07/2023,"NA","N","N",2139050
1936503,"N","A","OSBORNE, PETER, CHARLES","I","","PARTNER",07/2023,"NA","N","N",2153272
1936503,"N","A","PREIS, DANA, SETH","I","","PARTNER",07/2023,"NA","N","N",3268819
1936503,"N","A","AMEDEN, DAVID, REED","I","","PARTNER",07/2023,"NA","N","N",2741615
1936503,"N","A","RUSSELL, JOANNA, Ellen","I","","PARTNER",07/2023,"NA","N","N",5659222
1936503,"N","A","Hickey, Timothy, Joseph","I","","PARTNER",12/2023,"NA","N","N",6597009
1936503,"N","A","Farella, Paul, Alexander","I","","PARTNER",12/2024,"NA","N","N",6621195
1936503,"N","A","LORING, ALLISON, ELIZABETH","I","","CHIEF COMPLIANCE OFFICER",10/2024,"NA","Y","N",5632900
1933717,"N","A","STRANBERG, PETER, STINSON","I","","MANAGING MEMBER/CHIEF COMPLIANCE OFFICER",08/1996,"E","Y","N",1403854
1933941,"Y","A","CHESTER, MARQUETTE","I","","SENIOR MANAGING DIRECTOR/MEMBER",02/2021,"B","Y","N",1233792
1933941,"Y","A","SIMMS, SHELLEY","I","","CHIEF COMPLIANCE OFFICER",02/2021,"NA","Y","N",4852565
1933941,"Y","A","XPONANCE, INC.","DE","","MEMBER",02/2021,"D","Y","N",111126
1933941,"Y","A","BYLES WILLIAMS, TINA","I","","CHAIRPERSON/MEMBER",02/2021,"B","Y","N",2708300
1933941,"Y","A","WILLIAMS, MCCULLOUGH, ALPHONSO","I","","CHIEF OPERATING OFFICER",02/2021,"NA","Y","N",2692206
1933941,"Y","A","LOGUE, EUGENIE, GUTHRIE","I","","CHIEF FINANCIAL OFFICER",02/2021,"NA","Y","N",2234617
1933941,"","B","XPONANCE EMPLOYEE STOCK OWNERSHIP PLAN TRUST","DE","XPONANCE, INC.","SHAREHOLDER",12/2012,"C","Y","N",
1933941,"","B","TINA BYLES WILLIAMS REVOCABLE TRUST","DE","XPONANCE, INC.","SHAREHOLDER",12/2009,"D","Y","N",
1933941,"","B","URBACH, JAMES","I","XPONANCE EMPLOYEE STOCK OWNERSHIP PLAN TRUST","TRUSTEE",12/2012,"F","Y","N",6470497
1933941,"","B","BYLES WILLIAMS, TINA","I","TINA BYLES WILLIAMS REVOCABLE TRUST","TRUSTEE",12/2009,"F","Y","N",2708300
1933941,"Y","A","ORR, MICHAEL","I","","MANAGING DIRECTOR & CHIEF INVESTMENT OFFICER",09/2022,"NA","N","N",2422464
1933941,"Y","A","TINA BYLES WILLIAMS REVOCABLE TRUST","DE","","MEMBER",04/2023,"B","Y","N",
1933941,"Y","A","INVICTUS 70 VENTURES, LLC","DE","","MEMBER",04/2023,"B","Y","N",
1933941,"","B","CHESTER, MARQUETTE","I","INVICTUS 70 VENTURES, LLC","MANAGING PARTNER",07/2021,"F","N","N",1233792
1930942,"Y","A","Lovett, Ann, Catherine","I","","CHIEF COMPLIANCE OFFICER",09/2024,"NA","Y","N",8003748
1930942,"Y","A","CMC WEALTH PARTNERS","DE","","HOLDING COMPANY",09/2024,"D","Y","N",
1930942,"Y","A","SEBVIVI ENTERPRISES INC","DE","","HOLDING COMPANY",09/2024,"D","Y","N",
1930942,"","B","WHITEHEAD, JOHN, KENNETH","I","SEBVIVI ENTERPRISES INC","MANAGING MEMBER",07/2016,"E","Y","N",2198120
1930942,"","B","MCNESBY, CHRISTOPHER","I","CMC WEALTH PARTNERS","MANAGING MEMBER",07/2016,"E","Y","N",4458026
1930942,"Y","A","WHITEHEAD, JOHN, KENNETH","I","","CEO",09/2024,"NA","Y","N",2198120
1930877,"N","A","KENNEDY, KEVIN, JAMES","I","","SHAREHOLDER AND PRESIDENT",01/2025,"E","Y","N",4421611
1930877,"N","A","MASTROMONACO, AMY, ELIZABETH","I","","SHAREHOLDER, DIRECTOR OF OPERATIONS, AND CHIEF COMPLIANCE OFFICER",07/1998,"B","N","N",2740891
1931247,"N","A","MARINO, PAUL, M.","I","","FINANCIAL ADVISOR, MANAGING DIRECTOR",05/2011,"C","Y","N",1919298
1931247,"N","A","STRAM, RICHARD, ERIC","I","","FINANCIAL ADVISOR, MANAGING DIRECTOR AND CCO",06/2011,"C","Y","N",1705331
1931247,"N","A","CAMMARATA, MICHAEL, PAUL","I","","FINANCIAL ADVISOR, MANAGING PARTNER",08/2014,"B","N","N",4846748
1931247,"N","A","ZIMMERMAN, RYAN, ALAN","I","","FINANCIAL ADVISOR, PARTNER",07/2023,"A","N","N",4690733
1930825,"Y","A","LIU, JI","I","","MANAGING PARTNER, DIRECTOR AND CHIEF INVESTMENT OFFICER",11/2014,"NA","Y","N",4376853
1930825,"","B","KY CAPITAL HOLDINGS LIMITED","FE","LIU, JI","100% SHAREHOLDER OF NEO-CRITERION CAYMAN MANAGEMENT",11/2014,"E","Y","N",
1930825,"","B","LIU, JI","I","KY CAPITAL HOLDINGS LIMITED","87% SHAREHOLDER OF KY CAPITAL HOLDINGS LIMITED",11/2014,"E","Y","N",4376853
1930825,"Y","A","LIM, MENG TAT, NMN","I","","CHIEF EXECUTIVE OFFICER",06/2016,"NA","Y","N",5823842
1930825,"Y","A","PENG, YU CHEN","I","","SENIOR INVESTMENT ANALYST, VICE PRESIDENT",04/2014,"NA","N","N",7077947
1930825,"Y","A","KY CAPITAL HOLDINGS LIMITED","FE","","100% SHAREHOLDER OF NEO-CRITERION CAPITAL MANAGEMENT LIMITED",11/2014,"E","Y","N",
1930685,"","B","PETIT-HOMME, JACKY, LOUIS","I","LIBERTY ONE HOLDINGS, INC.","FOUNDING MEMBER",01/2025,"C","Y","N",6181225
1936393,"N","A","ELLIOTT, LYNN, VINCENT","I","","CCO / MANAGING MEMBER",08/2014,"E","Y","N",4243505
1930675,"N","A","JACKSON, FRANK, ROSS","I","","MANAGER, CHIEF COMPLIANCE OFFICER",01/2018,"E","Y","N",2094312
1936432,"N","A","KEEFE, PETER, CREIGHTON","I","","MANAGING MEMBER, CCO",12/2023,"E","Y","N",720981
1930685,"Y","A","Dileonardo, Guilian","I","","CHIEF COMPLIANCE OFFICER",06/2021,"C","Y","N",6340775
1930685,"","B","Dileonardo, Guilian","I","LIBERTY ONE HOLDINGS, INC.","CCO/FOUNDING MEMBER",01/2025,"C","Y","N",6340775
1930685,"","B","Feng, Fan","I","LIBERTY ONE HOLDINGS, INC.","FOUNDING MEMBER",01/2025,"F","N","N",6890180
1930685,"Y","A","LIBERTY ONE HOLDINGS, INC.","DE","","MANAGING MEMBER",01/2025,"E","N","N",
1928625,"N","A","BARTLETT, JOHN, PRENTISS","I","","PRESIDENT",07/2019,"NA","Y","N",2248307
1929949,"N","A","FOSTER, IAN, ANDREW","I","","MANAGING MEMBER",06/2013,"D","Y","N",6119064
1929949,"N","A","BROMLEY, WILLIAM, HAYWOOD","I","","CHIEF COMPLIANCE OFFICER",10/2015,"D","Y","N",4881804
1928625,"N","A","PASS, DAVID, MARC","I","","VICE PRESIDENT, SECRETARY, CHIEF OPERATING  OFFICER, CFO",07/2019,"B","Y","N",1041996
1928625,"N","A","PORTER, TIMOTHY, OTTAVIANO","I","","VICE PRESIDENT",06/2007,"B","Y","N",2512256
1928625,"N","A","RHAME, JOSEPH, BURNS","I","","CEO",05/2010,"B","Y","N",4676211
1928625,"N","A","WEEKS, BRIAN, WALLACE","I","","VICE PRESIDENT",03/2015,"B","Y","N",4679843
1928625,"N","A","JOHN BARTLETT GST - EXEMPT TRUST","DE","","SHAREHOLDER",12/2021,"B","N","N",
1928625,"N","A","GAVLICK, STEPHEN","I","","CHIEF COMPLIANCE OFFICER",07/2022,"NA","N","N",2909207
1938170,"Y","A","CABLE CAR CAPITAL LLC","DE","","GENERAL PARTNER",12/2024,"NA","Y","N",
1938170,"Y","A","MA-WEAVER, JACOB, HAFT","I","","LIMITED PARTNER AND PORTFOLIO MANAGER",12/2024,"D","Y","N",5844220
1938170,"Y","A","MA-WEAVER, ANNIE, YOUXI","I","","LIMITED PARTNER",12/2024,"D","Y","N",6254523
1938170,"Y","A","EURICH, EVAN, HOWELL","I","","CHIEF OPERATING OFFICER & CCO",01/2023,"NA","N","N",5162133
1938170,"","B","MA-WEAVER, JACOB, HAFT","I","CABLE CAR CAPITAL LLC","OWNER",12/2024,"E","Y","N",5844220
1939002,"Y","A","ACADIAN AFFILIATE HOLDINGS LLC","DE","","SOLE HOLDER OF CLASS A INTERESTS OF THE REGISTRANT - NAME CHANGE FROM BRIGHTSPHERE AFFILIATE HOLDINGS LLC",01/2025,"E","Y","N",
1939002,"","B","ACADIAN INC.","DE","ACADIAN AFFILIATE HOLDINGS LLC","SOLE MEMBER OF ACADIAN AFFILIATE HOLDINGS LLC - NAME CHANGE FROM BRIGHTSPHERE INC.",01/2025,"E","Y","N",
1939002,"Y","A","DIAS, SCOTT, PETER","I","","SVP, CHIEF COMPLIANCE OFFICER, GENERAL COUNSEL",12/2007,"NA","Y","N",2759180
1939002,"Y","A","ACADIAN KELP LP","DE","","SOLE HOLDER OF CLASS B INTERESTS OF THE REGISTRANT",07/2017,"E","Y","N",
1939002,"","B","ACADIAN KELP GP LLC","DE","ACADIAN KELP LP","GENERAL PARTNER OF ACADIAN KELP LP",12/2007,"F","Y","N",
1939002,"Y","A","BRADLEY, BRENDAN, O'BRIEN","I","","CIO, MANAGER",01/2019,"NA","Y","N",6024108
1939002,"","B","ACADIAN ASSET MANAGEMENT INC","DE","ACADIAN INC.","SOLE SHAREHOLDER OF ACADIAN INC. - NAME CHANGE FROM BRIGHTSPHERE INVESTMENT GROUP",01/2025,"E","Y","Y",
1939002,"Y","A","Young, Kelly-Ann, Louise","I","","CHIEF EXECUTIVE OFFICER, MANAGER",12/2023,"NA","Y","N",7088966
1939002,"Y","A","Catania, Charmaine, Marie","I","","SVP, CHIEF FINANCIAL OFFICER",01/2020,"NA","Y","N",7245184
1939002,"Y","A","HART, RICHARD, JONATHAN","I","","MANAGER",04/2020,"NA","Y","N",7129130
1939002,"Y","A","Huang, Haixuan, Melody","I","","MANAGER",03/2023,"NA","Y","N",7720380
1939002,"Y","A","NOON, THEODORE, W.","I","","CHIEF MARKETING OFFICER, MANAGER",02/2024,"NA","Y","N",4975778
1939002,"Y","A","Voitenok, Alexandre","I","","MANAGER, DEPUTY CHIEF INVESTMENT OFFICER",03/2024,"NA","Y","N",7871142
1938987,"N","A","WILLIAMSON, TYRA","I","","OWNER/ADVISOR",04/2010,"D","Y","N",4864359
1938987,"N","A","WILLIAMSON, BROCK, DON","I","","PRESIDENT/OWNER/CCO",04/2010,"D","Y","N",4876027
1939075,"N","A","KRSEK, PAUL, JAMES","I","","CHIEF EXECUTIVE OFFICER (CEO)",06/1998,"C","Y","N",716944
1939075,"N","A","KRSEK, MARGARET","I","","CHIEF FINANCIAL OFFICER (CFO)",01/2009,"C","Y","N",5639852
1939075,"N","A","SCOZZAFAVA, HIEN, L","I","","CHIEF COMPLIANCE & CLIENT SERVICES OFFICER (CCO/CSO)",07/2016,"B","Y","N",3020995
1939075,"N","A","ROTH, CHRISTOPHER, STEVEN","I","","CHIEF INVESTMENT OFFICER",01/2024,"C","Y","N",5155417
1939132,"N","A","CHEA, JUN, STEPHEN","I","","PRESIDENT AND CHIEF COMPLIANCE OFFICER",08/2024,"E","Y","N",4451715
1936818,"N","A","DURHAM, CHARLES, W","I","","CHIEF EXECUTIVE OFFICER AND CHIEF COMPLIANCE OFFICER",06/2015,"E","Y","N",5546682
1938954,"N","A","JOBE, MICHAEL, T","I","","PRINCIPAL AND CHIEF COMPLIANCE OFFICER",06/2020,"E","Y","N",5179276
1938872,"","B","Barnes, Dana, Wahl","I","DANA WAHL BARNES TRUST","TRUSTEE",12/2014,"F","Y","N",6756734
1938092,"N","A","WATTS, JAMES, BARRY","I","","OWNER/CHIEF COMPLIANCE OFFICER",01/2014,"E","Y","N",2482375
1938970,"N","A","RICHERT, KELLY, ANN","I","","MANAGING MEMBER/CCO",02/2025,"C","Y","N",2616722
1938970,"N","A","BAHR, JULIE, ELIZABETH","I","","MANAGING MEMBER",02/2025,"C","Y","N",3043047
1938970,"N","A","MICHALAK, CHRISTOPHER, ROBERT","I","","MANAGING MEMBER",02/2025,"C","Y","N",2928683
1938872,"Y","A","BARNES, BONNER, CASTLES","I","","MANAGING MEMBER",05/2012,"E","Y","N",717481
1938872,"Y","A","DANA WAHL BARNES TRUST","DE","","MEMBER",12/2014,"B","N","N",
1938872,"Y","A","THE CORRIN BARNES TRUST","DE","","MEMBER",12/2014,"B","N","N",
1938872,"","B","Barnes, Corrin, NMI","I","THE CORRIN BARNES TRUST","TRUSTEE",12/2014,"F","Y","N",6756739
1938872,"Y","A","ROBERTS, VERNON, KEITH","I","","CHIEF COMPLIANCE OFFICER",07/2022,"NA","Y","N",1196897
1938207,"N","A","KARMINDRO, DIXON","I","","PRINCIPAL/CHIEF COMPLIANCE OFFICER/MANAGING PARTNER",12/2022,"D","Y","N",4554357
1938207,"N","A","Lee, Kyongjin","I","","PARTNER",12/2022,"D","Y","N",2178866
1938294,"Y","A","SARATOGA SPRINGS LLC","DE","","GENERAL PARTNER",07/2003,"NA","Y","N",
1938294,"Y","A","GS AYCO HOLDING LLC","DE","","LIMITED PARTNER",07/2003,"E","Y","N",
1938294,"","B","THE GOLDMAN SACHS GROUP, INC.","DE","IMD HOLDINGS LLC","SOLE MEMBER AND MANAGER",11/2017,"E","Y","Y",
1938294,"","B","GS AYCO HOLDING LLC","DE","SARATOGA SPRINGS LLC","SOLE MEMBER AND MANAGER",07/2003,"E","Y","N",
1938294,"","B","IMD HOLDINGS LLC","DE","GS AYCO HOLDING LLC","SOLE MEMBER AND MANAGER",11/2017,"E","Y","N",
1938294,"Y","A","LUKS, SHELLEY, M","I","","VICE PRESIDENT, TREASURER",01/2021,"NA","Y","N",6004389
1938294,"Y","A","KINOWSKI, KYLE","I","","VICE PRESIDENT, ASSISTANT SECRETARY",06/2024,"NA","Y","N",4277862
1938294,"Y","A","RYAN, DIANA, ELIZABETH","I","","VICE PRESIDENT, CHIEF COMPLIANCE OFFICER",06/2024,"NA","Y","N",2780148
1938294,"Y","A","SHEPARD, JASON, PATRICK","I","","VICE PRESIDENT, SECRETARY",06/2024,"NA","Y","N",4771759
1938294,"Y","A","FOX, DAVID, ASHLEY","I","","PRESIDENT, CHIEF EXECUTIVE OFFICER",02/2025,"NA","Y","N",4008792
1938274,"N","A","BYERS, MICHAEL, JON","I","","PRESIDENT/CCO",05/2007,"E","Y","N",5383809
1938481,"N","A","MEZHERITSKIY, MICHAEL, V","I","","MANAGING MEMBER AND CCO",02/2016,"E","Y","N",4216984
1938617,"Y","A","TRANQUILLI, LOUIS","I","","MEMBER AND CHIEF COMPLIANCE OFFICER",10/2018,"E","Y","N",2179748
1938617,"Y","A","T.I.M.E.S., FINANCIAL PLANNING, INC.","DE","","MANAGING MEMBER",10/2018,"NA","Y","N",
