"FilingID","2A1","2A2","2A3","2A4","2A5","2A6","2A7","2A8","2A9","2A10","2A11","2A11(1)","2A11(2)","2A12","2A13","2-AL","2-AK","2-AZ","2-AR","2-CA","2-CO","2-CT","2-DE","2-DC","2-FL","2-GA","2-HI","2-ID","2-IL","2-IN","2-IA","2-KS","2-KY","2-LA","2-ME","2-MD","2-MA","2-MI","2-MN","2-MS","2-MO","2-MT","2-NE","2-NV","2-NH","2-NJ","2-NM","2-NY","2-NC","2-ND","2-OH","2-OK","2-OR","2-PA","2-PR","2-RI","2-SC","2-SD","2-TN","2-TX","2-UT","2-VT","2-VA","2-WA","2-WV","2-WI","2-GU","2-VI","3A","3A-Other","3B","3C","3C-State","3C-Country"
1988600,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1988700,"","","","","","","","","","Y","","","","","","","","","","Y","Y","","","Y","Y","","","","Y","Y","","","","","","Y","Y","Y","Y","","","","","","","Y","","Y","","","Y","","","Y","","","","","","Y","Y","","Y","Y","","","","","Limited Liability Company","","DECEMBER","","Connecticut","United States"
1988900,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Illinois","United States"
1989000,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","","","","","","","","","Y","","","","","","","","Y","Y","","Y","Y","","Y","","","Y","","Y","Y","","Y","Y","","Y","Y","","","","","","Corporation","","DECEMBER","","New York","United States"
1989300,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1989400,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","DECEMBER","","Colorado","United States"
1991700,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1991800,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Texas","United States"
1991900,"Y","","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","Y","","","","","","","","","","Y","Y","Y","","","","","","","","Y","","","Y","","","Y","","","Y","","","","","","Y","","Y","Y","","","","","","Corporation","","DECEMBER","","Maryland","United States"
1992200,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","Y","Y","","","","","","","","Y","","","","","Y","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Michigan","United States"
1992400,"Y","","","","","","","","","","","","","","","Y","","Y","","Y","Y","","","","Y","","","","Y","","","","","","","","","","","","","","Y","","Y","","Y","","Y","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Colorado","United States"
1992900,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1993700,"Y","","","","","","","","","","","","","","","Y","","Y","","Y","Y","","","","Y","","","","Y","","","","","","","","","","","","","","Y","","Y","","Y","","Y","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Colorado","United States"
1993800,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","","","Y","Y","","","","","Y","Y","","Y","Y","Y","Y","Y","","","","","","Y","Y","Y","","Y","Y","","","","","Y","","Y","Y","","","Y","Y","Y","Y","Y","","","","","Corporation","","DECEMBER","","Delaware","United States"
1994000,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","Y","","","","Y","","Y","Y","","Y","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","Limited Liability Partnership","","DECEMBER","","Iowa","United States"
1994400,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","Y","Y","","","","","","","","","Y","Y","Y","Y","","","","","","","","Y","Y","","Y","","","","","Y","Y","","","","","","Y","","Y","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1994900,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","","","","","","","","","","","Y","Y","","","","","","","","","Y","","Y","","","","","","Y","Y","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1925682,"","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","Corporation","","DECEMBER","","New York","United States"
1927502,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Virginia","United States"
1928216,"","","","","","","","","Y","","","N","N","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","Florida","United States"
1937015,"","","","","","","","","Y","","","","","","","","","","","Y","","","","","Y","","","","","","","","","","","","Y","","","","","","","","Y","Y","","Y","","","","","","Y","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Pennsylvania","United States"
1938326,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Texas","United States"
1938339,"","","","","","","","","","","Y","N","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1939705,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Massachusetts","United States"
1944534,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1945290,"Y","","","","","","","","","","","","","","","","","","","","","Y","","","Y","Y","","","Y","","","","","","","","","Y","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","MARCH","","Delaware","United States"
1946206,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Limited Liability Company","","DECEMBER","","Wisconsin","United States"
1947244,"","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","New York","United States"
1948020,"Y","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","Y","","","","","","","Y","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Arkansas","United States"
1950907,"","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","Delaware","United States"
1951816,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","Y","","","Y","","","Y","","","","","","Corporation","","DECEMBER","","North Carolina","United States"
1951830,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1953714,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","","","Y","Y","","","Y","","","","","Y","","Y","Y","","","","","","Y","","Y","Y","Y","Y","Y","","Y","","Y","","","","Y","","","Y","","","Y","Y","","","","","Corporation","","FEBRUARY","","Colorado","United States"
1953785,"","","","Y","","","","","","","","","","","","","","","","Y","","","Y","","Y","","","","Y","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","","Sweden"
1953897,"Y","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","Y","","","","Y","Y","","Y","Y","Y","","Y","","Y","","Y","Y","","","","","Y","Y","Y","Y","","Y","Y","","Y","","","Y","","Y","Y","","","","Y","","Y","","","Limited Liability Company","","JUNE","","Indiana","United States"
1954965,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Michigan","United States"
1954971,"Y","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1955880,"Y","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","","","","Y","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","Corporation","","DECEMBER","","Missouri","United States"
1956857,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","New Jersey","United States"
1957930,"Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","","","Y","Y","","","Y","","","Y","","Y","","","","Y","","","","","Y","","Y","","","Y","Y","","","Y","","","","","","","Y","Y","","","","Y","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1959898,"","","","","","","","","Y","","","N","N","","","","","","","Y","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","Delaware","United States"
1960036,"Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","Y","Y","","","","","","","","","Y","","Y","","","","","","","","Y","","","Y","","","","","","","","Y","","","Y","Y","","Y","","Y","","","","","Corporation","","DECEMBER","","Rhode Island","United States"
1960461,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","FEBRUARY","","Texas","United States"
1960965,"","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1961780,"Y","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","Corporation","","MARCH","","Wisconsin","United States"
1962077,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Corporation","","DECEMBER","","Rhode Island","United States"
1962280,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1964034,"Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1965630,"","Y","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Louisiana","United States"
1966356,"Y","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","","Corporation","","DECEMBER","","California","United States"
1966361,"","","","","","","","","Y","","","","","","","","","","","Y","","","Y","","Y","","","","","","","","","Y","","Y","","","","","","","","Y","Y","","","","Y","","","","","","","","Y","","","","","","Y","","","","","","Limited Liability Company","","DECEMBER","","Virginia","United States"
1967429,"Y","","","","","","","","","","","","","","","","","","Y","Y","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Y","","","","","","","","Y","","Y","","","Y","Y","","","","","","","","","Corporation","","DECEMBER","","Florida","United States"
1967625,"Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","Y","Y","","","","","","","","Y","Y","Y","Y","Y","","","Y","","Y","","Y","Y","","Y","","","","Y","","","","","","","Y","Y","Y","Y","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1967838,"","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1968285,"Y","","","","","","","","","","","","","","","","","","","","Y","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1968785,"Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Corporation","","FEBRUARY","","New York","United States"
1969033,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Florida","United States"
1969463,"Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1969792,"Y","","","","Y","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Corporation","","FEBRUARY","","New York","United States"
1970275,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1971232,"Y","","","Y","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","","","Y","","Y","Y","Y","","","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","","","Y","","Y","Y","","","Y","Y","","Y","","","Corporation","","DECEMBER","","","Switzerland"
1971382,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","Illinois","United States"
1971449,"","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","Y","","","","","","","","","Corporation","","DECEMBER","","Wyoming","United States"
1972319,"Y","","","","","","","","","","","","","","","","","","","Y","","","","Y","Y","","","","Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1973432,"Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1973503,"Y","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","Y","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Nevada","United States"
1973512,"Y","","","","Y","","","Y","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","DECEMBER","","Minnesota","United States"
1973707,"","","","","","","","","","","Y","Y","N","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Limited Liability Company","","JUNE","","Delaware","United States"
1974437,"Y","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Georgia","United States"
1974654,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","","","Limited Liability Company","","DECEMBER","","Illinois","United States"
1975003,"","","","","","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975234,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975241,"","","","","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Limited Liability Company","","SEPTEMBER","","Delaware","United States"
1975264,"","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corporation","","DECEMBER","","Florida","United States"
1975275,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Wyoming","United States"
1975494,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975535,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","California","United States"
1975638,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975676,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Corporation","","DECEMBER","","Georgia","United States"
1975735,"","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Limited Liability Company","","DECEMBER","","New Jersey","United States"
1975758,"Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975774,"","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975812,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Limited Liability Company","","DECEMBER","","Texas","United States"
1975857,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975862,"","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","Limited Liability Company","","DECEMBER","","District of Columbia","United States"
1975870,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975910,"Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1975911,"Y","","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","","","Limited Liability Company","","MARCH","","Delaware","United States"
1975924,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Corporation","","OCTOBER","","","United Kingdom"
1975962,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1976043,"","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1976078,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Partnership","","DECEMBER","","Delaware","United States"
1976133,"Y","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","","","Y","Y","","","","","Y","Y","","Y","Y","Y","Y","Y","","","","","","Y","Y","Y","","Y","Y","","","","","Y","","Y","Y","","","Y","Y","Y","Y","Y","","","","","Corporation","","DECEMBER","","Delaware","United States"
1976148,"Y","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1976160,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Illinois","United States"
1976223,"Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1976581,"Y","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","Limited Liability Company","","DECEMBER","","Delaware","United States"
1976602,"Y","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Y","","","Y","","","Y","","","","","","Corporation","","DECEMBER","","New York","United States"
