"FilingID","Full Legal Name","CIK Number"
1951965,"WELLS FARGO AND COMPANY",105598
1952623,"CARRIAGE SERVICES, INC.",1016281
1960687,"MSCI INC.",1408198
1959358,"ATLANTIC UNION BANKSHARES CORPORATION",883948
1927178,"BNA WEALTH, INC.",80148984
1924439,"TECTONIC FINANCIAL, INC.",1766526
1961306,"MANULIFE FINANCIAL CORPORATION",1086888
1949351,"DEUTSCHE BANK AG",948046
1951001,"AFFILIATED MANAGERS GROUP,  INC.",1004434
1952914,"BROOKLINE BANCORP, INC.",1049782
1953062,"FRANKLIN RESOURCES, INC.",38777
1941719,"VOYA FINANCIAL INC.",1535929
1927672,"TPG, INC.",1880661
1938655,"NORTHWEST FINANCIAL CORP",1053601
1949799,"ROCKLAND TRUST CO.",84616
1938239,"OPPENHEIMER HOLDINGS INC.",791963
1950342,"INVESCO LTD",914208
1951180,"WELLS FARGO AND COMPANY",105598
1950754,"WELLS FARGO AND COMPANY",105598
1933503,"BERKSHIRE HATHAWAY INC.",1067983
1955052,"FIFTH THIRD BANCORP",35527
1947489,"SL GREEN REALTY CORP.",1040971
1947489,"SL GREEN OPERATING PARTNERSHIP, L.P.",1492869
1955251,"BANK OF AMERICA CORPORATION",70858
1954828,"THE RMR GROUP INC.",1644378
1946119,"P10 INC.",1841968
1955983,"GBQ WEALTH ADVISORY, LLC",99999
1962248,"RAYMOND JAMES FINANCIAL, INC.",720005
1949876,"MORGAN STANLEY",895421
1964005,"FLAGSTAR FINANCIAL, INC. (FORMALLY, NEW YORK COMMUNITY BANK)",910073
1946229,"TRINITY CAPITAL INC.",1786108
1949745,"OLD SECOND NATIONAL BANK OF AURORA",903783
1955174,"BANK OF AMERICA CORPORATION",70858
1956107,"BANK OF AMERICA CORPORATION",70858
1964037,"BANK OF AMERICA CORPORATION",70858
1942927,"THE CARLYLE GROUP INC.",1527166
1964047,"BANK OF AMERICA CORPORATION",70858
1935936,"LEGAL & GENERAL GROUP PLC",1417162
1961790,"INVESCO LTD",914208
1949469,"LEUCADIA NATIONAL CORPORATION",96223
1938793,"NASDAQ, INC.",1120193
1958372,"GALLAGHER BENEFIT SERVICES, INC",1527782
1962314,"AFFILIATED MANAGERS GROUP,  INC.",1004434
1954061,"PRUDENTIAL PLC",1116578
1936060,"CORTEVA INC.",1755672
1936060,"EIDP INC.",30554
1947625,"PINNACLE FINANCIAL PARTNERS",1115055
1963375,"EQUITABLE HOLDINGS, INC.",1333986
1963375,"EQUITABLE FINANCIAL SERVICES, LLC",1257148
1963375,"EQUITABLE FINANCIAL, INC.",888002
1950863,"PINNACLE FINANCIAL PARTNERS",1115055
1953357,"BUSINESS FIRST BANCSHARES, INC.",1624322
1943053,"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY",225602
1938048,"STARWOOD PROPERTY TRUST, INC.",1465128
1944589,"BANK OF THE JAMES FINANCIAL GROUP, INC.",1275101
1926220,"INTERCONTINENTAL EXCHANGE, INC.",1571949
1962084,"KKR & CO. INC.",140491
1962084,"WARBURG PINCUS LLC",156945
1953542,"FEDERATED HERMES, INC.",1056288
1953931,"DSS, INC.",771999
1962215,"ARROW FINANCIAL CORP.",717538
1929890,"BANK OF AMERICA CORPORATION",70858
1962196,"BANCOLOMBIA S.A.",1071371
1939798,"ANNALY CAPITAL MANAGEMENT, INC.",1043219
1958287,"AFFILIATED MANAGERS GROUP, INC",1004434
1934282,"QCR HOLDINGS, INC.",906465
1942571,"PENNYMAC FINANCIAL SERVICES, INC.",1745916
1953544,"FEDERATED HERMES, INC.",1056288
1958445,"T. ROWE PRICE GROUP, INC.",1113169
1947075,"COLLIERS INTERNATIONAL GROUP INC.",913353
1956108,"MORGAN STANLEY",895421
1914745,"MORGAN STANLEY",895421
1943958,"WINTRUST FINANCIAL CORPORATION",1015328
1932061,"AFFILIATED MANAGERS GROUP, INC. (""AMG"")",1004434
1961056,"BOK FINANCIAL CORPORATION",875357
1945660,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1963743,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1951667,"GBQ WEALTH ADVISORY, LLC",99999
1945960,"OLD NATIONAL BANCORP",707179
1946959,"AFFILIATED MANAGERS GROUP, INC.",1004434
1950366,"THE JONES FINANCIAL COMPANIES, L.L.L.P.",815917
1957901,"ALLIANCEBERNSTEIN L.P.",1109448
1957901,"EQUITABLE HOLDINGS, INC.",727920
1957901,"ALLIANCEBERNSTEIN HOLDING LP",825313
1946027,"AMERANT BANCORP INC.",1734342
1960488,"WISDOMTREE INC.",880631
1959411,"BRYN MAWR BANK CORP",802681
1943971,"FIRST HORIZON CORP",36966
1938486,"PRUDENTIAL PLC",1116578
1933432,"STIFEL FINANCIAL CORPORATION",720672
1943650,"APOLLO GLOBAL MANAGEMENT, INC",1858681
1957198,"JPMORGAN CHASE & CO.",19617
1965824,"REINSURANCE GROUP OF AMERICA INC",898174
1952091,"THE HARTFORD INSURANCE GROUP, INC.",874766
1959578,"LPL FINANCIAL HOLDINGS INC.",1397911
1945226,"ENDI CORP.",1908984
1959573,"LPL FINANCIAL HOLDINGS INC.",1397911
1934716,"CITIGROUP INC",831001
1939970,"FIRST CITIZENS BANCSHARES, INC.",798941
1961141,"MARKEL CORPORATION",1096343
1970732,"PRUDENTIAL FINANCIAL INC",1137774
1933135,"FIRST FINANCIAL BANKSHARES, INC.",36029
1945117,"AMERIPRISE FINANCIAL INC",820027
1953410,"AFFILIATED MANAGERS GROUP, INC.",1004434
1952556,"JPMORGAN CHASE & CO.",19617
1937062,"TPG INC",18806
1930767,"SUN LIFE FINANCIAL INC.",1097362
1937066,"TPG INC",18806
1970522,"AON PLC",315293
1932227,"WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY",1140536
1950106,"THE ALLSTATE CORPORATION",899051
1942314,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1962621,"CREDICORP LTD.",1001290
1933256,"WHITE MOUNTAINS INSURANCE GROUP",776867
1955541,"BLACKSTONE INC.",1393818
1950350,"BLACKSTONE INC.",1393818
1963312,"BLACKSTONE INC.",1393818
1939408,"AFLAC INC.",4977
1950797,"BLACKSTONE INC.",1393818
1950345,"BLACKSTONE INC.",1393818
1955303,"BLACKSTONE INC.",1393818
1966496,"BLACKSTONE INC.",1393818
1960877,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1922766,"PIPER SANDLER COMPANIES",1230245
1971752,"AON PLC",1183186
1966408,"MORGAN STANLEY",895421
1964431,"TPG, INC.",1880661
1964405,"FEDERATED HERMES INC",1056288
1951777,"EVERCORE PARTNERS",1028772
1944032,"OPPENHEIMER HOLDINGS INC.",791963
1943899,"INVESCO LTD.",914208
1966094,"MORNINGSTAR, INC.",1289419
1951832,"BLACKSTONE INC.",1393818
1951803,"BLACKSTONE INC.",1393818
1963779,"NORTHERN TRUST CORPORATION",73124
1971210,"BLACKROCK INC.",1364742
1957941,"FIRST CITIZENS BANCSHARES, INC.",798941
1944627,"MORGAN STANLEY",895421
1927152,"FIFTH THIRD BANCORP",35527
1966918,"ALLY FINANCIAL INC.",40729
1940442,"CBRE GROUP, INC.",1138118
1971198,"MORNINGSTAR, INC.",1289419
1969116,"SEABOARD CORPORATION",88121
1966186,"AEGON NV",769218
1965342,"POPULAR, INC.",763901
1964312,"TRINITY CAPITAL INC.",1786108
1955480,"AGNC INVESTMENT CORP",1423689
1963747,"BARCLAYS PLC",312069
1963453,"MARKEL GROUP INC.",1096343
1964229,"BLUE OWL CAPITAL INC.",1823945
1952959,"AFFILIATED MANAGERS GROUP, INC.",1004434
1960219,"CITIGROUP INC.",831001
1962622,"BANK OF MONTREAL",9622
1953858,"BLACKSTONE INC.",1393818
1954102,"THE BLACKSTONE GROUP INC.",1393818
1954021,"THE BLACKSTONE GROUP INC.",1393818
1972316,"NORTHERN TRUST CORPORATION",73124
1961501,"CI FINANCIAL CORP",1829948
1968237,"TEXAS CAPITAL BANKCSHARES, INC.",1077428
1967012,"AFFILIATED MANAGERS GROUP, INC.",1004434
1942519,"BOK FINANCIAL CORPORATION",875357
1966397,"ARES MANAGEMENT CORPORATION",1176948
1955133,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1971851,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1971788,"CULLEN/FROST BANKERS, INC.",39263
1945137,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1959414,"BLACKSTONE INC.",1393818
1955307,"BLACKSTONE INC.",1393818
1972395,"VOYA FINANCIAL, INC.",1535929
1958091,"SUN LIFE FINANCIAL INC.",109762
1956662,"ALTI GLOBAL, INC.",1838615
1940156,"THE GOLDMAN SACHS GROUP, INC.",886982
1937227,"VOYA FINANCIAL, INC.",1535929
1953810,"SEI INVESTMENTS COMPANY",350894
1972032,"THE GOLDMAN SACHS GROUP, INC.",886982
1930714,"PRUDENTIAL FINANCIAL INC.",1137774
1960067,"INVESCO LTD",914208
1930744,"PRUDENTIAL FINANCIAL, INC.",1137774
1929932,"FOLGER NOLAN FLEMING DOUGLAS INCORPORATED",37846
1929932,"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC.",885415
1959562,"LPL FINANCIAL HOLDINGS INC.",1397911
1954294,"STIFEL FINANCIAL CORP.",720672
1953416,"AFFILIATED MANAGERS GROUP, INC.",1004434
1959549,"LPL FINANCIAL HOLDINGS INC.",1397911
1934763,"BANCO SANTANDER, S.A.",891478
1940240,"BLACKSTONE INC.",1393818
1964847,"BRIDGE INVESTMENT GROUP HOLDINGS INC.",1854401
1964323,"COLLIERS INTERNATIONAL GROUP INC.",913353
1961118,"WSFS FINANCIAL CORP.",828944
1970495,"PIPER SANDLER COMPANIES",1230245
1967973,"WELLS FARGO AND COMPANY",105598
1970464,"AON PLC",1183186
1949440,"SPROTT INC.",1512920
1971068,"ROYAL BANK OF CANADA",1000275
1969056,"MANULIFE FINANCIAL CORPORATION",1086888
1937273,"PATRIA INVESTMENTS LTD",1825570
1970653,"MORGAN STANLEY",895421
1950762,"MANULIFE FINANCIAL CORPORATION",1086888
1942666,"BLACKSTONE INC.",1393818
1948432,"SUN LIFE FINANCIAL INC.",1097362
1968348,"STONEX GROUP INC.",913760
1966677,"VOYA FINANCIAL, INC.",1535929
1962579,"JEFFERIES FINANCIAL GROUP, INC.",96223
1930704,"PRUDENTIAL FINANCIAL,INC",1137774
1949458,"AFFILIATED MANAGERS GROUP, INC.",1004434
1950129,"PRINCIPAL FINANCIAL GROUP, INC.",1126328
1939503,"BLACKSTONE INC.",1393818
1966527,"INVESCO, LTD.",914208
1952415,"MIDLAND STATES BANCORP, INC.",1466026
1945929,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1945929,"BROOKFIELD CORPORATION",1001085
1952622,"SUN LIFE FINANCIAL, INC.",109762
1939945,"MORGAN STANLEY",89542
1943055,"BRIDGE INVESTMENT GROUP HOLDINGS INC",1854401
1950451,"EQUITABLE HOLDINGS, INC.",727920
1956111,"EQUITABLE HOLDINGS, INC.",898482
1958402,"WENDEL S.E.",1721938
1966083,"UNIVEST FINANCIAL CORPORATION",102212
1924191,"TRUIST FINANCIAL CORPORATION",92230
1968969,"ACADIAN ASSET MANAGEMENT INC.",1748824
1964898,"SERVICE CORPORATION INTERNATIONAL",89089
1927155,"FIFTH THIRD BANCORP",35527
1958675,"WISDOMTREE, INC.",880631
1962380,"INVESCO, LTD.",914208
1930688,"PRUDENTIAL FINANCIAL INC",1137774
1958943,"BLACKSTONE INC.",1393818
1970754,"AON PLC",1183186
1955312,"HORIZON KINETICS HOLDING CORPORATION",88000
1933334,"MR. COOPER GROUP INC.",933136
1956166,"MORGAN STANLEY",895421
1963493,"AMERISERV FINANCIAL, INC.",707605
1965346,"VOYA FINANCIAL, INC.",1535929
1955736,"ALLIANCEBERNSTEIN L.P.",1109448
1944401,"THE CARLYLE GROUP INC.",1527166
1953376,"HSBC HOLDINGS PLC",1089113
1953376,"HSBC USA INC.",83246
1969199,"FIFTH THIRD BANCORP",35527
1969200,"THE BALDWIN INSURANCE GROUP, INC.",1781755
1946196,"MONEYLION INC.",1692817
1942240,"UBS GROUP AG",1610520
1932568,"MORGAN STANLEY",895421
1955987,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1956295,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1944718,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1924962,"3/12/2025 -CITIGROUP, INC",831001
1950239,"UBS GROUP AG",1610520
1962097,"BNP PARIBAS S.A.",872786
1923979,"BERKSHIRE HATHAWAY INC.",1067983
1932973,"ORANGE COUNTY BANCORP INC",1096144
1931267,"AEGON LTD.",769218
1955033,"BRIGHTHOUSE FINANCIAL, INC.",1685040
1945943,"MORGAN STANLEY",895421
1971869,"AFFILIATED MANAGERS GROUP INC.",1004434
1971968,"AFFILIATED MANAGERS GROUP, INC.",1004434
1942723,"HSBC HOLDINGS PLC",108913
1934978,"NORTHERN TRUST CORPORATION",73124
1966288,"BERTHEL FISHER & COMPANY FINANCIAL SERVICES, INC",8016222
1960187,"GCM GROSVENOR INC.",1819796
1935584,"BERKSHIRE HATHAWAY INC.",1067983
1935584,"JEFFERIES FINANCIAL GROUP INC.",96223
1970861,"NOMURA HOLDINGS INC.",1163653
1970861,"MITSUI & CO., LTD.",67099
1961658,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1951555,"MITSUBISHI UFJ FINANCIAL GROUP, INC",67088
1927545,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1927545,"BROOKFIELD CORPORATION",1001085
1927768,"AEGON LTD.",769218
1968891,"UNITED OVERSEAS BANK LIMITED",867530
1954196,"BLACKSTONE INC.",1393818
1943745,"GREENBACKER RENEWABLE ENERGY COMPANY LLC",1563922
1953886,"BLACKSTONE INC.",1393818
1959683,"BLACKSTONE INC.",1393818
1959543,"LPL FINANCIAL HOLDINGS INC.",1397911
1969166,"THE BALDWIN INSURANCE GROUP, INC.",1781755
1958047,"UWHARRIE CAPITAL CORP",898171
1969387,"FRANKLIN RESOURCES, INC.",38777
1965670,"LAZARD LTD",1311370
1953860,"ALLIANCEBERNSTEIN HOLDING L.P.",1109448
1953860,"EQUITABLE HOLDINGS, INC.",727920
1970389,"FIRST HAWAIIAN, INC.",36377
1972398,"VOYA FINANCIAL, INC.",1535929
1972399,"VOYA FINANCIAL, INC.",1535929
1945046,"SANTANDER HOLDINGS USA, INC.",11830
1961821,"TECTONIC FINANCIAL, INC.",1766526
1951606,"FAIRFAX FINANCIAL HOLDINGS LIMITED",915191
1949470,"MARKEL GROUP INC.",1096343
1958263,"MARKEL GROUP INC.",1096343
1922682,"MANULIFE FINANCIAL CORPORATION",1086888
1940107,"MANULIFE FINANCIAL CORPORATION",1086888
1955900,"JPMORGAN CHASE & CO.",19617
1950975,"PRINCIPAL FINANCIAL GROUP",1126328
1949552,"BINAH CAPITAL GROUP, INC.",1953984
1927214,"HILLTOP HOLDINGS INC.",1265131
1966007,"ALTI GLOBAL, INC.",1838615
1924137,"PRINCIPAL FINANCIAL GROUP, INC.",1126328
1972428,"FIRST HAWAIIAN, INC.",36377
1933066,"ALTI GLOBAL, INC.",1838615
1943245,"AMERIPRISE FINANCIAL, INC.",820027
1944419,"VIRTUS INVESTMENT PARTNERS, INC",883237
1966480,"EQUITABLE HOLDINGS, INC.",1333986
1965479,"WENDEL S.E.",1721938
1952702,"WELLS FARGO & CO",72971
1930527,"PRUDENTIAL FINANCIAL, INC.",1137774
1955040,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1969361,"HILLTOP HOLDINGS INC.",1265131
1959352,"JPMORGAN CHASE & CO.",19617
1944835,"STIFEL FINANCIAL CORP.",720672
1974113,"SIEBERT FINANCIAL CORPORATION",65596
1974085,"AON PLC",1183186
1972346,"FIRST FOUNDATION INC.",1413837
1967907,"AON PLC",1183186
1944606,"SYNOVUS FINANCIAL CORP",18349
1945396,"PAGAYA TECHNOLOGIES LTD.",1883085
1964146,"AFFILIATED MANAGERS GROUP, INC.",1004434
1964207,"AFFILIATED MANAGERS GROUP, INC.",1004434
1963391,"KKR & CO. INC.",1404912
1954968,"BLUE OWL CAPITAL INC.",1823945
1955035,"BLUE OWL CAPITAL INC.",1823945
1962596,"RITHM CAPITAL CORP.",1556593
1968822,"AECOM",868857
1957687,"ARES MANAGEMENT CORPORATION",1176948
1957687,"BLUE OWL CAPITAL INC.",1823945
1973110,"AON PLC",1808065
1947173,"THE CARLYLE GROUP INC.",1527166
1924853,"MORGAN STANLEY",895421
1958190,"MARSH & MCLENNAN COMPANIES, INC.",62709
1973205,"CBRE GROUP, INC.",1138118
1947330,"NORTHERN TRUST CORPORATION",73124
1951586,"MITSUI & CO., LTD.",67099
1960124,"INVESCO",914208
1955996,"STIFEL FINANCIAL CORP",720672
1947140,"BLUE OWL CAPITAL INC",1823945
1952535,"PRINCIPAL FINANCIAL GROUP, INC.",1126328
1974465,"LPL FINANCIAL HOLDINGS INC.",1397911
1952517,"PRINCIPAL FINANCIAL GROUP, INC.",1126328
1959762,"THE GOLDMAN SACHS GROUP, INC.",886982
1959774,"THE GOLDMAN SACHS GROUP, INC.",886982
1971431,"SUN LIFE FINANCIAL INC.",1097362
1959755,"THE GOLDMAN SACHS GROUP, INC.",886982
1972513,"VINCI PARTNERS INVESTMENTS LTD.",1826286
1926551,"ASSURED GUARANTY LTD.",1273813
1939617,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1939617,"BROOKFIELD CORPORATION",1001085
1967950,"AFFILIATED MANAGERS GROUP, INC.",1004434
1968232,"MANULIFE FINANCIAL CORPORATION",1086888
1968868,"UMB FINANCIAL CORPORATION",101382
1965903,"BROOKFIELD CORPORATION",1001085
1965903,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1953653,"BLACKROCK, INC.",2012383
1972953,"BLUE OWL CAPITAL INC.",1823945
1972953,"ASSURED GUARANTY LTD.",1273813
1953669,"BLACKROCK, INC.",2012383
1956488,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1933625,"SUN LIFE FINANCIAL, INC.",1097362
1972071,"SUN LIFE FINANCIAL INC.",1097362
1971118,"AEGON LTD.",769218
1953642,"BLACKROCK, INC.",2012383
1968604,"BROOKFIELD ASSET MANAGEMENT",1937926
1968604,"BROOKFIELD CORPORATION",1001085
1953682,"BLACKROCK INC.",2012383
1968817,"JPMORGAN CHASE & CO",19617
1947890,"KKR & CO. INC.",1404912
1963553,"T. ROWE PRICE GROUP, INC.",1113169
1941827,"TETON ADVISORS, INC",1444874
1970231,"NOMURA HOLDINGS, INC.",1163653
1965506,"CREDIT SUISSE MANAGER HOLDINGS LIMITED",903594
1971160,"AFFILIATED MANAGERS GROUP, INC.",1004434
1926552,"AFLAC INCORPORATED",4977
1926552,"ASSURED GUARANTY LTD.",1273813
1966728,"BANK OF AMERICA CORPORATION",70858
1953421,"CAMDEN NATIONAL CORPORATION",750686
1926187,"PRIMERICA, INC.",147592
1932415,"CI FINANCIAL CORP",1829948
1960089,"JANUS HENDERSON GROUP PLC",1274173
1942325,"ARTISAN PARTNERS ASSET MANAGEMENT INC.",1517302
1969791,"MANULIFE FINANCIAL CORPORATION",1086888
1953684,"DEUTSCHE BANK AG",948046
1958637,"COREBRIDGE FINANCIAL INC.",1889539
1945281,"MORGAN STANLEY",895421
1943725,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1943725,"APOLLO ASSET MANAGEMENT, INC.",1411494
1966874,"KKR & CO. INC.",1404912
1963571,"T. ROWE PRICE GROUP, INC.",1113169
1943733,"APOLLO ASSET MANAGEMENT, INC.",1411494
1943733,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1948960,"METLIFE, INC.",109921
1973698,"MORGAN STANLEY",895421
1954528,"ARES MANAGEMENT CORPORATION",1176948
1964975,"AFFILIATED MANAGERS GROUP, INC.",1004434
1956072,"P10 INC.",1841968
1954108,"ZIONS BANCORPORATION, N.A.",109380
1960815,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1936726,"AMERICAN FINANCIAL GROUP, INC.",1042046
1956245,"ALLIANCEBERNSTEIN L.P.",1109448
1956245,"EQUITABLE HOLDINGS, INC.",727920
1967418,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1930676,"PRUDENTIAL FINANCIAL, INC.",1137774
1960252,"T. ROWE PRICE GROUP, INC.",1113169
1967398,"FIRST CITIZENS BANCSHARES, INC.",798941
1962231,"INVESCO, LTD",914208
1961820,"CBRE GROUP, INC.",1138118
1947033,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1947033,"APOLLO ASSET MANAGEMENT, INC.",1411494
1974064,"CI FINANCIAL CORP",1829948
1963589,"T. ROWE PRICE GROUP, INC.",1113169
1951386,"FIFTH THIRD BANCORP",35527
1926795,"MORNINGSTAR, INC.",1289419
1931516,"BOK FINANCIAL CORPORATION",875357
1933451,"AFFILIATED MANAGERS GROUP, INC.",1004434
1958412,"THE CHARLES SCHWAB CORPORATION",316709
1965105,"GE VERNOVA INC.",1996810
1939967,"DIGITALBRIDGE GROUP, INC.",1679688
1950195,"FBL FINANCIAL GROUP, INC",1012771
1965054,"FEDERATED HERMES, INC.",1056288
1962666,"FEDERATED HERMES, INC.",1056288
1936925,"NOMURA HOLDINGS, INC.",1163653
1950059,"FIRST CITIZENS BANCSHARES, INC.",798941
1973412,"BANK OF MONTREAL",927971
1962441,"BROOKFIELD CORPORATION",1001085
1962441,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1953647,"BLACKROCK, INC.",2012383
1955677,"GALLAGHER BENEFIT SERVICES, INC",1527782
1955677,"GALLAGHER FIDUCIARY ADVISORS, LLC",1527781
1966015,"DEUTSCHE BANK AG",948046
1953655,"BLACKROCK INC.",2012383
1963738,"DOMINARI HOLDINGS INC.",12239
1937903,"HILLTOP HOLDINGS INC.",1265131
1967467,"KEYCORP",91576
1972482,"UP FINTECH HOLDING LIMITED",1756699
1928554,"COMMUNITY BANK N. A.",723188
1950947,"JACKSON FINANCIAL INC.",1822993
1957812,"TETON ADVISORS, INC.",1444874
1932913,"PRUDENTIAL FINANCIAL INC",1137774
1949806,"MANULIFE FINANCIAL CORPORATION",1086888
1973437,"ALIGHT, INC",1844744
1973444,"EVERCORE INC.",1360901
1953674,"BLACKROCK, INC.",2012383
1961101,"ROYAL BANK OF CANADA",1000275
1961101,"MIZUHO FINANCIAL GROUP, INC.",1335730
1953690,"BLACKROCK, INC.",2012383
1971600,"WESTWOOD HOLDINGS GROUP, INC.",1165002
1930655,"PRUDENTIAL FINANCIAL, INC.",1137774
1949872,"HARTFORD INSURANCE GROUP, INC.",874766
1956938,"EXOR N.V.",1589122
1952166,"HONEYWELL INTERNATIONAL INC.",773840
1964093,"AFFILIATED MANAGERS GROUP INC.",1004434
1966976,"ROBINHOOD MARKETS, INC.",1783879
1954742,"LINCOLN NATIONAL CORPORATION",59558
1945940,"AFFILIATED MANAGERS GROUP, INC.",1004434
1956141,"UBS GROUP AG",1610520
1951796,"VALLEY NATIONAL BANCORP",714310
1950310,"UBS GROUP AG",1610520
1945505,"P10 INC.",1841968
1969911,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1952242,"THE PNC FINANCIAL SERVICES GROUP, INC.",713676
1957139,"SEACOAST NATIONAL BANK",730708
1950720,"WASHINGTON TRUST BANCORP, INC.",737468
1939537,"OCEANFIRST FINANCIAL CORP.",1004702
1957155,"CREDIT SUISSE ASSET MANAGEMENT, LLC",1159510
1930431,"PNC FINANCIAL SERVICES GROUP, INC",713676
1930700,"BNP PARIBAS SA",872786
1949503,"FIRST HAWAIIAN, INC.",36377
1956721,"MORGAN STANLEY",895421
1966064,"AFLAC INCORPORATED",4977
1964372,"U.S. BANCORP",36104
1955580,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1959662,"FRANKLIN RESOURCES, INC",38777
1959631,"OPPENHEIMER HOLDINGS INC.",791963
1961362,"OPPENHEIMER HOLDINGS INC.",791963
1934819,"CBIZ INC",944148
1964159,"CBIZ INC",944148
1963106,"POPULAR INC.",763901
1943721,"APOLLO GLOBAL MANAGEMENT, INC",1858681
1943721,"APOLLO ASSET MANAGEMENT, INC.",1411494
1959207,"BLACKROCK, INC.",1364742
1943730,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1943730,"APOLLO ASSET MANAGEMENT, INC.",1411494
1957762,"AFFILIATED MANAGERS GROUP, INC. (""AMG"")",1004434
