"FilingID","ReferenceID","SubreferenceID","Name of General Partner, etc."
1985333,320267,142748,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH 14 GP LLC"
1985333,320294,142778,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P) GP, L.P."
1985333,71308,19369,"WARBURG PINCUS ENERGY ADMINISTRATIVE LLC"
1985333,71308,19370,"WARBURG PINCUS ENERGY ADMINISTRATIVE LLC"
1985333,71293,43378,"WARBURG PINCUS (CAYMAN) ENERGY GP LLC"
1985333,320294,142772,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P) GP, L.P."
1985333,49425,18375,"WARBURG PINCUS XI-C, LLC"
1985333,49425,18376,"WARBURG PINCUS XI-C, LLC"
1985333,320294,142773,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P) GP, L.P."
1985333,320294,142774,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P) GP, L.P."
1985333,49425,18377,"WARBURG PINCUS XI-C, LLC"
1985333,320294,142775,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P) GP, L.P."
1985333,287877,138087,"WARBURG PINCUS (CAYMAN) FINANCIAL SECTOR II GP, L.P."
1985333,49425,18378,"WARBURG PINCUS XI-C, LLC"
1985333,300278,139457,"STANNITE GEM GP LTD"
1985333,300643,139578,"WARBURG PINCUS ASIA REAL ESTATE GP, L.P."
1985333,287902,138093,"WARBURG PINCUS (CAYMAN) FINANCIAL SECTOR II GP, L.P."
1985333,49425,18379,"WARBURG PINCUS XI-C, LLC"
1985333,49425,18380,"WARBURG PINCUS XI-C, LLC"
1985333,71308,19367,"WARBURG PINCUS ENERGY ADMINISTRATIVE LLC"
1985333,71308,19373,"WARBURG PINCUS ENERGY ADMINISTRATIVE LLC"
1985333,3719,1463,"WPXP, LLC"
1985333,188378,120586,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188378,120587,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,71290,120622,"WARBURG PINCUS ENERGY ADMINISTRATIVE LLC"
1985333,237683,131811,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, LLC"
1985333,188378,120590,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188418,120605,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188378,120589,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,237637,131796,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, L.P."
1985333,237658,131806,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, L.P."
1985333,237485,131776,"WARBURG PINCUS (CAYMAN) CHINA-SOUTHEAST ASIA II GP LLC"
1985333,237637,131795,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, L.P."
1985333,237637,131799,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, L.P."
1985333,237691,131814,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, LLC"
1985333,188420,120606,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188420,120607,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188420,120608,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188420,120609,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188378,120583,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,188445,120611,"WARBURG PINCUS (CAYMAN) CHINA GP LLC"
1985333,320366,142783,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH 14 GP, L.P."
1985333,320392,142791,"WARBURG PINCUS GLOBAL GROWTH 14 (E&P) GP, L.P."
1985333,188378,120584,"WARBURG PINCUS (CAYMAN) XII, L.P."
1985333,237637,131797,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, L.P."
1985333,237637,131798,"WARBURG PINCUS (CAYMAN) GLOBAL GROWTH GP, L.P."
1985333,237485,131777,"WARBURG PINCUS (CAYMAN) CHINA-SOUTHEAST ASIA II GP, L.P."
1983571,298464,143289,"GENERAL PARTNER: ROCKWOOD MULTIFAMILY PARTNERS GP, LLC"
1983571,60445,12793,"ROCKWOOD CAPITAL PARTNERS (IX), LLC"
1983571,298464,143289,"MANAGER: ROCKWOOD CAPITAL, LLC"
2006668,417770,146617,"GLOBAL INFRASTRUCTURE GP V (LUX), S.À R.L.,"
2006668,417745,146615,"GLOBAL INFRASTRUCTURE GP V, L.P."
2006668,479382,151730,"GIP POLARIS FUND GP, S.À R.L."
2006668,417572,146596,"GLOBAL INFRASTRUCTURE CORE GP, L.P."
2006668,398178,146496,"GLOBAL INFRASTRUCTURE GP V, L.P."
2006668,417554,146594,"GLOBAL INFRASTRUCTURE CORE GP, L.P."
2006668,234927,131390,"GIP CAPS II LUX GP, S.À R.L."
2006668,235183,131394,"GIP GEMINI FUND GP, LTD."
2006668,235183,131397,"GIP GEMINI FUND GP, LTD."
2006668,220484,126987,"GLOBAL INFRASTRUCTURE GP IV, L.P."
2006668,220546,126991,"GLOBAL INFRASTRUCTURE GP IV (LUX), S.À R.L."
2006668,11726,2862,"GLOBAL INFRASTRUCTURE GP II, L.P."
2006668,11782,2866,"GLOBAL INFRASTRUCTURE GP II, L.P."
2006668,11617,2870,"GLOBAL INFRASTRUCTURE GP, L.P."
2006668,11628,2871,"GLOBAL INFRASTRUCTURE GP, L.P."
2006668,11717,2873,"GLOBAL INFRASTRUCTURE PARTNERS GP II FEEDER, L.P."
2006668,69304,14249,"GLOBAL INFRASTRUCTURE PARTNERS CAPITAL SOLUTIONS GP, L.P."
2006668,171897,120493,"GLOBAL INFRASTRUCTURE GP III, L.P."
2006668,187699,120490,"GLOBAL INFRASTRUCTURE III UK GP, L.P."
2006668,171850,120502,"GLOBAL INFRASTRUCTURE GP III, L.P."
2006668,220513,127285,"GLOBAL INFRASTRUCTURE GP IV, L.P."
2006668,235049,131311,"GIP SPECTRUM GP, L.P."
2000238,39227,131465,"MARK PLAUMANN (DIRECTOR)"
2000238,40421,131468,"WEXFORD CAPITAL LP (ADVISOR)"
2000238,40421,131468,"ARTHUR AMRON (DIRECTOR)"
2000238,39227,131464,"WEXFORD SPECTRUM ADVISORS, L.P. (GENERAL PARTNER)"
2000238,39227,131464,"WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
2000238,39227,131465,"ARTHUR AMRON (DIRECTOR)"
2000238,39227,131465,"WEXFORD SPECTRUM ADVISORS, L.P. (INVESTMENT MANAGER)"
2000238,39227,131465,"J. DENNIS HUNTER (DIRECTOR)"
2000238,39227,131467,"WEXFORD SPECTRUM ADVISORS, L.P. (INVESTMENT MANAGER)"
2000238,39227,131467,"J. DENNIS HUNTER (DIRECTOR)"
2000238,40421,131468,"WEXFORD CREDIT OPPORTUNITIES ADVISORS, L.P. (INVESTMENT MANAGER)"
2000238,40421,131468,"MARK PLAUMANN (DIRECTOR)"
2000238,40421,131468,"J. DENNIS HUNTER (DIRECTOR)"
2000238,40421,131469,"MARK PLAUMANN (DIRECTOR)"
2000238,40421,131469,"J. DENNIS HUNTER (DIRECTOR)"
2000238,40414,131476,"WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
2000238,40414,131476,"WEXFORD CATALYST ADVISORS, L.P. (GENERAL PARTNER)"
2000238,40421,131469,"WEXFORD CREDIT OPPORTUNITIES ADVISORS, L.P. (INVESTMENT MANAGER)"
2000238,40421,131469,"WEXFORD CAPITAL LP (ADVISOR)"
2000238,40421,131469,"ARTHUR AMRON (DIRECTOR)"
2000238,39227,131467,"WEXFORD CAPITAL LP (ADVISOR)"
2000238,40414,131473,"ARTHUR AMRON (DIRECTOR)"
2000238,40414,131473,"MARK PLAUMANN (DIRECTOR)"
2000238,39227,131467,"ARTHUR AMRON (DIRECTOR)"
2000238,39227,131467,"MARK PLAUMANN (DIRECTOR)"
2000238,40414,131473,"J. DENNIS HUNTER (DIRECTOR)"
2000238,40414,131473,"WEXFORD CATALYST ADVISORS, L.P. (INVESTMENT MANAGER)"
2000238,40421,131470,"WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
2000238,40421,131470,"WEXFORD CREDIT OPPORTUNITIES ADVISORS, L.P. (GENERAL PARTNER)"
2000238,40414,131473,"WEXFORD CAPITAL LP (ADVISOR)"
2000238,40414,131475,"ARTHUR AMRON (DIRECTOR)"
2000238,40414,131475,"MARK PLAUMANN (DIRECTOR)"
2000238,40414,131475,"J. DENNIS HUNTER (DIRECTOR)"
2000238,40414,131475,"WEXFORD CAPITAL LP (ADVISOR)"
2000238,40414,131475,"WEXFORD CATALYST ADVISORS, L.P. (INVESTMENT MANAGER)"
2000238,180288,118328,"WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
2000238,55071,10872,"WEXFORD FOCUSED EQUITIES ADVISORS LLC (GENERAL PARTNER)"
2000238,55071,10872,"WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
2000238,180288,118328,"WEXFORD LONG TERM EQUITY ADVISORS LLC (GENERAL PARTNER)"
2000238,39227,131465,"WEXFORD CAPITAL LP (ADVISOR)"
2000826,237585,134641,"AUDA CAPITAL FEEDER GP S.A R.L"
2000826,185067,119980,"FUNDROCK LIS S.A."
2000826,3695,1586,"AUDA SECONDARY II GP LTD."
2000826,217679,126663,"FUNDROCK LIS S.A."
2000826,217679,126663,"AUDA CAPITAL FEEDER GP S.À.R.L."
2000826,237585,131788,"FUNDROCK LIS S.A."
2000826,237578,131785,"FUNDROCK LIS S.A."
2000826,237578,131785,"HQ CAPITAL II GP S.À.R.L."
2000826,256854,134621,"ASIAN RISING TIGERS GP LTD."
2000826,289865,140179,"HQ CAPITAL III GP S.A.R.L."
2000826,289759,138311,"HQ CAPITAL III GP S.A.R.L."
2000826,49724,9184,"HQ CAPITAL PRIVATE EQUITY LLC"
2000826,289822,138318,"FUNDROCK LIS S.A"
2000826,217651,126655,"FUNDROCK LIS S.A"
2000826,379305,146161,"HQ CAPITAL IV GP S.À.R.L."
2000826,379305,146161,"FUNDROCK LIS S.A"
2000826,379305,146162,"HQ CAPITAL V GP S.A R.L"
2000826,379305,146162,"FUNDROCK LIS S.A"
2000826,237585,134641,"FUNDROCK LIS S.A."
2000826,289799,138314,"FUNDROCK LIS S.A"
2000826,217676,126661,"FUNDROCK LIS S.A"
2000826,169842,117034,"FUNDROCK LIS S.A."
2000826,217679,126662,"FUNDROCK LIS S.A"
2000826,169843,116488,"FUNDROCK LIS S.A."
2000826,217679,126662,"HQ CAPITAL III GP S.A.R.L."
2000826,289759,138311,"APEX | FUNDROCK LIS"
2000826,49724,9185,"HQ CAPITAL PRIVATE EQUITY LLC"
2000826,289822,138317,"HQ CAPITAL IV GP S.A.R.L."
2000826,289822,138318,"HQ CAPITAL III GP S.A.R.L."
2000826,289865,138321,"FUNDROCK LIS S.A"
2000826,68570,13997,"FUNDROCK LIS S.A."
2000826,69867,14295,"FUNDROCK LIS S.A."
2000826,4848,1969,"HQ CAPITAL PRIVATE EQUITY LLC"
2000826,289865,138321,"HQ CAPITAL IV GP S.A.R.L."
2000826,289889,138326,"FUNDROCK LIS S.A"
2000826,289889,138326,"HQ CAPITAL IV GP S.A.R.L."
2000826,289759,138310,"HQ CAPITAL IV GP S.A.R.L."
2000826,289759,138310,"APEX | FUNDROCK LIS"
2000826,289822,138317,"FUNDROCK LIS S.A"
2000826,237585,131788,"HQ CAPITAL II GP S.À.R.L."
2000826,4848,1969,"AUDA VERWALTUNGS GMBH"
2000826,217676,126661,"HQ CAPITAL III GP S.A.R.L."
2000826,68570,13997,"AUDA CAPITAL FEEDER GP S.A.R.L."
2000826,169843,116488,"AUDA CAPITAL FEEDER GP S.A.R.L."
2000826,169842,117034,"AUDA CAPITAL FEEDER GP S.A R.L."
2000826,3681,1571,"AUDA CAPITAL V-U.S. LTD."
2000826,3685,1576,"AUDA CAPITAL VI GP LTD."
2000826,217651,126655,"HQ CAPITAL III GP S.A.R.L."
2000826,69867,14295,"AUDA CAPITAL FEEDER GP S.A.R.L."
2000826,3686,1573,"AUDA CAPITAL VI GP LTD."
2000826,69867,14296,"HQ CAPITAL GP LTD."
2000826,185067,119980,"AUDA CAPITAL FEEDER GP S.À.R.L."
2000826,49724,9184,"PE CONCEPTS VERWALTUNGS GMBH"
2000826,49724,9185,"PE CONCEPTS VERWALTUNGS GMBH"
2000826,49733,9187,"AUDA SECONDARY III GP LTD."
2000826,3612,1555,"AUDA ASIA II GP LTD."
2000826,289799,138313,"FUNDROCK LIS S.A"
2000826,289799,138313,"HQ CAPITAL IV GP S.A.R.L."
2000826,289799,138314,"HQ CAPITAL III GP S.A.R.L."
2000826,289865,140179,"FUNDROCK LIS S.A"
2000826,217676,126660,"FUNDROCK LIS S.A."
2000826,217676,126660,"AUDA CAPITAL FEEDER GP S.À.R.L."
2000806,270298,136267,"FARALLON CAPITAL MANAGEMENT, L.L.C., MANAGER"
2000806,270298,136268,"FARALLON HEALTHCARE PARTNERS (GP), L.L.C."
2000806,170110,116571,"MARTIN LANG, DIRECTOR"
2000806,170110,116571,"RUSSELL BURT, DIRECTOR"
2000806,22966,4434,"FARALLON ASIA (GP), L.L.C."
2000806,421213,147015,"FARALLON SPECIAL SITUATIONS (GP) III, L.L.C."
2000806,23885,4436,"FARALLON ASIA (GP) II, L.L.C."
2000806,8640,2232,"FARALLON PARTNERS, L.L.C."
2000806,178365,118025,"FARALLON ASIA (GP) III, L.L.C."
2000806,343097,143107,"FARALLON SPECIAL SITUATIONS (GP) VII, L.L.C."
2000806,170110,116571,"FARALLON CAPITAL MANAGEMENT, L.L.C, MANAGER"
2000806,230177,130540,"FARALLON OVERFLOW GP II, L.L.C."
2000806,210845,125553,"FARALLON SPECIAL SITUATIONS (GP), L.L.C."
2000806,170110,116570,"FARALLON EQUITY PARTNERS (GP), L.P."
2000806,230179,130541,"FARALLON SPECIAL SITUATIONS (GP) VII, L.L.C."
2000806,421213,147016,"FARALLON SPECIAL SITUATIONS (GP) III, L.L.C."
2000806,421213,147017,"FARALLON SPECIAL SITUATIONS (GP) III, L.L.C."
2000806,421203,147014,"FARALLON SPECIAL SITUATIONS (GP) III, L.L.C."
2000806,421203,147013,"FARALLON SPECIAL SITUATIONS (GP) III, L.L.C."
2000806,421203,147012,"FARALLON SPECIAL SITUATIONS (GP) III, L.L.C."
2000806,251095,133849,"FARALLON SPECIAL SITUATIONS (GP) II, L.L.C."
2000806,270298,136267,"GRANT JACKSON, DIRECTOR"
2000806,312319,141610,"FARALLON CO-INVESTMENT (GP), L.L.C."
2000806,281502,137285,"FARALLON SPECIAL SITUATIONS (GP) IX, L.L.C."
2000806,270298,136267,"MARTIN LANG, DIRECTOR"
2000806,270298,136267,"RUSSELL BURT, DIRECTOR"
2001893,319488,143019,"BRIDGEWAY CAPITAL MANAGEMENT, LLC"
2001893,319488,143019,"JACOB POZHARNY"
2001893,319488,143019,"VON CELESTINE"
2001893,319488,143024,"JACOB POZHARNY"
2001893,319488,143024,"BRIDGEWAY CAPITAL MANAGEMENT, LLC"
2001893,319488,143024,"JOHN MONTGOMERY"
2001893,319488,143024,"VON CELESTINE"
2001893,319488,143019,"JOHN MONTGOMERY"
1998803,235919,131645,"RICHARD E. FRANKLIN"
1998803,235919,131646,"PROVIDENCE PUBLIC GP L.L.C."
1998803,235919,131645,"SCOTT LENNON"
1998803,235919,131645,"JOHN ACKERLEY"
2001954,184496,145816,"GDIF CAYMAN GP LIMITED"
2004855,449656,150762,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2025, L.P."
2004855,285807,145521,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2022, L.P."
2006668,171846,131445,"GIP BLUE HOLDING GP, LLC"
2006668,330136,142879,"GLOBAL INFRASTRUCTURE PARTNERS EMERGING MARKETS FUND GP, L.P."
2006668,330253,142880,"GIP EM FUND GP LUXCO S.A.R.L."
2006668,479284,151720,"GIP VELOCITY GP, LLC"
2004855,373942,145539,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2024, L.P."
2004855,373926,145538,"ABBOTT SECONDARY OPPORTUNITIES III CAYMAN, L.P."
2004855,253806,145520,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2021, L.P"
2004855,62847,12752,"ABBOTT CAPITAL PRIVATE EQUITY PARTNERS VII, L.P."
2004855,186164,122800,"ABBOTT SECONDARY INVESTORS GP, L.P."
2004855,217486,126635,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2019, L.P."
2004855,216285,126424,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2018, L.P."
2004855,355004,143158,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2023, L.P."
2004855,354936,143155,"ABBOTT CAPITAL PRIVATE EQUITY CO-INVESTMENT GP, L.P."
2004855,237701,131817,"ABBOTT CAPITAL PRIVATE EQUITY INVESTORS GP 2020, L.P."
2004855,253606,134212,"ABBOTT SECONDARY INVESTORS GP II, L.P."
2004855,18704,7652,"ABBOTT CAPITAL PRIVATE EQUITY PARTNERS VI, LLC"
2004465,464059,151142,"IFO GENERAL PARTNER LLC"
2004465,293704,139215,"INVOPPS GP V, LLC"
2004465,216622,126476,"INVOPPS GP IV, LLC"
2004465,171653,116805,"INVUS OPPORTUNITIES GP III, LLC"
2004465,12120,2734,"IFA PE GP II, LLC"
2004465,12131,2735,"IFA PE GP, LLC"
2004465,422341,147170,"AVICENNA LIFE SCI MASTER GP LLC"
2004465,422341,147171,"AVICENNA LIFE SCI MASTER GP LLC"
2006916,67057,13731,"PARVUS GENERAL PARTNER LIMITED"
2006916,67018,13726,"RALPH WOODFORD, ADRIAN WATERS, TEJ GUJADHUR, RAHUL MOODGAL"
2006916,67057,13730,"RALPH WOODFORD, ADRIAN WATERS, TEJ GUJADHUR, RAHUL MOODGAL"
2006916,67018,13727,"PARVUS GENERAL PARTNER LIMITED"
2007047,246165,146726,"GOLDPOINT CANADA III GENPAR INC."
2007047,362898,146505,"APEF X GP, LLC"
2007047,244774,132650,"BMG PAPM GP, LLC"
2007047,246401,133009,"PASCPEF IX GP, LLC"
2007047,246296,132990,"PASCPEF VI CARRY, LLC"
2007047,246296,132990,"PASCPEF VI GP LLC"
2007047,246400,133008,"PASCPEF VIII GP, LLC"
2007047,246399,133007,"PASCPEF VII CARRY, LLC"
2007047,246399,133007,"PASCPEF VII GP LLC"
2007047,246275,139670,"PASCCIF II GP, LLC"
2007047,246383,139513,"PASF VI GP, LLC"
2007047,398507,146515,"ASF VII GP, LLC"
2007047,246157,146729,"GOLDPOINT PARTNERS PRIVATE DEBT V GENPAR, LP"
2007047,246151,146727,"NYLCAP MEZZANINE PARTNERS III GENPAR GP, LLC"
2007047,246155,146728,"GOLDPOINT MEZZANINE PARTNERS IV GENPAR GP, LLC"
2007047,246161,146724,"NYLCAP CANADA II GENPAR INC."
2007047,246175,146719,"GOLDPOINT CANADA V GENPAR INC."
2007047,414129,146557,"MUFG FUND SERVICES (CAYMAN) LIMITED"
2007047,246157,146730,"GOLDPOINT PARTNERS PRIVATE DEBT V GENPAR, LP"
2007047,246172,146721,"GOLDPOINT CANADA IV GENPAR  INC."
2007047,482042,152080,"BFO GP, LIMITED"
1987753,486052,152756,"CAMPBELL CONGDON"
1987753,486052,152756,"JASON SNEAH"
1987753,486052,152753,"MP1 CAV GP LTD"
2003513,257214,134659,"MEP CAPITAL II GP, LLC"
2003513,257214,134660,"MEP CAPITAL II GP, LLC"
2003513,291069,139853,"MEP CAPITAL III GP, LLC"
2003513,291069,138983,"MEP CAPITAL III GP, LLC"
2003513,398016,146477,"MEP CAPITAL IV GP, LLC"
2003513,398016,146478,"MEP CAPITAL IV GP, LLC"
2003662,167531,115873,"WILLIAM BARKER, VICTOR MURRAY AND DENISE ARCHER"
2002601,260934,139662,"BEACON POINTE GP, LLC"
2002601,417482,146709,"BEACON POINTE GP, LLC"
2004031,479135,151689,"FIN CAPITAL FLAGSHIP III GP, LLC"
1978331,486238,152809,"ACASTA PARTNERS L.P."
1978331,486238,152810,"ACASTA PARTNERS GP LIMITED"
1955144,456148,151032,"ACASTA PARTNERS L.P."
1955144,456148,151031,"ACASTA PARTNERS GP LIMITED"
2002285,290101,146085,"GVH OFFSHORE VENTURE FOF I GP LLC"
2002285,321561,146062,"GVH VENTURE FOF II GP LLC"
2002285,291216,146074,"GVH OFFSHORE MULTI-STRATEGY FOF GP LLC"
2002285,321361,143178,"GALAXY INTERACTIVE FUND II GP LLC"
2002285,291222,143177,"GALAXY INTERACTIVE FUND I GP LLC"
2002285,479949,151878,"GALAXY VENTURES FUND I GP LLC"
2002285,479949,151877,"GALAXY VENTURES FUND I GP LLC"
2002313,184495,145876,"GDIF CAYMAN GP LIMITED"
2002995,203857,123945,"MREP-SCIF II GP, L.P."
2002995,224035,132485,"MREP-SCIF II GP, L.P."
2002995,243950,132508,"METROPOLITAN MD GP, L.P."
2002995,243937,132505,"MREP-SCIF II GP, L.P."
2002995,224035,135292,"MREP-SCIF II GP, L.P."
2002995,203869,123951,"MREP-SCIF II GP, L.P."
2002995,189054,120709,"MREP (SECOND GP), L.P."
2002995,189054,120709,"MREP-SCIF, LLC"
2002995,175137,117458,"MREP-SCIF, LLC"
2002995,203868,123950,"MREP-SCIF II GP, L.P."
2002995,243955,132510,"MREP-SCIF II GP, L.P."
2002995,224035,132485,"MREP (SECOND GP) II, L.P."
2002995,398211,146497,"METROPOLITAN MD GP, L.P."
2002992,476541,151331,"BLUE OWL REAL ESTATE DEBT ADVISORS LLC"
2002992,317568,142501,"BLUE OWL REAL ESTATE FUND GP VI LLC"
1998800,488453,153347,"DIAMETER ASSOCIATES LLC"
1998800,488449,153345,"DIAMETER ASSOCIATES LLC"
1998800,488449,153345,"GEORGIA PRINSLOO"
1998800,488449,153345,"SCOTT CRAVEN-JONES"
1998800,488449,153345,"MATTHEW GILMARTIN"
1998800,488449,153346,"DIAMETER ASSOCIATES LLC"
1998800,488449,153346,"GEORGIA PRINSLOO"
1998800,488449,153346,"SCOTT CRAVEN-JONES"
1998800,488449,153346,"MATTHEW GILMARTIN"
1998800,488284,153327,"DIAMETER ASSOCIATES LLC"
1998800,488284,153327,"GEORGIA PRINSLOO"
1998800,488284,153327,"SCOTT CRAVEN-JONES"
1998800,488284,153327,"MATTHEW GILMARTIN"
1998800,488284,153328,"DIAMETER ASSOCIATES LLC"
1998800,488284,153328,"GEORGIA PRINSLOO"
1998800,488284,153328,"SCOTT CRAVEN-JONES"
1998800,488284,153328,"MATTHEW GILMARTIN"
1998800,312433,141634,"DIAMETER ASSOCIATES LLC"
1998800,312433,141634,"GEORGIA PRINSLOO"
1998800,247608,133334,"GEORGIA PRINSLOO"
1998800,247608,133334,"SCOTT CRAVEN JONES"
