"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1925331,"RBC CAPITAL MARKETS ADVISOR PROGRAM (THROUGH ENVESTNET)","ALEXANDER CAPITAL WEALTH MANAGEMENT LLC","801-112997",157714
1925331,"AVISEN SECURITIES LTD. LOCKWOOD SEPARATE ACCOUNT PROGRAM (THROUGH LOCKWOOD ADVISORS, INC.)","AVISEN WEALTH MANAGEMENT, INC.","8-65833",125977
1925331,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","KOVACK ADVISORS, INC.","801-63048",140808
1925331,"CONSULTING SOLUTIONS","RBC CAPITAL MARKETS, LLC","801-13059",31194
1925331,"STRATIS","J.P. MORGAN SECURITIES LLC","801-3702",79
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","KESTRA INVESTMENT SERVICES, LLC","8-49672",42046
1925331,"CONSULTS","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1925331,"FIDUCIARY SERVICES","MORGAN STANLEY","801-70103",149777
1925331,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1925331,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1925331,"FIELDPOINT SEPARATELY MANAGED ACCOUNTS (THROUGH LOCKWOOD ADVISORS, INC.)","DOMINARI SECURITIES LLC","801-78295",18975
1925331,"WESTERN SEPARATELY MANAGED ACCOUNTS (THROUGH LOCKWOOD ADVISORS, INC.)","WESTERN INTERNATIONAL SECURITIES","801-68953",39262
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","OSAIC SERVICES, INC.","8-66771",133763
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","FSC SECURITIES CORPORATION","801-42017",7461
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","PKS ADVISORY SERVICES, LLC","801-62147",125648
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","KESTRA INVESTMENT SERVICES, LLC","8-49672",42046
1925331,"LOCKWOOD MANAGED ACCOUNT COMMAND PROGRAM","SANCTUARY ADVISORS, LLC","801-99364",226606
1925331,"DYNAMIC ALLOCATION PORTFOLIOS - UMA PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1925331,"LOCKWOOD MANAGED ACCOUNTS PROGRAM","ARVEST WEALTH MANAGEMENT","801-63738",42057
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","OFS","801-20076",107335
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","OCTAVIA WEALTH ADVISORS LLC","801-118078",306909
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","PNC INVESTMENTS","801-66195",129052
1925331,"BENJAMIN F. EDWARDS & CO. SMA PORTFOLIOS NON-COVERED (THROUGH LOCKWOOD ADVISORS, INC.)","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1925331,"MERRILL LYNCH STRATEGIC PORTFOLIO ADVISOR","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1925331,"BENJAMIN F. EDWARDS & CO. SMA PORTFOLIOS COVERED (THROUGH LOCKWOOD ADVISORS, INC.)","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1925331,"DIVERSIFIED MANAGED ALLOCATIONS","WELLS FARGO ADVISORS","801-37967",19616
1925331,"UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","FOUNTAINHEAD ADVISORS","801-79472",156185
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","SPC","801-20404",110692
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","SPC","801-20404",110692
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","ROCKEFELLER CAPITAL MANAGEMENT","801-114033",291361
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","SANTANDER SECURITIES","801-56796",41791
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","SECURITIES AMERICA ADVISORS, INC.","801-45628",110518
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","COMMONWEALTH FINANCIAL NETWORK","801-41541",8032
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","FIFTH THIRD SECURITIES, INC.","801-63623",628
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","JAFFE TILCHIN INVESTMENT PARTNERS, LLC","801-67720",143608
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","J P TURNER & COMPANY CAPITAL MANAGEMENT, LLC","801-67970",124446
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","SPC","801-20404",110692
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","SNOWDEN CAPITAL ADVISORS LLC","801-72332",157299
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","STILLWATER CAPITAL ADVISORS, LLC","801-70060",149946
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","VENTURI PRIVATE WEALTH","801-78932",169576
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","KESTRA PRIVATE WEALTH SERVICES, LLC","801-71936",155193
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","ARBOR POINT ADVISORS","801-77135",165127
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","BANCWEST INVESTMENT SERVICES, INC. (BWIS)","801-71300",29357
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","KEEL POINT, LLC","801-62249",127902
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","CADARET GRANT & CO INC","801-42709",10641
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","OSAIC FS, INC.","801-23151",3870
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","HILLTOP SECURITIES INC.","801-55529",6220
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","OSAIC INSTITUTIONS, INC.","801-67242",35371
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","INSIGHT SECURITIES, INC.","801-12999",5611
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","NORTHLINE WEALTH MANAGEMENT LLC","801-107657",150422
1925331,"PRIVATE BANK UMA PROGRAM","US TRUST","",
1925331,"VICTUS CAPITAL WEALTH -  SINGLE CONTRACT (THOURGH LOCKWOOD ADVISORS, INC.)","VICTUS CAPITAL WEALTH","801-71919",154899
1925331,"STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES INC.","801-7163",8174
1925331,"PRECIPIO WEALTH MANAGEMENT LLC (THROUGH PERSHING ADVISOR SOLUTIONS)","PRECIPIO WEALTH MANAGEMENT LLC","801-70369",150310
1925331,"WEALTH MANAGEMENT SOLUTIONS UMA (THROUGH ENVESTNET ASSET MANAGEMENT, INC.)","HSBC GLOBAL ASSET MANAGEMENT (USA) INC.","801-25999",105686
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","J. W. COLE ADVISORS, INC.","801-60722",112294
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","180 WEALTH ADVISORS, LLC","801-110219",284921
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","KINETIC INVESTMENT MANAGEMENT, INC.","801-118383",283034
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","VALLEY FINANCIAL MANAGEMENT, INC.","801-113685",105387
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","PRUCO SECURITIES, LLC","801-52208",5685
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","ONE CHARLES PRIVATE WEALTH","801-109973",286635
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","HIGHTOWER ADVISORS, LLC","801-69625",145323
1925331,"MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC.","801-29938",5393
1925331,"MANAGER SELECT ACCOUNT PROGRAM","EQUITABLE ADVISORS, LLC","801-14065",6627
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","CITIZENS SECURITIES, INC.","801-61902",39550
1925331,"EMPIRE SMA","EMPIRE FINANCIAL MANAGEMENT COMPANY, LLC","801-106958",146097
1925331,"NATIONWIDE PLANNING ASSOCIATES/NPA ASSET MANAGEMENT, LLC (THROUGH LOCKWOOD ADVISORS, INC.)","NATIONWIDE PLANNING ASSOCIATES INC.","8-45310",31029
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","INDEPENDENT FINANCIAL GROUP, LLC","801-62667",7717
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","VOYA FINANCIAL ADVISORS, INC.","801-46585",2882
1925331,"HARBOR SEPARATELY MANAGED ACCOUNT (THROUGH LOCKWOOD ADVISORS, INC.)","HARBOR INVESTMENT ADVISORY, LLC","801-70893",151085
1925331,"PLATINUM SOLUTIONS (THROUGH LOCKWOOD ADVISORS, INC.)","LINCOLN INVESTMENT","801-14059",519
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","TRINITYPOINT WEALTH, LLC","801-113394",297165
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","D.A. DAVIDSON & CO.","801-45761",199
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","COASTAL BRIDGE ADVISORS","801-70943",152569
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","HIGHTOWER ADVISORS, LLC","801-69625",145323
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","NEWEDGE SECURITIES LLC","8-27663",10674
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","ELK RIVER WEALTH MANAGEMENT LLC","801-118102",307263
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","FIRST HORIZON ADVISORS, INC","801-78594",17117
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","FUSION FAMILY WEALTH, LLC","801-78339",168254
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","MID ATLANTIC FINANCIAL MANAGEMENT, INC.","801-21527",109771
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","MONTE FINANCIAL GROUP, LLC","801-70207",150119
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","PRUCO SECURITIES, LLC","801-52208",5685
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","ADVANCED ASSET MANAGEMENT ADVISORS, INC.","801-61760",119859
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","GW & WADE, LLC","801-27292",105394
1925331,"UMA PROGRAM","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1925331,"PREMIUM ACCESS STRATEGIES","MERRILL LYNCH","",
1925331,"MANAGED ACCOUNT DIRECT","PERSHING ADVISOR SOLUTIONS LLC","8-47425",36671
1925331,"LOCKWOOD/PERSHING ADVISORS SOLUTIONS LLC MANAGED CONNECT PROGRAM","BRENTON POINT WEALTH ADVISORS LLC","801-110114",287603
1925331,"LOCKWOOD/PERSHING ADVISOR SOLUTIONS LLC MANAGED CONNECT PROGRAM","LIBERTY WEALTH ADVISORS, LLC","801-76718",161997
1925331,"FIDUCIARY SERVICES","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1925331,"LOCKWOOD/PERSHING ADVISOR SOLUTIONS LLC MANAGED CONNECT PROGRAM","COASTAL BRIDGE ADVISORS","801-70943",152569
1925331,"MANAGED 360 PROGRAM","BNY ADVISORS","801-52378",106108
1925331,"NATIONWIDE PLANNING ASSOCIATES/NPA ASSET MANAGEMENT, LLC (THROUGH LOCKWOOD ADVISORS, INC.)","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","WOODBURY FINANCIAL SERVICES, INC.","801-54905",421
1925331,"MILL CREEK CAPITAL ADVISORS, LLC","MILL CREEK CAPITAL ADVISORS, LLC","801-67173",141470
1925331,"SEI MANAGED ACCOUNT PROGRAM","SEI INVESTMENTS MANAGEMENT CORP","801-24593",105146
1925331,"LPL MODEL WEALTH PORTFOLIOS PROGRAM","LPL FINANCIAL LLC","801-10970",6413
1925331,"WILLIAM BLAIR COMPREHENSIVE FEE PROGRAM (THROUGH ENVESTNET)","WILLIAM BLAIR & COMPANY L.L.C.","801-688",1252
1925331,"SPECTRUM INVESTMENT PROGRAM","BB&T SECURITIES, LLC","801-77145",142785
1925331,"ENVESTNET UNIFIED MANAGED PLATFORM","MASS MUTUAL LIFE INVESTOR SERVICES","",
1925331,"SEPARATE ACCOUNT NETWORK","FIDELITY INVESTMENTS","",
1925331,"SEPARATE ACCOUNT EXCHANGE PROGRAM","TD AMERITRADE, INC.","801-60469",7870
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","BEIRNE.","801-77726",167103
1925331,"CONNECT","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1925331,"MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1925331,"PRIVATE LABEL (THROUGH ENVESTNET)","FIRST ALLIED ADVISORY SERVICES, INC.","801-66653",137888
1925331,"LOCKWOOD MANAGED ACCOUNTS PROGRAM","THE INVESTMENT CENTER, INC.","8-35826",17839
1925331,"CANTELLA & CO., INC. (THROUGH LOCKWOOD ADVISORS, INC.)","CANTELLA & CO., INC.","801-60841",13905
1925331,"ENVESTNET UNIFIED MANAGED PLATFORM","ENVESTNET PMC","801-57260",111694
1925331,"BENJAMIN F. EDWARDS & CO. SMA NON-COVERED (THROUGH LOCKWOOD ADVISORS, INC.)","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1925331,"LOCKWWOD MANAGED ACCOUNTS PROGRAM","INDEPENDENT FINANCIAL PARTNERS","801-69511",125112
1925331,"OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1925331,"MANAGER ACCESS NETWORK","LPL FINANCIAL LLC","801-10970",6413
1925331,"FIELDPOINT SMA PQJ","DOMINARI SECURITIES LLC","801-78295",18975
1925331,"JP MORGAN MANAGER CIRCUIT","J.P. MORGAN SECURITIES LLC","801-3702",79
1925331,"LOCKWOOD SPONSORED PROGRAM","BNY ADVISORS","801-52378",106108
1925331,"MASTERS","WELLS FARGO ADVISORS","801-37967",19616
1925387,"MIRAMONTES CAPITAL WRAP PROGRAM","MIRAMONTES CAPITAL, LLC","801-110012",264786
1923727,"KEY CAPITAL MANAGEMENT, INC. WRAP FEE PROGRAM","KEY CAPITAL MANAGEMENT, INC.","",
1930827,"RAYMOND JAMES & ASSOCIATES, INC. (""RJA"") WRAP FEE","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1922302,"GUIDED PORTFOLIO SOLUTIONS (GPS)","MONEY CONCEPTS ADVISORY SERVICE","801-39736",12963
1922302,"MANAGED ACCOUNT SERVICES","MERRILL LYNCH & CO.","",
1922302,"MANAGED ACCOUNT CONSULTING","D.A. DAVIDSON & CO.","801-45761",199
1922302,"MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
1922302,"UBS MANAGED PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
1922302,"MANAGED ACCOUNT COMMAND","CANTELLA & CO., INC.","801-60841",13905
1922302,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1922302,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-57434",11025
1922302,"CONSULTING AND EVALUATION SERVICES (CES) AND INVESTMENT MANAGEMENT SERVICES (IMS)","MORGAN STANLEY","801-70103",149777
1922302,"OUTSIDE MANAGERS PROGRAM (OSM)","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC","801-69815",149018
1922302,"ACCESS","CHARLES SCHWAB & CO., INC.","801-29938",5393
1922302,"UBS STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES INC.","801-7163",8174
1921858,"ILLUMINATE WRAP FEE PROGRAM","ILLUMINATE","",334292
1927658,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO. LLC","801-16048",361
1933511,"WILLOW CREEK CAPITAL MANAGEMENT, INC. WRAP FEE","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1928863,"THE PATRIOT FINANCIAL GROUP WRAP FEE PROGRAM","THE PATRIOT FINANCIAL GROUP LLC","",
1927658,"CONSULTING AND EVALUATION SERVICES (CES)","MORGAN STANLEY","801-70103",149777
1927658,"STIFEL CONNECT PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1927658,"MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1927658,"INVESTMENT MANAGEMENT SERVICES (IMS)","MORGAN STANLEY","801-70103",149777
1927658,"MERRILL LYNCH STRATEGIC PORTFOLIO ADVISOR SERVICE","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1927658,"MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
1927658,"ROBERT W. BAIRD DUAL CONTRACT PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
1928358,"THE SALVETTI GROUP WRAP FEE PROGRAM","THE SALVETTI GROUP","801-128204",324974
1924311,"FIDELITY","GLOBAL RETIREMENT PARTNERS LLC","801-80074",172011
1924311,"SCHWAB WRAP PROGRAM","GLOBAL RETIREMENT PARTNERS LLC","801-80074",172011
1927921,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1927921,"FUNDSOURCE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1927921,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1927921,"QUANTITATIVE CHOICE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1927921,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1928327,"CUSTOM ASSET ALLOCATION PROGRAM","DUNHAM & ASSOCIATES INVESTMENT COUNSEL, INC.","801-25803",13162
1928327,"STANDARD ASSET ALLOCATION PROGRAM","DUNHAM & ASSOCIATES INVESTMENT COUNSEL, INC.","801-25803",13162
1922865,"4THOUGHT TRADITIONAL STRATEGIC ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT TRADITIONAL AGGRESSIVE ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT TRADITIONAL MODERATE ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT FIXED INCOME PLUS","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT SELECTIVE STOCK ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT MULTI-METHOD CONSTRAINED","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT GLOBAL STRATEGIC ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT CUSTOM/LIABILITY-DRIVEN INVESTING","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT TRADITIONAL CONSERVATIVE ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT OPPORTUNISTIC UNCONSTRAINED ALLOCATION","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1922865,"4THOUGHT MULTI-METHOD UNCONSTRAINED","4THOUGHT FINANCIAL GROUP INC.","801-74692",162997
1921936,"BOYD CAPITAL WRAP PROGRAM","BOYD CAPITAL","801-120330",312070
1932368,"RBC UNIFIED PORTFOLIO","RBC CAPITAL MARKETS, LLC","801-13059",31194
1922301,"WEALTH BOUTIQUE WRAP FEE PROGRAM","THE WEALTH BOUTIQUE","801-129886",317291
1932329,"GOLDEN STATE WRAP FEE PROGRAM","GOLDEN STATE WEALTH MANAGEMENT, LLC","",
1932368,"AGI ADVISORY ACCOUNT","ANDREW GARRETT, INC.","",
1932368,"STRATEGIC ETF PORTFOLIOS","STATE STREETGLOBAL ADVISORS","",
1932368,"ADVISOR ACCOUNT","RBC CAPITAL MARKETS","",
1932368,"WEALTH MANAGEMENT","ASSETMARK","",
1924037,"ATEGENOS WEALTH PLATFORM","ATEGENOS CAPITAL, LLC","801-128024",326708
1923140,"IFG ADVISORY WRAP FEE PROGRAM","IFG ADVISORY, LLC","801-80184",168012
1922901,"STRATEGIC ASSET MANAGEMENT GROUP ADVISORS","STRATEGIC ASSET MANAGEMENT GROUP ADVISORS","801-68978",135832
1922901,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1922901,"ENVESTNET PRIVATE WEALTH MANAGEMENT PROGRAM","ENVESTNET PMC","801-57260",111694
1923252,"STRATEGIC ASSET MANAGEMENT GROUP ADVISORS","STRATEGIC ASSET MANAGEMENT GROUP ADVISORS","801-68978",135832
1923252,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1923252,"ENVESTNET PRIVATE WEALTH MANAGEMENT PROGRAM","ENVESTNET PMC","801-57260",111694
1923265,"ADVISORENTERPRISE WRAP FEE PROGRAM","KESTRA ADVISORY SERVICES, LLC","801-56126",283330
1923269,"KESTRA INSTITUTIONAL SERVICES WRAP FEE PROGRAM","KESTRA INSTITUTIONAL SERVICES, LLC","801-70743",151790
1922656,"ETF ADVANTAGE","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1922656,"KEYSTONE","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1922656,"JANNEY CAPITAL MANAGEMENT DIRECT","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1923293,"CEDARGOLD CONSULTING INC. WRAP FEE PROGRAM","CEDARGOLD CONSULTING INC.","",
1923299,"TRUEDGE ASSET MANAGEMENT","TRUEDGE ASSET MANAGEMENT, LLC","8-127556",
1927667,"COMPASS FINANCIAL ADVISORY SERVICES WRAP FEE PROGRAM","COMPASS FINANCIAL ADVISORY SERVICES, LLC","801-123037",316843
1928087,"WELLS FARGO PRIVATE ADVISOR NETWORK DUAL CONTRACT PROGRAM","WELLS FARGO ADVISORS","801-37967",19616
1928087,"GRAYSTONE INSTITUTIONAL CONSULTING SERVICES","MORGAN STANLEY","801-70103",149777
1928118,"BAY COLONY ADVISORY GROUP, INC. WRAP FEE PROGRAM","BAY COLONY ADVISORS","801-107792",152583
1932146,"THE HERBST GROUP WRAP FEE PROGRAM","THE HERBST GROUP, LLC","801-118872",309319
1932978,"BETTERMENT","BETTERMENT","801-70171",149117
1923294,"BUY HOLD PLUS","TFS ADVISORY SERVICES","",
1922441,"CONTOUR","WESTERN INTERNATIONAL SECURITIES","801-68953",39262
1928193,"BNY MELLON ADVISORS","SANCTUARY ADVISORS, LLC","801-99364",226606
1932997,"ADVISORENTERPRISE WRAP FEE PROGRAM","KESTRA ADVISORY SERVICES, LLC","801-56126",283330
1933106,"PORTFOLIO SELECT UNIFIED MANAGED ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"RAYMOND JAMES CONSULTING SERVICES PROGRAM (""RJCS"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"FREEDOM ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"FREEDOM UNIFIED MANAGED ACCOUNT PROGRAM (""UMA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"BLACKROCK MODEL PORTFOLIOS (""BLACKROCK"")","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"RUSSELL MODEL STRATEGIES","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"AMERICAN FUNDS MODEL PORTFOLIOS PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
1933106,"RAYMOND JAMES MULTIPLE DISCIPLINE ACCOUNT (""MDA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
