"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
2001313,"KRILOGY FINANCIAL WRAP FEE PROGRAM","KRILOGY","801-69838",149046
2001604,"PENN MUTUAL ASSET MANAGEMENT WRAP FEE PROGRAM","PENN MUTUAL ASSET MANAGEMENT, LLC","801-35477",107518
2001233,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-37967",19616
2001233,"ADVISORY CHOICE","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
2001233,"PRIVATE WEALTH","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001233,"UMA","ELEVATION POINT WEALTH PARTNERS, LLC","801-65068",137068
2001233,"UMA","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
2001233,"UMA","ASHTON THOMAS PRIVATE WEALTH","801-71512",153902
2001233,"FMAX","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
2001233,"SANS","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784
2001233,"LOCKWOOD UMA","BNY ADVISORS","801-52378",106108
2001233,"UMA","ICR PARTNERS","801-117434",304689
2001233,"MAC - MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001233,"MANAGER SELECT (RIA) MAS","LPL FINANCIAL LLC","801-10970",6413
2001233,"PRIVATE BANK","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001233,"IMS - INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
2001233,"UMA","SEI GLOBAL SERVICES INC","",
2001233,"MANAGER SIGNALS","VESTMARK ADVISORY SOLUTIONS, INC.","801-114077",221518
2001233,"MAS","LPL FINANCIAL LLC","801-10970",6413
2001233,"SELECT UMA","MORGAN STANLEY","801-70103",149777
2001233,"MANAGER ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
2001233,"OUTSIDE MANAGED","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2001233,"CES - CONSULTING AND EVAL SERVICES","MORGAN STANLEY","801-70103",149777
2001233,"MANAGER SELECT (MS)","LPL FINANCIAL LLC","801-10970",6413
2001233,"MAP - MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
2001233,"ADVISOR ALLOCATION PROGRAM (AAP)","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001233,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001233,"STRATEGIC WEALTH PORTFOLIOS (SWP)","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001233,"LOCKWOOD","BNY ADVISORS","801-52378",106108
2001233,"SELECT UMA","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001233,"MANAGED DIVERSIFIED PORTFOLIOS (MDP)","WELLS FARGO BANK NA","",
2001233,"MANAGER ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC.","801-29938",5393
2001233,"PREMIER ADVISORY","ENVESTNET PMC","801-57260",111694
2001233,"SELECT","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
2001233,"IAP","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2001233,"P-UMA","WELLS FARGO ADVISORS","801-37967",19616
2001233,"IAS","OPPENHEIMER ASSET MANAGEMENT","801-31427",105559
2001233,"CAPITAL DIRECTIONS","PNC INVESTMENTS","801-66195",129052
2001233,"STRATIS","J.P. MORGAN SECURITIES LLC","801-3702",79
2001233,"UMA","US BANK, NA","",
2001233,"RECOMMENDED MANAGER","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
2001233,"UMA","ENVESTNET PMC","801-57260",111694
2001233,"IUA","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
2001233,"MWP","LPL FINANCIAL LLC","801-10970",6413
2001233,"UMA","SEI INVESTMENTS MANAGEMENT CORP","801-24593",105146
2001233,"UMA","RBC CAPITAL MARKETS, LLC","801-13059",31194
2001233,"CONSULT SERVICES","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2001233,"MARKETPLACE (SCHWAB)","CHARLES SCHWAB & CO., INC.","801-29938",5393
2001233,"MANAGER SELECTION PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001233,"UMA","ELEVATION POINT WEALTH PARTNERS, LLC","801-65068",137068
2001233,"GMSSAP","GOLDMAN SACHS & CO. LLC","801-16048",361
2001122,"SELECT UMA","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001122,"SELECT","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
2001122,"MAP-MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
2001122,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001122,"IAP","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2001122,"OUTSIDE MANAGED","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2001122,"PRIVATE BANK","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001122,"P-UMA","WELLS FARGO ADVISORS","801-37967",19616
2001122,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-37967",19616
2001122,"MANAGER SELECT (MS)","LPL FINANCIAL LLC","801-10970",6413
2001122,"GMSSAP","GOLDMAN SACHS & CO. LLC","801-16048",361
2001122,"PRIVATE WEALTH","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001122,"STRATEGIC WEALTH PORTFOLIOS (SWP)","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001122,"SELECT UMA","MORGAN STANLEY","801-70103",149777
2001122,"IMS-INVESTMENT MGMT SERVICES","MORGAN STANLEY","801-70103",149777
2001122,"PREMIER ADVISORY","ENVESTNET PMC","801-57260",111694
2001122,"UMA","SEI INVESTMENTS MANAGEMENT CORP","801-24593",105146
2001122,"MANAGER ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
2001122,"MANAGED DIVERSIFIED PORTFOLIOS (MDP)","WELLS FARGO BANK NA","",
2001122,"MANAGER ACCESS SELECT(RIA) MAS","LPL FINANCIAL LLC","801-10970",6413
2001122,"CAPITAL DIRECTIONS","PNC INVESTMENTS","801-66195",129052
2001122,"CES-CONSULTING AND EVAL SERVICES","MORGAN STANLEY","801-70103",149777
2001122,"UMA","ENVESTNET PMC","801-57260",111694
2001122,"IAS","OPPENHEIMER ASSET MANAGEMENT","801-31427",105559
2001122,"UMA","SEI GLOBAL SERVICES INC","",
2001122,"MANAGER SELECTION PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
2001122,"IUA","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
2001122,"MAC-MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001122,"MANAGER ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC.","801-29938",5393
2001122,"RECOMMENDED MANAGER'S PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
2001122,"MANAGER SIGNALS","VESTMARK ADVISORY SOLUTIONS, INC.","801-114077",221518
2001122,"STRATIS","J.P. MORGAN SECURITIES LLC","801-3702",79
2001122,"UMA","US BANK, NA","",
2001122,"ADVISORY CHOICE","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
2001122,"ADVISOR ALLOCATION PROGRAM (AAP)","UBS FINANCIAL SERVICES INC.","801-7163",8174
2001122,"UMA","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
2001122,"OPTIMA","MANAGED ACCOUNT ADVISORS LLC","801-67569",142558
2001122,"SANS","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784
2001122,"UMA","ELEVATION POINT WEALTH PARTNERS, LLC","801-65068",137068
2001122,"UMA","ASHTON THOMAS PRIVATE WEALTH","801-71512",153902
2001122,"UMA","ICR PARTNERS","801-117434",304689
2001122,"CONSULT SERVICES","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2001122,"FMAX","FIDELITY INSTITUTIONAL WEALTH ADVISER LLC","801-116860",301896
2001122,"LOCKWOOD","BNY ADVISORS","801-52378",106108
2001122,"LOCKWOOD UMA","BNY ADVISORS","801-52378",106108
2001122,"MARKETPLACE (SCHWAB)","CHARLES SCHWAB & CO., INC.","801-29938",5393
2001122,"MAS","LPL FINANCIAL LLC","801-10970",6413
2001122,"MS","LPL FINANCIAL LLC","801-10970",6413
2001122,"MWP","LPL FINANCIAL LLC","801-10970",6413
2001122,"UMA","RBC CAPITAL MARKETS, LLC","801-13059",31194
2000522,"STIFEL INVESTMENT ADVISOR PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
2000522,"NBC SECURITIES","RBC WEALTH MANAGEMENT","",
2001221,"ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT (UMA) MODELS (RESEARCH MODELS)","EDWARD JONES","801-3297",250
2001221,"ADVISORY SOLUTIONS FUND MODELS  (RESEARCH MODELS)","EDWARD JONES","801-3297",250
2003464,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN, SACHS & COMPANY","",
2003464,"JPM ADVISORS STRATIS SMA","J.P. MORGAN SECURITIES LLC","",
2003464,"MORGAN STANLEY CES","MORGAN STANLEY SMITH BARNEY LLC","",
2003464,"ADVISOR ALLOCATION PROGRAM","UBS FINANCIAL SERVICES INC","",
2003464,"UBS STRATEGIC WEALTH PORTFOLIOS","UBS FINANCIAL SERVICES INC","",
2003497,"LFG WRAP FEE PROGRAM","LFG WEALTH PARTNERS, LLC","801-130411",331339
2004923,"MUTUAL ADVISORS, LLC WRAP PROGRAM","MUTUAL ADVISORS, LLC","801-78089",167658
1987681,"WELLINGTON-ALTUS WRAP PROGRAM","WELLINGTON-ALTUS USA INC.","801-113668",297314
2004947,"MARTINSEN WEALTH MANAGEMENT WRAP FEE PROGRAM","MARTINSEN WEALTH MANAGEMENT","801-130933",332433
2003350,"TOPSAIL WEALTH MANAGEMENT WRAP PROGRAM","TOPSAIL WEALTH MANAGEMENT LLC","801-130245",331098
2002601,"BEACON POINTE WRAP FEE PROGRAM","BEACON POINTE ADVISORS, LLC","801-60943",119290
2004753,"ILLUMINATE WRAP FEE PROGRAM","ILLUMINATE","",334292
2006557,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS","",
2006557,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS","",
2006557,"QUANTITATIVE CHOICE","WELLS FARGO ADVISORS","",
2006557,"FUNDSOURCE","WELLS FARGO ADVISORS","",
2006557,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS","",
2006319,"WCG ISC PORTFOLIOS","THE WEALTH CONSULTING GROUP","801-80386",173194
2006319,"STRATEGIC WEALTH MANAGEMENT","THE WEALTH CONSULTING GROUP","",
2006319,"FIDELITY WRAP PROGRAM","THE WEALTH CONSULTING GROUP","",
2006319,"SCHWAB WRAP PROGRAM","THE WEALTH CONSULTING GROUP","",
2003421,"PASSAGEWAY - ADVISOR DIRECTED","FIFTH THIRD SECURITIES, INC.","801-63623",628
2001514,"ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
2001514,"STRATOS WEALTH PARTNERS LTD WRAP FEE PROGRAM","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
2001514,"STRATOS WEALTH MANAGEMENT II (SWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
2003584,"CATOCTIN RIDGE WEALTH PARTNERS","CATOCTIN RIDGE WEALTH PARTNER","801-131326",333113
2002218,"UBS MANAGED ACCOUNTS CONSULTING (""MAC"")","UBS FINANCIAL SERVICES INC.","801-7163",8174
2002218,"W&S WEALTH SOLUTIONS","W&S BROKERAGE SERVICES, INC.","801-113946",8099
2002218,"LINCOLN INVESTMENT PLANNING CAAMS SELECT PROGRAM","LINCOLN INVESTMENT","801-14059",519
2002218,"UGMA WRAP FEE PROGRAM","W&S ADVISORY SERVICES, LLC","801-132082",334683
2003691,"TAM, LLC","TITLEIST ASSET MANAGEMENT, LLC","801-126953",323567
2000749,"AMC ALLOCATION PLUS","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2004327,"LFG WRAP FEE PROGRAM","LFG WEALTH PARTNERS, LLC","801-130411",331339
2005040,"CWM ASSET MANAGEMENT PROGRAM","CWM, LLC","801-72037",155344
2004969,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2000749,"AMC PINNACLE","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2000749,"AMC FUND SELECT TACTICAL","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2000749,"AMC ADVISE","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2000749,"AMC ANNUITY","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2000749,"TRUIST INVEST","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2000749,"AMC PREMIER","TRUIST ADVISORY SERVICES, INC.","801-107729",283390
2003299,"WCP WRAP FEE PROGRAM","WEALTHCARE CAPITAL PARTNERS, LLC","",330300
2004876,"OUTSIDE MANAGER (OSM)","RAYMOND JAMES","",
2004876,"MAC","UBS","",
2004987,"WCAP WRAP FEE PROGRAM","WEALTHCARE ADVISORY PARTNERS LLC","801-80067",171976
2004186,"THE PATRIOT FINANCIAL GROUP WRAP FEE PROGRAM","THE PATRIOT FINANCIAL GROUP LLC","",
2005173,"ADVISORNET WEALTH PARTNERS WRAP FEE PROGRAM","ADVISORNET FINANCIAL, INC., DBA ADVISORNET WEALTH PARTNERS","",
2006679,"ASSET ALLOCATION MANAGED PORTFOLIOS","COPPER FINANCIAL","801-89168",168203
2006679,"GUIDED INVESTING","COPPER FINANCIAL","801-89168",168203
1998941,"MARKETRIDERS","MARKETRIDERS","801-69514",147963
1995813,"RPOA WRAP PROGRAM","RETIREMENT PLANNERS OF AMERICA","801-72262",157222
2006865,"ASSET MANAGEMENT SOLUTIONS","FIRST COMMAND ADVISORY SERVICES","801-56942",281958
2006209,"SPA - STRATEGIC PORTFOLIO ADVISOR® SERVICE","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2006209,"INVESTMENT COUNSELING SERVICES PROGRAM (ICS)","J.P. MORGAN SECURITIES LLC","801-3702",79
2006209,"CES - CONSULTING AND EVALUATION SERVICES PROGRAM","MORGAN STANLEY","801-70103",149777
2006209,"MAC - MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC.","801-7163",8174
2006209,"GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO. LLC","801-16048",361
2006209,"MAP - MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
2006209,"OSM - OUTSIDE MONEY MANAGER PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
2006209,"IAP - INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2006209,"SELECT UMA® PROGRAM","MORGAN STANLEY","801-70103",149777
2006209,"PRIVATE ADVISOR NETWORK (PAN)","WELLS FARGO ADVISORS","801-57434",11025
2006209,"PREMIUM ACCESS STRATEGIES (PAS)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
2006209,"UBS ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
2006209,"UBS STRATEGIC WEALTH PORTFOLIO (SWP)","UBS FINANCIAL SERVICES INC.","801-7163",8174
2006209,"ENVESTNET PRIVATE WEALTH MANAGEMENT PROGRAM (SMA)","ENVESTNET PMC","801-57260",111694
2006886,"PREMIER MANAGED ADVISORY PROGRAMS","CALTON & ASSOCIATES, INC.","801-70036",20999
2006886,"INNOVATION MANAGED ADVISORY PROGRAM","CALTON & ASSOCIATES, INC.","801-70036",20999
2003710,"MISSION FINANCIAL GROUP WRAP FEE PROGRAM","MISSION FINANCIAL GROUP, LLC","",311876
2004037,"WEALTHPORT WRAP PROGRAM","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
2004046,"CWM ASSET MANAGEMENT PROGRAM","CWM, LLC","801-72037",155344
2004072,"ENVESTNET ASSET MANAGEMENT, INC.","ENVESTNET PMC","801-57260",111694
2004043,"OSAIC INSTITUTIONS INC. ADVISOR MANAGED ACCOUNT PROGRAM","OSAIC INSTITUTIONS INC. INVESTMENTS, INC.","",
2004043,"OSAIC INSTITUTIONS INC.WEALTHSELECT PROGRAM","OSAIC INSTITUTIONS INC.INVESTMENTS, INC.","",
2004043,"OSAIC INSTITUTIONS INC.UMA PROGRAM","OSAIC INSTITUTIONS INC.INVESTMENTS, INC.","",
2002709,"BOYLE CAPITAL MANAGED ACCOUNT PROGRAM","BOYLE CAPITAL","801-67954",132416
2005175,"FARTHER WRAP PROGRAM","FARTHER","801-116721",302050
2005304,"GBWA WRAP FEE PROGRAM","GREENSTONE BELT WEALTH ADVISORS, LLC","",335862
2005430,"GOLDSTONE FINANCIAL GROUP, LLC WRAP FEE PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
2006362,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","801-70103",149777
2004184,"BLACKROCK MODEL PORTFOLIOS (""BLACKROCK"")","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"RUSSELL MODEL STRATEGIES","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"AMERICAN FUNDS MODEL PORTFOLIOS PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"RAYMOND JAMES MULTIPLE DISCIPLINE ACCOUNT (""MDA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"RAYMOND JAMES RESEARCH PORTFOLIOS (""RJRP"")","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"PORTFOLIO SELECT UNIFIED MANAGED ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"RAYMOND JAMES CONSULTING SERVICES PROGRAM (""RJCS"")","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"FREEDOM ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","",
2004184,"FREEDOM UNIFIED MANAGED ACCOUNT PROGRAM (""UMA"")","RAYMOND JAMES & ASSOCIATES, INC.","",
2004202,"PORTFOLIO SOLUTIONS STRATEGIST","PNC INVESTMENTS LLC","",
2004202,"CAPITAL DIRECTIONS","PNC INVESTMENTS LLC","",
2004202,"PORTFOLIO SOLUTIONS","PNC INVESTMENTS LLC","",
2004202,"PNC DIRECTIONS","PNC INVESTMENTS LLC","",
2004202,"CAPITAL DIRECTIONS ANNUITIES","PNC INVESTMENTS LLC","",
2004202,"GUIDED SOLUTIONS","PNC INVESTMENTS LLC","",
2004270,"GRAYSTONE PARTNERS WEALTH MANAGEMENT, LLC WRAP PROGRAM","GRAYSTONE PARTNERS WEALTH MANAGEMENT, LLC","801-117895",306068
2005588,"SEPARATE ACCOUNT SOLUTIONS (SAS)","NEWEDGE ADVISORS","801-79876",171351
2005588,"GWM WRAP PORTFOLIO MANAGEMENT","NEWEDGE ADVISORS","801-79876",171351
2005588,"ADVISOR'S CHOICE (AC)","NEWEDGE ADVISORS","801-79876",171351
2005588,"MANAGERXCHANGE® MANAGERS PROGRAM (MMP)","NEWEDGE ADVISORS","801-79876",171351
2005588,"MID ATLANTIC FUND STRATEGY (MAFS)","NEWEDGE ADVISORS","801-79876",171351
2005588,"MID ATLANTIC PORTFOLIO SOLUTIONS (MAPS)","NEWEDGE ADVISORS","801-79876",171351
2006563,"IMG STRATEGIC  ETF MODELS","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG MANAGED CORE EQUITY PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG MANAGED CREDIT FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG MANAGED SHORT-TERM CREDIT FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG MANAGED MUNICIPAL BOND PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG MANAGED STRATEGIC EQUITY PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG CORE FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"ADVISOR DIRECTED-DISCRETIONARY","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG DIVIDEND INCOME AND GROWTH (DIG) PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006563,"IMG BLENDED STRATEGIES PORTFOLIOS","ARVEST WEALTH MANAGEMENT","801-63738",42057
2006565,"MFA WRAP PROGRAM","MILESTONE FINANCIAL ASSOCIATES, LLC","801-133757",336684
2004663,"FORM ADV PART 2A APP 1 - WRAP FEE BROCHURE","BALBOA WEALTH PARTNERS, INC.","801-107029",282329
2006463,"STRATEGIC INVESTMENT SERVICES PROGRAM (STRATIS)","J.P. MORGAN SECURITIES LLC","801-3702",79
2006463,"PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
2006463,"ADVISORY PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
2006061,"CHARLES SCHWAB & CO., INC.","CHARLES SCHWAB & CO., INC.","801-29938",5393
2006061,"ASSETMARK, INC.","ASSETMARK, INC.","801-56323",109018
2006061,"SEI INVESTMENTS MANAGEMENT CORP","SEI INVESTMENTS MANAGEMENT CORP","801-24593",105146
2003471,"ADVISORY SERVICES NETWORK LLC WRAP FEE PROGRAM","ADVISORY SERVICES NETWORK LLC","",
2000626,"THREE SEASONS WEALTH","THREE SEASONS WEALTH","801-127982",326517
2001516,"ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH ADVISORS LLC","",
2001516,"STRATOS WEALTH ADVISORS LLC WRAP FEE PROGRAM","STRATOS WEALTH ADVISORS LLC","801-108211",283816
2001516,"STRATOS WEALTH ADVISORS WRAP FEE PROGRAM","STRATOS WEALTH ADVISORS LLC","801-108211",283816
2006819,"LSB CAPITAL WRAP PROGRAM","LSB WEALTH MANAGEMENT","",310466
2006872,"LPL FINANCIAL WRAP PROGRAM","LPL FINANCIAL LLC","801-10970",6413
2006773,"ARLINGTON WRAP PROGRAM","ARLINGTON FINANCIAL ADVISORS, LLC","801-107857",283288
2002415,"MID-ATLANTIC PORTFOLIO SOLUTIONS","MID-ATLANTIC FINANCIAL MANAGEMENT, INC.","",
2002415,"MID-ATLANTIC PORTFOLIO SOLUTIONS","NEWEDGE ADVISORS, LLC","",
2002492,"MAP ADVANTAGE","RAYMOND JAMES AND CAPITOL SECURITIES MANAGEMENT","",
2002492,"MAP FLEX","RAYMOND JAMES AND CAPITOL SECURITIES MANAGEMENT","",
2002492,"MAP BAYMOUNT","RAYMOND JAMES AND CAPITOL SECURITIES MANAGEMENT","",
2002492,"AMBASSADOR","RAYMOND JAMES AND CAPITOL SECURITIES MANAGEMENT","",
2002492,"CAPITAL GROUP COMPANIES","CAPITAL GROUP COMPANIES AND CAPITOL SECURITIES MANAGEMENT","",
2002531,"MAS (MANAGED ACCOUNT SERVICES)","BANK OF AMERICA/MERRILL LYNCH","",
2002531,"UNIFIED MANAGED ACCOUNT","OPPENHEIMER","",
2002531,"MANAGED ACCOUNT PROGRAM","CHARLES SCHWAB","",
2002531,"OPPORTUNITY","STIFEL, NICOLAUS, & COMPANY, INC.","",
2002531,"PNC","PNC BANK","",
2002531,"PERSONALIZED UMA","WELLS FARGO ADVISORS LLC","",
2002531,"THIRD PARTY SMA MODELS","ENVESTNET","",
2002531,"MANAGER SELECT, MANAGER ACCESS SELECT","LPL FINANCIAL","",
2002531,"MANAGED ACCOUNT PROGRAM","SIMPLICITY SOLUTIONS INC","",
2002531,"CONSULTING SOLUTIONS","RBC WEALTH MANAGEMENT","",
2002531,"UNIFIED PORTFOLIO","RBC WEALTH MANAGEMENT","",
2002531,"INVESTMENT ADVISORY PROGRAM","BANK OF AMERICA/MERRILL LYNCH","",
2002531,"ACCESS","UBS FINANCIAL SERVICES INC.","",
2002531,"MANAGED ACCOUNT UTILITY","BNY MELLON ADVISORS INC","",
2002531,"MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO BANK","",
2002531,"MA COMMAND","BNY MELLON ADVISORS INC","",
