"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
1997423,481094,300046,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481094,300047,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481094,300049,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1997423,481094,300050,"Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738,"NEW YORK","New York","United States","N"
1997423,481094,300051,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481094,300052,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1997423,481108,300108,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481101,300102,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1997423,481108,300106,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481108,300107,"Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738,"NEW YORK","New York","United States","N"
1997423,481108,300109,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1997423,481108,300110,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481108,300111,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481108,300112,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481108,300113,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1997423,481108,300114,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1997423,481108,300115,"Y","GOLDMAN SACHS AUSTRALIA PTY LTD","",,"MELBOURNE","","Australia","N"
1997423,481108,300116,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481020,299742,"Y","GOLDMAN SACHS AUSTRALIA PTY LTD","",,"MELBOURNE","","Australia","N"
1997423,481020,299743,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1997423,481020,299744,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481020,299745,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481020,299746,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1997423,481020,299747,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1997423,481108,300117,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1997423,481131,300233,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1997423,481131,300236,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481303,300982,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481303,300983,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481303,300984,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481020,299750,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481303,300985,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481305,300994,"Y","GOLDMAN SACHS AUSTRALIA PTY LTD","",,"MELBOURNE","","Australia","N"
1997423,481305,301005,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481020,299752,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1997423,481018,299741,"Y","GOLDMAN SACHS & CO. LLC","801-16048",361,"NEW YORK","New York","United States","N"
1997423,481020,299748,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481305,300995,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481305,300997,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481305,300998,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481305,300999,"Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738,"NEW YORK","New York","United States","N"
1997423,481305,301000,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1997423,481305,301001,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481305,301002,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481305,301003,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1997423,481305,301004,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1997423,481158,300405,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481154,300382,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481154,300385,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1997423,481158,300404,"Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738,"NEW YORK","New York","United States","N"
1997423,481158,300406,"Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481158,300409,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481020,299749,"Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738,"NEW YORK","New York","United States","N"
1997423,481020,299753,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481023,299785,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481156,300392,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481156,300394,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481023,299786,"Y","GOLDMAN SACHS PARIS INC. ET CIE","",,"PARIS","","France","N"
1997423,481158,300401,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481154,300375,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1997423,481154,300377,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481154,300379,"Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738,"NEW YORK","New York","United States","N"
1997423,481154,300370,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481154,300372,"Y","GOLDMAN SACHS BANK ZURICH (GSBZ)","",,"ZURICH","","Switzerland","N"
1997423,481154,300373,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1997423,481128,300218,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481200,300538,"Y","GOLDMAN SACHS (SINGAPORE) PTE.","",,"SINGAPORE","","Singapore","N"
1997423,481200,300539,"Y","GOLDMAN SACHS AUSTRALIA PTY LTD","",,"MELBOURNE","","Australia","N"
1997423,481020,299751,"Y","GOLDMAN SACHS INTERNATIONAL","",,"LONDON","","United Kingdom","N"
1997423,481130,300235,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1997423,481130,300243,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481023,299777,"Y","GOLDMAN SACHS AUSTRALIA PTY LTD","",,"MELBOURNE","","Australia","N"
1997423,481023,299778,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481023,299779,"Y","GOLDMAN SACHS INTERNATIONAL (GSI)","",,"LONDON","","United Kingdom","N"
1997423,481233,300625,"Y","GOLDMAN SACHS BANK EUROPE (GSBE)","",,"FRANKFURT","","Germany","N"
1997423,481241,300644,"Y","GOLDMAN SACHS SAUDI ARABIA","",,"RIYADH","","Saudi Arabia","N"
1997423,481241,300645,"Y","GOLDMAN SACHS JAPAN CO., LTD","",,"TOKYO","","Japan","N"
1997423,481241,300646,"Y","GOLDMAN SACHS (ASIA) L.L.C","",,"HONG KONG","","Hong Kong","N"
1989191,228076,151853,"Y","FUNDSMITH PARTNERS US LLC","",,"STAMFORD","Connecticut","United States","N"
1989191,15571,151852,"Y","FUNDSMITH PARTNERS US LLC","",,"STAMFORD","Connecticut","United States","N"
1999839,191443,306957,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,191443,306958,"N","BORDIER & CIE","",,"SWITZERLAND","","Switzerland","N"
1999839,191443,306956,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1999839,191443,76433,"N","ABU DHABI COMMERCIAL BANK","",,"ABU DHABI","","United Arab Emirates","N"
1999839,191443,76458,"N","UTMOST INTERNATIONAL","",,"IRELAND","","Ireland","N"
1999839,191446,76465,"N","BANK OF SINGAPORE","",,"SINGAPORE","","Singapore","N"
1999839,191443,76450,"N","THE COMMERCIAL BANK OF QATAR (QSC)","",,"DOHA","","Qatar","N"
1999839,191446,76474,"N","CLEARSTREAM FUND CENTRE AG (ERSTWHILE, UBS AG)","",,"ZURICH","","Switzerland","N"
1999839,191446,76475,"N","STANDARD CHARTERED BANK","",,"SINGAPORE","","Singapore","N"
1999839,191446,76476,"N","ABU DHABI COMMERCIAL BANK","",,"ABU DHABI","","United Arab Emirates","N"
1999839,191446,76460,"N","BANK OF MUSCAT","",,"MUSCAT","","Oman","N"
1999839,191446,84523,"N","HSBC SINGAPORE","",,"SINGAPORE","","Singapore","N"
1999839,191448,108940,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,191443,76459,"N","STANDARD CHARTERED BANK","",,"SINGAPORE","","Singapore","N"
1999839,191443,76442,"N","BANQUE LOMBARD ODIER & CO LTD","",,"GENEVA","","Switzerland","N"
1999839,365140,199593,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,488570,306988,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,488570,306989,"Y","KOTAK MAHINDRA FINANCIAL SERVICES LIMITED","",,"DUBAI","","United Arab Emirates","N"
1999839,488570,306990,"Y","KOTAK MAHINDRA BANK LIMITED - DUBAI BRANCH","",,"DUBAI","","United Arab Emirates","N"
1999839,488570,306991,"N","KRISTAL ADVISORS (SG) PTE LTD","",,"SINGAPORE","","Singapore","N"
1999839,488570,306987,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1999839,365140,306964,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1999839,488568,306985,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,488568,306986,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1999839,488536,306972,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,488536,306974,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1999839,191446,306969,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1999839,191446,306968,"Y","KOTAK MAHINDRA, INC.","8-51740",47251,"NEW YORK","New York","United States","N"
1999839,191446,306994,"N","FRIENDS PROVIDENT INTERNATIONAL LIMITED","",,"ISLE OF MAN","","Isle of Man","N"
1999839,191446,306995,"N","UTMOST INTERNATIONAL","",,"IRELAND","","Ireland","N"
1999839,191448,306967,"Y","KOTAK MAHINDRA (UK) LIMITED","",,"LONDON","","United Kingdom","N"
1997596,488145,306190,"N","BANK OF AMERICA","",,"LONDON","","United Kingdom","N"
1997596,488145,306191,"N","ROCKEFELLER","",,"NEW YORK","New York","United States","N"
1997596,488145,306192,"N","UBS AG","",,"LONDON","","United Kingdom","N"
1999130,369282,249323,"N","AVIDITI FINANCIAL, LLC","8-70523",309026,"DALLAS","Texas","United States","N"
1999130,368858,250148,"N","AVIDITI FINANCIAL, LLC","8-70523",309026,"DALLAS","Texas","United States","N"
2000456,180843,69562,"Y","PRYTANIA ASSET MANAGEMENT LLC","",,"NEW YORK","New York","United States","N"
2000456,228295,97284,"Y","PRYTANIA ASSET MANAGEMENT LLC","",,"NEW YORK","New York","United States","N"
2000456,180736,84544,"Y","PRYTANIA ASSET MANAGEMENT LLC","",,"NEW YORK","New York","United States","N"
2000456,269866,124190,"Y","PRYTANIA ASSET MANAGEMENT LLC","",,"NEW YORK","New York","United States","N"
1997170,488350,307088,"N","DINOSAUR FINANCIAL GROUP, L.L.C","8-52908",104446,"NEW YORK","New York","United States","N"
1986161,61259,249024,"N","EQUITABLE ADVISORS, LLC","801-14065",6627,"NEW YORK","New York","United States","Y"
1999055,237368,101630,"Y","DWS DISTRIBUTORS, INC.","8-47765",37306,"CHICAGO","Illinois","United States","N"
1999055,285025,133069,"Y","DWS DISTRIBUTORS, INC.","8-47765",37306,"CHICAGO","Illinois","United States","N"
