"FilingID","Other Products and Services","Business Name"
1981867,"WEIL IS A LICENSED INSURANCE BROKER AND MAY PLACE INSURANCE FOR CLIENTS.",""
1987821,"FIORI FINANCIAL AND ITS ASSOCIATED PERSONS PROVIDE PROPERTY MANAGEMENT SERVICES THROUGH FFG REALTY, LLC TO CERTAIN OF THE FIRM'S CLIENTS FOR SEPARATE COMPENSATION.",""
1987838,"SOME EMPLOYEES OF STONEBRIDGE FINANCIAL GROUP ARE INDEPENDENT LICENSED INSURANCE AGENTS AND/OR REGISTERED REPRESENTATIVES OF BROKER/DEALER FIRMS MAY OFFER INSURANCE PRODUCTS OR BROKER/DEALER SERVICES TO THEIR CLIENTS.",""
1988797,"INVESTMENTS IN REAL ESTATE.",""
1989227,"TAX PREPARATION SERVICES",""
1987970,"INSURANCE PRODUCTS",""
1987126,"WE PROVIDE LOAN SERVICING AND CONSTRUCTION MANAGEMENT SERVICES TO BORROWERS THROUGH OUR VERTICALLY INTEGRATED LENDING PLATFORM.",""
1987006,"RECOMMENDATIONS OF COMMISSIONABLE INVESTMENTS AND INSURANCE","INDIVIDUAL NAME/CAPACITY"
1988731,"WILSHIRE PROVIDES INVESTMENT ANALYTICS PRODUCTS AND SERVICES.",""
1986668,"UNIVERSAL,TERM LIFE, AND LONG TERM CARE INSURANCE POLICIES.",""
1987166,"ASSIST STARUPS, SMALL AND MEDIUM SIZE BUSINESSES BY CREATING A BUSINESS DEVELOPMENT STRATEGY.  PROVIDE ADVICE AND ACCESS TO FUNDING TO INDIVIDUALS AND BUSINESS NEEDING TO RAISE CAPITAL.","MAGELLAN COF I, LLC"
1978171,"FINANCIAL EDUCATION AND RELATED SERVICES THROUGH BOLDIN.COM","NEWRETIREMENT, INC. D/B/A BOLDIN"
1989368,"PROVIDE INSURANCE PRODUCTS",""
1989378,"NON-ADVISORY CONSULTING SERVICES. TAX AND ACCOUNTING SERVICES. IMPLEMENTATION OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS. FILINGS FOR CORPORATE TRANSPARENCY ACT","ARCHFORD CONSULTING, LLC. ARCHFORD ACCOUNTING LLC. ARCHFORD FILING SERVICES, LLC. INSURANCE AND SECURITIES IN INDIV. CAPACITY."
1989387,"CERTAIN ENTITIES CONTROLLED BY THE FILING ADVISER ARE PRIVATE LENDERS THAT PARTICIPATE LOANS TO THIRD PARTIES, INCLUDING, WITHOUT LIMITATION, ADVISER'S POOLED INVESTMENT VEHICLES (AND INVESTORS THEREIN) AND ADVISER'S SEPARATELY MANAGED ACCOUNTS.",""
1987660,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISER REPRESENTATIVES",""
1988294,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCHEDULE D, MISCELLANEOUS.",""
1987482,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOLUTIONS, MAKES REFERRALS TO LICENSED INSURANCE BROKERS. DUE TO SPACE CONSTRAINTS, REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1988086,"ADVISORS MAY SELL BROKERAGE COMMISSION RETAIL PRODUCTS OR INSURANCE PRODUCTS.",""
1988380,"FINANCIAL PLANNING SERVICES; FOR CERTAIN LEGACY CLIENTS BUSINESS AND/OR REAL ESTATE COACHING SERVICES; TAX PREPARATION AND TAX PLANNING",""
1989409,"TAX PREPARATION, CONSULTING, AND PLANNING SERVICES THROUGH MANAGED TAX SERVICES, LLC., WHOLLY OWNED BY COZAD ASSET MANAGEMENT, INC.","MANAGED TAX SERVICES, LLC"
1987029,"CANNON HILL AND AFFILIATES OPERATE RELATED BUSINESSES PROVIDING DEVELOPMENT AND CONSTRUCTION, LEASING, PROPERTY ACCOUNTING AND PROPERTY MANAGEMENT AND RELATED SERVICES THAT INVOLVE PROPERTY INVESTMENTS AND DEVELOPMENT FOR CLIENTS AND THIRD-PARTIES.",""
1989455,"RECOMMENDATION OF INSURANCE PRODUCTS THAT DO NOT REQUIRE SECURITIES REGISTRATION AND/OR SECURITIES LICENSING","ARMSTRONG INSURANCE GROUP, INC."
1988489,"IMPLEMENTATION OF INSURANCE SALES; TAX PREPARATION AND BOOKKEEPING SERVICES","INSURANCE SALES ARE IMPLEMENTED AS AN INDIVIDUAL; TAX PREPARATION AND BOOKKEEPING SERVICES ARE IMPLEMENTED THROUGH OUR FIRM."
1991615,"FINANCIAL PLANNING SERVICES",""
1989833,"SAME AS 6.B2",""
1989102,"CERTAIN IARS ARE ALSO LICENSED TO RECOMMEND LIFE AND HEALTH INSURANCE AS PART OF FINANCIAL PLANNING WITH CLIENTS.",""
1989243,"INSURANCE PRODUCTS. TAX AND BOOKKEEPING SERVICES.",""
1988236,"IMPLEMENTATION OF INSURANCE SALES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND GRAHAM CAPITAL ADVISORS, LLC."
1989295,"LIFE INSURANCE AND FIXED ANNUITIES",""
1989297,"UNDER ""COMPREHENSIVE BENEFIT MARKETING SERVICES, INC."" THE EMPLOYEES SELL LIFE, DISABILITY, AND MEDICAL PRODUCTS, ALSO, MANAGE A  FEW ANNUITIES (3 ANNUITIES - 0.21% OF TOTAL ASSETS).  THEY ALSO SELL THESE LISTED PRODUCTS AS ""SOLE PROPRIETORS"".",""
1988046,"INSURANCE PRODUCTS",""
1989424,"REGISTERED REPRESENTATIVE OF A BROKER-DEALER AND INSURANCE SALES","REGISTERED REPRESENTATIVE OF LPL AND INSURANCE SALES IMPLEMENTED AS AN INDIVIDUAL"
1985491,"RECOMMENDATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1990132,"WE ALSO PREPARE TAX RETURNS AND PROVIDE PAYROLL SUPPORT FOR A SELECT GROUP OF INDIVIDUALS AND BUSINESSES.",""
1990147,"W&A OFFERS FINANCIAL PLANNING AND DIVORCE PLANNING SERVICES FOR EITHER AN HOURLY OR FIXED FEE. PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION ON UPTIQ AND OUR AFFLIATE FOCUS RISK SOLUTIONS.",""
1989264,"FIXED INSURANCE PRODUCTS","THIRD VIEW RISK, LLC"
1985518,"RECOMMENDATION OF INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1989341,"FAMILY OFFICE SERVICES, REAL ESTATE MANAGEMENT, FINANCIAL PLANNING, FOUNDATION ADMINISTRATION & PHILANTHROPY GUIDANCE, MISSION & EDUCATION CONCIERGE SERVICES",""
1988466,"ADVISORY AFFILIATES MAY SELL SECURITIES AND INSURANCE PRODUCTS AS AN OUTSIDE BUSINESS THROUGH A REGISTERED BROKER DEALER.",""
1981073,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH CETERA ADVISORS, LLC."
1988482,"RIA INNOVATIONS PROVIDES BACK OFFICE SERVICES TO REGISTERED INVESTMENT ADVISERS AND OTHER AFFILIATED BUSINESSES. NWAM, LLC OFFERS TAX PREPARATIONS SERVICES TO ASSET MANAGEMENT CLIENTS.","RIA INNOVATIONS"
1988491,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.",""
1989575,"INSURANCE PRODUCTS",""
1989572,"INSURANCE","ELEMENT RM LLC"
1991655,"AS A REGISTERED BROKER AND INSURANCE AGENCY, WE AND OUR REPRESENTATIVES MAY SELL BROKERAGE PRODUCTS AND INSURANCE PRODUCTS TO OUR ADVISORY CLIENTS.",""
1946206,"OUTSIDE INSURANCE, SELLING AND SERVICING FIXED INSURANCE PRODUCTS SUCH AS TERM LIFE INSURANCE, DISABILITY INSURANCE, LONG TERM CARE INSURANCE, CRITICAL ILLNESS INSURANCE AND EXECUTIVE COMPENSATION BENEFITS THROUGH VARIOUS CARRIERS","CHRIS SWENSON, SOLE PROPRIETOR  SHAUN BALDING, SOLE PROPRIETOR PATRICK FOSDICK, SOLE PROPRIETOR"
1990180,"MUTUAL FUNDS, INSURANCE PRODUCTS AND ANNUITIES",""
1990220,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1990236,"FINANCIAL PLANNING",""
1990303,"SOME PERSONS PROVIDING INVESTMENT ADVICE ON BEHALF OF THE FIRM ARE LICENSED INSURANCE AGENTS.",""
1992109,"BROKERAGE, ETF, MUTUAL FUNDS, STOCKS, BONDS, SECURITIES, FINANCIAL PLANNING, INSURANCE PRODUCTS.",""
1991771,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVITY. PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1992134,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1989699,"OPPORTUNITY TO PARTICIPATE IN PRIVATE, REAL ESTATE BACKED LOANS FROM TIME-TO-TIME ON A NON-DISCRETIONARY BASIS. COMPENSATION IS PAID TO CALLUNA REAL ESTATE SERVICES FROM A PORTION OF LOAN ORIGINATION FEES PAID BY THE BORROWER.",""
1989365,"ASSIST CLIENTS IN PURCHASING AND SELLING SECURITIES PRODUCTS.",""
1989383,"THE ADVISER ALSO PROVIDES LIFE INSURANCE SERVICES TO ITS CLIENTS.","N/A"
1988138,"SEE SCHEDULE D, SECTION 6.B.(2).  SECURITIES ARE SOLD BY MUTUAL OF AMERICA SECURITIES LLC, A FINRA MEMBER FIRM AND AN INDIRECT WHOLLY OWNED SUBSIDIARY OF MUTUAL OF AMERICA LIFE INSURANCE COMPANY.",""
1989438,"INSURANCE SALES, TAX PREPARATION",""
1989683,"WALDRON PRIVATE WEALTH MAKES REFERRALS TO LICENSED INSURANCE BROKERS WHO ADVISE CLIENTS REGARDING INSURANCE MATTERS AND ALSO PLACE POLICIES ON CLIENTS' BEHALF WITH INSURANCE CARRIERS.",""
1989708,"SFA PREPARES TAX RETURNS AND PROVIDES TAX ADVICE WHICH CONSTITUTES ABOUT 40% OF THE TIME. REGISTRANT PROVIDES NON-INVESTMENT RELATED FINANCIAL ADVICE CONCERNING CAREERS, BUSINESS, PERSONAL DECISIONS, FINANCIAL MODELING AND FORECASTING, AND BUYING DECISIONS",""
1989343,"SAME AS 6.B.(2).",""
1990005,"CERTAIN REPRESENTATIVES WILL SELL FIXED INSURANCE OR FIXED ANNUITY PRODUCTS AS LICENSED INSURANCE AGENTS.",""
1991776,"BROKER DEALER PRODUCTS THROUGH OUR AFFILIATED BROKER/DEALER. SEE ITEM 7A","LAFISE SECURITIES"
1991817,"CERTAIN MANAGERS, MEMBERS, AND REGISTERED EMPLOYEES OF KCIA ARE LICENSED INSURANCE AGENTS AND MAY RECOMMEND INSURANCE PRODUCTS. OFFICERS AND CERTAIN OF KCIA'S INDEPENDENT CONTRACTORS ARE REGISTERED REPRESENTATIVES OF BROKER-DEALERS",""
1992173,"INSURANCE PRODUCTS",""
1991671,"SCURITIES SOLD FOR COMMISSIONS THROUGH BROKER/DEALER AND INSURANCE PRODUCTS","LIBERTY WEALTH MANAGEMENT, INC."
1992203,"FIXED INSURANCE PRODUCTS","THIRD VIEW RISK, LLC"
1990342,"WE PROVIDE VARIOUS TAX SERVICES, ESTATE PLANNING, AND INSURANCE OFFERINGS TO OUR CLIENTS.",""
1992267,"INCLUDED IN SECTION 6.B(2) ABOVE. WE DON'T SELL ANY PRODUCTS, BUT WE DO PROVIDE FINANCIAL PLANNING AND OTHER FINANCIAL SERVICES.",""
1992278,"MICHAEL MCCRACKEN IS ALSO LICENSED TO SELL, FOR SALES COMMISSIONS, INSURANCE PRODUCTS.",""
1992301,"MAY AS APPROPRIATE OR AT THE REQUEST OF AN INDIVIDUAL CLIENT, PROVIDE INSURANCE RELATED SERVICES ON A COMMISSION BASIS",""
1992314,"MAY AS APPROPRIATE OR AT THE REQUEST OF AN INDIVIDUAL CLIENT, PROVIDE INSURANCE RELATED SERVICES ON A COMMISSION BASIS",""
1992324,"NONE",""
1990551,"COMPREHENSIVE FINANCIAL PLANNING, BILL PAYMENT AND BOOKKEEPING SERVICES",""
1990533,"RECOMMENDATIONS OF INSURANCE PRODUCTS.","INDIVIDUALS MAY BY INSURANCE AGENTS IN THEIR INDIVIDUAL CAPACITY."
1989598,"NONE",""
1991811,"FOR A LIMITED NUMBER OF CLIENTS WE PROVIDE FINANCIAL MANAGEMENT SERVICES INCLUDING, BUT NOT LIMITED TO, BUSINESS AND CASH MANAGEMENT.",""
1988883,"FOR ADDITIONAL SERVICES, PLEASE REFER TO OUR ADV PART 2A.",""
1991643,"INSURANCE PRODUCTS PROVIDED BY THE INVESTMENT ADVISOR REPRESENTATIVES.","INSURANCE PRODUCTS PROVIDED THROUGH BALLENTINE CAPITAL MANAGEMENT, INC."
1985517,"NON-SECURITIES INSURANCE PRODUCTS",""
1991849,"WE ALSO PROVIDE FINANCIAL PLANNING, LIFE PLANNING AND TRANSITION COACHING SERVICES",""
1967838,"CONSULTING SERVICES",""
1991653,"FAMILY OFFICE SERVICES, ATTORNEY SERVICES",""
1993105,"LIFE INSURANCE, ANNUITIES, DISABILITY INSURANCE, AND LONG TERM CARE",""
1990047,"THE FIRM IS ALSO A REGISTERED BROKER DEALER, AND IN THIS CAPACITY WILL SELL PRODUCTS AND MAY EARN A COMMISSION OR MARKUP. IN ITS CAPACITY AS AN INSURANCE AGENCY THE FIRM WILL ALSO OFFER INSURANCE PRODUCTS.",""
1993205,"ONLINE CASH MANAGEMENT SERVICES",""
1993333,"FINANCIAL PLANNING SERVICES",""
1988162,"INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1988184,"INSURANCE POLICIES",""
1990605,"PETER ZEULI IS A LICENSED INSURANCE BROKER.  HE ENGAGES IN THE SALE OF LIFE INSURANCE AND ANNUITIES FOR WHICH HE RECEIVES A COMMISSION AFTER THE SUCCESSFUL PLACEMENT OF SUCH POLICES AND/OR PRODUCTS.",""
1993351,"IN ADDITION TO INVESTMENT ADVICE, CAPITAL PLANNING LLC MAY PROVIDE PERSONAL/BUSINESS CONSULTING AND FAMILY LEGACY PLANNING SERVICES AS CLIENT NEEDS DICTATE, WHICH MAY INCLUDE ADVICE ON ISOLATED AREAS OF CONCERN FOR NON-SECURITIES RELATED MATTERS.",""
1993362,"CAPITA FINANCIAL NETWORK, LLC OFFERS FIXED ANNUITY AND LIFE INSURANCE PRODUCTS TO CLIENTS THROUGH ITS SUPERVISED PERSONS WHO ARE LICENSED INSURANCE AGENTS.","CAPITA INSURANCE AGENCY"
1993369,"SOME REPRESENTATIVES OF STRONG RETIREMENT SOLUTIONS ARE ALSO LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER CLIENTS INSURANCE PRODUCTS.","BALSAM SOLUTIONS"
1989154,"INSURANCE PRODUCTS, BOOKKEEPING SERVICES, TRUSTEE SERVICES",""
1993446,"COMMISSION BASED INSURANCE PRODUCTS. IMPLEMENTATION OF COMMISSIONABLE SECURITIES RECOMMENDATIONS","INSURANCE SALES THROUGH THE INDIVIDUAL. CABIN SECURITIES, INC."
1992075,"ANNUITIES, MUTUAL FUNDS OR OTHER INVESTMENT PRODUCTS UNDER THE BROKER DEALER SIDE OF VORPAHL WING SECURITIES",""
1992262,"TRADE EXECUTION AS PART OF THE ADVISORY SERVICES.  NO EXTRA FEE CHARGED SINCE IT IS PART OF THE COMPLETE PACKAGE ""INVESTMENT ADVICE"".",""
1992477,"PLEASE SEE THE ""TYPES OF BUSINESS"" ITEMIZED IN BOFA SECURITIES, INC.'S DETAILED REPORT (FROM THE FIRM'S FORM BD) AVAILABLE ON FINRA'S BROKERCHECK WEBSITE AT HTTPS://BROKERCHECK.FINRA.ORG.",""
1992489,"PLEASE SEE THE ""TYPES OF BUSINESS"" ITEMIZED IN BOFA SECURITIES, INC.'S DETAILED REPORT (FROM THE FIRM'S FORM BD) AVAILABLE ON FINRA'S BROKERCHECK WEBSITE AT HTTPS://BROKERCHECK.FINRA.ORG.",""
1992503,"PLEASE SEE THE ""TYPES OF BUSINESS"" ITEMIZED IN BOFA SECURITIES, INC.'S DETAILED REPORT (FROM THE FIRM'S FORM BD) AVAILABLE ON FINRA'S BROKERCHECK WEBSITE AT HTTPS://BROKERCHECK.FINRA.ORG.",""
1992510,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1992513,"THIRD PARTY ADMINISTRATION OF QUALIFIED RETIREMENT PLANS THROUGH OUR DBA ALLIANCE RETIREMENT PLAN SOLUTIONS AND WE ALSO SELL A VERY LIMITED NUMBER OF LIFE INSURANCE POLICIES TO INDIVIDUALS.","DBA ALLIANCE RETIREMENT PLAN SOLUTIONS"
1992354,"TAX, ACCOUNTING AND PAYROLL SERVICES.",""
1992385,"INSURANCE AND ANNUITY PRODUCTS",""
1992560,"FROM TIME TO TIME, THE ADVISER MAY OFFER CLIENTS ACCESS TO LIFE INSURANCE, LONG-TERM CARE INSURANCE AND VARIABLE ANNUITY PRODUCTS.",""
1992125,"FIFTH THIRD SECURITIES IS A BROKER-DEALER WITH FINRA. AS SUCH, BROKERAGE SERVICES MAY BE PROVIDED TO ADVISORY CLIENTS. THESE SERVICES ARE GENERALLY SEPARATE AND APART FROM THE ADVISORY SERVICES PROVIDED TO ADVISORY CLIENTS.",""
1992000,"PETER ZEULI IS A LICENSED INSURANCE BROKER.  HE ENGAGES IN THE SALE OF LIFE INSURANCE AND ANNUITIES FOR WHICH HE RECEIVES A COMMISSION AFTER THE SUCCESSFUL PLACEMENT OF SUCH POLICES AND/OR PRODUCTS.",""
1992223,"AFFILIATES OF THE REGISTRANT HAVE PROVIDED COMMERCIAL PROPERTY MANAGEMENT SERVICES AND PARKING MANAGEMENT SERVICES FOR CERTAIN FUNDS AND MAY DO SO FOR OTHER FUNDS MANAGED BY THE REGISTRANT.","JAMESTOWN COMMERCIAL MANAGEMENT COMPANY, L.P., JAMESTOWN URBAN MANAGEMENT, L.P. AND NORTH AMERICAN PARKING LLC"
1992236,"THE KICK-START PROGRAM IS ACTUALLY ADVICE AS WE DO NOT HAVE SUPPORT MATERIALS FOR IT.  THE KICK-START PROGRAM IS $500 AND IS A 12 STEP PROGRAM THAT IS SELF DIRECTED BY THE CLIENT.  WE ARE ALSO AVAILABLE TO ANSWER ANY QUESTIONS OR GIVE ADVICE AT ANY TIME.",""
1985812,"INSURANCE IS OFFERED THROUGH SLK WEALTH INSURANCE LLC",""
1986603,"RECOMMENDATIONS OF COMMISSIONABLE INVESTMENTS AND INSURANCE","INDIVIDUAL NAME / CAPACITY"
1993550,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES","INSURANCE SALES IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH CETERA"
1993620,"LUXOR ACTS AS ADMINISTRATIVE AGENT IN CONNECTION WITH A LOAN FACILITY IN WHICH A CLIENT IS A LENDER.",""
1993151,"PROVIDE INSURANCE SERVICES","PEACE OF MIND WEALTH MANAGEMENT, LLC"
1993697,"INSURANCE PRODUCTS",""
1993832,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1993816,"BROKER/DEALER, EQUITIES, BONDS, MUTUAL FUNDS, ALTERNATIVE INVESTMENTS, VARIABLE PRODUCTS AND FIXED INCOME SECURITIES.",""
1993897,"INSURANCE SALES",""
1992310,"MAY AS APPROPRIATE OR AT THE REQUEST OF AN INDIVIDUAL CLIENT, PROVIDE INSURANCE RELATED SERVICES ON A COMMISSION BASIS",""
1992337,"JERRY HOFFMANN, AN IAR FOR THE FIRM, IS LICENSED TO SELL LIFE INSURANCE.",""
1979692,"BROKERAGE AND INSURANCE PRODUCTS.  SUCH AS ANNUITIES AND LIFE AND HEALTH INSURANCE",""
1979476,"AS A BROKER-DEALER, ESI MAY SELL STOCKS, BONDS, MUTUAL FUNDS, UNIT INVESTMENT TRUSTS, VARIABLE ANNUITIES, VARIABLE LIFE, DIRECT PARTICIPATION PROGRAMS, REAL ESTATE INVESTMENT TRUSTS, AND OTHER SECURITIES PRODUCTS FOR COMPENSATION TO CLIENTS.",""
1986700,"KATHMERE CAPITAL MANAGEMENT, LLC IS AN INSURANCE AGENCY ENGAGED IN THE FOLLOWING LINES OF BUSINESS: ACCIDENT AND HEALTH, LIFE AND FIXED ANNUITIES, AND VARIABLE LIFE/VARIABLE ANNUITY.",""
1984534,"BUSINESS VALUATION SERVICES; TAX PLANNING SERVICES; ESTATE PLANNING SERVICES; FINANCIAL PLANNING AND CONSULTING SERVICES.  EACH OF THESE SERVICES IS FEE-BASED (FLAT FEE OR HOURLY RATE).",""
1986723,"WE ALSO ACT AS THE GENERAL PARTNER OF LIVIAN CAPITAL OPPORTUNITIES, LP AND ITS SERIES A AND B, AND AS THE INVESTMENT ADVISER TO LIVIAN SETASI VENTURES SPV I, LLC. WE MAY RECOMMEND THESE VEHICLES TO SOME OF OUR ADVISORY CLIENTS, IF SUITABLE.",""
1986729,"GREYSTAR AND ITS AFFILIATES PRIMARILY PROVIDE SERVICES IN THE RESIDENTIAL AND INDUSTRIAL REAL ESTATE BUSINESS. IN ADDITION TO INVESTMENT MANAGEMENT, GREYSTAR AFFILIATES PROVIDE PROPERTY MANAGEMENT SERVICES AND DEVELOPMENT AND CONSTRUCTION SERVICES.",""
1986764,"INSURANCE IS OFFERED THROUGH SLK WEALTH INSURANCE LLC",""
1986812,"IMPLEMENTATIONS OF COMMISSIONABLE SECURITIES AND INSURANCE RECOMMENDATIONS","INDIVIDUAL CAPACITY OF ADVISORY PERSONS / ALERA GROUP"
1979794,"FINANCIAL PLANNING.","N/A"
1986881,"THE FIRM MAY PROVIDE TAX SERVICES TO ADVISORY CLIENTS IN NEED OF SUCH SERVICES.",""
1986942,"INSURANCE PRODUCTS",""
1988266,"INSURANCE IS OFFERED THROUGH SLK WEALTH INSURANCE LLC",""
1987831,"AN INVESTMENT ADVISER REPRESENTATIVE IS ALSO AN INSURANCE PRODUCER AND OFFERS INSURANCE SERVICES TO CLIENTS OF THE FIRM.",""
1989266,"PROVIDE INSURANCE SERVICES",""
1990154,"UPTIQ AND FLOURISH FACILITATE CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVITY.- DUE TO SPACE CONSTRAINTS, SEE SCHEDULE D.",""
