"FilingID","Accountant Name","Street 1","Street 2","City","State","Country","Postal Code","Registered PCAOB","PCAOB Number","PCAOB Inspection","Audit","Examination","Report","Unqualified Opinion"
1989491,"ASSURANCE DIMENSIONS","4920 W CYPRESS STREET","SUITE 102","TAMPA","FL","United States","33607","Y",5036,"Y","N","Y","N",""
1990141,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DR","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"N","N","Y","N",""
1989341,"GRANT THORNTON LLP","757 THIRD AVENUE","9TH FLOOR","NEW YORK","NY","United States","10017","Y",248,"Y","Y","Y","N","Yes"
1988496,"GRANT THORNTON","757 THIRD AVE., 9TH FLOOR","","NEW YORK","NY","United States","10017","Y",1402,"Y","Y","N","N","Yes"
1988496,"ERNST & YOUNG LLP","1 MORE LONDON PLACE","","LONDON","","United Kingdom","SE1 2AF","Y",1438,"Y","Y","N","N","Yes"
1989379,"ASSURANCE DIMENSIONS","2000 BANKS ROAD","SUITE 218","MARGATE","FL","United States","33063","Y",5036,"Y","Y","N","Y","Yes"
1988253,"EDELSTEIN & COMPANY LLP","160 FEDERAL STREET","9TH FLOOR","BOSTON","MA","United States","02110","Y",3376,"Y","N","Y","N",""
1988253,"PRICEWATERHOUSECOOPERS LLP","101 SEAPORT BOULEVARD","","BOSTON","MA","United States","02210","Y",238,"Y","Y","N","N","Yes"
1991655,"ERNST & YOUNG","155 N. WACKER DRIVE","","CHICAGO","IL","United States","60606","Y",42,"Y","N","Y","Y","Yes"
1991655,"KATZ SAPPER & MILLER","800 EAST 96TH STREET, SUITE 500","","INDIANAPOLIS","IN","United States","46240","Y",2804,"Y","Y","N","N","Yes"
1991655,"BOBER, MARKEY, FEDEROVICH & COMPANY","3421 RIDGEWOOD ROAD","SUITE 300","AKRON","OH","United States","44333","Y",1172,"Y","Y","N","N","Yes"
1991655,"DELOITTE & TOUCHE LLP","111 SOUTH WACKER DRIVE","","CHICAGO","IL","United States","60606-4301","Y",34,"Y","Y","N","N","Yes"
1991675,"DELOITTE & TOUCHE LLP","7900 TYSONS ONE PLACE","","MCLEAN","VA","United States","22043","Y",34,"Y","Y","N","N","Yes"
1991675,"DELOITTE AUDIT S.A.R.L","20 BOULEVARD DE KOCKELSCHEUER","BP 1173","LUXEMBOURG","","Luxembourg","L-1011","Y",1287,"Y","Y","N","N","Yes"
1990170,"LARRY LIBERFARB, PC","11 VANDERBILT AVENUE","SUITE 220","NORWOOD","MA","United States","02062","Y",2560,"Y","N","Y","N",""
1985452,"KPMG LLP","333 BAY STREET, SUITE 4600","","TORONTO, ONTARIO","","Canada","M5H 2S5","Y",185,"Y","N","N","Y","Yes"
1987563,"ASHLAND PARTNERS","3152 EXCEL DRIVE","STE 103","MEDFORD","OR","United States","97504","Y",3783,"N","N","Y","N",""
1991771,"MENGEL METZGER BARR & CO. LLP","100 CHESTNUT STREET","SUITE 1200","ROCHESTER","NY","United States","14504","Y",557,"Y","N","Y","N",""
1989365,"KPMG LLP","ONE FINANCIAL PLAZA","755 MAIN STREET","HARTFORD","CT","United States","06103","Y",185,"Y","N","Y","N",""
1989383,"GRANT THORNTON LLP","171 N CLARK ST","SUITE 200","CHICAGO","IL","United States","60601","Y",248,"Y","Y","N","N","Yes"
1989683,"HBK CPA","100 PINEWOOD LN.","SUITE 201","WARRENDALE","PA","United States","15086","Y",2206,"Y","N","Y","N",""
1989684,"COHEN & COMPANY, LTD","1350 EUCLID AVE","SUITE 800","CLEVELAND","OH","United States","44115","Y",925,"Y","Y","N","Y","Yes"
1989798,"WEAVER & TIDWELL LLP","1230 ROSECRANS AVE","SUITE 510","LOS ANGELES","CA","United States","90266","Y",410,"Y","Y","Y","N","Yes"
1989314,"MAZARS USA LLP","135 WEST 50TH ST","","NEW YORK","NY","United States","10020","Y",339,"Y","N","Y","N",""
1985726,"PRICEWATERHOUSECOOPERS","300 MADISON AVENUE","SUITE 24","NEW YORK","NY","United States","10017","Y",238,"Y","Y","N","Y","Not Yet Received"
1992009,"ERNST & YOUNG LLP","200 CLAREDON ST.","","BOSTON","MA","United States","02116","Y",42,"Y","Y","N","Y","Not Yet Received"
1992009,"PRICEWATERHOUSECOOPERS","101 SEAPORT BOULEVARD","SUITE 100","BOSTON","MA","United States","02110","Y",238,"Y","Y","N","Y","Not Yet Received"
1982369,"KPMG AUDITORES INDEPENDENTES LTDA","RUA VERBO DIVINO 1400","8 ANDAR","SAO PAULO","","Brazil","04719911","Y",1124,"Y","Y","N","N","Yes"
1991727,"COHEN & COMPANY LTD","1350 EUCLID AVE","#800","CLEVELAND","OH","United States","44115","Y",925,"Y","Y","N","N","Yes"
1990551,"ARMANINO LLP","6 CITYPLACE DRIVE","SUITE 900","ST. LOUIS","MO","United States","63132","Y",643,"Y","N","Y","N",""
1992282,"MARCUM LLP","105 EISENHOWER PKWY","","ROSELAND","NJ","United States","07068","Y",688,"Y","Y","N","N","Yes"
1987485,"EISNERAMPER LLP","ONE CALIFORNIA STREET, SUITE 1700","","SAN FRANCISCO","CA","United States","94111-5413","Y",274,"Y","Y","N","N","Yes"
1991807,"COHEN & COMPANY, LTD.","1 W. PENNSYLVANIA AVE","SUITE 1000","TOWSON","MD","United States","21204","Y",925,"Y","N","Y","N",""
1991811,"RSM LLP","ONE SOUTH WACKER DRIVE STE. 800","","CHICAGO","IL","United States","60606","Y",49,"Y","N","Y","N",""
1991811,"DELOITTE & TOUCHE","111 S. WACKER DRIVE","","CHICAGO","IL","United States","60606","Y",34,"Y","Y","N","N","Not Yet Received"
1991811,"BDO USA, LLP","330 N WABASH AVENUE","","CHICAGO","IL","United States","60611","Y",243,"Y","Y","N","N","Not Yet Received"
1991811,"FORVIS MAZARS, LLP","1003 RED BANKS ROAD","","GREENVILLE","NC","United States","27858","Y",686,"Y","Y","N","N","Yes"
1991811,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
1988883,"FORVIS MAZARS, LLP","135 WEST 50TH ST.","","NEW YORK","NY","United States","10020","Y",339,"Y","Y","Y","N","Not Yet Received"
1988547,"CAVANAUGH NELSON PLC","999 WATERSIDE DRIVE","SUITE 2250","NORFOLK","VA","United States","23510","N",,"","N","Y","N",""
1991891,"PRICEWATERHOUSECOOPERS LLP (PWC)","601 SOUTH FIGUEROA STREET","SUITE 900","LOS ANGELES","CA","United States","90071","Y",238,"Y","Y","N","N","Yes"
1991891,"EISNERAMPER LLP","ONE CALIFORNIA STREET","SUITE 1700","SAN FRANCISCO","CA","United States","94111","Y",274,"Y","Y","N","N","Yes"
1991870,"DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10111","Y",34,"Y","Y","N","N","Yes"
1982059,"PRICEWATERHOUSECOOPERS AG","BIRCHSTRASSE 160","","ZURICH","","Switzerland","8050","Y",1358,"Y","N","N","Y","No"
1993115,"PKF O'CONNOR DAVIES, LLP","665 FIFTH AVENUE","","NEW YORK","NY","United States","10022","Y",127,"Y","N","Y","N",""
1993133,"ELLIOTT DAVIS, LLC","629 MARKET STREET, SUITE 100","","CHATTANOOGA","TN","United States","37402","Y",149,"Y","N","Y","N",""
1993133,"MARGOLIN, WINER & EVENS LLP","ONE PENN PLAZA","SUITE 3000","NEW YORK","NY","United States","10119","Y",332,"Y","Y","N","N","Yes"
1993105,"IBARRA & ASSOCIATES","3604 GOLDEN TRIANGLE BLVD.","SUITE 432","KELLER","TX","United States","76244","N",,"N","N","Y","N",""
1990047,"CITRIN COOPERMAN & COMPANY, LLP","50 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10020","Y",2468,"Y","N","Y","N",""
1992122,"HILL, BARTH & KING, LLC","100 PINEWOOD LANE","SUITE 201","WARRENDALE","PA","United States","15086","Y",2206,"Y","N","Y","N",""
1987326,"PRICEWATERHOUSECOOPERS LLP","111 HIGH STREET","","BOSTON","MA","United States","02110","Y",238,"Y","Y","N","N","Yes"
1987326,"EDELSTEIN & COMPANY","160 FEDERAL STREET","9TH FLOOR","BOSTON","MA","United States","02110","Y",3376,"Y","N","Y","N",""
1987326,"PRICEWATERHOUSECOOPERS","ONE SPENCER DOCK","NORTH WALL QUAY","DUBLIN","","Ireland","","Y",1366,"Y","Y","N","N","Yes"
1987326,"PRICEWATERHOUSECOOPERS, SOCIÉTÉ COOPÉRATIVE","2 RUE GERHARD MERCATOR","","LUXEMBOURG","","Luxembourg","L-2182","Y",1328,"Y","Y","N","N","Yes"
1987326,"PRICEWATERHOUSECOOPERS","ONE INTERNATIONAL TOWERS SYDNEY","WATERMANS QUAY","SYDNEY","","Australia","","Y",1379,"Y","Y","N","N","Yes"
1987326,"PRICEWATERHOUSECOOPERS CI LLP","37 ESPLANADE","","ST HELIER","","Jersey","","Y",1412,"Y","Y","N","N","Yes"
1989851,"SPICER JEFFRIES","4601 DTC BOULEVARD","SUITE 700","DENVER","CO","United States","80237","Y",349,"Y","N","Y","N",""
1987852,"ADEPTUS PARTNERS LLC","244 W 54TH STREET","9TH FLOOR","NEW YORK","NY","United States","10019","Y",3686,"Y","N","Y","N",""
1991950,"GRASSI & CO., CPAS, P.C.","360 MADISON AVENUE","","NEW YORK","NY","United States","10017","Y",606,"Y","N","Y","N",""
1991950,"GRANT THORNTON LLP","757 THIRD AVENUE","9TH FLOOR","NEW YORK","NY","United States","10017","Y",248,"Y","Y","N","N","Yes"
1991987,"PLANTE & MORAN, PLLC","634 FRONT AVENUE N.W., SUITE 300","","GRAND RAPIDS","MI","United States","49504","Y",166,"Y","N","Y","N",""
1991981,"ERNST & YOUNG","1901 SIXTH AVENUE NORTH","SUITE 1200","BIRMINGHAM","AL","United States","35203-2618","Y",42,"Y","N","Y","Y","Yes"
1989651,"PRICEWATERHOUSECOOPERS","125 HIGH STREET","","BOSTON","MA","United States","02110","Y",238,"Y","Y","N","N","Yes"
1992014,"NOVOGRADAC & COMPANY LLP","1160 BATTERY ST","E BUILDING","SAN FRANCISCO","CA","United States","94111","Y",474,"Y","Y","N","N","Yes"
1991913,"ERNST & YOUNG LLP","801 GRAND AVE, SUITE 3000","","DES MOINES","IA","United States","50309","Y",42,"Y","Y","Y","N","Yes"
1991913,"DELOITTE & TOUCHE LLP","400 LOCUST STREET, SUITE 740","","DES MOINES","IA","United States","50309","Y",34,"Y","Y","N","N","Yes"
1989963,"DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10112","Y",34,"Y","Y","N","N","Yes"
1989154,"CITRIN COOPERMAN","30 BRAINTREE HILL OFFICE","PARK SUITE 300","BRAINTREE","MA","United States","02184","Y",2468,"Y","N","Y","N",""
1987406,"ERNST & YOUNG, LLP","725 S. FIGUEROA STREET","","LOS ANGELES","CA","United States","90017","Y",42,"Y","Y","N","N","Yes"
1992068,"ERNST & YOUNG, LLP","725 S. FIGUEROA STREET","","LOS ANGELES","CA","United States","90017","Y",42,"Y","Y","N","N","Yes"
1992262,"KPMG LLP","02 GODREJ BUSINESS DISTRICT, FIRST FLOOR BLOCK A","PIROJSHANAGAR, VIKHROLI - WEST","MUMBAI","","India","400 079","Y",185,"Y","N","N","Y","Not Yet Received"
1992227,"PLANTE & MORAN PLLC","27400 NORTHWESTERN HWY","","SOUTHFIELD","MI","United States","48034","Y",166,"Y","N","Y","N",""
1992485,"WEAVER AND TIDWELL, L.L.P.","1230 ROSECRANS AVE","SUITE 510","MANHATTAN BEACH","CA","United States","90266","Y",410,"Y","Y","N","N","Not Yet Received"
1992368,"TRACHTENBERG & PAUKER, LLP","100 CROSSWAYS PARK WEST","","WOODBURY","NY","United States","11797","Y",5507,"Y","N","Y","N",""
1992513,"WALTER & SHUFFAIN, P.C.","ONE INTERNATIONAL PLACE","SUITE 1010","BOSTON","MA","United States","02110","Y",5439,"Y","N","Y","N",""
1992454,"DELOITTE & TOUCHE LLP","100 SOUTH MILL AVENUE","SUITE 1800","TEMPE","AZ","United States","85281","Y",34,"Y","N","Y","N",""
1992446,"COHNREZNICK LLP","200 SOUTH WACKER DRIVE","SUITE 2600","CHICAGO","IL","United States","60606","Y",596,"Y","Y","N","N","Yes"
1992556,"SPICER JEFFRIES","4601 DTC BOULEVARD","SUITE 700","DENVER","CO","United States","80237","Y",349,"Y","N","Y","N",""
1992125,"DELOITTE & TOUCHE LLP","250 EAST 5TH STREET","SUITE 1900","CINCINNATI","OH","United States","45202","Y",34,"Y","N","Y","N",""
1989247,"GRANT THORNTON LLP","60 BROAD STREET","","NEW YORK","NY","United States","10004","Y",248,"Y","Y","N","N","Yes"
1992223,"DELOITTE & TOUCHE LLP","191 PEACHTREE ST.","SUITE 2000","ATLANTA","GA","United States","30303","Y",34,"Y","Y","N","Y","Yes"
1992223,"MOORE COLSON & COMPANY, P.C.","1640 POWERS FERRY ROAD","GOVERNOR'S RIDGE, BUILDING 11, SUITE 300","MARIETTA","GA","United States","30067","Y",5486,"Y","Y","N","N","Yes"
1992223,"RSM US LLP","ONE S. WACKER DRIVE","SUITE 800","CHICAGO","IL","United States","60606","Y",49,"Y","Y","N","N","Yes"
1992223,"GRANT THORNTON AG, WIRTSCHAFTSPRÜFUNGSGESELLSCHAFT","JOHANNSTRAßE 39","","DÜSSELDORF","","Germany","40476","Y",5772,"N","Y","N","N","Yes"
1992220,"PRICEWATERHOUSECOOPERS LLP","101 SEAPORT BOULEVARD","","BOSTON","MA","United States","02210","Y",238,"Y","Y","N","Y","Yes"
1986527,"PRICEWATERHOUSECOOPERS","18 FORUM LANE","CAMANA BAY","GEORGE TOWN","","Cayman Islands","KY1-1104","Y",1266,"Y","Y","N","N","Yes"
1986527,"PRICEWATERHOUSECOOPERS LLP","330 MADISON AVE","","NEW YORK","NY","United States","10017","Y",238,"Y","Y","N","N","Yes"
1986526,"BDO USA, LLP","1 BUSH ST. #1800","","SAN FRANCISCO","CA","United States","94104","Y",243,"Y","Y","N","N","Yes"
1986526,"KPMG, LLP","2175 NORTH CALIFORNIA BOULEVARD","10TH FLOOR","WALNUT CREEK","CA","United States","94596","Y",185,"Y","Y","N","N","Yes"
1985090,"GRANT THORNTON LLP","500 NORTH AKARD STREET","SUITE 1200","DALLAS","TX","United States","75201-4612","Y",248,"Y","Y","N","N","Not Yet Received"
1985090,"PRICEWATERHOUSE COOPERS","2121 NORTH PEARL STREET","SUITE 2000","DALLAS","TX","United States","75201","Y",238,"Y","Y","N","N","Not Yet Received"
1985090,"DELOITTE & TOUCHE LLP","2200 ROSS AVE #1600","","DALLAS","TX","United States","75201","Y",34,"Y","Y","N","N","Not Yet Received"
1986681,"RSM US","151 W 42ND ST 19TH FLOOR","","NEW YORK","NY","United States","10036","Y",106,"Y","Y","N","N","Not Yet Received"
1986681,"RSM US","151 WEST 42ND STREET, 19TH FLOOR","","NEW YORK","NY","United States","10036","Y",49,"Y","Y","N","N","Yes"
1992273,"PRICEWATERHOUSECOOPERS LLP","101 SEAPORT BOULEVARD","","BOSTON","MA","United States","02210","Y",238,"Y","Y","N","Y","Yes"
1992298,"FORVIS, LLP","910 E. ST. LOUIS","","SPRINGFIELD","MO","United States","65801-1190","Y",686,"Y","N","Y","Y","Yes"
1992298,"CALIBRE CPA GROUP PLLC","7501 WISCONSIN AVENUE #1200","","BETHESDA","MD","United States","20814","N",,"N","Y","N","N","Yes"
1992298,"DELOITTE AND TOUCHE LLP","7900 TYSONS ONE PLACE, SUITE 800","","MCLEAN","VA","United States","22102-4219","Y",34,"Y","Y","N","N","Yes"
1992298,"BAKER TILLY VIRCHOW KRAUSE","8219 LEESBURG PIKE, SUITE 800","","TYSONS","VA","United States","22182","Y",23,"Y","Y","N","N","Yes"
1990513,"SNYDER COHN, PC","11200 ROCKVILLE PIKE","SUITE 415","NORTH BETHESDA","MD","United States","20852","Y",5134,"Y","N","Y","N",""
1986723,"SPICER JEFFRIES LLP","5251 S QUEBEC STREET, SUITE 200","","GREENWOOD VILLAGE","CO","United States","80111","Y",349,"Y","Y","N","N","Yes"
1986729,"GRANT THORNTON LLP","1100 PEACHTREE ST. NE","SUITE 1200","ATLANTA","GA","United States","30309","Y",248,"Y","N","Y","N",""
1976133,"LARRY D. LIBERFARB, P.C., CERTIFIED PUBLIC ACCOUNTANTS","11 VANDERBILT AVENUE","SUITE 220","NORWOOD","MA","United States","02062","Y",2560,"Y","N","Y","N",""
1988797,"CBIZ CPAS P.C.","730 THIRD AVENUE, 11TH FLOOR","","NEW YORK","NY","United States","10017","Y",199,"Y","Y","Y","N","Yes"
1987383,"SPICER JEFFRIES LLP","4601 DTC BOULEVARD","SUITE 700","DENVER","CO","United States","80237","Y",349,"Y","N","Y","N",""
1987001,"LEONE, MCDONNELL & ROBERTS","5 NELSON STREET","","DOVER","NH","United States","03820","N",,"N","N","Y","N",""
1989102,"ARMANINO, LLP","6 CITY PLACE DRIVE","SUITE 900","ST. LOUIS","MO","United States","63141","Y",643,"Y","N","Y","N",""
