"FilingID","ReferenceID","SubreferenceID","Filing/Relying Adviser"
2010847,66906,13696,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2011245,66906,120777,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2011245,66906,13696,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010959,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2010847,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2011245,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2007064,195556,126502,"COURY CAPITAL MANAGEMENT LLC"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2007064,195556,126502,"COURY CAPITAL MANAGEMENT LLC"
2004882,310081,141154,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280124,137105,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4974,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4973,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,118161,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,57097,11382,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,120861,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,118159,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27104,4975,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,192812,121968,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,123286,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130263,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130264,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280125,137106,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2007064,195556,126502,"COURY CAPITAL MANAGEMENT LLC"
2007064,195556,126502,"COURY CAPITAL MANAGEMENT LLC"
2008922,65126,152048,"SQUAREPOINT CAPITAL LLP"
2008922,366446,144585,"SQUAREPOINT CAPITAL LLP"
2008922,366446,144584,"SQUAREPOINT CAPITAL LLP"
2008922,65126,13296,"SQUAREPOINT CAPITAL LLP"
2008922,170796,116707,"SQUAREPOINT CAPITAL LLP"
2008922,267055,135462,"SQUAREPOINT CAPITAL LLP"
2008922,267055,135461,"SQUAREPOINT CAPITAL LLP"
2008922,227687,129933,"SQUAREPOINT CAPITAL LLP"
2008922,227687,129932,"SQUAREPOINT CAPITAL LLP"
2008922,65126,13297,"SQUAREPOINT CAPITAL LLP"
2008922,192967,121992,"SQUAREPOINT CAPITAL LLP"
2008922,192967,121993,"SQUAREPOINT CAPITAL LLP"
2008922,170796,116706,"SQUAREPOINT CAPITAL LLP"
2008922,65126,152049,"SQUAREPOINT CAPITAL LLP"
2009327,65126,152048,"SQUAREPOINT CAPITAL LLP"
2009327,366446,144585,"SQUAREPOINT CAPITAL LLP"
2009327,366446,144584,"SQUAREPOINT CAPITAL LLP"
2009327,65126,13296,"SQUAREPOINT CAPITAL LLP"
2009327,170796,116707,"SQUAREPOINT CAPITAL LLP"
2009327,267055,135462,"SQUAREPOINT CAPITAL LLP"
2009327,267055,135461,"SQUAREPOINT CAPITAL LLP"
2009327,227687,129933,"SQUAREPOINT CAPITAL LLP"
2009327,227687,129932,"SQUAREPOINT CAPITAL LLP"
2009327,65126,13297,"SQUAREPOINT CAPITAL LLP"
2009327,192967,121992,"SQUAREPOINT CAPITAL LLP"
2009327,192967,121993,"SQUAREPOINT CAPITAL LLP"
2009327,170796,116706,"SQUAREPOINT CAPITAL LLP"
2009327,65126,152049,"SQUAREPOINT CAPITAL LLP"
2008922,65126,152048,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,366446,144585,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,366446,144584,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,267055,135461,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,227687,129933,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,227687,129932,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,65126,13297,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,192967,121992,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,192967,121993,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,170796,116706,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,65126,13296,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,170796,116707,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,267055,135462,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2008922,65126,152049,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,65126,152048,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,366446,144585,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,366446,144584,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,267055,135461,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,227687,129933,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,227687,129932,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,65126,13297,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,192967,121992,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,192967,121993,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,170796,116706,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,65126,13296,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,170796,116707,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,267055,135462,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2009327,65126,152049,"SQUAREPOINT OPERATIONS PRIVATE LIMITED"
2010959,58912,11887,"BDCM FUND ADVISER, L.L.C."
2010847,58912,11887,"BDCM FUND ADVISER, L.L.C."
2011245,58912,11887,"BDCM FUND ADVISER, L.L.C."
2010959,58854,120776,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2010959,58854,11869,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2010847,58854,120776,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2010847,58854,11869,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2011245,58854,120776,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2011245,58854,11869,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2010959,58857,11872,"BDCM OPPORTUNITY FUND III ADVISER, L.L.C."
2010847,58857,11872,"BDCM OPPORTUNITY FUND III ADVISER, L.L.C."
2011245,58857,11872,"BDCM OPPORTUNITY FUND III ADVISER, L.L.C."
2010959,66906,120777,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010959,66906,13696,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010847,66906,120777,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010847,66906,13696,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2011245,66906,120777,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2011245,66906,13696,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010959,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2010847,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2011245,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2007646,75317,45381,"SYNO CAPITAL, LLC"
2007646,75317,45380,"SYNO CAPITAL, LLC"
2006836,280634,145798,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149403,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149406,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149405,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2004882,310081,141154,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280124,137105,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4974,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4973,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,118161,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,57097,11382,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,120861,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,118159,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27104,4975,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,192812,121968,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,123286,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130263,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130264,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280125,137106,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004810,180627,118403,"OHA (UK) LLP"
2004810,180627,118404,"OHA (UK) LLP"
2004810,180627,118402,"OHA (UK) LLP"
2004810,41995,7828,"OHA (UK) LLP"
2004810,41995,7831,"OHA (UK) LLP"
2004810,41995,50364,"OHA (UK) LLP"
2004810,41995,7830,"OHA (UK) LLP"
2004810,41995,7832,"OHA (UK) LLP"
2011999,20350,5263,"SVP SPECIAL SITUATIONS II LLC"
2011999,20350,5266,"SVP SPECIAL SITUATIONS II LLC"
2011999,20350,5261,"SVP SPECIAL SITUATIONS II LLC"
2011999,20350,5265,"SVP SPECIAL SITUATIONS II LLC"
2011999,20350,5259,"SVP SPECIAL SITUATIONS II LLC"
2011999,58748,11846,"SVP SPECIAL SITUATIONS III LLC"
2011999,58748,11843,"SVP SPECIAL SITUATIONS III LLC"
2011999,58748,11844,"SVP SPECIAL SITUATIONS III LLC"
2011999,58750,11845,"SVP SPECIAL SITUATIONS III-A LLC"
2011999,190918,120993,"SVP SPECIAL SITUATIONS IV LLC"
2011999,190918,120991,"SVP SPECIAL SITUATIONS IV LLC"
2011999,190918,120992,"SVP SPECIAL SITUATIONS IV LLC"
2011999,20375,5273,"SVP SPECIAL SITUATIONS LLC"
2011999,20375,5268,"SVP SPECIAL SITUATIONS LLC"
2011999,20375,5270,"SVP SPECIAL SITUATIONS LLC"
2010801,241001,151843,"STONEPEAK ADVISORS III LLC"
2010801,197890,132464,"STONEPEAK ADVISORS III LLC"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2005038,57142,11396,"ICG FUND ADVISORS LLC"
2005038,57142,107563,"ICG FUND ADVISORS LLC"
2005038,320251,142747,"ICG FUND ADVISORS LLC"
2005038,65131,13289,"ICG ALTERNATIVE CREDIT LLC"
2005038,65131,107539,"ICG ALTERNATIVE CREDIT LLC"
2005038,65131,126758,"ICG ALTERNATIVE CREDIT LLC"
2005038,174615,151871,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,174615,151869,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,174615,123933,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,218421,126766,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,174615,117369,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,218421,131591,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,218421,131590,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,320629,143704,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,298520,139427,"ICG STRATEGIC EQUITY ADVISORS LLC"
2005038,218421,151486,"ICG STRATEGIC EQUITY ADVISORS LLC"
2011136,490894,153899,"WMQS GLOBAL MANAGEMENT LLC"
2011136,490894,153898,"WMQS GLOBAL MANAGEMENT LLC"
2011136,437001,150345,"WMQS GLOBAL MANAGEMENT LLC"
2011136,317284,142356,"WMQS GLOBAL MANAGEMENT LLC"
2011136,206701,124501,"WMQS GLOBAL MANAGEMENT LLC"
2011136,206701,124504,"WMQS GLOBAL MANAGEMENT LLC"
2011136,317284,142355,"WMQS GLOBAL MANAGEMENT LLC"
2011136,437001,150344,"WMQS GLOBAL MANAGEMENT LLC"
2006999,490894,153899,"WMQS GLOBAL MANAGEMENT LLC"
2006999,490894,153898,"WMQS GLOBAL MANAGEMENT LLC"
2006999,437001,150345,"WMQS GLOBAL MANAGEMENT LLC"
2006999,317284,142356,"WMQS GLOBAL MANAGEMENT LLC"
2006999,206701,124501,"WMQS GLOBAL MANAGEMENT LLC"
2006999,206701,124504,"WMQS GLOBAL MANAGEMENT LLC"
2006999,317284,142355,"WMQS GLOBAL MANAGEMENT LLC"
2006999,437001,150344,"WMQS GLOBAL MANAGEMENT LLC"
2009672,490894,153899,"WMQS GLOBAL MANAGEMENT LLC"
2009672,490894,153898,"WMQS GLOBAL MANAGEMENT LLC"
2009672,437001,150345,"WMQS GLOBAL MANAGEMENT LLC"
2009672,317284,142356,"WMQS GLOBAL MANAGEMENT LLC"
2009672,206701,124501,"WMQS GLOBAL MANAGEMENT LLC"
2009672,206701,124504,"WMQS GLOBAL MANAGEMENT LLC"
2009672,317284,142355,"WMQS GLOBAL MANAGEMENT LLC"
2009672,437001,150344,"WMQS GLOBAL MANAGEMENT LLC"
2007642,13173,2824,"NSR MAURITIUS ADVISORS, LLC"
2007642,13173,2825,"NSR MAURITIUS ADVISORS, LLC"
2011475,247270,136282,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,247270,136284,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,247270,136283,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,247272,136281,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240479,132046,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240143,131978,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240317,132014,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240320,132015,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240320,132016,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240339,132020,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240266,131999,"ARES COMMERCIAL FINANCE MANAGEMENT, L.P."
2011475,240266,132000,"ARES COMMERCIAL FINANCE MANAGEMENT, L.P."
2011475,240266,131998,"ARES COMMERCIAL FINANCE MANAGEMENT, L.P."
2011475,240304,132006,"ARES CSF III INVESTMENT MANAGEMENT LLC"
2011475,242073,137516,"ARES HICOF OPERATING MANAGER, L.P."
2011475,242073,132296,"ARES HICOF OPERATING MANAGER, L.P."
2011475,242073,132295,"ARES HICOF OPERATING MANAGER, L.P."
2011475,240420,137518,"ARES HICOF OPERATING MANAGER, L.P."
2011475,240430,137519,"ARES ICOF III MANAGEMENT LP"
2011475,240433,137520,"ARES ICOF III MANAGEMENT LP"
2011475,240234,154150,"ARES MANAGEMENT UK LIMITED"
2011475,240234,154149,"ARES MANAGEMENT UK LIMITED"
2011475,425943,152370,"ARES MANAGEMENT UK LIMITED"
2011475,240386,141450,"ARES MANAGEMENT UK LIMITED"
2011475,245422,141452,"ARES MANAGEMENT UK LIMITED"
2011475,245422,141453,"ARES MANAGEMENT UK LIMITED"
2011475,308996,140254,"ARES MANAGEMENT UK LIMITED"
2011475,283454,137521,"ARES MANAGEMENT UK LIMITED"
2011475,240129,131977,"ARES MANAGEMENT UK LIMITED"
2011475,240129,131976,"ARES MANAGEMENT UK LIMITED"
2011475,240234,131990,"ARES MANAGEMENT UK LIMITED"
2011475,240234,131993,"ARES MANAGEMENT UK LIMITED"
2011475,240409,132036,"ARES MANAGEMENT UK LIMITED"
2011475,240416,132038,"ARES MANAGEMENT UK LIMITED"
2011475,240243,154148,"ARES MANAGEMENT UK LIMITED"
2011475,240467,132045,"ARES MEZZANINE MANAGEMENT LLC"
2011475,240499,132053,"ARES SENIOR LOAN TRUST MANAGEMENT LP"
2011475,240499,132054,"ARES SENIOR LOAN TRUST MANAGEMENT LP"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2006836,280634,145798,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149403,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149406,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149405,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2004882,310081,141154,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280124,137105,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4974,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4973,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,118161,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,57097,11382,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,120861,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,118159,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27104,4975,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,192812,121968,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,123286,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130263,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130264,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280125,137106,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2011475,247270,136282,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,247270,136284,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,247270,136283,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,247272,136281,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240479,132046,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240143,131978,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240317,132014,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240320,132015,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240320,132016,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240339,132020,"ACOF INVESTMENT MANAGEMENT, LLC"
2011475,240266,131999,"ARES COMMERCIAL FINANCE MANAGEMENT, L.P."
2011475,240266,132000,"ARES COMMERCIAL FINANCE MANAGEMENT, L.P."
2011475,240266,131998,"ARES COMMERCIAL FINANCE MANAGEMENT, L.P."
2011475,240304,132006,"ARES CSF III INVESTMENT MANAGEMENT LLC"
2011475,242073,137516,"ARES HICOF OPERATING MANAGER, L.P."
2011475,242073,132296,"ARES HICOF OPERATING MANAGER, L.P."
2011475,242073,132295,"ARES HICOF OPERATING MANAGER, L.P."
2011475,240420,137518,"ARES HICOF OPERATING MANAGER, L.P."
2011475,240430,137519,"ARES ICOF III MANAGEMENT LP"
2011475,240433,137520,"ARES ICOF III MANAGEMENT LP"
2011475,240234,154150,"ARES MANAGEMENT UK LIMITED"
2011475,240234,154149,"ARES MANAGEMENT UK LIMITED"
2011475,425943,152370,"ARES MANAGEMENT UK LIMITED"
2011475,240386,141450,"ARES MANAGEMENT UK LIMITED"
2011475,245422,141452,"ARES MANAGEMENT UK LIMITED"
2011475,245422,141453,"ARES MANAGEMENT UK LIMITED"
2011475,308996,140254,"ARES MANAGEMENT UK LIMITED"
2011475,283454,137521,"ARES MANAGEMENT UK LIMITED"
2011475,240129,131977,"ARES MANAGEMENT UK LIMITED"
2011475,240129,131976,"ARES MANAGEMENT UK LIMITED"
2011475,240234,131990,"ARES MANAGEMENT UK LIMITED"
2011475,240234,131993,"ARES MANAGEMENT UK LIMITED"
2011475,240409,132036,"ARES MANAGEMENT UK LIMITED"
2011475,240416,132038,"ARES MANAGEMENT UK LIMITED"
2011475,240243,154148,"ARES MANAGEMENT UK LIMITED"
2011475,240467,132045,"ARES MEZZANINE MANAGEMENT LLC"
2011475,240499,132053,"ARES SENIOR LOAN TRUST MANAGEMENT LP"
2011475,240499,132054,"ARES SENIOR LOAN TRUST MANAGEMENT LP"
2006836,280634,145798,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149403,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149406,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149405,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2007064,195556,126502,"COURY CAPITAL MANAGEMENT LLC"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2007646,75317,45381,"SYNO CAPITAL, LLC"
2007646,75317,45380,"SYNO CAPITAL, LLC"
2006836,280634,145798,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149403,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149406,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2006836,431752,149405,"BTG PACTUAL TIMBERLAND INVESTMENT GROUP LLC"
2007715,376127,145732,"FORTRESS MK ADVISORS LLC"
2011005,376127,145732,"FORTRESS MK ADVISORS LLC"
2007102,376127,145732,"FORTRESS MK ADVISORS LLC"
2004882,310081,141154,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280124,137105,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4974,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4973,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,118161,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,57097,11382,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,120861,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,118159,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27104,4975,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,192812,121968,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,123286,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130263,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130264,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280125,137106,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,310081,141154,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280124,137105,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4974,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27097,4973,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,118161,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,57097,11382,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,120861,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,170343,118159,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,27104,4975,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,192812,121968,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,179188,123286,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130263,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,229158,130264,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2004882,280125,137106,"OAKTREE CAPITAL MANAGEMENT (UK) LLP"
2011136,490894,153899,"WMQS GLOBAL MANAGEMENT LLC"
2011136,490894,153898,"WMQS GLOBAL MANAGEMENT LLC"
2011136,437001,150345,"WMQS GLOBAL MANAGEMENT LLC"
2011136,317284,142356,"WMQS GLOBAL MANAGEMENT LLC"
2011136,206701,124501,"WMQS GLOBAL MANAGEMENT LLC"
