"FilingID","Reference ID","4A-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
2000657,7450,"","B","WAM EMPLOYEE LLC","DE","WEISS ASSET MANAGEMENT LP","LIMITED PARTNER",02/2025,"E","Y","N",
2000657,7450,"","B","WAM GP LLC","DE","WAM EMPLOYEE LLC","MANAGER",02/2025,"F","Y","N",
2000657,7450,"","B","WEISS, ANDREW, MURRAY","I","WAM EMPLOYEE LLC","MEMBER",02/2025,"F","Y","N",4869676
2000657,12145,"Y","A","RINALDI, MATTHEW, JOSEPH","I","","VICE PRESIDENT",11/2024,"NA","Y","N",5879384
2000657,12145,"Y","A","NIKITIN, GEORGIY","I","","ASSISTANT SECRETARY",11/2024,"NA","Y","N",5879381
2000657,12145,"Y","A","FU, DANIEL, XUN","I","","PRESIDENT",11/2024,"NA","Y","N",7295195
2000657,12145,"Y","A","RUIZ, ERIC, LITMAN","I","","VICE PRESIDENT AND SECRETARY",11/2024,"NA","Y","N",7711597
2000657,12145,"Y","A","RAUSCH, EMMA","I","","CHIEF PEOPLE OFFICER",11/2024,"NA","Y","N",7884527
2000657,12145,"Y","A","WEISS, ANDREW, MURRAY","I","","CHIEF EXECUTIVE OFFICER",11/2024,"NA","Y","N",4869676
2000657,12145,"Y","A","AEP LLC","DE","","DIRECTOR",11/2024,"NA","Y","N",
2000657,12145,"","B","WEISS, ANDREW, MURRAY","I","WAM GP LLC","MEMBER, MANAGER AND CHIEF EXECUTIVE OFFICER",05/2017,"E","Y","N",4869676
2000657,12145,"","B","WAM GP LLC","DE","WEISS ASSET MANAGEMENT LP","GENERAL PARTNER",01/2010,"F","Y","N",
2000657,12145,"Y","A","REGGIANI, GIOVANNI","I","","DIRECTOR",11/2024,"NA","Y","N",8017517
2000657,12145,"Y","A","WEISS ASSET MANAGEMENT LP","DE","","SHAREHOLDER",11/2024,"E","Y","N",
2000657,12145,"","B","WAM EMPLOYEE LLC","DE","WEISS ASSET MANAGEMENT LP","LIMITED PARTNER",02/2025,"E","Y","N",
2000657,12145,"","B","WEISS, ANDREW, MURRAY","I","WAM EMPLOYEE LLC","MEMBER",02/2025,"F","Y","N",4869676
2000657,12145,"","B","WAM GP LLC","DE","WAM EMPLOYEE LLC","MANAGER",02/2025,"F","Y","N",
1978215,7669,"","B","PRETIUM CONSOLIDATED HOLDINGS, LLC","DE","PRETIUM PARTNERS PARENT, LLC","SOLE MEMBER",02/2020,"E","Y","N",
1978215,7669,"","B","PRETIUM HOLDINGS, LP","FE","PRETIUM PMV HOLDCO, LP","SOLE MEMBER",01/2024,"E","Y","N",
1978215,7669,"","B","PRETIUM HOLDINGS GP, LLC","DE","PRETIUM HOLDINGS, LP","GENERAL PARTNER",12/2016,"F","Y","N",
1978215,7669,"","B","MVRE, LLC","DE","PRETIUM PARENT LLC","MANAGING MEMBER",12/2016,"E","Y","N",
1978215,7669,"","B","PRETIUM PARENT LLC","DE","PRETIUM HOLDINGS, LP","PARTNER",12/2016,"D","Y","N",
1978215,7669,"","B","PRETIUM PARTNERS PARENT, LLC","DE","PRETIUM PARTNERS, LLC","SOLE MEMBER",08/2019,"E","Y","N",
1978215,7669,"","B","MULLEN, DONALD, ROBERT","I","MVRE, LLC","SOLE MEMBER",06/2005,"E","Y","N",1209578
1978215,7669,"Y","A","PRETIUM PARTNERS, LLC","DE","","SOLE MEMEBER",06/2020,"E","Y","N",
1978215,7669,"Y","A","MULLEN, DONALD, ROBERT","I","","CHIEF EXECUTIVE OFFICER",01/2014,"NA","Y","N",1209578
1978215,7669,"Y","A","BABKOW, JONATHAN, EDWARD","I","","HEAD OF RESIDENTIAL CREDIT",01/2025,"NA","Y","N",2001583
1978215,7669,"Y","A","ZABALA, CHERYL, LYNN","I","","CHIEF COMPLIANCE OFFICER",01/2022,"NA","Y","N",6123999
1978215,7669,"Y","A","MERIGGI, JEFFREY, GIORGIO","I","","CHIEF LEGAL AND BUSINESS AFFAIRS OFFICER AND CHIEF COMPLIANCE OFFICER",07/2025,"NA","Y","N",4981291
1978215,7669,"Y","A","WEIDLER, CHRISTOPHER, MICHAEL","I","","CHIEF FINANCIAL OFFICER",04/2021,"NA","Y","N",5844137
1978215,7669,"","B","MULLEN, DONALD, ROBERT","I","PRETIUM HOLDINGS GP, LLC","MANAGING MEMBER",12/2016,"E","Y","N",1209578
1978215,7669,"Y","A","PRUZAN, JONATHAN, MARK","I","","CO-PRESIDENT",10/2024,"NA","Y","N",2037462
1978215,7669,"","B","PRETIUM PARTNERS, LLC","DE","PMCM HOLDINGS, LLC","SOLE MEMBER",04/2014,"E","Y","N",
1978215,7669,"","B","PRETIUM PMV HOLDCO, LP","DE","PRETIUM CONSOLIDATED HOLDINGS, LLC","SOLE MEMBER",01/2024,"E","Y","N",
1978215,7669,"","B","PRETIUM HOLDINGS GP, LLC","DE","PRETIUM PMV HOLDCO, LP","GENERAL PARTNER",01/2024,"F","Y","N",
1978215,7669,"Y","A","SCHERR, STEPHEN, MARK","I","","CO-PRESIDENT",10/2024,"NA","Y","N",2388851
1978215,7669,"Y","A","PRISTAW, JOSHUA, HARRIS","I","","HEAD OF REAL ESTATE DEBT",01/2025,"NA","Y","N",5924608
1978204,7683,"Y","A","PRETIUM  CREDIT HOLDINGS, LLC","DE","","SOLE MEMBER",08/2017,"E","Y","N",
1978204,7683,"Y","A","GOSS, ROBERTA, MARY","I","","HEAD OF CLO PLATFORM",09/2019,"NA","Y","N",2919708
1978204,7683,"Y","A","MERIGGI, JEFFREY, GIORGIO","I","","CHIEF LEGAL AND BUSINESS AFFAIRS OFFICER AND CHIEF COMPLIANCE OFFICER",07/2025,"NA","Y","N",4981291
1978204,7683,"","B","PRETIUM PARTNERS PARENT, LLC","DE","PRETIUM PARTNERS, LLC","SOLE MEMBER",08/2019,"E","Y","N",
1978204,7683,"Y","A","MULLEN, DONALD, ROBERT","I","","CHIEF EXECUTIVE OFFICER",08/2017,"NA","Y","N",1209578
1978204,7683,"","B","PRETIUM PARENT LLC","DE","PRETIUM HOLDINGS, LP","PARTNER",12/2016,"D","Y","N",
1978204,7683,"","B","PRETIUM HOLDINGS GP, LLC","DE","PRETIUM HOLDINGS, LP","GENERAL PARTNER",12/2016,"F","Y","N",
1978204,7683,"","B","PRETIUM CONSOLIDATED HOLDINGS, LLC","DE","PRETIUM PARTNERS PARENT, LLC","SOLE MEMBER",02/2020,"E","Y","N",
1978204,7683,"","B","PRETIUM HOLDINGS, LP","DE","PRETIUM PMV HOLDCO, LP","SOLE MEMBER",01/2024,"E","Y","N",
1978204,7683,"","B","PRETIUM PARTNERS, LLC","DE","PRETIUM  CREDIT HOLDINGS, LLC","SOLE MEMBER",07/2017,"E","Y","N",
1978204,7683,"","B","MVRE, LLC","DE","PRETIUM PARENT LLC","MANAGING MEMBER",12/2016,"E","Y","N",
1978204,7683,"","B","MULLEN, DONALD, ROBERT","I","PRETIUM HOLDINGS GP, LLC","MANAGING MEMBER",12/2016,"E","Y","N",1209578
1978204,7683,"","B","MULLEN, DONALD, ROBERT","I","MVRE, LLC","SOLE MEMBER",06/2005,"E","Y","N",1209578
1978204,7683,"Y","A","ZABALA, CHERYL, LYNN","I","","CHIEF COMPLIANCE OFFICER",01/2022,"NA","Y","N",6123999
1978204,7683,"Y","A","WEIDLER, CHRISTOPHER, MICHAEL","I","","CHIEF FINANCIAL OFFICER",01/2021,"NA","Y","N",5844137
1978204,7683,"Y","A","PRUZAN, JONATHAN, MARK","I","","CO-PRESIDENT",10/2024,"NA","Y","N",2037462
1978204,7683,"","B","PRETIUM PMV HOLDCO, LP","DE","PRETIUM CONSOLIDATED HOLDINGS, LLC","SOLE MEMBER",01/2024,"E","Y","N",
1978204,7683,"","B","PRETIUM HOLDINGS GP, LLC","DE","PRETIUM PMV HOLDCO, LP","GENERAL PARTNER",01/2024,"F","Y","N",
1978204,7683,"Y","A","SCHERR, STEPHEN, MARK","I","","CO-PRESIDENT",10/2024,"NA","Y","N",2388851
1978204,7683,"Y","A","Wolkoff, Ian, Scott","I","","HEAD OF STRUCTURED CREDIT",03/2025,"NA","N","N",4898356
1978204,7683,"Y","A","Cantor, Matthew, Allen","I","","HEAD OF LEGAL OPPORTUNITIES",05/2020,"NA","N","N",7690458
2003258,12777,"","A","DE LEON, FERNANDO, RENE","I","","CHIEF EXECUTIVE OFFICER",09/2006,"E","Y","N",4469677
2003258,12777,"","A","CANAFAX, JOSHUA, AARON","I","","DIRECTOR OF INVESTMENTS, LEON CAPITAL GROUP",06/2012,"NA","Y","N",6745516
2003258,12777,"","A","DALLAS, HUNTER, GUS","I","","PRESIDENT - DIRECT INVESTMENTS, LEON CAPITAL GROUP",01/2016,"NA","Y","N",5552582
2003258,12777,"","A","Puckett, Gary, Douglas","I","","CFO/CCO",06/2023,"NA","Y","N",8064886
2004324,10699,"Y","A","CORIGIN VC ASSET GROUP LLC","DE","","BENEFICIAL OWNER",04/2021,"E","Y","N",
2004324,10699,"","B","THE RDF FAMILY TRUST","DE","CORIGIN VC ASSET GROUP LLC","BENEFICIAL OWNER",04/2021,"E","Y","N",
2004324,10699,"","B","Freedman, Ryan","I","THE RDF FAMILY TRUST","TRUSTEE",04/2021,"F","Y","N",7453310
2004153,2442,"Y","A","HICKS, GEORGE, GLOTFELTER","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448893
2004153,2442,"Y","A","PAGE, MARCIA, LYNN","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448939
2004153,2442,"Y","A","NAGLIERI, GIUSEPPE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6631995
2004153,2442,"Y","A","MOONEY, TIMOTHY, JAMES","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6632002
2004153,2442,"Y","A","CARSTAIRS, ILFRYN, CHEYNEY","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2011,"NA","Y","N",5898236
2004153,2442,"Y","A","BAUER, BRADLEY, PHILIP","I","","DIRECTOR, VARDE PARTNERS EUROPE LTD; MANAGING PARTNER, CHIEF EXECUTIVE OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2013,"NA","Y","N",4238951
2004153,2442,"","B","VARDE MANAGEMENT, L.P.","DE","VPE BL, LLC","MANAGING MEMBER",11/2018,"E","Y","N",148949
2004153,2442,"Y","A","MILONE, FRANCISCO","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2018,"NA","Y","N",5396283
2004153,2442,"Y","A","VPE BL, LLC","DE","","PARENT COMPANY",11/2018,"E","Y","N",
2004153,2442,"Y","A","IANNAZZO, ANTHONY, CLIFFORD","I","","CHIEF EXECUTIVE AND DIRECTOR, VARDE PARTNERS EUROPE LTD AND CHIEF OPERATING OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",12/2018,"NA","Y","N",3003966
2004153,2442,"","B","VARDE MANAGEMENT, INC.","DE","VARDE MANAGEMENT, L.P.","GENERAL PARTNER",03/2006,"F","Y","N",
2004153,2442,"Y","A","MALIK, HASEEB, KAMAL","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2019,"NA","Y","N",3117523
2004153,2442,"Y","A","MALONE, ANDREW, CHARLES","I","","GENERAL COUNSEL AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529161
2004153,2442,"Y","A","DUNBAR, JAMES, EDWARD","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",5639301
2004153,2442,"Y","A","SANZ ESTEVE, CARLOS","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529219
2004153,2442,"Y","A","MEDINA, KEVIN, TODD","I","","GLOBAL CHIEF COMPLIANCE OFFICER, VARDE MANAGEMENT, L.P.",09/2023,"NA","Y","N",4188562
2004153,2442,"Y","A","GALLAGHER, SHANNON, RAE","I","","DIRECTOR, VARDE PARTNERS EUROPE LTD; LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",7887839
2004153,2443,"Y","A","HICKS, GEORGE, GLOTFELTER","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448893
2004153,2443,"Y","A","PAGE, MARCIA, LYNN","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448939
2004153,2443,"Y","A","NAGLIERI, GIUSEPPE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6631995
2004153,2443,"Y","A","MOONEY, TIMOTHY, JAMES","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6632002
2004153,2443,"Y","A","CARSTAIRS, ILFRYN, CHEYNEY","I","","DIRECTOR AND CEO, VARDE PARTNERS ASIA PTE. LTD.; CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2011,"NA","Y","N",5898236
2004153,2443,"Y","A","BAUER, BRADLEY, PHILIP","I","","MANAGING PARTNER, CHIEF EXECUTIVE OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2013,"NA","Y","N",4238951
2004153,2443,"Y","A","MILONE, FRANCISCO","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2018,"NA","Y","N",5396283
2004153,2443,"Y","A","VARDE MANAGEMENT, L.P.","DE","","PARENT COMPANY",02/2008,"E","Y","N",148949
2004153,2443,"","B","VARDE MANAGEMENT, INC.","DE","VARDE MANAGEMENT, L.P.","GENERAL PARTNER",03/2006,"F","Y","N",
2004153,2443,"Y","A","MALIK, HASEEB, KAMAL","I","","DIRECTOR, VARDE PARTNERS ASIA PTE. LTD.; LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2019,"NA","Y","N",3117523
2004153,2443,"Y","A","MALONE, ANDREW, CHARLES","I","","GENERAL COUNSEL AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529161
2004153,2443,"Y","A","DUNBAR, JAMES, EDWARD","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",5639301
2004153,2443,"Y","A","SANZ ESTEVE, CARLOS","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529219
2004153,2443,"Y","A","MEDINA, KEVIN, TODD","I","","GLOBAL CHIEF COMPLIANCE OFFICER, VARDE MANAGEMENT, L.P.",09/2023,"NA","Y","N",4188562
2004153,2443,"Y","A","GALLAGHER, SHANNON, RAE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",7887839
2004153,2443,"Y","A","IANNAZZO, ANTHONY, CLIFFORD","I","","CHIEF OPERATING OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",3003966
2004153,5765,"Y","A","PAGE, MARCIA, LYNN","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448939
2004153,5765,"Y","A","HICKS, GEORGE, GLOTFELTER","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448893
2004153,5765,"Y","A","MILONE, FRANCISCO","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2018,"NA","Y","N",5396283
2004153,5765,"Y","A","NAGLIERI, GIUSEPPE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6631995
2004153,5765,"Y","A","MOONEY, TIMOTHY, JAMES","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6632002
2004153,5765,"Y","A","CARSTAIRS, ILFRYN, CHEYNEY","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2011,"NA","Y","N",5898236
2004153,5765,"Y","A","BAUER, BRADLEY, PHILIP","I","","MANAGING PARTNER, CHIEF EXECUTIVE OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2013,"NA","Y","N",4238951
2004153,5765,"Y","A","VARDE MANAGEMENT, L.P.","DE","","PARENT COMPANY",11/2018,"E","Y","N",148949
2004153,5765,"","B","VARDE MANAGEMENT, INC.","DE","VARDE MANAGEMENT, L.P.","GENERAL PARTNER",03/2006,"F","Y","N",
2004153,5765,"Y","A","KUMAR, VISHAL","I","","DIRECTOR, VARDE INDIA INVESTMENT ADVISER PRIVATE LIMITED",11/2018,"NA","Y","N",6045082
2004153,5765,"Y","A","MALIK, HASEEB, KAMAL","I","","DIRECTOR, VARDE INDIA INVESTMENT ADVISER PRIVATE LIMITED AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",11/2018,"NA","Y","N",3117523
2004153,5765,"Y","A","MALONE, ANDREW, CHARLES","I","","GENERAL COUNSEL AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529161
2004153,5765,"Y","A","DUNBAR, JAMES, EDWARD","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",5639301
2004153,5765,"Y","A","SANZ ESTEVE, CARLOS","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529219
2004153,5765,"Y","A","KOHLI, ASEEM","I","","DIRECTOR, VARDE INDIA INVESTMENT ADVISER PRIVATE LIMITED",06/2022,"NA","Y","N",7816306
2004153,5765,"Y","A","MEDINA, KEVIN, TODD","I","","GLOBAL CHIEF COMPLIANCE OFFICER, VARDE MANAGEMENT, L.P.",09/2023,"NA","Y","N",4188562
2004153,5765,"Y","A","GALLAGHER, SHANNON, RAE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",7887839
2004153,5765,"Y","A","IANNAZZO, ANTHONY, CLIFFORD","I","","CHIEF OPERATING OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",3003966
2004153,9114,"Y","A","PAGE, MARCIA, LYNN","I","","CEO AND LIMITED PARTNER, MPOWERED CAPITAL, LLC; CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",10/2021,"E","Y","N",1448939
2004153,9114,"Y","A","VARDE MANAGEMENT, L.P.","DE","","LIMITED PARTNER",10/2021,"B","Y","N",148949
2004153,9114,"","B","VARDE MANAGEMENT, INC.","DE","VARDE MANAGEMENT, L.P.","GENERAL PARTNER",03/2006,"F","Y","N",
2004153,9114,"Y","A","BAUER, BRADLEY, PHILIP","I","","MANAGING PARTNER AND CHIEF EXECUTIVE OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2013,"NA","Y","N",4238951
2004153,9114,"Y","A","CARSTAIRS, ILFRYN, CHEYNEY","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2011,"NA","Y","N",5898236
2004153,9114,"Y","A","HICKS, GEORGE, GLOTFELTER","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448893
2004153,9114,"Y","A","MALIK, HASEEB, KAMAL","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2019,"NA","Y","N",3117523
2004153,9114,"Y","A","MILONE, FRANCISCO","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2018,"NA","Y","N",5396283
2004153,9114,"Y","A","MOONEY, TIMOTHY, JAMES","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6632002
2004153,9114,"Y","A","NAGLIERI, GIUSEPPE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6631995
2004153,9114,"Y","A","MALONE, ANDREW, CHARLES","I","","GENERAL COUNSEL AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2020,"NA","Y","N",7529161
2004153,9114,"Y","A","DUNBAR, JAMES, EDWARD","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",5639301
2004153,9114,"Y","A","SANZ ESTEVE, CARLOS","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529219
2004153,9114,"Y","A","MEDINA, KEVIN, TODD","I","","GLOBAL CHIEF COMPLIANCE OFFICER, VARDE MANAGEMENT, L.P.",09/2023,"NA","Y","N",4188562
2004153,9114,"Y","A","GALLAGHER, SHANNON, RAE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",7887839
2004153,9114,"Y","A","IANNAZZO, ANTHONY, CLIFFORD","I","","CHIEF OPERATING OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2024,"NA","Y","N",3003966
2004153,9583,"Y","A","MILONE, FRANCISCO","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2018,"NA","Y","N",5396283
2004153,9583,"Y","A","CARSTAIRS, ILFRYN, CHEYNEY","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2011,"NA","Y","N",5898236
2004153,9583,"Y","A","BAUER, BRADLEY, PHILIP","I","","MANAGING PARTNER AND CHIEF EXECUTIVE OFFICER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2013,"NA","Y","N",4238951
2004153,9583,"Y","A","MOONEY, TIMOTHY, JAMES","I","","MANAGING PARTNER AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6632002
2004153,9583,"Y","A","PAGE, MARCIA, LYNN","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448939
2004153,9583,"Y","A","NAGLIERI, GIUSEPPE","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2016,"NA","Y","N",6631995
2004153,9583,"Y","A","MALIK, HASEEB, KAMAL","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2019,"NA","Y","N",3117523
2004153,9583,"Y","A","HICKS, GEORGE, GLOTFELTER","I","","CO-EXECUTIVE CHAIR AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2006,"NA","Y","N",1448893
2004153,9583,"Y","A","MALONE, ANDREW, CHARLES","I","","GENERAL COUNSEL AND LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529161
2004153,9583,"Y","A","DUNBAR, JAMES, EDWARD","I","","PRESIDENT, VP COLLATERAL MANAGEMENT LLC, LIMITED PARTNER, VARDE MANAGEMENT, L.P.",03/2022,"NA","Y","N",5639301
2004153,9583,"Y","A","SANZ ESTEVE, CARLOS","I","","LIMITED PARTNER, VARDE MANAGEMENT, L.P.",01/2022,"NA","Y","N",7529219
2004153,9583,"Y","A","VARDE MANAGEMENT, L.P.","DE","","PARENT COMPANY",01/2022,"E","Y","N",148949
