"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
1939533,"INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE COMAPNIES AND DALE OF SECURITIES RELATED PRODUCTS & SERVICES THROUGH APW CAPITAL,","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935091,"FLP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1936323,"ACRISURE NJ PARTNERS INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935955,"MARK GOLDFINGER, LICENSED INSURANCE AGENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1937562,"RFG SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1937592,"GLOVER PARK INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1931955,"ALL STAR FINANCIAL LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1947515,"NORTHROCK-X","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","LIFESTYLE MANAGMENT SERVICES"
1947515,"FOUNDATION X, INC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","501C3 ORGANIZATION, A CHARITABLE GIFTING VEHICLE"
1947515,"FOUNDATION X LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","WHOLLY OWNED SUBSIDIARY BUSINESS THAT PROVIDES FOUNDATION MANAGEMENT AND CONSULTING SERVICES"
1947515,"NRX HOCKEY LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","LIFESTYLE MANAGEMENT SERVICES SPECIFIC TO HOCKEY PLAYERS"
1947515,"RSG HOCKEY, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","HOCKEY AGENCY"
1927054,"WEALTH FOUNDATION SOLUTIONS, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1939498,"SECHREST & BLOOM, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1938135,"HORAN SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1938201,"IRWIN SCHAFFER, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1930677,"BASE INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1923808,"PAX FINANCIAL GROUP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1939707,"GRITIS & ASSOCIATES, LTD.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1940441,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1939218,"PORTFOLIO MANAGEMENT","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","PORTFOLIO MANAGEMENT SERVICES FOR NON-ASSOCIATED ENTITIES AND FINANCIAL MEDIA"
1938081,"ELLIOTT COVE INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1937838,"TERRENCE P. MCHUGH, LLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1940477,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
1941409,"FORT WASHINGTON CAPITAL PARTNERS LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FORT WASHINGTON FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI V GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI VI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEO II GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI VII GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI VIII GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEO III GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"BVP NEO LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"BUCKEYE VENTURE PARTNERS, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI IX GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI X GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEO IV GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI XI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI SMALL MARKET II GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FORT WASHINGTON SECURITIES LENDING FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEI MAUNA KEA GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941409,"FWPEO V GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1941530,"THRASHER & CHAMBERS INC","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935939,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938680,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
1921187,"DAVIDOV LAW GROUP P.C","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N",""
1942367,"IP FINANCIAL ADVISORY SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1943034,"RPS RISK MANAGEMENT LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1934548,"ACAP ACCOUNTING SERVICES, INC.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1941673,"BASE INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935944,"BOSMAN WEALTH MANAGEMENT, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1921187,"MICHAEL DAVIDOV INSURANCE BROKER","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N",""
1921187,"MICHAEL DAVIDOV REAL ESTATE BROKER","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N",""
1935712,"RLB & ASSOCIATES, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942634,"CITY NATIONAL SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1934675,"INTEGRATED WEALTH MANAGMENT, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1934675,"ZEUSS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REGISTERED AGENT SERVICES"
1934675,"WISER WEALTH LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","EDUCATIONAL COURSES AND SERVICES"
1934675,"ASPIRE TAX AND ACCOUNTING","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1942655,"RFG SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1946913,"ATOMI LIFE AND INSURANCE BENEFITS SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1946894,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1946894,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
1928648,"DESTINY CAPITAL CORPORATION","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1934933,"AEGIS GENERAL AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1941739,"HORTER FINANCIAL STRATEGIES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942452,"MIAC CAPITAL MARKETS LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1945669,"RPR FINANCIAL P.A.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1943763,"NOWLEN, HOLT & MINER, P.A.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1937584,"CONFIDENT FINANCIAL PLANNING","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1945408,"LJCOOPER TAX STRATEGIES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1936627,"CANACCORD GENUITY WEALTH MANAGEMENT","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1937323,"WESTMINSTER FINANCIAL SECURITIES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1937584,"ABOVE THE MADDENING CROWD BY PAUL WINKLER","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1937584,"CONFIDENT INVESTING-- WHY BLIND TRUST IS A POOR STRATEGY","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
1934776,"CHATTERTON TAX","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","PROVIDES TAX ADVICE"
1934776,"ROYAL ALLIANCE ASSOCIATES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1937274,"INSURANCE SERVICES BY ACCELERATE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1937362,"NORTH CAPITAL INVESTMENT MANAGEMENT","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1937450,"TERRENCE P. MCHUGH, LLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1940230,"VF SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1938569,"FORT COLLINS TAX SERVICE, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1940313,"FOCUS POINTE FINANCIAL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940313,"WEALTH FOUNDATION SOLUTIONS, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1929806,"FINANCIAL ADVISOR NETWORK, INC.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1926833,"NICOLAS D. DAVIS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942164,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938070,"WESTMINSTER FINANCIAL SECURITIES, INC.","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1928114,"BASEPOINT TAX AND ACCOUNTING, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1941865,"IP FINANCIAL ADVISORY SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942213,"FINANCIAL ENHANCEMENT GROUP LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1936087,"JKA INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938660,"UNITED PLANNERS FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1941622,"THRASHER & CHAMBERS INC","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940862,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940410,"PRIMEPORT","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MIFID II FINANCIAL INSTRUMENT INTRODUCER AND SALES BUSINESS"
1943585,"QBC, INC. DBA EKON BENEFITS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","RECORD-KEEPER AND THIRD PARTY ADMINISTRATOR"
1940170,"CRAIG BROOKS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1929114,"ARGENTARII LEGACY PLANNING SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CONSULTING FOR LEGACY PLANNING"
1938280,"NORTHWEST INSURANCE ALLIANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1936047,"NONE","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1943278,"DAVIDOV LAW GROUP P.C","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N",""
1943278,"MICHAEL DAVIDOV INSURANCE BROKER","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N",""
1943278,"MICHAEL DAVIDOV REAL ESTATE BROKER","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N",""
1941049,"PREPARING THE NEXT GENERATION, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","WEALTH PLANNING"
1941049,"PENSION ADMINISTRATORS, INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","PENSION ADMINISTRATION"
1940449,"FAIRWOOD FINANCIAL, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938944,"THREE CORD TRUE WEALTH TAX SOLUTIONS","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1936702,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
1937019,"QUINCY CASS ASSOCIATES, INCORPORATED","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1933769,"NIRVANA SURETY SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1936334,"TRAJAN WEALTH INSURANCE SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1943699,"OSTROW REISIN BERK & ABRAMS, LTD.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1933268,"HENNION AND WALSH, INC.","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1933268,"HENNION AND WALSH WEALTH ADVISORS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1928205,"AVIOR TAX & ACCOUNTING, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1928205,"AVIOR INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935462,"SANTANDER INVESTMENT SERVICES","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1931544,"BROTHERS TAX","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1935668,"BRIDGE AGENCY MBS FUND GP LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1935668,"BRIDGE AGENCY MBS FUND MANAGER LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1935668,"BRIDGE SINGLE-FAMILY RENTAL FUND IV GP LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1935668,"BRIDGE SINGLE-FAMILY RENTAL FUND MANAGER LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1926281,"JCM STRATEGIC WEALTH PARTNERS LLC DBA WERNER FINANCIAL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1928207,"RETIREMENT PROSPERITY GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1945169,"CALLAN CAPITAL LLC., D/B/A CALLAN CAPITAL INSURANCE SERVICES, LLC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935479,"MARTIN NELSON & CO., INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1946927,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1946927,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
1938659,"UNITED PLANNERS FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1931556,"SUMMIT TAX SERVICES","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1934810,"WILMINGTON CAPITAL SECURITIES, LLC","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1930006,"ADVISORNET INSURANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938388,"OSTROW REISIN BERK & ABRAMS, LTD.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1940201,"ATOMI LIFE AND INSURANCE BENEFITS SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1927864,"RETIREMENT SOLUTIONS GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1938564,"ELTEKON BUSINESS SERVICES LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REFERRAL FEES COLLECTED ON COLLATERALIZED LINES OF CREDIT"
1940665,"FLP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1935010,"M. MICHAEL TAFAZOLI, CHFC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1943997,"CAPITAL INDEPENDENT INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1945189,"CAPITAL INDEPENDENT INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1929548,"CAPITAL AREA TAX CONSULTANTS","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1929548,"CAPITAL AREA MORTGAGE BROKERS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MORTGAGE BROKERAGE SERVICES"
1941842,"IP FINANCIAL ADVISORY SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1944155,"STRATEGIC INSURANCE GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1943203,"CATALYST FINANCIAL GROUP LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942375,"CRESTLINE RE SPC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1942375,"CL LIFE AND ANNUITY INSURANCE COMPANY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1947268,"IP FINANCIAL ADVISORY SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1939405,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1939340,"SHUB & COMPANY LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1939340,"GOLD STAR INSURANCE GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1940069,"MRA TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
