"FilingID","Reference ID","4A-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
2010959,1217,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,1217,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,1218,"N","A","DECKOFF, STEPHEN, HENRY","I","","LIMITED PARTNER",10/2011,"E","Y","N",1765839
2010959,1218,"N","A","BLACK DIAMOND GP, LLC","DE","","GENERAL PARTNER",10/2011,"NA","Y","N",
2010959,1218,"N","A","NAHAS, MOUNIR, A (MI ONLY)","I","","LIMITED PARTNER",10/2011,"B","N","N",4188035
2010959,1219,"N","A","DECKOFF, STEPHEN, HENRY","I","","DIRECTOR",07/2011,"NA","Y","N",1765839
2010959,1219,"N","A","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.","DE","","SHAREHOLDER",04/2021,"E","Y","N",154495
2010959,1219,"N","A","Osment, Paul, James","I","","DIRECTOR",10/2023,"NA","Y","N",7891009
2010959,1221,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",10/2011,"E","Y","N",1765839
2010959,1221,"Y","A","SD INVESTMENTS, LLC","DE","","MEMBER",10/2011,"E","Y","N",
2010959,1221,"Y","A","NAHAS HOLDINGS LLC","DE","","MEMBER",10/2011,"B","N","N",
2010959,1225,"Y","A","GSC ACQUISITION PARTNERS, LLC","DE","","MEMBER",07/2011,"E","Y","N",
2010959,1225,"","B","BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.","DE","GSC ACQUISITION PARTNERS, LLC","MEMBER",07/2011,"C","Y","N",
2010959,1225,"","B","BD GSC INVESTMENT I, LLC","DE","GSC ACQUISITION PARTNERS, LLC","MEMBER",07/2011,"C","Y","N",
2010959,5981,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/2014,"NA","Y","N",1765839
2010959,5981,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",12/2014,"E","Y","N",
2010959,5981,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,5981,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,5982,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",05/2017,"NA","Y","N",1765839
2010959,5982,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",05/2017,"E","Y","N",
2010959,5982,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,5982,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,5983,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/2014,"NA","Y","N",1765839
2010959,5983,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",12/2014,"E","Y","N",
2010959,5983,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,5983,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,7303,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",08/2019,"NA","Y","N",1765839
2010959,7303,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",08/2019,"E","Y","N",
2010959,7303,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,7303,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,9093,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,9093,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",03/2020,"NA","Y","N",1765839
2010959,9093,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",03/2020,"E","Y","N",
2010959,9093,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,9373,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",01/2021,"NA","Y","N",1765839
2010959,9373,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",01/2021,"E","Y","N",
2010959,9373,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,9373,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,9393,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/2021,"NA","Y","N",1765839
2010959,9393,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",12/2021,"E","Y","N",
2010959,9393,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,9393,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,9660,"Y","A","BLACK DIAMOND ADVISORS, LLLP","DE","","MEMBER",11/2021,"E","Y","N",290531
2010959,9660,"","B","BLACK DIAMOND GP, LLC","DE","BLACK DIAMOND ADVISORS, LLLP","GENERAL PARTNER",10/2011,"C","Y","N",
2010959,9660,"","B","DECKOFF, STEPHEN, HENRY","I","BLACK DIAMOND ADVISORS, LLLP","LIMITED PARTNER",10/2011,"E","Y","N",1765839
2010959,10495,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",04/2022,"NA","Y","N",1765839
2010959,10495,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",04/2022,"E","Y","N",
2010959,10495,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,10495,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,10496,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",08/2022,"NA","Y","N",1765839
2010959,10496,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",08/2022,"E","Y","N",
2010959,10496,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,10496,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,12390,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/1995,"NA","Y","N",1765839
2010959,12390,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",10/2006,"E","Y","N",
2010959,12390,"Y","A","NAHAS, MOUNIR, A (MI ONLY)","I","","CHIEF OPERATING OFFICER",03/2004,"NA","Y","N",4188035
2010959,12390,"Y","A","KANE, MATTHEW, DAVID","I","","GENERAL COUNSEL & CHIEF COMPLIANCE OFFICER",09/2023,"NA","Y","N",7062370
2010959,12390,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,12390,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,12626,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/1995,"NA","Y","N",1765839
2010959,12626,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",10/2006,"E","Y","N",
2010959,12626,"Y","A","NAHAS, MOUNIR, A (MI ONLY)","I","","CHIEF OPERATING OFFICER",03/2004,"NA","Y","N",4188035
2010959,12626,"Y","A","KANE, MATTHEW, DAVID","I","","GENERAL COUNSEL & CHIEF COMPLIANCE OFFICER",09/2023,"NA","Y","N",7062370
2010959,12626,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,12626,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,12628,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/1995,"NA","Y","N",1765839
2010959,12628,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",10/2006,"E","Y","N",
2010959,12628,"Y","A","NAHAS, MOUNIR, A (MI ONLY)","I","","CHIEF OPERATING OFFICER",03/2004,"NA","Y","N",4188035
2010959,12628,"Y","A","KANE, MATTHEW, DAVID","I","","GENERAL COUNSEL & CHIEF COMPLIANCE OFFICER",09/2023,"NA","Y","N",7062370
2010959,12628,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,12628,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
2010959,12631,"Y","A","DECKOFF, STEPHEN, HENRY","I","","MANAGING PRINCIPAL",12/2014,"NA","Y","N",1765839
2010959,12631,"Y","A","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","DE","","MEMBER",12/2014,"E","Y","N",
2010959,12631,"","B","DECKOFF, STEPHEN, HENRY","I","SD INVESTMENTS, LLC","MEMBER",02/1997,"E","Y","N",1765839
2010959,12631,"","B","SD INVESTMENTS, LLC","DE","BLACK DIAMOND CAPITAL HOLDINGS, L.L.C.","MEMBER",10/2006,"E","Y","N",
1987293,3330,"","B","APOLLO MANAGEMENT HOLDINGS, L.P.","DE","APOLLO CAPITAL MANAGEMENT, L.P.","LIMITED PARTNER",01/2007,"E","Y","N",
1987293,3330,"","B","AMH HOLDINGS (DELAWARE), L.P.","DE","APOLLO MANAGEMENT HOLDINGS, L.P.","LIMITED PARTNER",10/2012,"E","Y","N",
1987293,3330,"","B","APO CORP.","DE","AMH HOLDINGS (DELAWARE), L.P.","LIMITED PARTNER",10/2012,"D","Y","N",
1987293,3330,"","B","APOLLO GLOBAL MANAGEMENT, INC.","DE","APOLLO ASSET MANAGEMENT, INC.","SOLE SHAREHOLDER",01/2022,"E","Y","Y",
1987293,3330,"Y","A","APOLLO ST OPERATING LP","DE","","SOLE MEMBER",04/2012,"E","Y","N",
1987293,3330,"Y","A","ZELTER, JAMES, CHARLES","I","","CO-PRESIDENT OF APOLLO ASSET MANAGEMENT, INC.",01/2022,"NA","Y","N",1336776
1987293,3330,"","B","ST MANAGEMENT HOLDINGS, LLC","DE","APOLLO ST OPERATING LP","LIMITED PARTNER",08/2005,"E","Y","N",
1987293,3330,"","B","AMH HOLDINGS GP, LTD.","FE","AMH HOLDINGS (DELAWARE), L.P.","GENERAL PARTNER",10/2012,"F","Y","N",
1987293,3330,"","B","APOLLO MANAGEMENT HOLDINGS GP, LLC","DE","APOLLO MANAGEMENT HOLDINGS, L.P.","GENERAL PARTNER",01/2007,"F","Y","N",
1987293,3330,"Y","A","LEVY, YAEL, KENAN","I","","CHIEF COMPLIANCE OFFICER",05/2021,"NA","Y","N",4435788
1987293,3330,"","B","APOLLO ASSET MANAGEMENT, INC.","DE","APO CORP.","SOLE SHAREHOLDER",07/2007,"E","Y","Y",
1987293,3330,"","B","APO CORP.","DE","AMH HOLDINGS GP, LTD.","SOLE SHAREHOLDER",10/2012,"E","Y","N",
1987293,3330,"","B","APO CORP.","DE","APOLLO MANAGEMENT HOLDINGS GP, LLC","SOLE MEMBER",07/2007,"E","Y","N",
1987293,3330,"","B","APOLLO ASSET MANAGEMENT, INC.","DE","AMH HOLDINGS (DELAWARE), L.P.","LIMITED PARTNER",09/2024,"C","Y","Y",
1987293,3330,"","B","APOLLO ST CAPITAL LLC","DE","APOLLO ST OPERATING LP","GENERAL PARTNER",08/2005,"F","Y","N",
1987293,3330,"","B","ST MANAGEMENT HOLDINGS, LLC","DE","APOLLO ST CAPITAL LLC","SOLE MEMBER",04/2012,"E","Y","N",
1987293,3330,"","B","APOLLO CAPITAL MANAGEMENT, L.P.","DE","ST MANAGEMENT HOLDINGS, LLC","MANAGING MEMBER",12/2011,"E","Y","N",
1987293,3330,"","B","APOLLO CAPITAL MANAGEMENT GP, LLC","DE","APOLLO CAPITAL MANAGEMENT, L.P.","GENERAL PARTNER",01/2007,"F","Y","N",
1987293,3330,"","B","APOLLO MANAGEMENT HOLDINGS, L.P.","DE","APOLLO CAPITAL MANAGEMENT GP, LLC","MANAGING MEMBER",01/2007,"E","Y","N",
2006269,10803,"","B","BERKOWITZ, ADAM, NATHANIEL","I","POET HILL UGP LLC","MEMBER",03/2023,"C","Y","N",4429213
2006269,10803,"Y","A","POET HILL UGP LLC","DE","","GENERAL PARTNER",09/2022,"NA","Y","N",
2006269,10803,"Y","A","10NORTHEAST II LLC","DE","","LIMITED PARTNER",03/2023,"C","Y","N",
2006269,10803,"Y","A","PLGA2 LLC","DE","","LIMITED PARTNER",03/2023,"C","Y","N",
2006269,10803,"","B","MARK, SAMUEL, ADAM","I","10NORTHEAST II LLC","MANAGING MEMBER",01/2017,"E","Y","N",6227091
2006269,10803,"","B","BERKOWITZ, ADAM, NATHANIEL","I","PLGA2 LLC","MANAGING MEMBER",03/2019,"E","Y","N",4429213
2006269,10803,"","B","BROOKS, BRANT, NMN","I","POET HILL UGP LLC","MEMBER",03/2023,"C","Y","N",2811295
2006269,10803,"","B","MARK, SAMUEL, ADAM","I","POET HILL UGP LLC","MEMBER",03/2023,"C","Y","N",6227091
2006269,10803,"Y","A","NORTH 8 CAPITAL, LLC","DE","","LIMITED PARTNER",03/2023,"A","N","N",
2006269,10803,"Y","A","NRME LLC","DE","","LIMITED PARTNER",03/2023,"B","N","N",
2006269,10803,"","B","BROOKS, BRANT, NMN","I","NORTH 8 CAPITAL, LLC","MANAGING MEMBER",10/2022,"E","Y","N",2811295
2006269,10803,"","B","NURMI, JACKSON, CARL","I","NRME LLC","MANAGING MEMBER",10/2022,"E","Y","N",7738427
2006269,10803,"","B","NURMI, JACKSON, CARL","I","POET HILL UGP LLC","MEMBER",03/2023,"C","Y","N",7738427
2006269,10803,"Y","A","COHN, SETH, DANIEL","I","","CHIEF COMPLIANCE OFFICER; HEAD OF OPERATIONS",03/2024,"NA","Y","N",5340141
2006269,10803,"Y","A","BERKOWITZ, ADAM, NATHANIEL","I","","CHAIRMAN OF THE BOARD",03/2023,"NA","Y","N",4429213
2006269,10803,"Y","A","BROOKS, BRANT, NMN","I","","CHIEF OPERATING OFFICER",03/2023,"NA","Y","N",2811295
2006269,10803,"Y","A","MARK, SAMUEL, ADAM","I","","PRINCIPAL & PORTFOLIO MANAGER",03/2023,"NA","Y","N",6227091
2006269,10803,"Y","A","NURMI, JACKSON, CARL","I","","PORTFOLIO MANAGER",03/2023,"NA","Y","N",7738427
2007874,6263,"Y","A","SAMIOS, CHRISTOPHER, GEORGE","I","","CHIEF COMPLIANCE OFFICER & GENERAL COUNSEL",03/2010,"NA","Y","N",5774944
2007874,6263,"Y","A","SILVA, JEFFREY, DANIEL","I","","CHIEF FINANCIAL OFFICER",07/2010,"NA","Y","N",4371198
2007874,6263,"Y","A","GREYWOLF CAPITAL MANAGEMENT LP","DE","","GENERAL PARTNER AND SERIES 2017-A LIMITED PARTNER",06/2017,"E","Y","N",138715
2007874,6263,"","B","GREYWOLF GP LLC","DE","GREYWOLF CAPITAL MANAGEMENT LP","GENERAL PARTNER",03/2003,"F","Y","N",
2007874,6263,"","B","SAVITZ, JONATHAN, STEPHEN","I","GREYWOLF GP LLC","MANAGING MEMBER",03/2003,"E","Y","Y",1736441
2007874,6263,"","B","SAVITZ, JONATHAN, STEPHEN","I","GREYWOLF CAPITAL MANAGEMENT LP","CHIEF EXECUTIVE OFFICER",02/2003,"C","Y","N",1736441
2007874,6263,"","B","GILLESPIE, JAMES, ROLAND","I","GREYWOLF CAPITAL MANAGEMENT LP","LIMITED PARTNER",03/2003,"C","Y","N",2774894
2007642,3342,"N","A","DREEPAUL-HALKHOREE, SHALINEE","I","","DIRECTOR",03/2012,"NA","Y","N",6179747
2007642,3342,"N","A","LALLAH, SUBHAS, CHANDRA","I","","DIRECTOR",09/2008,"NA","Y","N",6029603
2007642,3342,"N","A","NEW SILK ROUTE ADVISORS, L.P.","FE","","SHAREHOLDER",09/2008,"E","Y","N",
2007642,3342,"N","A","RILEY, MARGARET, ANN","I","","DIRECTOR",02/2017,"NA","N","N",4360193
2004414,3826,"","B","KURTAS, OMER, VOLKAN","I","VIBRANT CAPITAL PARTNERS, LLC","DIRECTOR, MEMBER",06/2008,"C","Y","N",5635674
2004414,3826,"","B","PAUS LP","FE","","MEMBER",11/2015,"F","N","N",
2004414,3826,"","B","PAUSGV/PX (INVESTMENTS) LTD","FE","PAUS LP","LIMITED PARTNER",03/2017,"E","N","N",
2004414,3826,"","B","PAUS2 (INVESTMENTS) GP LTD.","FE","","GENERAL PARTNER",07/2013,"F","Y","N",
2004414,3826,"","B","GOVERNMENT OF THE PROVINCE OF ALBERTA","FE","ALBERTA INVESTMENT MANAGEMENT CORPORATION","SHAREHOLDER",01/2014,"E","Y","N",
2004414,3826,"","B","VIBRANT CREDIT HOLDINGS, LP","FE","VIBRANT CREDIT PARTNERS, LLC","MEMBER",05/2017,"E","Y","N",
2004414,3826,"","B","VIBRANT CREDIT GP, LLC","DE","VIBRANT CREDIT HOLDINGS, LP","GENERAL PARTNER",05/2017,"F","Y","N",
2004414,3826,"","B","VIBRANT CAPITAL PARTNERS, INC.","DE","SENTE STRATEGIC FUND GP, LLC","MEMBER",05/2017,"F","Y","N",148352
2004414,3826,"","B","VIBRANT CAPITAL PARTNERS, LLC","DE","VIBRANT CAPITAL PARTNERS, INC.","SHAREHOLDER",06/2008,"E","Y","N",
2004414,3826,"","B","SENTE STRATEGIC MASTER FUND, L.P.","FE","VIBRANT CREDIT HOLDINGS, LP","MEMBER",05/2017,"E","N","N",
2004414,3826,"","B","SENTE STRATEGIC FUND, LTD.","FE","","MEMBER",05/2016,"E","N","N",
2004414,3826,"","B","SENTE STRATEGIC FUND GP, LLC","DE","SENTE STRATEGIC MASTER FUND, L.P.","GENERAL PARTNER",05/2016,"F","Y","N",
