FilingID,FormVersion,DateSubmitted,1A,1B1,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1O,1OAmount,1P,2B1,2B2,2B3,2B-Assets,3A,3A-Other,3B,3C-State,3C-Country,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,Execution Type,Signatory,Execution Date,Title
1998902,Oct-21,7/21/2025,"CLAYMORE CAPITAL PARTNERS, LLC",CLAYMORE CAPITAL PARTNERS,N,N,,802-119249,309944,312 WALNUT STREET,SUITE 3582,CINCINNATI,OH,United States,45202,N,Monday - Friday,,9AM-6PM,513-762-7615,,1,,,,,,,,Y,N,N,N,N,,,N,Y,N,107849575,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,ERIC MYERS,7/21/2025,COMPLIANCE CONSULTANT
1999835,Oct-21,7/30/2025,BRIDGE FUND MANAGEMENT LIMITED,BRIDGE FUND MANAGEMENT LIMITED,Y,N,FUNDROCK MANAGEMENT COMPANY LIMITED,802-130887,331627,"PERCY EXCHANGE, 8/34 PERCY PLACE",,DUBLIN 4,,Ireland,D04P5K3,N,Monday - Friday,,09.00-17.00,35315669800,,0,,,,,,,,Y,N,Y,N,N,,635400RUG44T8XVKWX28,N,Y,N,0,Corporation,,DECEMBER,,Ireland,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,BRIAN FINNERAN,7/16/2025,COO
2005445,Oct-21,7/30/2025,CARBON REMOVAL PARTNERS AG,CARBON REMOVAL PARTNERS AG,N,N,,802-134256,338056,BASTEIPLATZ 7,,ZURICH,,Switzerland,8001,N,Monday - Friday,,9AM - 6PM,41445122254,,0,,,,,,,,Y,Y,N,N,N,,,N,Y,N,0,Other (specify),AKTIENGESELLSCHAFT ACCORDING TO SWISS LAW,DECEMBER,,Switzerland,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,/S/ SKENDER KURTOVIC,7/29/2025,CHIEF COMPLIANCE OFFICER
2003324,Oct-21,7/13/2025,AKSIA PARTNERS LLC,AKSIA PARTNERS LLC,N,N,,802-134162,337925,555 17TH ST,,DENVER,CO,United States,80202,N,Monday - Friday,,9:00-18:00,+1 231 487 6673,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,1000000,Corporation,,DECEMBER,Colorado,United States,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,OLIVER SEGUIN,7/11/2025,CEO
2002699,Oct-21,7/14/2025,ASLAN ROSE LLC,ASLAN ROSE LLC,N,N,,802-134163,337741,133C NEW YORK AVENUE,,HUNTINGTON,NY,United States,11743,N,Monday - Friday,,7:30 AM - 5:30 PM,917-855-6615,,0,,,,,,,,N,N,N,N,N,,254900JL04CSU4VDIS49,N,Y,N,0,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,ERTAN F YENICAY,7/9/2025,"CEO, CIO, CCO, MANAGING MEMBER"
2003437,Oct-21,7/14/2025,AI EARN LTD,AI EARN LTD,N,N,,802-134164,337851,1800 WAZEE STREET,,DENVER,CO,United States,80202,N,Monday - Friday,,10:00-17:00,0019093484763,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,0,Corporation,,JUNE,Colorado,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,ANDREW GARRET YEAGER,7/14/2025,CEO
2004985,Oct-21,7/21/2025,"CORUNDUM PARTNERS, INC.",CORUNDUM PARTNERS,N,N,,802-127741,282191,"1 S NEVADA AVE, SUITE 200",,COLORADO SPRINGS,CO,United States,80903,N,Monday - Friday,,8:30 A.M. TO 5:00 P.M.,719-228-1080,719-228-1086,0,,,,,,,,N,N,N,N,N,,,N,Y,N,109932564,Corporation,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,N,,Y,,N,N,N,N,N,N,Y,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,MELISSA STARR,7/21/2025,CCO
2000501,Oct-21,7/22/2025,MGX FUND MANAGEMENT LIMITED,MGX FUND MANAGEMENT LIMITED,N,N,,802-132153,334247,16 FLOOR AL SARAB TOWER,"ADGM SQUARE, AL MARYAH ISLAND",ABU DHABI,,United Arab Emirates,,N,Monday - Friday,,9AM-5PM,9.71505E+11,,0,,,,,,,,Y,Y,Y,N,N,,,N,Y,N,0,Other (specify),PRIVATE COMPANY LIMITED BY SHARES,DECEMBER,,United Arab Emirates,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,Y,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,DANI DWEIK,7/22/2025,CHIEF OPERATING OFFICER
2003886,Oct-21,7/22/2025,"NOVEMBER INDIA CO, LLC","NOVEMBER INDIA CO, LLC",N,N,,802-134200,337840,,,,,,,Y,Monday - Friday,,0900-1700,512-277-0511,,0,1710 KELLER PARKWAY,,KELLER,TX,United States,76248,N,N,N,N,N,N,,,N,Y,N,140000,Limited Liability Company,,DECEMBER,Texas,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,NICHOLAS P MELVIN,7/22/2025,CEO
2006694,Oct-21,7/30/2025,BLACKROCK ASSET MANAGEMENT CANADA LIMITED / GESTION D'ACTIFS BLK,BLACKROCK ASSET MANAGEMENT CANADA LIMITED,N,N,,802-76230,162262,"161 BAY ST, SUITE 2500",,TORONTO,,Canada,M5J 2S1,N,Monday - Friday,,8:30AM TO 5:00PM,416 643 4000,(416) 643-4001,0,,,,,,,,Y,Y,Y,N,N,,549300YTZPMRP8RYSY86,N,Y,N,0,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,Y,,Y,,Y,N,N,Y,Y,Y,Y,,,,,,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Non-Resident,GEOFFREY GROVE,7/30/2025,CHIEF COMPLIANCE OFFICER
2006704,Oct-21,7/30/2025,BLACKROCK ASSET MANAGEMENT CANADA LIMITED / GESTION D'ACTIFS BLK,BLACKROCK ASSET MANAGEMENT CANADA LIMITED,N,N,,802-76230,162262,"161 BAY ST, SUITE 2500",,TORONTO,,Canada,M5J 2S1,N,Monday - Friday,,8:30AM TO 5:00PM,416 643 4000,(416) 643-4001,0,,,,,,,,Y,Y,Y,N,N,,549300YTZPMRP8RYSY86,N,Y,N,0,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,Y,,Y,,Y,N,N,Y,Y,Y,Y,,,,,,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Non-Resident,GEOFFREY GROVE,7/30/2025,CHIEF COMPLIANCE OFFICER
2006705,Oct-21,7/30/2025,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,N,N,,802-76129,162379,DRAPERS GARDENS,12 THROGMORTON AVENUE,LONDON,,United Kingdom,EC2N 2DL,N,Monday - Friday,,9:00AM TO 5:30PM,44 20 77433000,,1,,,,,,,,Y,Y,Y,N,Y,1-10B,549300QXP30FD81KVQ43,N,Y,N,0,Corporation,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,Y,N,Y,Y,,Y,,Y,N,N,Y,Y,Y,Y,,,,,,Y,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Non-Resident,NICHOLAS GIBSON,7/30/2025,CHIEF COMPLIANCE OFFICER
2006903,Oct-21,7/30/2025,HYPERX FOUNDATION LTD,HYPERX FOUNDATION LTD,N,N,,802-133016,336782,"1312 17TH STREET, SUITE 600",,DENVER,CO,United States,80202,N,Monday - Friday,,10AM - 4PM,332 754 8524,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,1000000,Corporation,,DECEMBER,Colorado,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,YAHYA MAZMANCI,7/30/2025,CEO
2005229,Oct-21,7/22/2025,"NEXUS NEUROTECH, LLC","NEXUS NEUROTECH, LLC",N,N,,802-129113,328851,1 EMBARCADERO CENTER,12TH FLOOR,SAN FRANCISCO,CA,United States,94111,N,Monday - Friday,,9 AM TO 5 PM,650-447-4266,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JORDI PARRAMON,7/22/2025,CEO
2005116,Oct-21,7/29/2025,WINDMILL CAPITAL LLC,WINDMILL CAPITAL LLC,N,N,,802-76659,164063,641 LEXINGTON AVENUE,15TH FLOOR,NEW YORK,NY,United States,10022,N,Monday - Friday,,8:30AM - 5:00PM,212-935-6900,212-935-6666,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,48370696,Limited Liability Company,,DECEMBER,New York,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,GARY SIMPSON,7/28/2025,COO
1994809,Oct-21,7/29/2025,DTCP USA LLC,DTCP USA LLC,N,N,,801-134247,297884,3960 HOWARD HUGHES PARKWAY,SUITE 500,LAS VEGAS,NV,United States,89169,N,Monday - Friday,,9:00AM - 5:00PM,415-910-1354,,0,535 MISSION STREET,SUITE 2210,SAN FRANCISCO,CA,United States,94105,N,N,Y,N,N,N,,,,,,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,JACK YOUNG,7/29/2025,MANAGING MEMBER & CHIEF COMPLIANCE OFFICER
2004556,Oct-21,7/29/2025,AXA INVESTMENT MANAGERS UK LIMITED,AXA INVESTMENT MANAGERS UK LIMITED,N,N,,802-125804,319562,22 BISHOPSGATE,,LONDON,,United Kingdom,EC2N 4BQ,N,Monday - Friday,,09.00 TO 17.00 (UK HOURS),44 020 7003 1000,,0,,,,,,,,Y,N,Y,N,N,,213800PZDUGEXMRMKR15,N,Y,N,0,Other (specify),UK LIMITED COMPANY,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,Y,N,N,Y,N,Y,Y,,,,,,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,TERRANCE TURNER,7/29/2025,CHIEF COMPLIANCE OFFICER
2000711,Oct-21,7/4/2025,AMANSA CAPITAL PTE. LTD.,AMANSA CAPITAL PTE. LTD.,N,N,,802-74123,145780,250 NORTH BRIDGE ROAD,#12-03 RAFFLES CITY TOWER,SINGAPORE,,Singapore,179101,N,Monday - Friday,,9AM TO 6PM SINGAPORE STANDARD TIME,+65 6327 8120,+65 6327 4315,0,,,,,,,,Y,N,Y,N,N,,254900TMTLBRVKXVIF73,N,Y,N,0,Corporation,,DECEMBER,,Singapore,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,SARIKA RAMANATHAN,7/4/2025,HEAD OF COMPLIANCE
2001786,Oct-21,7/4/2025,CAPITALMATH LTD,CAPITALMATH LTD,N,N,,802-134109,337794,"US BANK TOWER, 633 WEST FIFTH STREET",,LOS ANGELES,CA,United States,90071,N,Monday - Friday,,9AM-5PM,1 289 779 4092,,0,,,,,,,,N,N,N,N,N,,,N,Y,N,25000000,Limited Liability Company,,MAY,Colorado,United States,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,MARIO ORLANDO CILENTI,7/3/2025,DIRECTOR
2003317,Oct-21,7/16/2025,"INSPIRE GLOBAL VENTURES MANAGEMENT COMPANY, LLC","INSPIRE GLOBAL VENTURES MANAGEMENT COMPANY, LLC",N,N,,802-132167,327960,,,,,,,Y,Monday - Friday,,9 AM - 5 PM,(310) 963-2429,(310) 963-2429,0,9461 CHARLEVILLE BLVD,PMB 474,BEVERLY HILLS,CA,United States,90212,N,Y,Y,N,N,N,,,,,,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,TRACY MCWILLIAMS,7/16/2025,MANAGING MEMBER
1979930,Oct-21,7/16/2025,RHONE VC LLC,RHONE VC LLC,N,N,,802-134177,331453,,,,,,,Y,Monday - Friday,,8AM-5PM,6503020847,,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,53332582,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,AUSTIN WALKER,7/16/2025,"MANAGING PARTNER, RHONE VC LLC"
2006155,Oct-21,7/29/2025,"TI PARTNERS MGR, LLC","TI PARTNERS MGR, LLC",N,N,,802-134214,337703,,,,,,,Y,Monday - Friday,,9AM CST TO 5PM CST,512-545-9720,,0,2900 N QUINLAN PARK ROAD,SUITE 240/325,AUSTIN,TX,United States,78732,N,Y,N,N,N,N,,,N,Y,N,4000000,Limited Liability Company,,DECEMBER,Texas,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,DAVID PAUL THOMPSON,7/29/2025,MANAGING MEMBER
2006597,Oct-21,7/29/2025,"GLENWOOD PRIVATE EQUITY CO., LTD.","GLENWOOD PRIVATE EQUITY CO., LTD.",N,N,,802-134244,337834,"TWO IFC 20TH FL, 10 GUKJEGEUMYUNG-RO",YEONGDEUNGPO-GU,SEOUL,,"Korea, South",07326,N,Monday - Friday,,9AM TO 6PM,82 2 598 9800,,0,,,,,,,,Y,N,Y,N,N,,,N,Y,N,0,Other (specify),KOREAN JOINT STOCK COMPANY(JUSIK HOESA),DECEMBER,,"Korea, South",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,/S/ KIJUNG HAN,7/29/2025,CHIEF COMPLIANCE OFFICER
1999535,Oct-21,7/18/2025,IL&FS INVESTMENT ADVISORS LLC,IL&FS INVESTMENT ADVISORS LLC,N,N,,802-75981,163110,"6TH FLOOR, TWO TRIBECA, TRIBECA CENTRAL,",,TRIANON,,Mauritius,72261,N,Monday - Friday,,9:00 AM -5:00 PM,230-467-3000,230-467-3000,0,,,,,,,,N,N,Y,N,N,,N/A,N,Y,N,1,Limited Liability Company,,MARCH,,Mauritius,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,GULSHAN RAMGOOLAM,7/18/2025,DIRECTOR
2004278,Oct-21,7/18/2025,FELLOWS FUND MANAGEMENT LLC,FELLOWS FUND MANAGEMENT LLC,N,N,,802-134187,337221,500 EAST HAMILTON AVE. #1043,,CAMPBELL,CA,United States,95008,N,Monday - Friday,,10AM - 6PM,1 408 499 8345,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,CHENGMING REN,7/18/2025,"MANAGER OF ALFORREN INC, MANAGING MEMBER OF THE ADVISER"
1999826,Oct-21,7/29/2025,P CAPITAL PARTNERS AB,P CAPITAL PARTNERS AB,N,N,,802-80318,172877,STUREGATAN 6,,STOCKHOLM,,Sweden,114 35,N,Monday - Friday,,AM 9 TO PM 5,46 8 250 000,,0,,,,,,,,Y,N,Y,N,N,,5493006X98JQHEM2G618,N,Y,N,0,Other (specify),AB,DECEMBER,,Sweden,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,DAMLA EKICI,7/29/2025,CHIEF COMPLIANCE OFFICER
