"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1946244,"MANAGED ACCOUNT UTILITY PLATFORM","LOCKWOOD CAPITAL MANAGEMENT, INC","801-51863",40655
1946244,"MOUNT YALE INVESTMENT CONSULTING PROGRAM","MOUNT YALE SECURITIES, LLC","8-65921",126870
1945912,"FOURTH STREET PARTNERS","FOURTH STREET PARTNERS","",
1945912,"MERRILL LYNCH IAP","MERRILL LYNCH","",
1945912,"CHARLES SCHWAB SELECT","CHARLES SCHWAB","",
1945912,"LOCKWOOD MANAGED ACCOUNT UTILITY","LOCKWOOD PERSHING","",
1945912,"LPL FINANCIAL LLC APL","LPL FINANCIAL LLC","",
1945912,"AMERIPRISE","AMERIPRISE","",
1945912,"TRUIST","TRUIST","",
1945912,"FIRST REPUBLIC","FIRST REPUBLIC","",
1945912,"DA DAVIDSON","DA DAVIDSON","",
1945912,"CORIENT CAPITAL PARTNERS","CORIENT CAPITAL PARTNERS","",
1945912,"NORTHERN TRUST PFS PROGRAM","NORTHERN TRUST","",
1945912,"SANCTUARY","SANCTUARY","",
1945912,"NEW EDGE","NEW EDGE","",
1945912,"HIGH TOWER","HIGH TOWER","",
1945912,"AMERICANA PARTNERS","AMERICANA PARTNERS","",
1945912,"CETERA","CETERA","",
1945912,"SMARTX","SMARTX","",
1945912,"MORGAN STANLEY SELECT UMA","MORGAN STANLEY","",
1945912,"RAYMOND JAMES CONSULTING SVCS","RAYMOND JAMES","",
1945912,"RBC CONSULTING","RBC","",
1945912,"SCOTIA SUMMIT OPTIMIZED PORTFOLIO","SCOTIA ASSET MANAGEMENT","",
1945912,"SCOTIA TRADITIONAL SUMMIT US FOCUS DIV","SCOTIA ASSET MANAGEMENT","",
1945912,"UBS PAINE WEBBER ACCESS PROGRAM","UBS PAINE WEBBER","",
1945912,"LPL FINANCIAL LLC MANAGER WEALTH PORTFOLIOS (MWP)","LP FINANCIAL LLC","",
1945912,"RW BAIRD RECOMMENDED MANAGERS","ROBERT W BAIRD","",
1945912,"WELLS FARGO DMA","WELLS FARGO","",
1945912,"GOLDMAN SACHS GLOBAL MANAGER STRATEGIES","GOLDMAN SACHS","",
1945912,"JANNEY MONTGOMERY SCOTT ADVISERS MSP","JANNEY MONTGOMERY SCOTT PLACEMARK","",
1945912,"WEST PACE ADVISORS","WEST PACE ADVISORS","",
1945912,"WELLS FARGO MASTERS","WELLS FARGO","",
1945912,"STIFEL OPPORTUNITIES","STIFEL","",
1945912,"OAM INVESTMENT ADVISORY SERVICE PROGRAM","OPPENHEIMER ASSET MANAGEMENT INC.","",
1945912,"STIFEL UMA","STIFEL","",
1945912,"ENVESTNET","ENVESTNET","",
1945912,"FOLIO DYNAMICS","FOLIO DYNAMICS","",
1945912,"US TRUST SPS PROGRAM","US TRUST","",
1945912,"UBS PAINE WEBBER SWP PROGRAM","UBS PAINE WEBBER","",
1945912,"MERRILL LYNCH ONE","MERRILL LYNCH","",
1945912,"RBC RESOURCE II","RBC","",
1945912,"RBC TOTAL PORTFOLIO","RBC","",
1945912,"RBC TOTAL STRATEGY ACCOUNT","RBC","",
1945912,"CHARLES SCHWAB AXXCESS","CHARLES SCHWAB","",
1945912,"ADHESION","ADHESION","",
1918951,"COMPASS WRAP PROGRAM","COMPASS","",
1937764,"AIM CAPITAL WRAP FEE PROGRAM","AIM CAPITAL","801-77148",165183
1937124,"PARIAX PRIVATE WEALTH MANAGEMENT WRAP PROGRAM","PARIAX PRIVATE WEALTH MANAGEMENT","801-119694",301474
1940648,"FINANCIAL DESIGNS WRAP FEE PROGRAM","FINANCIAL DESIGNS CORPORATION","801-49374",14829
1942053,"REP-MANAGED ACCOUNT PROGRAM","AUSDAL FINANCIAL PARTNERS, INC.","801-69266",7995
1942053,"BAIRD SMA NETWORK","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
1942053,"LPL FINANCIAL MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1942053,"RAYMOND JAMES OSM PROGRAM","RAYMOND JAMES FINANCIAL SERVICES, INC.","8-17983",6694
1942053,"FIDELITY SEPARATE ACCOUNT NETWORK","FIDELITY MANAGEMENT & RESEARCH COMPANY LLC","801-7884",108281
1942053,"SCHWAB MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1942053,"WELLS FARGO PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS","801-57434",11025
1926846,"ARC ADVISORY WRAP FEE PROGRAM","ARC ADVISORY LLC","",
1943800,"EVERY SECURITIES LLC WRAP FEE PROGRAM","EVERY SECURITIES LLC","",
1942053,"BAIRD ADVISORY CHOICE PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
1942053,"RBC MANAGED ACCOUNT PROGRAM","RBC GLOBAL ASSET MANAGEMENT (U.S.) INC.","801-20303",107173
1943726,"EWA LLC WRAP FEE PROGRAM","EWA, LLC","",308977
1940249,"PFS WRAP FEE PROGRAM","PERSONALIZED FINANCIAL SOLUTIONS LLC","801-119943",306475
1940346,"TRANSAMERICA® ONE WEALTH MANAGEMENT PLATFORM","TRANSAMERICA FINANCIAL ADVISORS, LLC","801-38618",16164
1940346,"TRANSAMERICA® ALPHA","TRANSAMERICA FINANCIAL ADVISORS, LLC","801-38618",16164
1940346,"TRANSAMERICA® ELITE WEALTH MANAGEMENT","TRANSAMERICA FINANCIAL ADVISORS, LLC","801-38618",16164
1935509,"MORGAN STANLEY CONSULTING GROUP INVESTMENT MANAGEMENT SVCS","MORGAN STANLEY","801-70103",149777
1935509,"BOKCO3 - CUSTOMIZED PORTFOLIO SOLUTIONS - SMA","BANK OF OKLAHOMA/BOSC","",
1935509,"MANAGED ACCOUNT COMMAND PLATFORM","BENJAMIN F. EDWARDS & COMPANY, INCORPORATED","801-71421",146936
1935509,"LPL MANAGER ACCESS","LPL FINANCIAL LLC","801-10970",6413
1935509,"LPL MANAGER SELECT ACCOUNTS","LPL FINANCIAL LLC","801-10970",6413
1935509,"UBS FINANCIAL MANAGED ACCOUNTS CONSULTING PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
1935509,"WELLS FARGO PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-57434",11025
1935509,"OPPENHEIMER STAR PROGRAM","OPPENHEIMER & CO. INC.","801-887",249
1935509,"RBC MANAGED ACCOUNTS PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
1935509,"PERSHING ADVISOR SOLUTIONS","PERSHING ADVISOR SOLUTIONS LLC","8-47425",36671
1935509,"ARVEST WEALTH MANAGEMENT","ARVEST WEALTH MANAGEMENT","801-63738",42057
1935509,"CHARLES SCHWAB MANAGED ACCOUNTS MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1935509,"RBC ADVISORY SERVICES","RBC CAPITAL MARKETS, LLC","801-13059",31194
1940704,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1940704,"STRATEGIC WEALTH PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
1940704,"UBS ACCESS PROGRAM","UBS FINANCIAL SERVICES INC.","801-7163",8174
1940704,"MANAGED ACCOUNT SELECT PROGRAM","CHARLES SCHWAB & CO., INC.","801-29938",5393
1940704,"AYCO (FIDELITY)","GOLDMAN SACHS & CO. LLC","801-16048",361
1940704,"MANAGED ACCOUNT STRATEGIES","GOLDMAN SACHS & CO. LLC","801-16048",361
1945135,"MANAGERXCHANGE® MANAGERS PROGRAM (MMP)","NEWEDGE ADVISORS","801-79876",171351
1945135,"SEPARATE ACCOUNT SOLUTIONS (SAS)","NEWEDGE ADVISORS","801-79876",171351
1945135,"GWM WRAP PORTFOLIO MANAGEMENT","NEWEDGE ADVISORS","801-79876",171351
1945135,"ADVISOR'S CHOICE (AC)","NEWEDGE ADVISORS","801-79876",171351
1945135,"MID ATLANTIC FUND STRATEGY (MAFS)","NEWEDGE ADVISORS","801-79876",171351
1945135,"MID ATLANTIC PORTFOLIO SOLUTIONS (MAPS)","NEWEDGE ADVISORS","801-79876",171351
1944433,"VISION III","MORGAN STANLEY","",
1944433,"SELECT SEPARATE ACCOUNT PROGRAM","AMERPRISE FINANCIAL SERVICES","",
1944433,"INVESTMENT MANAGER PROGRAM","ROBERT W. BAIRD & CO. INC.","",
1944433,"PREMIER SELECT","WESTERN INTERNATIONAL SECURITIES / NFS","",
1944433,"STIFEL HORIZON PROGRAM","STIFEL NICOLAS & CO.","",
1943913,"SILVER GROVE WRAP FEE PROGRAM","SILVER GROVE ADVISORY SERVICES","801-110045",287512
1943071,"APEX CLEARING CORPORATION","EARLYBIRD CENTRAL INC.","801-118119",307201
1937998,"HWMG WRAP FEE PROGRAM","HARBOUR WEALTH MANAGEMENT GROUP, INC.","",314496
1944113,"CX MULTI-STRATEGY PLATFORM PROGRAM","CX INSTITUTIONAL, LLC","801-112742",292627
1934324,"VALTINSON BRUNER FINANCIAL PLANNING WRAP FEE PROGRAM","VALTINSON BRUNER FINANCIAL PLANNING","801-113830",297866
1925332,"MOULTON WEALTH MANAGEMENT WRAP FEE PROGRAM","MOULTON WEALTH MANAGEMENT, INC.","",
1945849,"IMG MANAGED CREDIT FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945909,"ALTA WEALTH ADVISORS LLC WRAP FEE PROGRAM","ALTA WEALTH ADVISORS LLC","801-112848",293675
1945849,"IMG STRATEGIC  ETF MODELS","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG MANAGED CORE EQUITY PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG MANAGED SHORT-TERM CREDIT FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG MANAGED MUNICIPAL BOND PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG MANAGED STRATEGIC EQUITY PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG CORE FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"ADVISOR DIRECTED-DISCRETIONARY","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG DIVIDEND INCOME AND GROWTH (DIG) PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1945849,"IMG BLENDED STRATEGIES PORTFOLIOS","ARVEST WEALTH MANAGEMENT","801-63738",42057
1935555,"KASSIRA WEALTH MANAGEMENT PROGRAM","KASSIRA WEALTH MANAGEMENT, LLC","",165070
1935547,"MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL","",
1935547,"MAP","RBC","",
1935547,"CONSULTING SERVICES","RAYMOND JAMES","",
1935547,"SMITHFIELD TRUST","SMITHFIELD TRUST","",
1935547,"PRIVATE ADVISOR NETWORK","WELLS FARGO","",
1935547,"MANAGER SELECT/MANAGER ACCESS SELECT","LPL","",
1926632,"WEALTH MANAGEMENT PROGRAM","HELEN STEPHENS GROUP, LLC D/B/A ASPEN WEALTH MANAGEMENT","",
1935576,"NEWEDGE WEALTH - SEPARATELY MANAGED ACCOUNTS","NEW EDGE WEALTH","801-118291",307771
1935576,"MANAGED ACCOUNT COMMAND/PERSHING LLC","PERSHING LLC","8-17574",7560
1930637,"STRATEGIC WEALTH GROUP RIA, LLC WRAP PROGRAM","STRATEGIC WEALTH GROUP RIA, LLC","",
1945381,"FOURTH STREET PARTNERS","FOURTH STREET PARTNERS","",
1945381,"MERRILL LYNCH IAP","MERRILL LYNCH","",
1945381,"CHARLES SCHWAB SELECT","CHARLES SCHWAB","",
1945381,"LPL FINANCIAL LLC APL","LPL FINANCIAL LLC","",
1945381,"AMERIPRISE","AMERIPRISE","",
1945381,"TRUIST","TRUIST","",
1945381,"FIRST REPUBLIC","FIRST REPUBLIC","",
1945381,"DA DAVIDSON","DA DAVIDSON","",
1945381,"CORIENT CAPITAL PARTNERS","CORIENT CAPITAL PARTNERS","",
1945381,"SANCTUARY","SANCTUARY","",
1945381,"NEW EDGE","NEW EDGE","",
1945381,"HIGH TOWER","HIGH TOWER","",
1945381,"AMERICANA PARTNERS","AMERICANA PARTNERS","",
1945381,"CETERA","CETERA","",
1945381,"SMARTX","SMARTX","",
1945381,"MORGAN STANLEY SELECT UMA","MORGAN STANLEY","",
1945381,"RAYMOND JAMES CONSULTING SVCS","RAYMOND JAMES","",
1945381,"RBC CONSULTING","RBC","",
1945381,"SCOTIA SUMMIT OPTIMIZED PORTFOLIO","SCOTIA ASSET MANAGEMENT","",
1945381,"SCOTIA TRADITIONAL SUMMIT US FOCUS DIV","SCOTIA ASSET MANAGEMENT","",
1945381,"UBS PAINE WEBBER ACCESS PROGRAM","UBS PAINE WEBBER","",
1945381,"LPL FINANCIAL LLC MANAGER WEALTH PORTFOLIOS (MWP)","LP FINANCIAL LLC","",
1945381,"RW BAIRD RECOMMENDED MANAGERS","ROBERT W BAIRD","",
1945381,"WELLS FARGO DMA","WELLS FARGO","",
1945381,"GOLDMAN SACHS GLOBAL MANAGER STRATEGIES","GOLDMAN SACHS","",
1945381,"LOCKWOOD MANAGED ACCOUNT UTILITY","LOCKWOOD PERSHING","",
1945381,"NORTHERN TRUST PFS PROGRAM","NORTHERN TRUST","",
1945381,"JANNEY MONTGOMERY SCOTT ADVISERS MSP","JANNEY MONTGOMERY SCOTT PLACEMARK","",
1945381,"WEST PACE ADVISORS","WEST PACE ADVISORS","",
1945381,"WELLS FARGO MASTERS","WELLS FARGO","",
1945381,"STIFEL OPPORTUNITIES","STIFEL","",
1945381,"OAM INVESTMENT ADVISORY SERVICE PROGRAM","OPPENHEIMER ASSET MANAGEMENT INC.","",
1945381,"STIFEL UMA","STIFEL","",
1945381,"ENVESTNET","ENVESTNET","",
1945381,"FOLIO DYNAMICS","FOLIO DYNAMICS","",
1945381,"US TRUST SPS PROGRAM","US TRUST","",
1945381,"UBS PAINE WEBBER SWP PROGRAM","UBS PAINE WEBBER","",
1945381,"MERRILL LYNCH ONE","MERRILL LYNCH","",
1945381,"RBC RESOURCE II","RBC","",
1945381,"RBC TOTAL PORTFOLIO","RBC","",
1945381,"RBC TOTAL STRATEGY ACCOUNT","RBC","",
1945381,"CHARLES SCHWAB AXXCESS","CHARLES SCHWAB","",
1945381,"ADHESION","ADHESION","",
1931115,"PRESPER FINANCIAL ARCHITECTS, LLC WRAP PROGRAM","PRESPER FINANCIAL ARCHITECTS, LLC","801-113773",297538
1945653,"WRAP FEE PROGRAM FOR ASSET MANAGEMENT SERVICES","PRIME CAPITAL FINANCIAL","801-110709",288712
1945653,"WRAP FEE PROGRAM FOR LIMITED ADVISORY SERVICES","PRIME CAPITAL FINANCIAL","801-110709",288712
1945671,"FOUNTAINDALE WRAP FEE PROGRAM","FOUNTAINDALE, LLC","",326054
1933840,"ROOF EIDAM & MAYCOCK LLC WRAP FEE PROGRAM","ROOF EIDAM MAYCOCK PERALTA LLC","801-53480",106696
1933840,"ROOF EIDAM & MAYCOCK LLC WRAP FEE PROGRAM - INSTITUTIONAL BROCHURE","ROOF EIDAM MAYCOCK PERALTA LLC","801-53480",106696
1937252,"QUANTITATIVE CHOICE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1935452,"GUIDED CAPITAL WEALTH MANAGEMENT, LLC","GUIDED CAPITAL WEALTH MANAGEMENT, LLC","",310056
1935905,"THE WEALTH MANAGEMENT PLATFORM - UNIFIED MANAGED PROGRAM","VISION2020 WEALTH MANAGEMENT CORP.","801-71541",154149
1935905,"THE WEALTH MANAGEMENT PLATFORM - ADVISOR MANAGED PORTFOLIOS PROGRAM","VISION2020 WEALTH MANAGEMENT CORP.","801-71541",154149
1938817,"DILIGENT INVESTORS WRAP FEE PROGRAM","DILIGENT INVESTORS, LLC","801-72643",158708
1937252,"FUNDSOURCE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1937252,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1937252,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1937252,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC","",
1936135,"APEX CLEARING CORPORATION","EARLYBIRD CENTRAL INC.","801-118119",307201
1936164,"GENTRY PRIVATE WEALTH WRAP FEE PROGRAM","GENTRY PRIVATE WEALTH","801-126629",323208
1939347,"VANGUARD PERSONALIZED INDEXING MANAGEMENT","VANGUARD PERSONALIZED INDEXING MANAGEMENT","801-114487",285366
1933152,"HOUSEHOLDER GROUP WRAP PROGRAM","HOUSEHOLDER GROUP ESTATE & RETIREMENT SPECIALISTS","",
1933152,"ASSETMARK","ASSETMARK, INC.","801-56323",109018
1933152,"ORION PORTFOLIO SOLUTIONS, LLC","ORION PORTFOLIO SOLUTIONS, LLC","801-57265",107975
1933152,"LINCOLN INVESTMENT ADVISERS, LLC","LINCOLN INVESTMENT ADVISERS, LLC","",131181
1928859,"CENTERPIECE WRAP FEE PROGRAM","CENTERPIECE WEALTH ADVISOR","801-113301",296956
1944367,"NORTHROCK PARTNERS ADVISORY SERVICES PROGRAM","NORTHROCK PARTNERS, LLC","801-78194",167908
1943581,"VERTEX PLANNING PARTNERS WRAP PROGRAM","VERTEX PLANNING PARTNERS, LLC","",
1924064,"MIDWEST FINANCIAL GROUP WRAP FEE PROGRAM","MIDWEST FINANCIAL GROUP LLC","801-81177",175288
1937194,"ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1937194,"STRATOS WEALTH PARTNERS LTD WRAP FEE PROGRAM","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1937194,"STRATOS WEALTH MANAGEMENT II (SWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1937216,"CWM ASSET MANAGEMENT PROGRAM","CWM, LLC","801-72037",155344
1928949,"ALIGN FINANCIAL, LLC","ALIGN FINANCIAL, LLC","",309238
1937872,"191 GODWIN ASSOCIATES, INC. D/B/A GODWIN CAPITAL MANAGEMENT WRAP PROGRAM","191 GODWIN ASSOCIATES, INC. D/B/A GODWIN CAPITAL MANAGEMENT","801-126375",124288
1932171,"THE PITTI GROUP WRAP FEE PROGRAM","THE PITTI GROUP WEALTH MANAGEMENT, LLC","801-121652",314685
1934209,"ATWATER WEALTH MANAGEMENT","LPL FINANCIAL LLC","801-10970",6413
1946420,"BLEAKLEY WRAP PROGRAM","BLEAKLEY FINANCIAL GROUP, LLC","",318366
1932319,"MAREST CAPITAL, LLC WRAP FEE PROGRAM","MAREST CAPITAL, LLC","",
1932037,"BARLOW WEALTH PARTNERS WRAP PROGRAM","BARLOW WEALTH PARTNERS, LLC","801-127506",325308
1937419,"ARC WEALTH MANAGEMENT WRAP FEE PROGRAM","ADVISOR RESOURCE COUNCIL","801-76667",164109
1937259,"FEE OFFSET PROGRAM","MCKINLEY MONEY LLC","",
1933139,"MANAGED OPPORTUNITIES","SECURITIES AMERICA ADVISORS, INC.","801-45628",110518
1931977,"RED CRANE WRAP PROGRAM","RED CRANE WEALTH MANAGEMENT, LLC","801-108019",284006
1937185,"ERG WRAP FEE PROGRAM","ELITE WEALTH MANAGEMENT","",
1945002,"MIRAMONTES CAPITAL WRAP PROGRAM","MIRAMONTES CAPITAL, LLC","801-110012",264786
1947659,"SEPARATELY MANAGED ACCOUNT","U.S. BANCORP INVESTMENTS, INC.","801-68122",17868
1936682,"GEREMIA FINANCIAL SERVICES WRAP PROGRAM","GEREMIA FINANCIAL SERVICES, LLC","",
1936039,"DOVETAIL WRAP PROGRAM","DOVETAIL WEALTH MANAGEMENT, LLC","",
1936698,"PW NOVA FINANCIAL SERVICES WRAP FEE PROGRAM","PW NOVA FINANCIAL SERVICES","",
1936960,"CWM ASSET MANAGEMENT PROGRAM","CWM, LLC","801-72037",155344
1937055,"BROOKSTONE CAPITAL MANAGEMENT WRAP PROGRAM","BROOKSTONE CAPITAL MANAGEMENT LLC","801-68010",141413
