"FilingID","Miscellaneous"
2008611,"Certain investors in Cavalry Fund I LP have consented to in-kind transfers to C/M Capital Master Fund, LP. Such investors are counted in Section 7.B. (1) as owners of C/M Capital Master Fund, LP.                                                                                    Recently, Cavalry Fund I LP and C/M Capital Master Fund, LP engaged a new administrator, NAV Consulting, Inc.  For completeness, Question 26 of each such fund's Section 7.B.(1) has been updated to reflect this change, but the remaining information in such Section has not been updated and reflects information as of December 31, 2024."
2003175,"CERTAIN RESPONSES TO SCHEDULE D, SECTION 7.B.(2) HAVE BEEN OMITTED AND ARE THE SUBJECT OF A REQUEST FOR CONFIDENTIAL TREATMENT PENDING WITH THE U.S. SECURITIES AND EXCHANGE COMMISSION.  THE ADVISER DOES NOT MANAGE ANY U.S. CLIENT ASSETS FROM A PRINCIPAL OFFICE AND PLACE OF BUSINESS INSIDE THE UNITED STATES. ACCORDINGLY, REGULATORY ASSETS UNDER MANAGEMENT REPORTED IN THE FORM ADV IS $0, CONSISTENT WITH APPLICABLE SEC GUIDANCE REGARDING NON-U.S. PRIVATE FUND EXEMPT REPORTING ADVISERS."
2008596,"For the private funds, Breakwall Equity SPV I LP and Breakwall Equity SPV I GP, LLC, a response of 'no' was reported for Auditor information as no auditors have been selected at this time.  Once an auditor has been selected, an other-than-annual amendment will be submitted to update this response.  Additionally, for the private funds, Breakwall Equity SPV I LP and Breakwall Equity SPV I GP, LLC, a response of 'no' was reported for Administrator information as no administrators have been selected at this time.  Once an administrator has been selected, an other-than-annual amendment will be submitted to update this response."
2005305,"Responses to Schedule D Section 7.B.(1) contain placeholder information, as information pertaining to Section 7.B.(2).1. ? 3. is omitted and is the subject of a request for confidential treatment pending with the Securities and Exchange Commission."
2010034,"Direct owners listed in Schedule A do not have middle names."
2013240,"The response to Item 7(B)(1), Sub-Item 23(a) is currently ""no"", though the correct response should be ""yes"".  The Adviser has not indicated ""yes"" to this sub-item because indicating a ""yes"" response would require the identification of the Fund auditor.  At this time, the General Partner has not finalized an auditor engagement, but will finalize an auditor engagement prior to year end 2025."
2006681,"Freedom Financial Asset Management, LLC (""FFAM"") serves as the investment adviser to Series B, a series of Freedom Consumer Credit Fund, LLC (the ""Fund""), and is the managing member of the Fund. The Fund is a private investment fund that was dissolved on July 1, 2024. Each member of the Fund has been notified of its dissolution. FFAM is winding-up and liquidating the Fund and no longer engages in any marketing or fundraising activities with respect to the Fund. FFAM does not advise any other clients or funds and expects to transition to Exempt Reporting Adviser status under Rule 203(m)-1.  Regulatory assets under management reported under Item 5.F (2) excludes certain secured and unsecured personal loans contributed to securitizations that, notwithstanding the accounting treatment, are intended to be ?off balance sheet? but were included in regulatory assets under management reported on Form ADV as of December 31, 2023."
2010799,"The private funds managed by Algebris have multiple marketers who sell the funds outside of the US to non-US Persons. Therefore, they have not been included in this form.  For individuals who do not have a middle name, their middle name is marked as 'NMN' (No Middle Name) in Schedule A."
2007043,"As of February 3, 2025, MedCap Growth Equity LLC (the ?LLC?) resigned as investment manager to MedCap Growth Equity Master Fund I LP and its related feeder funds. The LLC also resigned as the management company of MedCap Growth Equity GP Ltd (?GP Ltd?) and MedCap Growth Equity GP LP (?GP LP?), as well as all associated feeder entities. While the LLC retains 100% ownership of GP Ltd, which holds a 61.3% interest in GP LP, it no longer has any governance, advisory, or management role in either entity. The sole manager of the LLC also resigned as a director of GP Ltd. The LLC?s remaining involvement is limited to an indirect, passive economic interest through carried interest participation.  The ?Gross Asset Value? of each fund is reported as $0 as of February 3, 2025, as the LLC no longer maintains access to current valuation information following its resignation as investment manager.  Ownership information reflects the LLC?s last known data prior to its resignation from all fund management responsibilities on February 3, 2025."
2005840,"Schedule 7.B.(1). Item 23 (g)  The fund has not yet completed a fiscal year."
2010751,"LoLa Capital Partners Growth I, LP (the ""Fund"") will be subject to an audit commencing in fiscal year 2025.  The Fund is in the process of engaging an auditor."
2010812,"Longview Innovation Corp., a Delaware corporation (the ?Manager?), is a wholly-owned subsidiary of Hard Science Investment Management, LLC, a Delaware limited liability company (?HSIM?). Michael Burychka, President of the Manager, holds a controlling membership interest in HSIM and is its sole manager. The remaining membership interests in HSIM are held by certain senior employees of the Manager.  The Manager is governed by a board of directors (the ?Manager Board?). The members of the Manager Board are appointed pursuant to a voting agreement (the ?Voting Agreement?) among the Manager, HSIM, and the limited partners of IPG Cayman LP, a private fund formed in the Cayman Islands as an exempted limited partnership and managed by the Manager (the ?Flagship Fund?). Under the Voting Agreement, neither HSIM nor any limited partner of the Flagship Fund (including IPG USA SCO, as defined and further described below) has the right to designate a majority of the members of the Manager Board. Therefore, no one person has the right, directly or indirectly, to direct the management or policies of the Manager. IPG USA SCO LP (?IPG USA SCO?), which is the majority limited partner in the Flagship Fund, is a private fund formed as a Scottish limited partnership, which is sponsored and controlled by IP Group plc, a United Kingdom public limited company that is listed on the London Stock Exchange (?PLC?). As an entity controlled by PLC, IPG USA SCO forms part of PLC?s group accounts for purposes of the annual audit performed by PLC?s independent public accountant firm. In addition to managing the Flagship Fund, the Manager also subadvises a portion of IPG USA SCO?s portfolio directly pursuant to a co-investment and management agreement. The gross asset value listed herein for IPG USA SCO represents the portion of its portfolio subadvised by the Manager pursuant to such co-investment and management agreement, and the administrator listed herein for IPG USA SCO performs certain accounting and administrative services with respect to such subadvised portion of its portfolio. The employees of the Manager who own HSIM collectively beneficially own less than 0.5% of the Flagship Fund, and as such, the response to question 14 of Private Fund Reporting for the Flagship Fund is rounded down to 0%. IPG USA (GP) LLC, a Cayman Islands limited liability company (the ?General Partner?), serves as general partner of the Flagship Fund. The General Partner is owned by the Manager and an affiliate. The limited liability company agreement of the General Partner provides, however, that the General Partner is governed by a board appointed by certain limited partners of the Flagship Fund."
2010826,"Longview Innovation Corp., a Delaware corporation (the ?Manager?), is a wholly-owned subsidiary of Hard Science Investment Management, LLC, a Delaware limited liability company (?HSIM?). Michael Burychka, President of the Manager, holds a controlling membership interest in HSIM and is its sole manager. The remaining membership interests in HSIM are held by certain senior employees of the Manager.  The Manager is governed by a board of directors (the ?Manager Board?). The members of the Manager Board are appointed pursuant to a voting agreement (the ?Voting Agreement?) among the Manager, HSIM, and the limited partners of IPG Cayman LP, a private fund formed in the Cayman Islands as an exempted limited partnership and managed by the Manager (the ?Flagship Fund?). Under the Voting Agreement, neither HSIM nor any limited partner of the Flagship Fund (including IPG USA SCO, as defined and further described below) has the right to designate a majority of the members of the Manager Board. Therefore, no one person has the right, directly or indirectly, to direct the management or policies of the Manager. IPG USA SCO LP (?IPG USA SCO?), which is the majority limited partner in the Flagship Fund, is a private fund formed as a Scottish limited partnership, which is sponsored and controlled by IP Group plc, a United Kingdom public limited company that is listed on the London Stock Exchange (?PLC?). As an entity controlled by PLC, IPG USA SCO forms part of PLC?s group accounts for purposes of the annual audit performed by PLC?s independent public accountant firm. In addition to managing the Flagship Fund, the Manager also subadvises a portion of IPG USA SCO?s portfolio directly pursuant to a co-investment and management agreement. The gross asset value listed herein for IPG USA SCO represents the portion of its portfolio subadvised by the Manager pursuant to such co-investment and management agreement, and the administrator listed herein for IPG USA SCO performs certain accounting and administrative services with respect to such subadvised portion of its portfolio. The employees of the Manager who own HSIM collectively beneficially own less than 0.5% of the Flagship Fund, and as such, the response to question 14 of Private Fund Reporting for the Flagship Fund is rounded down to 0%. IPG USA (GP) LLC, a Cayman Islands limited liability company (the ?General Partner?), serves as general partner of the Flagship Fund. The General Partner is owned by the Manager and an affiliate. The limited liability company agreement of the General Partner provides, however, that the General Partner is governed by a board appointed by certain limited partners of the Flagship Fund."
