"FilingID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1990432,"MCCONNELL, RICHARD, ESTERBROOK, JR","",841945,01/01/2019,12/31/2024,"ROOM E 15/F THE PHOENIX BUILDING","23 LUARD ROAD","WAN CHAI","","Hong Kong","","N","PRESIDENT OF SOUTH OCEAN MANAGEMENT LTD"
1996764,"NEARY, JOSEPH, DANIEL","",2993505,10/01/2014,,"200 NORTH SEPULVEDA","SUITE 1200","EL SEGUNDO","CA","United States","90245","N","MR. NEARY IS THE CHIEF RISK OFFICER OF THE CFG NETWORK AND HAS THE POWER, DIRECTLY OR INDIRECTLY, TO DIRECT THE MANAGEMENT OR POLICIES OF THE FIRM."
1996764,"Gooley, Thomas, Andrew","",4526760,04/27/2021,,"655 W BROADWAY","12TH FLOOR","SAN DIEGO","CA","United States","92101","N","MANAGER"
1996767,"GOOLEY, THOMAS, ANDREW","",4526760,04/27/2021,,"5299 DTC BLVD","SUITE 800","GREENWOOD VILLAGE","CO","United States","80111","N","MANAGER"
1976738,"","HIVE ENTERPRISES, LLC",,03/12/2021,,"6968 W RD  150 N","","BARGERSVILLE","IN","United States","46106","N","EVAN S FRUITS IS THE 100% OWNER AND SOLE MEMBER OF HIVE ENTERPRISES, LLC., WHICH IS THE 100% OWNER AND SOLE MEMBER OF KOON FINANCIAL PLANNING & CONSULTING, LLC"
1995249,"SINGER, PAUL, ELLIOTT","",872317,05/17/2018,,"C/O ELLIOTT INVESTMENT MANAGEMENT L.P.","360 S. ROSEMARY AVE, 18TH FLOOR","WEST PALM BEACH","FL","United States","33401","N","PAUL SINGER IS THE CONTROLLING PRINCIPAL OF ELLIOTT INVESTMENT MANAGEMENT L.P., WHICH IS THE INVESTMENT MANAGER TO CERTAIN PRIVATE INVESTMENT VEHICLES THAT ARE INDIRECT OWNERS OF ELMWOOD ASSET MANAGEMENT LLC."
1960359,"Solomon, Ariel, Whitney","",7998210,09/01/2024,,"","","","","","","Y","SHAREHOLDER, DIRECTOR, AND COO"
1999080,"WYATT, RONALD, PAUL","",1941761,03/19/2024,,"1800 MAIN STREET","SUITE 230","CANONSBURG","PA","United States","15317","N","100% OWNER, IAR, AND CHIEF COMPLIANCE OFFICER."
1998211,"","BROOKSTONE CAPITAL MANAGEMENT LLC",141413,11/08/2024,,"1745 S NAPERVILLE RD","","WHEATON","IL","United States","60189","N","BROOKSTONE CAPITAL MANAGEMENT OWNS 81% OF THE EQUITY OF COPPERLEAF CAPITAL, LLC"
1993401,"","2450619 ALBERTA ULC",,10/01/2022,,"900-332 6TH AVENUE SW","","CALGARY","","Canada","","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN CARDINAL POINT CAPITAL MANAGEMENT, ULC, FOCUS AND 2450619 ALBERTA ULC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF CARDINAL POINT CAPITAL MANAGEMENT, ULC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF  CARDINAL POINT CAPITAL MANAGEMENT ULC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1998419,"","EV LLC",,03/01/2021,,"155 FEDERAL STREET","SUITE 700","BOSTON","MA","United States","02110","N","TRUSTEE OF EATON VANCE MANAGEMENT"
1999024,"SKAR, ALFRED, JOSEPH","",2807810,11/09/2023,,"3300 MUTUAL OF OMAHA PLAZA","","OMAHA","NE","United States","68175","N","DIRECTOR"
1999024,"COMINS, RYAN, MATTHEW","",5811632,04/03/2024,,"3300 MUTUAL OF OMAHA PLAZA","","OMAHA","NE","United States","68175","N","DIRECTOR"
1995432,"","PAM PARTNERS, LLC",,10/01/2015,,"605 CHESTNUT STREET","SUITE 1010","CHATTANOOGA","TN","United States","37405","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN PATTON ALBERTSON MILLER GROUP, LLC, FOCUS AND PAM PARTNERS, LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF PATTON ALBERTSON MILLER GROUP, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF PATTON ALBERTSON MILLER GROUP, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1993342,"","SAGE ASSETS, INC.",,04/15/2025,,"5949 SHERRY LANE","SUITE 1880","DALLAS","TX","United States","75225","N","SAGE ASSETS, INC. HAS AUTHORITY TO APPOINT REPRESENTATIVES TO THE EXECUTIVE COMMITTEE OF GUGGENHEIM CAPITAL, LLC, AN INDIRECT PARENT OF GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT, LLC (""GPIM"").  THE EXECUTIVE COMMITTEE INFLUENCES HIGH-LEVEL POLICIES ON BUSINESS STRATEGY FOR GUGGENHEIM CAPITAL, LLC AND ITS INDIRECT SUBSIDIARIES, INCLUDING GPIM."
1966964,"","PERCENT SECURITIES, LLC",314782,09/01/2024,,"145 E. 57 STREET","","NEW YORK","NY","United States","10022","N","MINORITY INVESTOR AND CERTAIN MEMBERS OF ITS MANAGEMENT ARE REGISTERED REPRESENATATIVES"
2000062,"","PARMA GROUP, LLC",,07/01/2017,,"301 W BARBEE CHAPEL ROAD","SUITE 303","CHAPEL HILL","NC","United States","27517","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN ETON ADVISORS GROUP, LLC, FOCUS AND PARMA GROUP, LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF ETON ADVISORS GROUP, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF ETON ADVISORS GROUP, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
2000981,"","CANACCORD GENUITY GROUP INC.",,10/01/2013,,"1133 MELVILLE ST","SUITE 1100","VANCOUVER, BC","","Canada","","N","CANACCORD GENUITY WEALTH MANAGEMENT (USA) INC IS INDIRECTLY OWNED BY CANACCORD GENUITY GROUP INC. THROUGH IT'S SUBSIDIARY CANACCORD ADAMS FINANCIAL GROUP INC."
2000981,"","CANACCORD ADAMS FINANCIAL GROUP INC.",,10/01/2013,,"133 MELVILLE ST","SUITE 1100","VANCOUVER, BC","","Canada","","N","CGWM USA IS OWNED DIRECTLY BY CANACCORD ADAMS FINANCIAL GROUP INC., A SUBSIDIARY OF CANACCORD GENUITY GROUP INC."
2000288,"FACKELMAYER, HARRISON, GEORGE","",5551918,09/01/2023,03/31/2025,"8 SOUND SHORE DRIVE SUITE 110","","GREENWICH","CT","United States","06830","N","PRINCIPAL"
1997656,"","KENNEDY LEWIS MANAGEMENT LP",290399,06/30/2022,,"225 LIBERTY STREET","SUITE 4210","NEW YORK","NY","United States","10281","N","KENNEDY LEWIS INVESTMENT MANAGEMENT LLC ( KLIM ) HAS 2 OF THE 5 BOARD SEATS OF SANCTUARY WEALTH GROUP, LLC WHICH OWNS 100% OF SANCTUARY ADVISORS LLC. KLIM WITH THESE 2 BOARDS SEATS HAS 40% OF THE VOTING RIGHTS."
1998412,"","EV LLC",,03/01/2021,,"155 FEDERAL STREET","SUITE 700","BOSTON","MA","United States","02110","N","TRUSTEE OF CALVERT RESEARCH AND MANAGEMENT"
1996410,"MARTIN, MICHAEL, LARRY","",4056001,07/19/2022,,"201 MAIN STREET SUITE 201","","RAPID CITY","SD","United States","57701","N","DIRECTOR"
1996410,"STEIN, PAUL, CLINTON","",2078297,09/20/2023,,"1300 GODWARD STREET NE","SUITE 4100","MINNEAPOLIS","MN","United States","55413","N","DIRECTOR"
1996410,"Joyner, Mark, Edward","",2791814,01/01/2025,,"2400 MCCRACKEN BLVD","","PADUCAH","KY","United States","42001","N","DIRECTOR"
1996410,"PRICE, JARED, SCOTT","",6348005,01/01/2025,,"225 UNION BLVD, SUITE 150","","LAKEWOOD","CO","United States","80228","N","DIRECTOR"
1960359,"Conte, Christopher, Domenico","",7999206,09/01/2024,,"","","","","","","Y","SHAREHOLDER, DIRECTOR, AND CEO & CFO"
1960359,"Stakun-Pickering, Colby, Zealand","",7984790,09/01/2024,,"","","","","","","Y","SHAREHOLDER, DIRECTOR, AND CRO & CCO THIS INDIVIDUAL EXERCISES CONTROL THROUGH THEIR AUTHORITY TO RESEARCH, DEVELOP, AND MODIFY INVESTMENT STRATEGIES IMPLEMENTED ON BEHALF OF CLIENT ACCOUNTS. THEIR ROLE DIRECTLY INFLUENCES THE FIRM'S PORTFOLIO MANAGEMENT PROCESS AND INVESTMENT DECISION-MAKING."
1960359,"LI, BO","",8065491,09/01/2024,,"","","","","","","Y","SHAREHOLDER, DIRECTOR, AND PROJECT MANAGER"
1960359,"CARABILLO, VINCENT","",8006108,09/01/2024,,"","","","","","","Y","SHAREHOLDER, DIRECTOR, AND CLOUD ARCHITECT"
1960359,"Hurst, Grace, Saville","",7998231,09/01/2024,,"201 MCDONALD ST","","BLACKSBURG","VA","United States","24060","N","SHAREHOLDER, DIRECTOR, AND HEAD OF BRAND AND MARKETING"
1999923,"","MEIJI YASUDA LIFE INSURANCE COMPANY",,03/07/2016,,"780 3RD AVE","SUITE 4202","NEW YORK","NY","United States","10017","N","MEIJI YASUDA LIFE INSURANCE COMPANY, JAPAN-BASED MUTUAL COMPANY, ACQUIRED 100% OWNERSHIP OF STANCORP FINANCIAL GROUP, INC., THE PARENT COMPANY OF STANCORP INVESTMENT ADVISERS, INC., ON MARCH 7, 2016."
1996263,"Hunter, Alastair","",6750401,05/01/2022,,"4 CARLTON GARDENS, ST JAMES'S","","LONDON","","United Kingdom","SW1Y 5AA","N","MEMBER OF EXECUTIVE COMMITTEE"
1998491,"","EV LLC",,03/01/2021,,"155 FEDERAL STREET","SUITE 700","BOSTON","MA","United States","02110","N","TRUSTEE OF BOSTON MANAGEMENT AND RESEARCH"
1996389,"","MARSH & MCLENNAN AGENCY LLC",,12/17/2009,,"1166 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10036","N","MARSH & MCLENNAN AGENCY LLC (""MMA"") INDIRECTLY OWNS APPROXIMATELY 9.7% BENEFICIAL OWNERSHIP INTEREST IN MMA SECURITIES LLC (""MMAS"") VIA SEABURY & SMITH LLC AND MARSH INSURANCE & INVESTMENTS LLC.  MMAS DIRECTS THE MANAGEMENT OF MMAS AND UTILIZES MMAS AS THE BROKER-DEALER/REGISTERED INVESTMENT ADVISER TO CONDUCT SECURITIES AND INVESTMENT ADVISORY ACTIVITIES."
1999283,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1998727,"SALIT, MASON, CARY","",5105375,05/27/2025,06/17/2025,"200 CENTRAL AVENUE","","ST. PETERSBURG","FL","United States","33701","N","THIS PERSON IS NOW ON THE SCHEDULE A AS A CONTROL PERSON."
1999283,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON  AVE","3RD FL","ST. LOUIS","IL","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1999283,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
2000628,"","ECHO B MANAGEMENT, LLC",,07/01/2008,,"4 ORINDA WAY","SUITE 100-B","ORINDA","CA","United States","94563","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN WESPAC ADVISORS, LLC, FOCUS AND ECHO B MANAGEMENT, LLC (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF WESPAC ADVISORS, LLC WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF WESPAC ADVISORS, LLC. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1997031,"SIMS, ELIZABETH, BARNETT","",5000820,01/31/2025,,"2150 POST ROAD","","FAIRFIELD","CT","United States","06824","N","MANAGING PRINCIPAL"
1999492,"","KENNEDY LEWIS MANAGEMENT LP",290399,06/30/2022,,"225 LIBERTY STREET","SUITE 4210","NEW YORK","NY","United States","10281","N","KENNEDY LEWIS INVESTMENT MANAGEMENT LLC ( KLIM ) HAS 2 OF THE 5 BOARD SEATS OF SANCTUARY WEALTH GROUP, LLC WHICH OWNS 100% OF SANCTUARY ADVISORS LLC. KLIM WITH THESE 2 BOARDS SEATS HAS 40% OF THE VOTING RIGHTS."
1999467,"BARKER, BRIAN, ALAN","",4263994,12/14/2017,,"200 EAST BROAD STREET","SUITE 100","GREENVILLE","SC","United States","29601","N","DIRECTOR"
1999467,"Kirkpatrick, David, Murray","",6578390,10/29/2020,,"520 GERVAIS ST.","520","COLUMBIA","SC","United States","29201","N","DIRECTOR"
1998893,"O'Hara, Julie, Ann","",7948661,11/01/2023,,"WINDWARD 3","REGATTA OFFICE PARK","WEST BAY ROAD","","Cayman Islands","KY1 1204","N","DIRECTOR OF ASTARIS CAPITAL MANAGEMENT (CAYMAN) LIMITED"
2000265,"TRUE, DOUGLAS, ALLEN","",6046351,11/01/2011,,"11313 USA PARKWAY","","FISHERS","IN","United States","46037","N","CHIEF EXECUTIVE OFFICER OF FORUM CREDIT UNION."
1996404,"","SENTINEL MANAGEMENT COMPANY",,01/01/2001,,"100 QUANNAPOWITT PKY","","WAKEFIELD","MA","United States","01880","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN SENTINEL PENSION ADVISORS INC., FOCUS AND SENTINEL MANAGEMENT COMPANY (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF SENTINEL PENSION ADVISORS INC. WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF SENTINEL PENSION ADVISORS INC.. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1994813,"","SENTINEL MANAGEMENT COMPANY",,01/01/2001,,"100 QUANNAPOWITT PKY","","WAKEFIELD","MA","United States","01880","N","PURSUANT TO A MANAGEMENT AGREEMENT (THE ""MANAGEMENT AGREEMENT"") BETWEEN SENTINEL PENSION ADVISORS INC., FOCUS AND SENTINEL MANAGEMENT COMPANY (THE ""MANAGEMENT COMPANY""), THE MANAGEMENT COMPANY HAS AGREED TO PROVIDE PERSONS TO SERVE AS OFFICERS AND LEADERS OF SENTINEL PENSION ADVISORS INC. WHO, IN SUCH CAPACITY, WILL BE RESPONSIBLE FOR THE MANAGEMENT, SUPERVISION AND OVERSIGHT OF SENTINEL PENSION ADVISORS INC.. THE MANAGEMENT COMPANY DOES NOT PROVIDE INVESTMENT ADVISORY SERVICES."
1988603,"JAMES, JW, RANSOM","",4465177,06/01/2022,,"TWO BUCKHEAD PLAZA","SUITE 250","ATLANTA","GA","United States","30305","N","MR. JAMES HAS EFFECTIVE CONTROL OVER THE GP'S WHICH CONTROL THE LP'S WHICH ARE THE PRIVATE FUNDS."
1996673,"MOORMAN, DANIEL, STEWART","",2340599,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT DIRECTOR"
1996673,"LOEPKER, PATRICIA, MARY","",1386715,05/16/2022,,"1 N JEFFERSON AVE","","ST. LOUIS","MO","United States","63103","N","PRODUCT MANAGEMENT EXECUTIVE"
1996673,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1996130,"Gooley, Thomas, Andrew","",4526760,04/27/2021,,"DTC BLVD","5299","GREENWOOD VILLAGE","CO","United States","80111","N","MANAGER"
1993190,"UNGER, LAURA, SIMONE","",6452517,01/01/2015,,"309 WEST 49TH STREET","","NEW YORK","NY","United States","10019","N","BOARD OF DIRECTORS"
1993190,"Giancarlo, James, Christopher","",7414068,06/24/2021,,"309 WEST 49TH STREET","309","NEW YORK","NY","United States","10019","N","BOARD OF DIRECTORS NSI"
1996130,"NEARY, JOSEPH, DANIEL","",2993505,10/01/2014,,"655 W. BROADWAY","12TH FLOOR","SAN DIEGO","CA","United States","92101","N","MR. NEARY IS THE CHIEF RISK OFFICER OF THE CFG NETWORK OF BROKER DEALERS AND REGISTERED INVESTMENT ADVISERS AND HAS DIRECT OVERSIGHT OF MANAGEMENT AND POLICIES FOR EACH FIRM IN THE NETWORK."
1996357,"CARROLL, JOSEPH, BARRY","",2444543,06/22/1993,,"","","","","","","Y","MR. CARROLL IS PRESIDENT AND SOLE ADVISOR, MANAGES ALL CLIENTS/ACCOUNTS."
1982565,"SINGER, PAUL, ELLIOTT","",872317,07/17/2024,,"C/O ELLIOTT INVESTMENT MANAGEMENT L.P.","360 S. ROSEMARY AVE., 18TH FLOOR","WEST PALM BEACH","FL","United States","33401","N","PAUL SINGER IS THE CONTROLLING PRINCIPAL OF ELLIOTT INVESTMENT MANAGEMENT L.P., WHICH IS THE INVESTMENT MANAGER TO CERTAIN PRIVATE INVESTMENT VEHICLES THAT ARE INDIRECT OWNERS OF GARNET CREDIT MANAGEMENT LLC."
1995367,"","MARSH & MCLENNAN AGENCY LLC",,12/17/2009,,"1166 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10036","N","MARSH & MCLENNAN AGENCY LLC (""MMA"") INDIRECTLY OWNS APPROXIMATELY 9.7% BENEFICIAL OWNERSHIP INTEREST IN MMA SECURITIES LLC (""MMAS"") VIA SEABURY & SMITH LLC AND MARSH INSURANCE & INVESTMENTS LLC.  MMAS DIRECTS THE MANAGEMENT OF MMAS AND UTILIZES MMAS AS THE BROKER-DEALER/REGISTERED INVESTMENT ADVISER TO CONDUCT SECURITIES AND INVESTMENT ADVISORY ACTIVITIES."
2000274,"MARTORELLO, RAPHAEL, ANDRE","",4768833,09/01/2018,,"1005 S GAYLORD STREET","","DENVER","CO","United States","80209","N","RAPHAEL A. MARTORELLO, MANAGING MEMBER (OWNS 72.5% OF THE COMPANY) OF LOTUSGROUP CAPITAL, LLC ('LOTUSGROUP CAPITAL' OR 'LGC'), IS THE CIO AND AN INVESTMENT ADVISOR REPRESENTATIVE (IAR). LOTUSGROUP CAPITAL, LLC IS THE MANAGER OF THE LOTUSGROUP LONGEVITY FUND. LGC, AS THE ADVISER AND FUND MANAGER, MAINTAINS SOLE AND COMPLETE AUTHORITY TO MANAGE THE FUND'S ACTIVITIES AS WELL AS THOSE OF ITS AFFILIATED PARTNER:  LLF (SPECIAL MEMBER), LLC, THE ADVISER'S CARRIED INTEREST HOLDING COMPANY."
1996428,"","FALCON PARK CAPITAL, LLC",,01/01/2024,,"9017 S. RIVERSIDE DR","SUITE 210","SANDY","UT","United States","84070","N","FALCON PARK CAPITAL IS THE HOLDING ENTITY THAT OWNS DIVERSIFIED WEALTH MANAGEMENT."
1996357,"","THE CARROLL GROUP, INC.",146977,06/22/1993,,"","","","","","","Y","THE CARROLL GROUP, ACTS AS SOLE ADVISOR, MANAGES ALL CLIENTS/ACCOUNTS."
1998192,"ELZHOLZ, ROBERT, WILLIAM","",5084381,01/01/2023,06/13/2025,"5353 N. 16TH ST. SUITE 200","7425","PHOENIX","AZ","United States","85016","N","PRINCIPAL"
1998192,"COGAN, STEVEN, ROBERT","",4377592,07/03/2024,,"8801 HORIZON BLVD NE, SUITE 401","8801","ALBUQUERQUE","NM","United States","87113","N","PRINCIPAL"
1998192,"HATCHER, DOUGLAS, MALCOLM","",4126676,09/20/2024,,"5353 N 16TH ST, SUITE 200","","PHOENIX","AZ","United States","85016","N","PRINCIPAL AND WEALTH MANAGEMENT PRACTICE LEADER"
1998192,"SANCHEZ, DORINE, BEVERLY","",5004118,12/01/2024,,"8801 HORIZON BLVD","","ALBUQUERQUE","NM","United States","87113","N","PRINCIPAL"
1998543,"BAGLIO, SHERI, MARIE","",4524996,01/11/2021,,"1111 MAIN STREET SUITE 650","","VANCOUVER","WA","United States","98660-2990","N","OPERATIONS MANAGER"
1995261,"WALSH, DAVID, PAUL","",2733442,06/13/2022,,"1 N JEFFERSON AVE","7TH FL","ST. LOUIS","MO","United States","63103-2254","N","PRODUCT MANAGEMENT SENIOR MANAGER"
1997111,"BUCKLEY, CHARLES, KELLY","",1752633,08/05/2016,,"105 WIND HAVEN DRIVE","","NICHOLASVILLE","KY","United States","40356","N","CHIEF COMPLIANCE OFFICER RESPONSIBLE FOR ALL MATTERS OF COMPLIANCE FOR SPECTRUM FINANCIAL ALLIANCE, LTD., L.L.C."
1997328,"Boss, Natalie, Petersen","",7529367,01/01/2021,,"2101 EAST MURRAY-HOLLADAY ROAD","SUITE 200","SALT LAKE CITY","UT","United States","84117","N","NATALIE IS INVOLVED IN SETTING POLICY FOR OPERATIONS."
1997328,"Gale, Amber, Fuller","",8102306,05/27/2025,,"2101 EAST MURRAY-HOLLADAY ROAD","","SALT LAKE CITY","UT","United States","84117","N","CHIEF COMPLIANCE OFFICER"
